observed	chao	chao.se	jack1	jack1.se	jack2	boot	boot.se	noff_gt	type	year	noff.sample	rep
75	159.049411764706	31.9824707127565	127.92	8.56864049893564	163.77306122449	97.0545441208219	3.47901221457315	50	all	2008	50	53
75	154.38	29.9366030137021	127.92	9.22938784535573	162.832653061224	97.1092349370543	3.66804098071925	50	all	2008	50	54
83	295.080909090909	83.1171266380822	150.62	10.5521372242783	206.515510204082	109.692443834436	3.88900077028918	50	all	2008	50	55
78	184.605625	39.8421288937983	135.82	9.27704694393642	177.413469387755	101.700176001175	3.6552055709952	50	all	2008	50	56
78	234.963333333333	61.6409173343066	138.76	9.83792661082608	186.995102040816	102.278295642555	3.72263090942751	50	all	2008	50	57
80	252.520833333333	66.9656890384263	143.7	10.2735582930161	194.815102040816	105.325473956256	3.81528677686258	50	all	2008	50	58
83	257.289230769231	65.5578221813228	149.64	10.5993962092187	202.694693877551	109.542715014832	3.91958408885626	50	all	2008	50	59
82	287.978181818182	80.9857133628862	148.64	10.6914545315406	203.575510204082	108.29840990362	3.93854136437977	50	all	2008	50	60
77	224	58.2095353013576	135.8	9.53645636491878	182.115102040816	100.605599709566	3.65075233183804	50	all	2008	50	61
72	177.877692307692	42.593851493203	123.94	8.51241446359375	162.594693877551	93.2178374514465	3.43141011073473	50	all	2008	50	62
80	371.61125	125.90051458223	147.62	11.0953864286018	206.336734693878	106.217809565748	4.02657263320181	50	all	2008	50	63
85	375.134444444444	119.397395357873	156.54	11.003145004952	218.156326530612	112.88935096774	3.93613040455521	50	all	2008	50	64
76	258.329	75.4098199712743	135.78	9.5866782568312	184.935918367347	99.6595081506313	3.62027993372104	50	all	2008	50	65
77	208.206923076923	51.2112632202128	134.82	9.06331065339813	179.234693877551	100.40118007373	3.56460775338941	50	all	2008	50	66
76	189.715	44.1000089285705	131.86	9.2791594446911	173.414285714286	98.8027265070778	3.63200240287366	50	all	2008	50	67
83	323.1	96.4317012190493	151.6	10.5046656300903	209.395918367347	109.896863470272	3.85058183886979	50	all	2008	50	68
82	322.1	96.4317012190493	150.6	10.6896211345398	208.395918367347	108.836597057671	3.88787379061793	50	all	2008	50	69
75	154.38	29.9366030137021	127.92	8.68225777087965	162.832653061224	97.1092349370543	3.53971452739036	50	all	2008	50	70
76	166.390588235294	33.9795521611492	130.88	9.1204385859453	168.65306122449	98.7076885037065	3.62929796367588	50	all	2008	50	71
86	439.78	150.287057493318	160.48	11.48	225.916734693878	114.766466536565	4.0713387973328	50	all	2008	50	72
81	195.400588235294	41.4150365020153	142.74	9.98524912057781	187.23306122449	106.196079061924	3.83126209595477	50	all	2008	50	73
81	332.751111111111	104.985591622305	147.64	10.5065313020045	204.456326530612	107.073656342512	3.85784684442626	50	all	2008	50	74
86	439.78	150.287057493318	160.48	11.48	225.916734693878	114.766466536565	4.0544055739141	50	all	2008	50	75
82	434.87	158.606753639308	151.58	10.8253591164451	213.157142857143	108.876529545	3.88249244785545	50	all	2008	50	76
82	211.390625	46.9684398445452	145.7	10.080972175341	193.053469387755	107.794532628576	3.80874712797829	50	all	2008	50	77
83	301.272727272727	85.2754902722467	151.6	10.9612043133955	208.455510204082	109.971105836609	3.99251753228259	50	all	2008	50	78
81	372.61125	125.90051458223	148.62	10.3647286505726	207.336734693878	107.258524428244	3.77392884225332	50	all	2008	50	79
79	337.78125	112.919615546615	142.7	10.3685100183199	197.576734693878	103.952235662474	3.81506203802187	50	all	2008	50	80
83	229.640666666667	53.516319920258	148.66	10.3666195068595	198.87387755102	109.392986195228	3.87129001869566	50	all	2008	50	81
79	204.570666666667	46.840794001557	139.76	9.9370418133366	185.17387755102	103.557740019896	3.7960372317796	50	all	2008	50	82
82	234.46	56.7580813629214	146.68	10.2247933964457	196.874285714286	107.94426144818	3.82387297045426	50	all	2008	50	83
76	303.91125	100.632932560968	135.78	9.98721182312661	186.816734693878	99.5110234179578	3.80798912974608	50	all	2008	50	84
81	307.576	91.5426092352627	147.64	10.5993962092187	203.515918367347	107.154733092505	3.93659226351874	50	all	2008	50	85
79	337.78125	112.919615546615	142.7	9.78498850280367	197.576734693878	103.952235662474	3.63364922863106	50	all	2008	50	86
75	207.6675	53.2402484468987	130.86	9.38417817392658	174.295102040816	97.5584213958656	3.6429359566498	50	all	2008	50	87
82	234.46	56.7580813629214	146.68	10.2247933964457	196.874285714286	107.94426144818	3.8146724580119	50	all	2008	50	88
83	445.88	162.758225598585	153.56	10.7790908707553	216.097142857143	110.270563475816	3.85581345478201	50	all	2008	50	89
83	301.272727272727	85.2754902722467	151.6	10.5975468859543	208.455510204082	109.971105836609	3.87341506389737	50	all	2008	50	90
88	460.645	157.644942681727	164.44	11.5633559142664	231.796734693878	117.534982848093	4.05601631634867	50	all	2008	50	91
82	251.200769230769	63.8796677196626	147.66	10.2716503055741	199.754693877551	108.148681084016	3.82377652993044	50	all	2008	50	92
78	272.481	79.8637484976757	139.74	9.78699136609408	190.815918367347	102.428024462159	3.68971338881558	50	all	2008	50	93
77	286.284444444444	88.891809631027	137.76	10.0351781249762	188.816326530612	100.979299715111	3.74667581054521	50	all	2008	50	94
88	460.645	157.644942681727	164.44	11.478292555951	231.796734693878	117.534982848093	4.02379346133569	50	all	2008	50	95
77	242.753636363636	66.8206981619842	136.78	9.78899381959147	184.995510204082	100.810019345402	3.71217789728843	50	all	2008	50	96
79	246.253333333333	65.1670773502262	141.72	10.0332248056146	191.875102040816	103.93144002544	3.79972161163698	50	all	2008	50	97
77	203	48.1497663545733	135.8	9.73981519331861	180.234285714286	100.734532892135	3.76570255659645	50	all	2008	50	98
83	323.1	96.4317012190493	151.6	10.5046656300903	209.395918367347	109.896863470272	3.83032603006837	50	all	2008	50	99
84	289.840833333333	78.254578691403	153.58	10.9155118982116	210.455102040816	111.419830583657	3.95339677172505	50	all	2008	50	100
127	241.771724137931	34.8074832385359	208.18	10.9529995891536	260.407070707071	161.465775204355	4.67954000923838	100	all	2008	100	1
129	245.424	34.8381531542646	212.16	10.8613258859128	265.37696969697	164.252849724461	4.63577300760369	100	all	2008	100	2
133	282.631428571429	43.8488090100917	224.08	11.4782054346487	287.077171717172	170.749799862837	4.7405417812327	100	all	2008	100	3
136	288.064	43.4318259712852	231.04	12.065222749705	296.01696969697	175.408128501164	4.92066342487042	100	all	2008	100	4
127	264.552884615385	41.900670798184	211.15	11.0864106003702	269.227373737374	162.125659780994	4.70290301302629	100	all	2008	100	5
128	306.22152173913	54.3634946240373	218.09	11.5216795650634	284.957676767677	164.705627549583	4.81831966836826	100	all	2008	100	6
138	307.785	48.7435005282756	235.02	12.1461845861159	303.897171717172	177.93433894867	4.93350327332533	100	all	2008	100	7
135	252.926470588235	33.8381309125308	224.1	11.3924975312703	279.316565656566	172.821343855647	4.80451162772895	100	all	2008	100	8
134	267.65	39.0248862906735	223.1	11.6502789666171	282.19696969697	171.437388810294	4.86616050942251	100	all	2008	100	9
136	286.821379310345	43.6252788052809	229.06	11.648579312517	293.047070707071	174.654247301847	4.77535203202681	100	all	2008	100	10
135	277.7085	41.2008552347521	227.07	11.7757929669301	289.10696969697	173.439702207993	4.83191447679086	100	all	2008	100	11
134	258.215	35.6368552522908	224.09	11.6072865046056	281.256666666667	171.934424006034	4.80059223239882	100	all	2008	100	12
132	318.140625	55.5760585586285	226.05	11.6905731253861	295.867575757576	170.372865318151	4.72842480846205	100	all	2008	100	13
142	344.125	57.1980568580204	245.95	12.5837395077934	322.657272727273	184.321124130968	4.98986406763118	100	all	2008	100	14
130	249.79	34.9352676836031	217.12	10.8595027510471	272.316767676768	166.69072932281	4.55230780508017	100	all	2008	100	15
135	277.7085	41.2008552347521	227.07	11.8595657593354	289.10696969697	173.439702207993	4.85448431051323	100	all	2008	100	16
129	264.593333333333	40.8862037967008	214.14	11.0412227583724	272.227272727273	164.538176952065	4.64404655612361	100	all	2008	100	17
125	230.6	32.169550820613	204.2	10.4922828783826	253.49696969697	158.735672630731	4.44741631462079	100	all	2008	100	18
131	248.08296875	34.2891148763845	217.13	11.1744664302149	271.346767676768	167.432780100898	4.71010953579935	100	all	2008	100	19
142	319.585517241379	50.0178475029275	242.98	12.4663627413933	314.807070707071	183.585182014468	5.03178642830714	100	all	2008	100	20
138	269.393382352941	36.9605079967056	232.05	11.9419219558662	292.166565656566	177.462485202326	4.95550466297539	100	all	2008	100	21
129	221.163648648649	27.0386945706546	211.17	10.9072590507423	256.616262626263	164.528676785054	4.71124915101609	100	all	2008	100	22
131	220.956216216216	26.5216852124484	212.18	10.5852822352548	256.646262626263	166.372578184293	4.58694435648732	100	all	2008	100	23
128	251.323275862069	36.9250464930663	212.15	10.9967495197445	267.317070707071	163.426669273825	4.6144060294159	100	all	2008	100	24
130	277.433846153846	44.4015299223427	217.12	11.3933664910772	278.137373737374	166.164438612833	4.73946597194356	100	all	2008	100	25
131	254.654193548387	36.2202697955667	218.12	10.8595027510471	274.286868686869	167.736478740176	4.6044178669771	100	all	2008	100	26
133	255.52796875	35.5869870788142	221.11	11.2618337760775	277.286767676768	170.159576310651	4.73917523542026	100	all	2008	100	27
133	284.818333333333	44.9289680685838	223.09	11.260954666457	286.077272727273	170.391750614675	4.70799851430928	100	all	2008	100	28
130	220.21375	26.7989929921	210.19	10.444524881487	254.646363636364	164.842197682385	4.54711489494854	100	all	2008	100	29
132	270.258620689655	40.5830916047993	221.1	10.6746896910402	281.167070707071	169.143270600497	4.49596882359506	100	all	2008	100	30
130	284.211538461538	46.1065633357705	219.1	10.767033017503	282.077373737374	166.808970053194	4.51231666430719	100	all	2008	100	31
135	261.96	36.2798697000767	226.08	11.3916285051787	284.226666666667	173.324054400185	4.69630550648004	100	all	2008	100	32
135	297.925714285714	47.084888441341	230.04	11.7324166308566	296.957171717172	174.159759708734	4.77413395002792	100	all	2008	100	33
130	348.691	68.1550960680858	223.06	11.3907594127872	295.77797979798	167.571862120612	4.61878043987653	100	all	2008	100	34
118	193.615	23.8955301544794	188.29	9.55861391625376	225.856666666667	148.766043481	4.23433967969845	100	all	2008	100	35
132	360.096	70.6916518748855	227.04	11.5624218916281	301.71797979798	170.235964400016	4.66013628176407	100	all	2008	100	36
146	433.3025	83.4332729726004	257.87	13.1198818592242	347.267777777778	190.651893710487	5.02867851729966	100	all	2008	100	37
137	319.845384615385	53.2287274613123	234.02	12.3081192714403	304.837373737374	176.797870117063	4.93908681239758	100	all	2008	100	38
133	268.150967741935	38.968376080733	224.08	11.6494291705645	284.166868686869	171.034986713261	4.80727841330988	100	all	2008	100	39
142	369.390625	65.9666526471869	245.95	12.5048190710622	325.567575757576	184.008722668089	4.98561062342737	100	all	2008	100	40
129	288.72	48.8080300770273	216.12	10.9502876674542	279.077575757576	164.986409306415	4.57736051274957	100	all	2008	100	41
137	362	67.4621105779857	236	12.2266103233889	312.657777777778	176.992261718094	4.92008859273206	100	all	2008	100	42
140	338.293333333333	56.2753578215402	242.96	12.544735947799	318.687272727273	181.838465790791	5.06539862268926	100	all	2008	100	43
132	283.818333333333	44.9289680685838	222.09	11.3485285389781	285.077272727273	169.291616337906	4.68785353096345	100	all	2008	100	44
131	242.76171875	33.0135171386183	215.15	10.5370062161887	267.406767676768	166.868600561267	4.51946317243488	100	all	2008	100	45
139	354.217391304348	63.8890236875153	238	12.4671568531081	313.687676767677	179.276779840854	4.97121795742402	100	all	2008	100	46
140	345.9992	59.7291382267114	240.98	12.386694474314	316.687474747475	181.068712031179	4.93929315308992	100	all	2008	100	47
131	260.195	38.3689591336539	217.13	11.1744664302149	274.257070707071	167.2125927598	4.73419356949776	100	all	2008	100	48
132	283.818333333333	44.9289680685838	222.09	11.172694393028	285.077272727273	169.358249187832	4.60805704173824	100	all	2008	100	49
145	465.994473684211	97.2475172358276	254.89	12.8922883926788	345.238080808081	188.698288329239	4.97821694998045	100	all	2008	100	50
131	313.16	55.3856876819274	222.08	11.4782054346487	289.927676767677	168.293893156672	4.76933833517096	100	all	2008	100	51
145	354.898333333333	59.0648188311762	250.93	12.6613861800357	329.597272727273	188.131721913719	5.02869538003221	100	all	2008	100	52
139	315.073333333333	50.8887924469408	236.02	12.1461845861159	305.867272727273	178.973004230347	4.84487085430515	100	all	2008	100	53
143	309.128387096774	46.2461541757416	243.98	12.2258005872826	313.866868686869	184.804218321434	4.93396257106893	100	all	2008	100	54
130	297.0625	50.6992424360932	219.1	11.1287465601477	284.017575757576	166.562815670768	4.619691788172	100	all	2008	100	55
131	220.956216216216	26.5216852124484	212.18	10.9529995891536	256.646262626263	166.352845785865	4.68307658816549	100	all	2008	100	56
126	252.298333333333	38.5463607845476	208.17	10.9976497489236	263.317272727273	160.480947543444	4.65503844010521	100	all	2008	100	57
142	352.0582	60.7339021289559	243.97	12.5845262127742	320.657474747475	183.548876615062	5.02048507755171	100	all	2008	100	58
132	268.902857142857	40.7210134076328	219.12	11.1296361126499	278.197171717172	168.545673862153	4.68060925134766	100	all	2008	100	59
125	274.015625	46.0350234339938	209.15	11.2635917894782	269.167575757576	159.795184755164	4.6938776371047	100	all	2008	100	60
137	309.498333333333	50.0159825947436	233.03	12.3486719933765	301.897272727273	176.483239559427	5.03831070269517	100	all	2008	100	61
135	267.228870967742	38.272607608749	225.09	11.172694393028	284.196868686869	172.868755801108	4.68704075163499	100	all	2008	100	62
141	359.295	62.7673840541407	244.95	12.2650112107572	323.597474747475	183.065671202849	4.8331822141526	100	all	2008	100	63
136	330.060625	57.5862631235706	232.03	11.9410929148047	303.807575757576	175.187570043282	4.8409362636481	100	all	2008	100	64
131	399.348235294118	86.6298168850633	226.04	11.7324166308566	303.628282828283	168.940646402824	4.68633467617439	100	all	2008	100	65
139	312.267678571429	49.5829441409267	237.01	12.4277874136952	306.867171717172	179.331053478509	5.03872974590603	100	all	2008	100	66
139	387.0625	73.4118434389321	242.95	12.5837395077934	324.507777777778	180.725618351178	4.95388989654494	100	all	2008	100	67
128	328.475	63.215650999179	217.1	11.3052642605116	285.89797979798	164.203462749527	4.62179566464479	100	all	2008	100	68
142	277.828	37.6295061673682	239.02	11.815659101379	301.106464646465	182.833964462133	4.82491660029829	100	all	2008	100	69
132	330.81	60.6411776165938	225.06	11.7332604164401	295.837777777778	169.904282191005	4.75209488219196	100	all	2008	100	70
139	284.54546875	41.0009150819307	235.03	11.7741114314414	299.046767676768	179.0741783195	4.84127004907691	100	all	2008	100	71
131	321.166086956522	57.4572327655453	224.06	11.5632780819282	293.867676767677	168.88400548711	4.66562874022561	100	all	2008	100	72
134	324.08	56.576914019766	229.04	11.5624218916281	299.837575757576	172.801289366177	4.72566602568887	100	all	2008	100	73
145	390.045625	70.3604410988935	252.91	12.8930562707218	336.447575757576	188.475714112251	5.03190128578634	100	all	2008	100	74
133	294.141538461538	47.8418138901949	224.08	11.4782054346487	289.017373737374	170.611697658567	4.75713378609601	100	all	2008	100	75
131	294.9638	49.2041543751907	221.09	11.7766336446372	286.017474747475	168.080547909937	4.85462159615994	100	all	2008	100	76
136	307.822115384615	50.5013153823702	230.05	11.7749522292025	297.927373737374	174.708743382997	4.82535226547875	100	all	2008	100	77
130	242.668387096774	33.5654832273851	213.16	10.9520956898668	265.406868686869	165.401168468253	4.63600898904929	100	all	2008	100	78
135	355.5225	66.3011341107752	233.01	11.8570611873263	308.687777777778	174.60346508964	4.75535046724161	100	all	2008	100	79
144	393.5625	71.4800828629469	252.9	13.083233545267	337.417575757576	187.782293695321	5.07198317317367	100	all	2008	100	80
137	261.966285714286	35.1523694232357	230.06	11.3907594127872	288.226464646465	176.274756642589	4.7855354488246	100	all	2008	100	81
131	236.1875	30.8429806135043	215.15	10.7232690910934	265.466565656566	167.056651392738	4.60276347079506	100	all	2008	100	82
133	282.631428571429	43.8488090100917	224.08	11.4782054346487	287.077171717172	170.850355577623	4.76121314771202	100	all	2008	100	83
138	273.375	38.2407854319775	232.05	11.6905731253861	293.136666666667	177.516152521078	4.84122320427095	100	all	2008	100	84
141	359.295	62.7673840541407	244.95	12.2650112107572	323.597474747475	183.076155033194	4.86442643911216	100	all	2008	100	85
146	509.6875	110.962109750794	259.85	13.3435939686428	355.088181818182	190.948585185305	5.12266563704347	100	all	2008	100	86
133	301.223846153846	49.607267093622	226.06	11.648579312517	292.957373737374	171.246629011891	4.72914264344056	100	all	2008	100	87
147	390.9558	69.0593753454634	256.89	13.1206364174913	341.417474747475	191.35034456545	5.12682767414001	100	all	2008	100	88
137	319.845384615385	53.2287274613123	234.02	11.8991512302349	304.837373737374	176.732519088784	4.83335323665699	100	all	2008	100	89
135	271.6365	39.7440950340425	225.09	11.3485285389781	285.16696969697	172.785038456241	4.75394665617997	100	all	2008	100	90
147	474.31875	97.0088703358004	260.85	13.269193645433	354.14797979798	192.193247341649	5.08339947638304	100	all	2008	100	91
144	306.24	44.4100037870257	246.96	12.7792957552441	316.866666666667	186.626366740532	5.09690152671414	100	all	2008	100	92
136	278.7085	41.2008552347521	228.07	11.347656145654	290.10696969697	174.514749860305	4.70334683550729	100	all	2008	100	93
138	336	57.7435710707261	237	11.8148212005091	310.747474747475	178.305147681319	4.74762649587098	100	all	2008	100	94
142	304.886935483871	45.492210644628	241.99	12.4269907861879	310.896868686869	183.467052505832	4.94117523293399	100	all	2008	100	95
134	262.09671875	36.9071178513083	224.09	11.4354317802171	282.226767676768	171.919855462441	4.82337899543724	100	all	2008	100	96
131	241.94	32.501546256923	216.14	10.9511917159732	268.406666666667	167.244652298198	4.70496737519755	100	all	2008	100	97
132	290.565	46.5960868349836	224.07	11.5208202832958	289.017272727273	169.938761431234	4.71830639510756	100	all	2008	100	98
133	277.471724137931	42.0913326913781	224.08	11.2164700329471	286.107070707071	170.89555267767	4.63328013255312	100	all	2008	100	99
143	293	41.6151196299876	242	12.1453694879983	307.986666666667	184.379024729382	4.95255111740917	100	all	2008	100	100
187	390.082972972973	51.5652615066491	309.18	13.0779254216154	394.278344519016	237.911051127082	5.51770282404208	150	all	2008	150	1
177	332.754666666667	40.3565838968343	288.253333333333	12.1761369535297	359.558210290828	224.109203154635	5.35501869173652	150	all	2008	150	2
178	343.39	43.4788189812005	288.26	11.9707254026925	361.518344519016	224.602873354607	5.28026754211965	150	all	2008	150	3
186	328.791666666667	35.9894346957857	300.233333333333	12.8501015992525	368.617941834452	235.221275047202	5.54496361558521	150	all	2008	150	4
177	360.240784313725	48.6825454339609	288.253333333333	12.3382188521863	365.438478747204	223.586114574997	5.33625387392173	150	all	2008	150	5
176	265.868012820513	24.0462541403873	272.353333333333	10.7507043696887	317.097673378076	219.483081119126	5.00829163704363	150	all	2008	150	6
176	362.527549019608	49.4108390251743	288.246666666667	12.3781402300812	366.418478747204	222.783033078663	5.32637036952231	150	all	2008	150	7
174	298.928992248062	32.9873814102504	277.306666666667	11.5933007475103	337.77807606264	218.780504381896	5.23481242472601	150	all	2008	150	8
183	324.595151515152	36.2394933924627	294.253333333333	12.4184665362158	361.638031319911	230.832989104339	5.44066329197027	150	all	2008	150	9
168	297.910170940171	35.0859961886394	268.326666666667	11.6369163536661	329.758255033557	211.138497458254	5.17790500324508	150	all	2008	150	10
174	347.060740740741	45.5483184241035	285.253333333333	12.7344013513701	360.478389261745	220.599666852909	5.45561376112066	150	all	2008	150	11
169	282.205348837209	30.4800769907838	267.34	11.5518137104093	322.87807606264	211.842503332636	5.21106680208698	150	all	2008	150	12
174	326.450526315789	40.309352414949	281.28	12.1772246427501	350.598299776286	219.642309084317	5.39541292580237	150	all	2008	150	13
174	298.448863636364	32.656372973645	278.3	11.889126685057	338.77803131991	219.000568155101	5.26405974688594	150	all	2008	150	14
174	298.928992248062	32.9873814102504	277.306666666667	12.0140732291574	337.77807606264	218.691838324967	5.32609990879902	150	all	2008	150	15
182	380.666666666667	51.0942967511427	301.2	12.9642585595938	384.318389261745	231.605962382871	5.45771488673749	150	all	2008	150	16
180	322.312325581395	36.6488497391101	290.26	12.5381391495442	357.63807606264	227.34411791578	5.48109741092367	150	all	2008	150	17
171	323.450526315789	40.309352414949	278.28	12.2585262844547	347.598299776286	216.285933965569	5.36182910891522	150	all	2008	150	18
173	323.825585585586	40.2998092847804	278.293333333333	12.013522011097	346.618344519016	217.868627723701	5.3338960691656	150	all	2008	150	19
174	307.55487804878	35.3284943420754	278.3	11.9723848919085	341.718165548098	218.861867852403	5.31326748722405	150	all	2008	150	20
172	290.253968253968	31.7894072532701	271.333333333333	11.8486755002874	328.838120805369	215.220281021129	5.29491414133893	150	all	2008	150	21
176	296.17023255814	31.9736449314332	277.32	11.6792351347737	335.81807606264	220.369638820068	5.289579565497	150	all	2008	150	22
175	284.63156462585	28.586556578893	278.306666666667	11.7634159815742	332.897807606264	220.234461414237	5.27272041089254	150	all	2008	150	23
177	295.465347222222	30.5855865096436	283.286666666667	11.804720336468	341.817852348993	223.243297146992	5.31016976960128	150	all	2008	150	24
174	318.098684210526	38.4909990563484	278.3	12.0550680905031	344.658299776286	218.625248531626	5.30044836323083	150	all	2008	150	25
176	281.455510204082	27.7222702858036	277.32	11.5078755641517	329.937807606264	220.721591924236	5.21480165049684	150	all	2008	150	26
180	323.087301587302	37.081951557696	289.266666666667	12.4189997808018	356.638120805369	227.047376869812	5.43526802871826	150	all	2008	150	27
183	303.426462585034	30.7993435553748	291.273333333333	11.9712785913248	350.797807606264	230.320551079969	5.3248744244833	150	all	2008	150	28
