off	mom	dad	type
MR11J_04_04_010	MR10A_098	MR10A_078	both
MR11J_04_04_011	MR10A_203	MR10A_156	both
MR11J_04_05_001	MR10TH_078	MR10TH_180	both
MR11J_04_05_002	MR10A_061	MR10TH_037	both
MR11J_04_06_001	MR10TH_078	MR10TH_180	both
MR11J_04_06_002	MR10A_106	MR10TH_006	both
MR11J_04_08_001	MR10A_061	MR10TH_037	both
MR11J_04_08_002	MR10A_098	MR10A_078	both
MR11J_04_08_003	MR10A_180	MR10TH_021	both
MR11J_04_08_004	MR10A_061	MR10TH_037	both
MR11J_04_08_006	MR10A_098	MR10A_078	both
MR11J_04_11_001	MR10TH_154	MR10TH_158	both
MR11J_04_11_002	MR10TH_101	MR10A_093	both
MR11J_04_11_003	MR10TH_101	MR10A_128	both
MR11J_04_11_004	MR10A_180	MR10TH_006	both
MR11J_04_11_005	MR10TH_101	MR10A_128	both
MR11J_04_11_006	MR10A_098	MR10A_078	both
MR11J_04_11_007	MR10A_098	MR10A_078	both
MR11J_04_11_008	MR10A_061	MR10A_239	both
MR11J_04_11_009	MR10A_098	MR10A_078	both
MR11J_04_11_010	MR10A_061	MR10TH_037	both
MR11J_04_11_011	MR10A_180	MR10TH_006	both
MR11J_04_11_012	MR10A_098	MR10A_078	both
MR11J_04_11_013	MR10TH_101	MR10A_128	both
MR11J_04_11_014	MR10A_098	MR10A_078	both
MR11J_04_11_016	MR10A_098	MR10A_078	both
MR11J_04_11_017	MR10TH_101	MR10A_128	both
MR11J_04_11_019	MR10TH_101	MR10A_128	both
MR11J_04_11_020	MR10TH_101	MR10A_093	both
MR11J_04_11_021	MR10A_098	MR10A_078	both
MR11J_04_11_022	MR10A_098	MR10A_078	both
MR11J_04_11_023	MR10A_098	MR10A_078	both
MR11J_04_11_024	MR10A_169	MR10A_141	both
MR11J_04_11_025	MR10TH_101	MR10A_128	both
MR11J_04_11_027	MR10TH_101	MR10A_128	both
MR11J_04_11_028	MR10A_098	MR10A_078	both
MR11J_04_11_029	MR10A_180	MR10TH_006	both
MR11J_04_11_031	MR10TH_101	MR10A_128	both
MR11J_04_12_001	MR10A_089	MR10TH_187	both
MR11J_04_12_002	MR10A_218	MR10A_245	both
MR11J_04_12_003	MR10A_089	MR10TH_187	both
MR11J_04_12_004	MR10A_268	MR10A_327	both
MR11J_04_12_005	MR10A_218	MR10A_245	both
MR11J_04_13_001	MR10A_268	MR10A_327	both
MR11J_04_13_002	MR10A_061	MR10TH_037	both
MR11J_04_13_003	MR10A_061	MR10TH_037	both
MR11J_04_13_004	MR10A_218	MR10A_245	both
MR11J_04_13_005	MR10TH_154	MR10TH_158	both
MR11J_04_13_006	MR10A_061	MR10TH_037	both
MR11J_04_13_007	MR10A_061	MR10TH_037	both
MR11J_04_13_008	MR10A_098	MR10A_078	both
MR11J_04_14_002	MR10A_213	MR10TH_033	both
MR11J_04_14_003	MR10TH_101	MR10A_128	both
MR11J_04_14_004	MR10A_218	MR10A_245	both
MR11J_04_14_005	MR10TH_101	MR10A_128	both
MR11J_04_14_007	MR10A_218	MR10A_245	both
MR11J_04_14_008	MR10TH_101	MR10A_128	both
MR11J_04_14_010	MR10A_203	MR10A_156	both
MR11J_04_14_011	MR10A_061	MR10TH_037	both
MR11J_04_14_012	MR10A_061	MR10TH_037	both
MR11J_04_14_014	MR10A_218	MR10A_245	both
MR11J_04_14_015	MR10A_180	MR10TH_091	both
MR11J_04_14_016	MR10A_061	MR10TH_037	both
MR11J_04_14_017	MR10A_218	MR10A_245	both
MR11J_04_14_018	MR10A_218	MR10A_245	both
MR11J_04_14_019	MR10A_218	MR10A_245	both
MR11J_04_14_020	MR10A_218	MR10A_245	both
MR11J_04_14_022	MR10A_061	MR10TH_037	both
MR11J_04_15_001	MR10A_352	MR10TH_011	both
MR11J_04_15_002	MR10TH_154	MR10TH_158	both
MR11J_04_15_003	MR10A_061	MR10TH_037	both
MR11J_04_15_004	MR10A_218	MR10A_245	both
MR11J_04_15_006	MR10A_218	MR10A_245	both
MR11J_04_15_007	MR10A_218	MR10A_245	both
MR11J_04_15_009	MR10A_061	MR10TH_037	both
MR11J_04_15_010	MR10A_218	MR10A_245	both
MR11J_04_15_011	MR10A_061	MR10TH_037	both
MR11J_04_15_012	MR10A_098	MR10A_078	both
MR11J_04_15_013	MR10A_218	MR10A_245	both
MR11J_04_15_014	MR10A_352	MR10TH_011	both
MR11J_04_15_015	MR10A_061	MR10TH_037	both
MR11J_04_18_001	MR10TH_045	MR10TH_073	both
MR11J_04_18_004	MR10TH_045	MR10TH_082	both
MR11J_04_18_005	MR10TH_045	MR10TH_073	both
MR11J_04_18_006	MR10TH_154	MR10TH_158	both
MR11J_04_18_007	MR10A_352	MR10TH_011	both
MR11J_04_18_008	MR10TH_064	MR10A_323	both
MR11J_04_18_009	MR10A_063	MR10TH_180	both
MR11J_04_18_012	MR10A_271	MR10TH_001	both
MR11J_04_18_013	MR10A_218	MR10A_245	both
MR11J_04_18_015	MR10A_098	MR10A_078	both
MR11J_04_18_017	MR10TH_064	MR10A_323	both
MR11J_04_19_001	MR10A_352	MR10TH_011	both
MR11J_04_19_003	MR10A_098	MR10A_078	both
MR11J_04_19_006	MR10A_163	MR10TH_151	both
MR11J_04_19_007	MR10A_218	MR10A_245	both
MR11J_04_19_008	MR10A_352	MR10TH_011	both
MR11J_04_19_009	MR10A_218	MR10A_245	both
MR11J_04_19_010	MR10A_180	MR10TH_006	both
MR11J_04_19_011	MR10A_218	MR10A_245	both
MR11J_04_19_014	MR10A_218	MR10A_245	both
MR11J_04_20_001	MR10TH_041	MR10TH_027	both
MR11J_04_20_005	MR10TH_045	MR10TH_082	both
MR11J_04_20_006	MR10A_098	MR10A_078	both
MR11J_04_20_007	MR10A_061	MR10A_239	both
MR11J_04_20_010	MR10TH_045	MR10TH_006	both
MR11J_04_20_011	MR10A_218	MR10A_245	both
MR11J_04_22_001	MR10TH_119	MR10TH_001	both
MR11J_04_22_003	MR10A_235	MR10TH_165	both
MR11J_04_22_005	MR10TH_045	MR10TH_073	both
MR11J_04_22_006	MR10A_249	MR10TH_069	both
MR11J_04_22_007	MR10A_352	MR10TH_011	both
MR11J_04_22_008	MR10A_352	MR10TH_011	both
MR11J_04_22_009	MR10A_235	MR10TH_165	both
MR11J_04_22_010	MR10A_203	MR10A_156	both
MR11J_04_22_011	MR10TH_045	MR10TH_006	both
MR11J_04_22_013	MR10A_218	MR10A_245	both
MR11J_04_22_014	MR10A_352	MR10TH_011	both
MR11J_04_22_015	MR10A_218	MR10A_245	both
MR11J_04_22_016	MR10A_218	MR10A_245	both
MR11J_04_25_001	MR10TH_101	MR10A_137	both
MR11J_04_25_002	MR10TH_101	MR10A_137	both
MR11J_04_25_004	MR10A_249	MR10TH_144	both
MR11J_04_25_006	MR10TH_237	MR10TH_131	both
MR11J_04_25_007	MR10A_218	MR10A_245	both
MR11J_04_25_008	MR10TH_101	MR10TH_126	both
MR11J_04_25_010	MR10A_249	MR10TH_036	both
MR11J_04_25_011	MR10TH_045	MR10TH_082	both
MR11J_04_25_013	MR10A_268	MR10A_327	both
MR11J_04_25_015	MR10A_352	MR10TH_011	both
MR11J_04_25_016	MR10A_169	MR10A_141	both
MR11J_04_25_018	MR10TH_101	MR10A_137	both
MR11J_04_25_019	MR10A_169	MR10A_141	both
MR11J_04_25_020	MR10TH_045	MR10TH_073	both
MR11J_04_25_021	MR10A_169	MR10TH_164	both
MR11J_04_25_022	MR10A_067	MR10A_128	both
MR11J_04_25_023	MR10TH_101	MR10TH_126	both
MR11J_04_25_026	MR10A_235	MR10TH_165	both
MR11J_04_25_027	MR10TH_078	MR10TH_015	both
MR11J_04_25_028	MR10A_169	MR10A_141	both
MR11J_04_25_029	MR10A_063	MR10TH_180	both
MR11J_04_25_030	MR10TH_045	MR10TH_082	both
MR11J_04_25_031	MR10TH_237	MR10TH_212	both
MR11J_04_25_032	MR10A_180	MR10TH_091	both
MR11J_04_25_035	MR10A_180	MR10TH_091	both
MR11J_04_25_037	MR10TH_064	MR10A_046	both
MR11J_04_25_038	MR10A_061	MR10A_239	both
MR11J_04_25_041	MR10TH_064	MR10A_046	both
MR11J_04_25_042	MR10A_098	MR10A_078	both
MR11J_04_25_043	MR10TH_045	MR10TH_082	both
MR11J_04_25_044	MR10TH_064	MR10A_323	both
MR11J_04_25_045	MR10TH_045	MR10TH_020	both
MR11J_04_25_046	MR10TH_045	MR10TH_082	both
MR11J_04_25_047	MR10TH_064	MR10A_323	both
MR11J_04_25_049	MR10TH_237	MR10TH_131	both
MR11J_04_25_050	MR10A_163	MR10TH_151	both
MR11J_04_25_051	MR10A_067	MR10A_128	both
MR11J_04_25_052	MR10A_203	MR10A_156	both
MR11J_04_25_053	MR10A_352	MR10TH_011	both
MR11J_04_25_054	MR10TH_101	MR10TH_126	both
MR11J_04_25_055	MR10TH_237	MR10TH_212	both
MR11J_04_25_056	MR10TH_101	MR10A_128	both
MR11J_04_25_059	MR10TH_101	MR10A_137	both
MR11J_04_25_061	MR10TH_101	MR10A_137	both
MR11J_04_25_066	MR10TH_237	MR10TH_212	both
MR11J_04_25_067	MR10A_061	MR10A_239	both
MR11J_04_25_068	MR10A_203	MR10A_156	both
MR11J_04_25_069	MR10TH_045	MR10TH_006	both
MR11J_04_25_070	MR10TH_101	MR10A_128	both
MR11J_04_25_072	MR10A_352	MR10TH_011	both
MR11J_04_25_073	MR10A_249	MR10TH_069	both
MR11J_04_25_074	MR10TH_045	MR10TH_020	both
MR11J_04_25_077	MR10A_163	MR10TH_151	both
MR11J_04_25_078	MR10A_163	MR10TH_151	both
MR11J_04_25_079	MR10A_249	MR10A_258	both
MR11J_04_25_080	MR10A_203	MR10A_156	both
MR11J_04_25_081	MR10TH_064	MR10A_323	both
MR11J_04_25_083	MR10TH_101	MR10A_137	both
MR11J_04_25_084	MR10A_249	MR10TH_069	both
MR11J_04_25_085	MR10TH_045	MR10TH_082	both
MR11J_04_25_086	MR10A_110	MR10TH_182	both
MR11J_04_25_087	MR10TH_064	MR10A_046	both
MR11J_04_25_088	MR10TH_064	MR10A_323	both
MR11J_04_25_089	MR10TH_045	MR10TH_073	both
MR11J_04_25_091	MR10A_326	MR10TH_062	both
MR11J_04_25_092	MR10A_098	MR10A_078	both
MR11J_04_25_093	MR10A_218	MR10A_245	both
MR11J_04_25_095	MR10A_075	MR10A_078	both
MR11J_04_25_096	MR10TH_045	MR10TH_006	both
MR11J_04_25_097	MR10A_163	MR10TH_151	both
MR11J_04_25_098	MR10A_163	MR10TH_151	both
MR11J_04_25_099	MR10TH_045	MR10TH_006	both
MR11J_04_25_100	MR10A_249	MR10TH_069	both
MR11J_04_25_103	MR10TH_101	MR10A_128	both
MR11J_04_25_104	MR10TH_045	MR10TH_082	both
MR11J_04_25_105	MR10A_098	MR10A_078	both
MR11J_04_25_106	MR10TH_101	MR10TH_126	both
MR11J_04_25_107	MR10TH_045	MR10TH_073	both
MR11J_04_25_108	MR10A_249	MR10TH_069	both
MR11J_04_25_109	MR10A_067	MR10A_128	both
MR11J_04_25_111	MR10A_218	MR10A_245	both
MR11J_04_26_002	MR10A_067	MR10A_128	both
MR11J_04_26_003	MR10A_218	MR10A_245	both
MR11J_04_26_004	MR10TH_078	MR10TH_015	both
MR11J_04_26_006	MR10TH_101	MR10A_137	both
MR11J_04_26_008	MR10TH_237	MR10TH_131	both
MR11J_04_27_001	MR10A_352	MR10TH_011	both
MR11J_04_27_002	MR10TH_101	MR10A_137	both
MR11J_04_27_003	MR10A_249	MR10TH_069	both
MR11J_04_27_004	MR10A_218	MR10A_245	both
MR11J_04_27_005	MR10A_249	MR10TH_069	both
MR11J_04_27_006	MR10A_249	MR10TH_069	both
MR11J_04_27_009	MR10A_169	MR10A_141	both
MR11J_04_27_010	MR10A_249	MR10TH_069	both
MR11J_04_27_014	MR10A_249	MR10TH_069	both
MR11J_04_27_016	MR10A_249	MR10TH_069	both
MR11J_04_27_017	MR10A_249	MR10TH_069	both
MR11J_04_27_018	MR10A_169	MR10A_141	both
MR11J_04_27_019	MR10A_169	MR10TH_164	both
MR11J_04_27_020	MR10A_249	MR10A_258	both
MR11J_04_28_002	MR10A_249	MR10TH_069	both
MR11J_04_28_003	MR10TH_064	MR10A_323	both
MR11J_04_28_005	MR10A_106	MR10TH_006	both
MR11J_04_28_006	MR10A_249	MR10A_258	both
MR11J_04_28_008	MR10A_352	MR10A_441	both
MR11J_04_28_011	MR10A_249	MR10A_258	both
MR11J_04_28_013	MR10A_106	MR10TH_006	both
MR11J_04_28_014	MR10A_249	MR10TH_069	both
MR11J_04_28_015	MR10A_249	MR10TH_069	both
MR11J_04_28_016	MR10A_203	MR10A_156	both
MR11J_04_28_018	MR10A_180	MR10TH_091	both
MR11J_04_28_019	MR10A_249	MR10TH_069	both
MR11J_04_28_020	MR10A_068	MR10TH_132	both
MR11J_04_28_021	MR10A_249	MR10A_258	both
MR11J_04_28_023	MR10A_249	MR10A_258	both
MR11J_04_28_024	MR10A_249	MR10TH_069	both
MR11J_04_28_028	MR10A_249	MR10A_258	both
MR11J_04_28_029	MR10A_068	MR10TH_132	both
MR11J_04_28_031	MR10A_249	MR10TH_069	both
MR11J_04_28_034	MR10A_249	MR10TH_069	both
MR11J_04_28_035	MR10A_203	MR10A_156	both
MR11J_04_28_036	MR10A_249	MR10TH_069	both
MR11J_04_28_039	MR10A_249	MR10A_258	both
MR11J_04_28_040	MR10A_203	MR10A_156	both
MR11J_04_28_044	MR10A_249	MR10TH_069	both
MR11J_04_28_046	MR10A_249	MR10A_258	both
MR11J_04_28_047	MR10A_249	MR10TH_144	both
MR11J_04_28_049	MR10TH_045	MR10TH_006	both
MR11J_04_29_002	MR10A_249	MR10TH_069	both
MR11J_04_29_003	MR10A_249	MR10TH_069	both
MR11J_04_29_005	MR10A_271	MR10TH_001	both
MR11J_04_29_007	MR10A_271	MR10A_149	both
MR11J_04_29_009	MR10TH_078	MR10TH_015	both
MR11J_04_29_011	MR10A_106	MR10TH_138	both
MR11J_04_29_012	MR10A_249	MR10TH_069	both
MR11J_05_02_001	MR10A_068	MR10TH_132	both
MR11J_05_02_003	MR10A_271	MR10TH_001	both
MR11J_05_02_005	MR10TH_237	MR10TH_131	both
MR11J_05_02_006	MR10TH_078	MR10TH_015	both
MR11J_05_02_007	MR10A_326	MR10TH_027	both
MR11J_05_02_008	MR10TH_237	MR10TH_131	both
MR11J_05_02_011	MR10A_249	MR10A_258	both
MR11J_05_02_012	MR10A_249	MR10TH_069	both
MR11J_05_02_014	MR10A_068	MR10TH_132	both
MR11J_05_02_015	MR10A_271	MR10TH_026	both
MR11J_05_02_016	MR10A_203	MR10A_156	both
MR11J_05_02_017	MR10A_271	MR10TH_001	both
MR11J_05_02_018	MR10A_249	MR10TH_069	both
MR11J_05_02_020	MR10A_203	MR10A_156	both
MR11J_05_02_022	MR10A_249	MR10A_258	both
MR11J_05_02_023	MR10A_068	MR10TH_006	both
MR11J_05_02_024	MR10A_271	MR10TH_001	both
MR11J_05_02_025	MR10A_253	MR10A_022	both
MR11J_05_02_026	MR10A_249	MR10A_258	both
MR11J_05_02_027	MR10TH_119	MR10TH_001	both
MR11J_05_02_028	MR10A_180	MR10TH_091	both
MR11J_05_02_029	MR10A_249	MR10A_258	both
MR11J_05_02_031	MR10A_249	MR10TH_069	both
MR11J_05_02_032	MR10A_249	MR10A_258	both
MR11J_05_02_033	MR10A_169	MR10A_283	both
MR11J_05_02_034	MR10A_388	MR10TH_023	both
MR11J_05_02_036	MR10TH_078	MR10A_165	both
MR11J_05_02_037	MR10TH_078	MR10TH_015	both
MR11J_05_02_038	MR10A_249	MR10A_258	both
MR11J_05_02_039	MR10TH_078	MR10TH_015	both
MR11J_05_02_040	MR10A_249	MR10TH_036	both
MR11J_05_02_041	MR10A_249	MR10A_258	both
MR11J_05_02_043	MR10A_249	MR10A_258	both
MR11J_05_02_044	MR10A_068	MR10A_226	both
MR11J_05_02_045	MR10A_068	MR10TH_006	both
MR11J_05_02_046	MR10A_203	MR10A_156	both
MR11J_05_02_047	MR10A_249	MR10A_258	both
MR11J_05_02_049	MR10A_068	MR10TH_006	both
MR11J_05_02_050	MR10A_180	MR10TH_091	both
MR11J_05_02_051	MR10A_231	MR10A_156	both
MR11J_05_02_052	MR10A_249	MR10TH_069	both
MR11J_05_02_054	MR10A_352	MR10TH_011	both
MR11J_05_02_055	MR10TH_045	MR10TH_006	both
MR11J_05_02_058	MR10TH_008	MR10TH_038	both
MR11J_05_02_059	MR10A_180	MR10TH_091	both
MR11J_05_02_061	MR10A_277	MR10TH_165	both
MR11J_05_02_062	MR10A_249	MR10TH_069	both
MR11J_05_02_063	MR10TH_237	MR10TH_131	both
MR11J_05_02_064	MR10A_203	MR10A_156	both
MR11J_05_02_065	MR10A_068	MR10TH_132	both
MR11J_05_02_067	MR10A_249	MR10A_258	both
MR11J_05_02_071	MR10A_249	MR10TH_144	both
MR11J_05_02_075	MR10A_180	MR10TH_091	both
MR11J_05_02_076	MR10A_270	MR10A_263	both
MR11J_05_02_077	MR10A_203	MR10A_156	both
MR11J_05_02_078	MR10A_271	MR10TH_001	both
MR11J_05_02_081	MR10A_249	MR10TH_069	both
MR11J_05_02_083	MR10A_068	MR10TH_132	both
MR11J_05_02_087	MR10A_249	MR10A_258	both
MR11J_05_02_088	MR10A_249	MR10TH_144	both
MR11J_05_02_089	MR10A_249	MR10A_258	both
MR11J_05_02_093	MR10A_203	MR10A_156	both
MR11J_05_02_095	MR10A_249	MR10A_258	both
MR11J_05_02_096	MR10A_068	MR10TH_006	both
MR11J_05_02_097	MR10A_249	MR10TH_069	both
MR11J_05_02_100	MR10A_249	MR10A_258	both
MR11J_05_03_002	MR10A_065	MR10TH_015	both
MR11J_05_03_003	MR10A_275	MR10TH_011	both
MR11J_05_03_005	MR10TH_154	MR10A_006	both
MR11J_05_03_006	MR10A_275	MR10TH_011	both
MR11J_05_03_007	MR10A_068	MR10A_226	both
MR11J_05_03_008	MR10A_277	MR10TH_186	both
MR11J_05_03_011	MR10A_277	MR10TH_186	both
MR11J_05_03_017	MR10A_249	MR10TH_069	both
MR11J_05_03_018	MR10A_157	MR10A_263	both
MR11J_05_03_020	MR10A_249	MR10TH_144	both
MR11J_05_03_023	MR10A_249	MR10A_258	both
MR11J_05_03_025	MR10A_451	MR10TH_254	both
MR11J_05_03_026	MR10A_065	MR10TH_158	both
MR11J_05_03_027	MR10A_203	MR10A_156	both
MR11J_05_03_028	MR10TH_045	MR10TH_006	both
MR11J_05_03_029	MR10A_184	MR10A_327	both
MR11J_05_03_030	MR10A_201	MR10TH_095	both
MR11J_05_03_035	MR10A_277	MR10TH_186	both
MR11J_05_03_036	MR10A_065	MR10TH_158	both
MR11J_05_03_037	MR10A_065	MR10TH_158	both
MR11J_05_03_038	MR10A_277	MR10TH_186	both
MR11J_05_03_039	MR10A_253	MR10TH_093	both
MR11J_05_03_043	MR10A_203	MR10A_156	both
MR11J_05_03_044	MR10A_184	MR10A_263	both
MR11J_05_03_046	MR10A_277	MR10TH_186	both
MR11J_05_03_047	MR10TH_255	MR10TH_248	both
MR11J_05_04_001	MR10A_063	MR10TH_180	both
MR11J_05_04_003	MR10A_063	MR10TH_180	both
MR11J_05_04_004	MR10TH_005	MR10A_258	both
MR11J_05_04_005	MR10A_249	MR10TH_144	both
MR11J_05_04_006	MR10A_277	MR10TH_186	both
MR11J_05_04_007	MR10A_451	MR10TH_254	both
MR11J_05_04_008	MR10A_203	MR10A_156	both
MR11J_05_04_009	MR10A_063	MR10TH_180	both
MR11J_05_04_010	MR10A_063	MR10TH_180	both
MR11J_05_04_013	MR10A_249	MR10A_258	both
MR11J_05_04_014	MR10A_277	MR10TH_186	both
MR11J_05_04_015	MR10A_068	MR10TH_132	both
MR11J_05_04_016	MR10TH_005	MR10A_258	both
MR11J_05_04_017	MR10A_277	MR10TH_186	both
MR11J_05_04_018	MR10A_063	MR10TH_180	both
MR11J_05_04_021	MR10A_277	MR10TH_186	both
MR11J_05_04_022	MR10A_075	MR10A_078	both
MR11J_05_04_023	MR10A_277	MR10TH_186	both
MR11J_05_04_024	MR10A_063	MR10TH_180	both
MR11J_05_04_025	MR10A_277	MR10TH_186	both
MR11J_05_04_027	MR10A_277	MR10TH_186	both
MR11J_05_04_028	MR10A_068	MR10TH_132	both
MR11J_05_04_029	MR10A_249	MR10A_258	both
MR11J_05_04_030	MR10TH_005	MR10A_258	both
MR11J_05_04_031	MR10A_063	MR10TH_180	both
MR11J_05_04_032	MR10A_277	MR10A_090	both
MR11J_05_04_036	MR10A_277	MR10TH_186	both
MR11J_05_04_037	MR10TH_005	MR10A_258	both
MR11J_05_04_040	MR10TH_041	MR10A_046	both
MR11J_05_04_042	MR10A_249	MR10TH_069	both
MR11J_05_04_045	MR10A_075	MR10A_078	both
MR11J_05_04_047	MR10TH_119	MR10TH_001	both
MR11J_05_04_048	MR10A_277	MR10TH_186	both
MR11J_05_04_050	MR10TH_005	MR10A_258	both
MR11J_05_05_001	MR10A_184	MR10A_263	both
MR11J_05_05_003	MR10TH_041	MR10TH_027	both
MR11J_05_05_004	MR10A_201	MR10TH_095	both
MR11J_05_05_007	MR10A_271	MR10TH_001	both
MR11J_05_05_008	MR10TH_041	MR10A_046	both
MR11J_05_05_009	MR10A_277	MR10TH_186	both
MR11J_05_05_010	MR10TH_005	MR10A_258	both
MR11J_05_05_012	MR10A_249	MR10TH_069	both
MR11J_05_05_014	MR10A_249	MR10A_258	both
