off	mom	dad	type
MR10J_04_23_001	MR09A_0602	MR09A_1203	both
MR10J_04_23_002	MR09A_0173	MR09A_0435	both
MR10J_04_23_003	MR09A_0523	MR09A_0019	both
MR10J_04_23_004	MR09A_0954	MR09A_0370	both
MR10J_04_23_005	MR09A_0075	MR09A_1246	both
MR10J_04_23_006	MR09A_0524	MR09A_1131	both
MR10J_04_23_008	MR09A_0569	MR09A_1330	both
MR10J_04_23_009	MR09A_0122	MR09A_0435	both
MR10J_04_23_010	MR09A_0004	MR09A_0323	both
MR10J_04_23_014	MR09A_0709	MR09A_0091	both
MR10J_04_23_015	MR09A_1193	MR09A_0874	both
MR10J_04_23_018	MR09A_0558	MR09A_0468	both
MR10J_04_23_019	MR09A_0211	MR09A_0352	both
MR10J_04_23_020	MR09A_0109	MR09A_0179	both
MR10J_04_23_021	MR09A_1193	MR09A_0170	both
MR10J_04_23_022	MR09A_1283	MR09A_0613	both
MR10J_04_23_024	MR09A_1193	MR09A_0807	both
MR10J_04_23_025	MR09A_0030	MR09A_1061	both
MR10J_04_23_026	MR09A_0196	MR09A_0091	both
MR10J_04_24_003	MR09A_0572	MR09A_0867	both
MR10J_04_24_004	MR09A_0125	MR09A_0178	both
MR10J_04_24_005	MR09A_0984	MR09A_0948	both
MR10J_04_24_006	MR09A_0523	MR09A_0019	both
MR10J_04_24_007	MR09A_0027	MR09A_0095	both
MR10J_04_24_008	MR09A_0189	MR09A_1055	both
MR10J_04_24_010	MR09A_0173	MR09A_0435	both
MR10J_04_24_011	MR09A_0543	MR09A_0940	both
MR10J_04_24_012	MR09A_0035	MR09A_1188	both
MR10J_04_24_015	MR09A_0090	MR09A_0782	both
MR10J_04_24_018	MR09A_1038	MR09A_0781	both
MR10J_04_24_019	MR09A_0912	MR09A_1079	both
MR10J_04_24_020	MR09A_0606	MR09A_1228	both
MR10J_04_24_021	MR09A_0220	MR09A_0244	both
MR10J_04_24_022	MR09A_0465	MR09A_1030	both
MR10J_04_24_024	MR09A_0072	MR09A_0779	both
MR10J_04_24_025	MR09A_0954	MR09A_0370	both
MR10J_04_26_001	MR09A_0182	MR09A_0428	both
MR10J_04_26_003	MR09A_0549	MR09A_1188	both
MR10J_04_26_004	MR09A_0125	MR09A_0178	both
MR10J_04_26_007	MR09A_0196	MR09A_0440	both
MR10J_04_26_008	MR09A_0093	MR09A_0018	both
MR10J_04_26_009	MR09A_0359	MR09A_0431	both
MR10J_04_26_014	MR09A_0984	MR09A_0948	both
MR10J_04_26_017	MR09A_0683	MR09A_0052	both
MR10J_04_26_018	MR09A_0664	MR09A_0615	both
MR10J_04_26_020	MR09A_0664	MR09A_0615	both
MR10J_04_26_021	MR09A_0511	MR09A_1299	both
MR10J_04_26_023	MR09A_0546	MR09A_0370	both
MR10J_04_26_024	MR09A_0173	MR09A_0435	both
MR10J_04_26_025	MR09A_0985	MR09A_0009	both
MR10J_04_26_026	MR09A_1193	MR09A_0807	both
MR10J_04_26_029	MR09A_0261	MR09A_0459	both
MR10J_04_26_030	MR09A_0571	MR09A_0323	both
MR10J_04_26_031	MR09A_0606	MR09A_1228	both
MR10J_04_26_032	MR09A_1206	MR09A_0829	both
MR10J_04_26_033	MR09A_0194	MR09A_1365	both
MR10J_04_26_034	MR09A_0149	MR09A_0248	both
MR10J_04_26_036	MR09A_0664	MR09A_0615	both
MR10J_04_26_037	MR09A_0410	MR09A_1285	both
MR10J_04_26_040	MR09A_1269	MR09A_0052	both
MR10J_04_27_001	MR09A_0499	MR09A_1156	both
MR10J_04_27_002	MR09A_0224	MR09A_1156	both
MR10J_04_27_005	MR09A_0196	MR09A_0440	both
MR10J_04_27_008	MR09A_0196	MR09A_0091	both
MR10J_04_27_010	MR09A_1038	MR09A_0781	both
MR10J_04_27_012	MR09A_0437	MR09A_0840	both
MR10J_04_27_013	MR09A_0134	MR09A_1112	both
MR10J_04_27_014	MR09A_0416	MR09A_1145	both
MR10J_04_27_015	MR09A_0134	MR09A_0431	both
MR10J_04_27_016	MR09A_1089	MR09A_1257	both
MR10J_04_27_017	MR09A_0182	MR09A_0862	both
MR10J_04_27_018	MR09A_0890	MR09A_0370	both
MR10J_04_27_019	MR09A_0173	MR09A_0435	both
MR10J_04_27_020	MR09A_0984	MR09A_0948	both
MR10J_04_27_022	MR09A_0196	MR09A_1061	both
MR10J_04_27_023	MR09A_0075	MR09A_1246	both
MR10J_04_27_024	MR09A_0890	MR09A_0370	both
MR10J_04_27_025	MR09A_0125	MR09A_0178	both
MR10J_04_28_001	MR09A_0268	MR09A_0492	both
MR10J_04_28_002	MR09A_0733	MR09A_0380	both
MR10J_04_28_003	MR09A_0985	MR09A_0936	both
MR10J_04_28_006	MR09A_0890	MR09A_0370	both
MR10J_04_28_008	MR09A_0890	MR09A_0370	both
MR10J_04_28_009	MR09A_0507	MR09A_0632	both
MR10J_04_28_011	MR09A_0345	MR09A_1106	both
MR10J_04_28_013	MR09A_0470	MR09A_0065	both
MR10J_04_28_014	MR09A_0741	MR09A_0091	both
MR10J_04_28_015	MR09A_0770	MR09A_0986	both
MR10J_04_28_016	MR09A_0261	MR09A_0459	both
MR10J_04_28_017	MR09A_0984	MR09A_0948	both
MR10J_04_28_018	MR09A_1160	MR09A_1330	both
MR10J_04_28_019	MR09A_0970	MR09A_0976	both
MR10J_04_28_021	MR09A_0616	MR09A_1055	both
MR10J_04_28_022	MR09A_0984	MR09A_0948	both
MR10J_04_28_024	MR09A_0664	MR09A_0615	both
MR10J_04_29_001	MR09A_0985	MR09A_1385	both
MR10J_04_29_002	MR09A_0268	MR09A_0900	both
MR10J_04_29_004	MR09A_0291	MR09A_0809	both
MR10J_04_29_005	MR09A_1129	MR09A_0096	both
MR10J_04_29_006	MR09A_0388	MR09A_1177	both
MR10J_04_29_007	MR09A_0606	MR09A_1228	both
MR10J_04_29_009	MR09A_0543	MR09A_0820	both
MR10J_04_29_011	MR09A_1069	MR09A_0996	both
MR10J_04_29_012	MR09A_0416	MR09A_1145	both
MR10J_04_29_014	MR09A_1089	MR09A_1302	both
MR10J_04_29_019	MR09A_0416	MR09A_1145	both
MR10J_04_29_020	MR09A_0524	MR09A_1207	both
MR10J_04_29_021	MR09A_0551	MR09A_0428	both
MR10J_04_29_022	MR09A_0507	MR09A_0632	both
MR10J_04_29_024	MR09A_0027	MR09A_0936	both
MR10J_04_30_002	MR09A_0602	MR09A_1203	both
MR10J_04_30_004	MR09A_0458	MR09A_0743	both
MR10J_04_30_007	MR09A_0075	MR09A_1246	both
MR10J_04_30_009	MR09A_0268	MR09A_0492	both
MR10J_04_30_010	MR09A_0954	MR09A_0370	both
MR10J_04_30_012	MR09A_0090	MR09A_1158	both
MR10J_04_30_013	MR09A_0558	MR09A_1196	both
MR10J_04_30_014	MR09A_0890	MR09A_0379	both
MR10J_04_30_015	MR09A_0890	MR09A_0370	both
MR10J_04_30_019	MR09A_1038	MR09A_0781	both
MR10J_04_30_020	MR09A_0312	MR09A_0601	both
MR10J_04_30_021	MR09A_1160	MR09A_0460	both
MR10J_04_30_022	MR09A_1129	MR09A_0096	both
MR10J_05_01_001	MR09A_0738	MR09A_0428	both
MR10J_05_01_005	MR09A_0729	MR09A_1157	both
MR10J_05_01_006	MR09A_0540	MR09A_0711	both
MR10J_05_01_008	MR09A_0305	MR09A_0095	both
MR10J_05_01_009	MR09A_0575	MR09A_0370	both
MR10J_05_01_012	MR09A_0645	MR09A_1102	both
MR10J_05_01_014	MR09A_0970	MR09A_0368	both
MR10J_05_01_015	MR09A_0893	MR09A_0294	both
MR10J_05_01_016	MR09A_0014	MR09A_0042	both
MR10J_05_01_021	MR09A_1129	MR09A_0096	both
MR10J_05_01_022	MR09A_1282	MR09A_0232	both
MR10J_05_01_023	MR09A_1129	MR09A_0096	both
MR10J_05_01_024	MR09A_1089	MR09A_1033	both
MR10J_05_03_001	MR09A_0318	MR09A_0374	both
MR10J_05_03_004	MR09A_0014	MR09A_0042	both
MR10J_05_03_005	MR09A_0189	MR09A_1055	both
MR10J_05_03_006	MR09A_0410	MR09A_0081	both
MR10J_05_03_007	MR09A_0683	MR09A_0052	both
MR10J_05_03_008	MR09A_0569	MR09A_0899	both
MR10J_05_03_010	MR09A_0359	MR09A_0431	both
MR10J_05_03_011	MR09A_0954	MR09A_0370	both
MR10J_05_03_012	MR09A_0465	MR09A_1030	both
MR10J_05_03_013	MR09A_0004	MR09A_0323	both
MR10J_05_03_014	MR09A_0571	MR09A_0323	both
MR10J_05_03_016	MR09A_0090	MR09A_0782	both
MR10J_05_03_017	MR09A_0318	MR09A_0374	both
MR10J_05_03_019	MR09A_0701	MR09A_1143	both
MR10J_05_03_020	MR09A_0677	MR09A_1143	both
MR10J_05_03_021	MR09A_0677	MR09A_1143	both
MR10J_05_03_022	MR09A_0410	MR09A_1285	both
MR10J_05_03_023	MR09A_0305	MR09A_0095	both
MR10J_05_03_024	MR09A_0361	MR09A_0966	both
MR10J_05_03_026	MR09A_0683	MR09A_0052	both
MR10J_05_03_027	MR09A_0173	MR09A_0435	both
MR10J_05_03_029	MR09A_0890	MR09A_0370	both
MR10J_05_03_030	MR09A_0558	MR09A_1227	both
MR10J_05_03_032	MR09A_1129	MR09A_0096	both
MR10J_05_03_033	MR09A_0304	MR09A_0429	both
MR10J_05_03_034	MR09A_0954	MR09A_0370	both
MR10J_05_03_035	MR09A_0507	MR09A_0244	both
MR10J_05_03_036	MR09A_0970	MR09A_0232	both
MR10J_05_03_037	MR09A_0067	MR09A_0973	both
MR10J_05_03_038	MR09A_0173	MR09A_0435	both
MR10J_05_03_039	MR09A_1089	MR09A_1033	both
MR10J_05_03_040	MR09A_0162	MR09A_0262	both
MR10J_05_03_041	MR09A_1087	MR09A_1067	both
MR10J_05_03_044	MR09A_0173	MR09A_0435	both
MR10J_05_03_046	MR09A_0663	MR09A_1055	both
MR10J_05_03_047	MR09A_0676	MR09A_0376	both
MR10J_05_03_048	MR09A_0207	MR09A_0368	both
MR10J_05_03_049	MR09A_0524	MR09A_1246	both
MR10J_05_03_050	MR09A_0984	MR09A_0948	both
MR10J_05_04_001	MR09A_0074	MR09A_1191	both
MR10J_05_04_003	MR09A_1160	MR09A_1113	both
MR10J_05_04_005	MR09A_0308	MR09A_0779	both
MR10J_05_04_006	MR09A_0239	MR09A_0760	both
MR10J_05_04_008	MR09A_0572	MR09A_0867	both
MR10J_05_04_009	MR09A_0393	MR09A_1030	both
MR10J_05_04_011	MR09A_1069	MR09A_0316	both
MR10J_05_04_013	MR09A_0430	MR09A_1325	both
MR10J_05_04_014	MR09A_0142	MR09A_0877	both
MR10J_05_04_015	MR09A_0859	MR09A_0948	both
MR10J_05_04_017	MR09A_0991	MR09A_0306	both
MR10J_05_04_018	MR09A_0430	MR09A_0303	both
MR10J_05_04_021	MR09A_0090	MR09A_1095	both
MR10J_05_04_022	MR09A_0410	MR09A_0081	both
MR10J_05_04_023	MR09A_1160	MR09A_1330	both
MR10J_05_04_024	MR09A_0145	MR09A_1246	both
MR10J_05_05_001	MR09A_0193	MR09A_0955	both
MR10J_05_05_002	MR09A_0090	MR09A_1158	both
MR10J_05_05_004	MR09A_0416	MR09A_1145	both
MR10J_05_05_005	MR09A_0012	MR09A_1100	both
MR10J_05_05_006	MR09A_1301	MR09A_0223	both
MR10J_05_05_010	MR09A_0572	MR09A_0948	both
MR10J_05_05_015	MR09A_0663	MR09A_1055	both
MR10J_05_05_016	MR09A_1235	MR09A_1049	both
MR10J_05_05_017	MR09A_0074	MR09A_1191	both
MR10J_05_05_018	MR09A_0984	MR09A_0948	both
MR10J_05_05_021	MR09A_1193	MR09A_0807	both
MR10J_05_05_022	MR09A_0391	MR09A_0713	both
MR10J_05_05_023	MR09A_0273	MR09A_0948	both
MR10J_05_05_025	MR09A_1087	MR09A_1067	both
MR10J_05_06_001	MR09A_0146	MR09A_0431	both
MR10J_05_06_003	MR09A_0074	MR09A_1191	both
MR10J_05_06_004	MR09A_0074	MR09A_1191	both
MR10J_05_06_006	MR09A_0938	MR09A_1203	both
MR10J_05_06_007	MR09A_0074	MR09A_1191	both
MR10J_05_06_012	MR09A_0074	MR09A_0353	both
MR10J_05_06_013	MR09A_1129	MR09A_0096	both
MR10J_05_06_014	MR09A_1129	MR09A_0096	both
MR10J_05_06_017	MR09A_0390	MR09A_1067	both
MR10J_05_06_021	MR09A_0668	MR09A_1236	both
MR10J_05_06_024	MR09A_1087	MR09A_0901	both
MR10J_05_07_002	MR09A_0991	MR09A_0141	both
MR10J_05_07_003	MR09A_0014	MR09A_0042	both
MR10J_05_07_004	MR09A_1006	MR09A_0203	both
MR10J_05_07_007	MR09A_0416	MR09A_0232	both
MR10J_05_07_008	MR09A_0741	MR09A_0091	both
MR10J_05_07_009	MR09A_0074	MR09A_1191	both
MR10J_05_07_013	MR09A_0013	MR09A_1314	both
MR10J_05_07_014	MR09A_0571	MR09A_0323	both
MR10J_05_07_016	MR09A_0074	MR09A_1191	both
MR10J_05_07_019	MR09A_0410	MR09A_1165	both
MR10J_05_07_020	MR09A_0889	MR09A_0986	both
MR10J_05_07_021	MR09A_1129	MR09A_0096	both
MR10J_05_07_022	MR09A_0984	MR09A_0806	both
MR10J_05_07_023	MR09A_0889	MR09A_0986	both
MR10J_05_07_025	MR09A_0524	MR09A_1257	both
MR10J_05_07_026	MR09A_0663	MR09A_1055	both
MR10J_05_08_002	MR09A_0569	MR09A_0323	both
MR10J_05_08_005	MR09A_0430	MR09A_1258	both
MR10J_05_08_006	MR09A_0991	MR09A_0141	both
MR10J_05_08_007	MR09A_0224	MR09A_1156	both
MR10J_05_08_008	MR09A_0909	MR09A_0986	both
MR10J_05_08_009	MR09A_0193	MR09A_0928	both
MR10J_05_08_010	MR09A_0074	MR09A_1191	both
MR10J_05_08_012	MR09A_0732	MR09A_0459	both
MR10J_05_08_013	MR09A_0200	MR09A_0781	both
MR10J_05_08_015	MR09A_0066	MR09A_1258	both
MR10J_05_08_016	MR09A_1160	MR09A_1113	both
MR10J_05_08_019	MR09A_0575	MR09A_0370	both
MR10J_05_08_020	MR09A_0664	MR09A_0615	both
MR10J_05_08_021	MR09A_0984	MR09A_0806	both
MR10J_05_08_025	MR09A_0110	MR09A_0900	both
MR10J_05_10_001	MR09A_0663	MR09A_1055	both
MR10J_05_10_002	MR09A_0910	MR09A_1153	both
MR10J_05_10_003	MR09A_0663	MR09A_1055	both
MR10J_05_10_006	MR09A_0553	MR09A_1201	both
MR10J_05_10_007	MR09A_0910	MR09A_0084	both
MR10J_05_10_008	MR09A_0968	MR09A_1070	both
MR10J_05_10_012	MR09A_0386	MR09A_0228	both
MR10J_05_10_015	MR09A_1193	MR09A_0874	both
MR10J_05_10_018	MR09A_0386	MR09A_0773	both
MR10J_05_10_023	MR09A_0541	MR09A_1055	both
MR10J_05_10_026	MR09A_0572	MR09A_0867	both
MR10J_05_10_028	MR09A_0572	MR09A_0867	both
MR10J_05_10_038	MR09A_0572	MR09A_0867	both
MR10J_05_10_042	MR09A_0282	MR09A_0314	both
MR10J_05_10_044	MR09A_0167	MR09A_0877	both
MR10J_05_10_045	MR09A_0558	MR09A_0232	both
MR10J_05_10_046	MR09A_0072	MR09A_1055	both
MR10J_05_10_049	MR09A_0921	MR09A_0256	both
MR10J_05_11_001	MR09A_0934	MR09A_0853	both
MR10J_05_11_003	MR09A_0286	MR09A_1262	both
MR10J_05_11_007	MR09A_0916	MR09A_0780	both
MR10J_05_11_008	MR09A_0644	MR09A_0042	both
MR10J_05_11_009	MR09A_0889	MR09A_0793	both
MR10J_05_11_010	MR09A_0683	MR09A_0314	both
MR10J_05_11_014	MR09A_0189	MR09A_1055	both
MR10J_05_11_015	MR09A_1197	MR09A_0103	both
MR10J_05_11_017	MR09A_0162	MR09A_0262	both
MR10J_05_11_018	MR09A_0910	MR09A_0448	both
MR10J_05_11_019	MR09A_0859	MR09A_0244	both
MR10J_05_11_021	MR09A_0282	MR09A_0379	both
MR10J_05_11_022	MR09A_0110	MR09A_0295	both
MR10J_05_11_023	MR09A_0694	MR09A_0439	both
MR10J_05_12_001	MR09A_0921	MR09A_0095	both
MR10J_05_12_002	MR09A_0910	MR09A_0448	both
MR10J_05_12_006	MR09A_0318	MR09A_0302	both
MR10J_05_12_007	MR09A_0474	MR09A_1374	both
MR10J_05_12_008	MR09A_0345	MR09A_0897	both
MR10J_05_12_009	MR09A_0200	MR09A_0781	both
MR10J_05_12_010	MR09A_1193	MR09A_0595	both
MR10J_05_12_013	MR09A_0992	MR09A_0215	both
MR10J_05_12_015	MR09A_0318	MR09A_0374	both
MR10J_05_12_016	MR09A_0921	MR09A_0095	both
MR10J_05_12_017	MR09A_0268	MR09A_0900	both
MR10J_05_12_018	MR09A_0909	MR09A_0092	both
MR10J_05_12_021	MR09A_0577	MR09A_0822	both
MR10J_05_12_022	MR09A_0727	MR09A_1386	both
MR10J_05_12_023	MR09A_0193	MR09A_0684	both
MR10J_05_12_024	MR09A_0694	MR09A_0059	both
MR10J_05_12_025	MR09A_0909	MR09A_0455	both
MR10J_05_13_002	MR09A_0391	MR09A_1083	both
MR10J_05_13_005	MR09A_1129	MR09A_0096	both
MR10J_05_13_006	MR09A_0572	MR09A_0948	both
MR10J_05_13_007	MR09A_0013	MR09A_1314	both
MR10J_05_13_009	MR09A_0354	MR09A_0918	both
MR10J_05_13_012	MR09A_0290	MR09A_0418	both
MR10J_05_13_013	MR09A_0677	MR09A_1143	both
MR10J_05_13_015	MR09A_0499	MR09A_0441	both
MR10J_05_13_016	MR09A_0318	MR09A_0918	both
MR10J_05_13_017	MR09A_0553	MR09A_1004	both
MR10J_05_13_020	MR09A_1087	MR09A_1067	both
MR10J_05_13_021	MR09A_0318	MR09A_0918	both
MR10J_05_13_022	MR09A_0909	MR09A_0455	both
MR10J_05_13_024	MR09A_0676	MR09A_0379	both
MR10J_05_13_025	MR09A_0318	MR09A_0918	both
MR10J_05_14_002	MR09A_0993	MR09A_0435	both
MR10J_05_14_003	MR09A_0663	MR09A_0375	both
MR10J_05_14_004	MR09A_0644	MR09A_0042	both
MR10J_05_14_005	MR09A_0663	MR09A_0370	both
MR10J_05_14_008	MR09A_0945	MR09A_0775	both
MR10J_05_14_010	MR09A_0430	MR09A_0232	both
MR10J_05_14_015	MR09A_0916	MR09A_0780	both
MR10J_05_14_016	MR09A_0197	MR09A_0150	both
MR10J_05_14_018	MR09A_0575	MR09A_0370	both
MR10J_05_14_019	MR09A_0342	MR09A_0797	both
MR10J_05_14_020	MR09A_0342	MR09A_0797	both
MR10J_05_14_021	MR09A_0992	MR09A_0215	both
MR10J_05_14_022	MR09A_0391	MR09A_1083	both
MR10J_05_14_023	MR09A_0644	MR09A_0042	both
MR10J_05_14_024	MR09A_0681	MR09A_0459	both
MR10J_05_14_025	MR09A_0390	MR09A_0081	both
MR10J_05_14_026	MR09A_0571	MR09A_0323	both
MR10J_05_14_027	MR09A_0072	MR09A_1055	both
MR10J_05_14_029	MR09A_0427	MR09A_0251	both
MR10J_05_14_031	MR09A_0543	MR09A_0215	both
MR10J_05_15_003	MR09A_0572	MR09A_0867	both
MR10J_05_15_004	MR09A_0991	MR09A_0141	both
MR10J_05_15_005	MR09A_0318	MR09A_0302	both
MR10J_05_15_007	MR09A_0991	MR09A_0141	both
MR10J_05_15_008	MR09A_0945	MR09A_0272	both
MR10J_05_15_009	MR09A_0167	MR09A_0878	both
MR10J_05_15_010	MR09A_0290	MR09A_0418	both
MR10J_05_15_011	MR09A_0749	MR09A_0271	both
MR10J_05_15_012	MR09A_0740	MR09A_0940	both
MR10J_05_15_013	MR09A_0694	MR09A_0059	both
MR10J_05_15_014	MR09A_0553	MR09A_0874	both
MR10J_05_17_002	MR09A_0813	MR09A_1272	both
MR10J_05_17_005	MR09A_0250	MR09A_0610	both
MR10J_05_17_007	MR09A_0705	MR09A_0924	both
MR10J_05_17_010	MR09A_0564	MR09A_1185	both
MR10J_05_17_012	MR09A_0663	MR09A_0370	both
MR10J_05_17_015	MR09A_0286	MR09A_0251	both
MR10J_05_17_018	MR09A_0910	MR09A_0448	both
MR10J_05_17_019	MR09A_0774	MR09A_0620	both
MR10J_05_17_021	MR09A_0730	MR09A_0955	both
MR10J_05_17_022	MR09A_0250	MR09A_0610	both
MR10J_05_17_023	MR09A_0993	MR09A_0435	both
MR10J_05_17_026	MR09A_0909	MR09A_0455	both
MR10J_05_17_028	MR09A_0354	MR09A_0353	both
MR10J_05_17_029	MR09A_0273	MR09A_0948	both
MR10J_05_17_030	MR09A_0663	MR09A_0370	both
MR10J_05_17_031	MR09A_0430	MR09A_0979	both
MR10J_05_17_033	MR09A_1235	MR09A_0418	both
MR10J_05_17_034	MR09A_1045	MR09A_0234	both
MR10J_05_17_035	MR09A_1045	MR09A_0234	both
MR10J_05_17_037	MR09A_0361	MR09A_0966	both
MR10J_05_17_038	MR09A_0135	MR09A_0779	both
MR10J_05_17_039	MR09A_0564	MR09A_1185	both
MR10J_05_17_043	MR09A_0354	MR09A_0353	both
MR10J_05_17_047	MR09A_0951	MR09A_0918	both
MR10J_05_17_048	MR09A_0334	MR09A_0323	both
MR10J_05_17_050	MR09A_0974	MR09A_0209	both
MR10J_05_18_003	MR09A_0564	MR09A_0451	both
MR10J_05_18_004	MR09A_0354	MR09A_0353	both
MR10J_05_18_005	MR09A_0694	MR09A_0059	both
MR10J_05_18_006	MR09A_0395	MR09A_1268	both
MR10J_05_18_007	MR09A_0074	MR09A_1016	both
MR10J_05_18_010	MR09A_0968	MR09A_1070	both
MR10J_05_18_011	MR09A_0921	MR09A_0396	both
MR10J_05_18_015	MR09A_0668	MR09A_0899	both
MR10J_05_18_020	MR09A_0250	MR09A_1083	both
MR10J_05_18_022	MR09A_0266	MR09A_0031	both
MR10J_05_18_023	MR09A_0197	MR09A_0374	both
MR10J_05_18_024	MR09A_0846	MR09A_0593	both
MR10J_05_19_001	MR09A_0668	MR09A_1236	both
MR10J_05_19_002	MR09A_0644	MR09A_0042	both
MR10J_05_19_003	MR09A_0564	MR09A_1185	both
MR10J_05_19_004	MR09A_0305	MR09A_1220	both
MR10J_05_19_005	MR09A_0197	MR09A_0248	both
MR10J_05_19_006	MR09A_0937	MR09A_0896	both
MR10J_05_19_008	MR09A_0427	MR09A_0251	both
MR10J_05_19_011	MR09A_0427	MR09A_0251	both
MR10J_05_19_012	MR09A_0676	MR09A_0379	both
MR10J_05_19_014	MR09A_0198	MR09A_1386	both
MR10J_05_19_017	MR09A_0663	MR09A_0370	both
MR10J_05_19_019	MR09A_0266	MR09A_0439	both
MR10J_05_19_020	MR09A_0668	MR09A_1236	both
MR10J_05_19_022	MR09A_0266	MR09A_0059	both
MR10J_05_19_023	MR09A_0266	MR09A_0475	both
MR10J_05_19_025	MR09A_0705	MR09A_0375	both
MR10J_05_20_001	MR09A_0686	MR09A_0459	both
MR10J_05_20_003	MR09A_0094	MR09A_0396	both
MR10J_05_20_005	MR09A_0813	MR09A_1272	both
MR10J_05_20_006	MR09A_0427	MR09A_0251	both
MR10J_05_20_008	MR09A_0197	MR09A_0870	both
MR10J_05_20_010	MR09A_0094	MR09A_0396	both
MR10J_05_20_011	MR09A_0094	MR09A_0396	both
MR10J_05_20_014	MR09A_0474	MR09A_0966	both
MR10J_05_20_016	MR09A_0250	MR09A_0610	both
MR10J_05_20_017	MR09A_0134	MR09A_0431	both
MR10J_05_20_018	MR09A_0197	MR09A_1231	both
MR10J_05_20_019	MR09A_0705	MR09A_1386	both
MR10J_05_21_002	MR09A_0094	MR09A_0396	both
MR10J_05_21_003	MR09A_0282	MR09A_0370	both
MR10J_05_21_005	MR09A_0427	MR09A_0251	both
MR10J_05_21_006	MR09A_0266	MR09A_0475	both
MR10J_05_21_007	MR09A_0694	MR09A_0059	both
MR10J_05_21_009	MR09A_0250	MR09A_1083	both
MR10J_05_21_010	MR09A_0282	MR09A_1133	both
MR10J_05_21_013	MR09A_0094	MR09A_0396	both
MR10J_05_21_014	MR09A_0266	MR09A_0584	both
MR10J_05_21_015	MR09A_0424	MR09A_0578	both
MR10J_05_22_003	MR09A_0694	MR09A_0059	both
MR10J_05_22_006	MR09A_0663	MR09A_0370	both
MR10J_05_22_007	MR09A_0094	MR09A_0396	both
MR10J_05_22_008	MR09A_0305	MR09A_1220	both
MR10J_05_22_011	MR09A_0275	MR09A_0623	both
MR10J_05_22_014	MR09A_0197	MR09A_0374	both
MR10J_05_22_015	MR09A_0740	MR09A_0713	both
MR10J_05_22_016	MR09A_0663	MR09A_0370	both
MR10J_05_22_018	MR09A_0694	MR09A_0221	both
MR10J_05_22_019	MR09A_0705	MR09A_1386	both
MR10J_05_22_021	MR09A_0668	MR09A_0899	both
MR10J_05_22_022	MR09A_0255	MR09A_0323	both
MR10J_05_22_023	MR09A_0361	MR09A_0757	both
MR10J_05_22_024	MR09A_0395	MR09A_1268	both
MR10J_05_24_001	MR09A_0398	MR09A_1147	both
MR10J_05_24_002	MR09A_0910	MR09A_1153	both
MR10J_05_24_004	MR09A_0705	MR09A_1386	both
MR10J_05_24_006	MR09A_0668	MR09A_0899	both
MR10J_05_24_007	MR09A_0857	MR09A_0744	both
MR10J_05_24_008	MR09A_0668	MR09A_0899	both
MR10J_05_24_009	MR09A_0705	MR09A_1386	both
MR10J_05_24_010	MR09A_0937	MR09A_0801	both
MR10J_05_24_011	MR09A_0665	MR09A_0314	both
MR10J_05_24_012	MR09A_1069	MR09A_0316	both
MR10J_05_24_013	MR09A_0668	MR09A_1236	both
MR10J_05_24_015	MR09A_0194	MR09A_1257	both
MR10J_05_24_017	MR09A_0094	MR09A_0396	both
MR10J_05_24_018	MR09A_0424	MR09A_0904	both
MR10J_05_24_019	MR09A_0937	MR09A_0896	both
MR10J_05_24_020	MR09A_0305	MR09A_0396	both
MR10J_05_24_021	MR09A_0705	MR09A_1386	both
MR10J_05_24_022	MR09A_0668	MR09A_0899	both
MR10J_05_24_023	MR09A_0224	MR09A_0095	both
MR10J_05_24_024	MR09A_0705	MR09A_1386	both
MR10J_05_24_027	MR09A_0474	MR09A_0966	both
MR10J_05_24_028	MR09A_0694	MR09A_0439	both
MR10J_05_24_031	MR09A_0149	MR09A_0448	both
MR10J_05_24_032	MR09A_0424	MR09A_0904	both
MR10J_05_24_033	MR09A_0686	MR09A_0459	both
MR10J_05_24_035	MR09A_0266	MR09A_0475	both
MR10J_05_24_040	MR09A_0686	MR09A_0459	both
MR10J_05_24_041	MR09A_0094	MR09A_0396	both
MR10J_05_24_042	MR09A_1176	MR09A_1386	both
MR10J_05_24_045	MR09A_0564	MR09A_1185	both
MR10J_05_24_049	MR09A_0705	MR09A_1386	both
MR10J_05_25_003	MR09A_0094	MR09A_0396	both
MR10J_05_25_005	MR09A_0282	MR09A_0379	both
MR10J_05_25_006	MR09A_0266	MR09A_0475	both
MR10J_05_25_008	MR09A_0113	MR09A_0885	both
MR10J_05_25_009	MR09A_0510	MR09A_0411	both
MR10J_05_25_014	MR09A_0266	MR09A_0475	both
MR10J_05_25_017	MR09A_0330	MR09A_1049	both
MR10J_05_25_018	MR09A_0424	MR09A_0904	both
MR10J_05_25_020	MR09A_0705	MR09A_0862	both
MR10J_05_25_024	MR09A_0694	MR09A_0059	both
MR10J_05_26_001	MR09A_0094	MR09A_0396	both
MR10J_05_26_002	MR09A_0198	MR09A_0265	both
MR10J_05_26_003	MR09A_0857	MR09A_0744	both
MR10J_05_26_006	MR09A_0587	MR09A_0209	both
MR10J_05_26_008	MR09A_0424	MR09A_0578	both
MR10J_05_26_010	MR09A_0857	MR09A_0744	both
MR10J_05_26_011	MR09A_0587	MR09A_0209	both
MR10J_05_26_012	MR09A_0424	MR09A_0904	both
MR10J_05_26_013	MR09A_0681	MR09A_0459	both
