off	mom	dad	type
MR09JUN_082	MR08_181	MR08_111	both
MR09JUN_083	MR08_851	MR08_337	both
MR09JUN_086	MR08_371	MR08_219	both
MR09JUN_087	MR08_786	MR08_243	both
MR09JUN_090	MR08_785	MR08_747	both
MR09JUN_091	MR08_210	MR08_197	both
MR09JUN_092	MR08_825	MR08_128	both
MR09JUN_093	MR08_800	MR08_671	both
MR09JUN_094	MR08_825	MR08_787	both
MR09J_10_14_001	MR08_042	MR08_664	both
MR09J_10_15_003	MR08_126	MR08_671	both
MR09J_10_15_004	MR08_829	MR08_828	both
MR09J_10_15_005	MR08_741	MR08_475	both
MR09J_10_15_006	MR08_183	MR08_472	both
MR09J_10_15_007	MR08_867	MR08_337	both
MR09J_10_15_008	MR08_851	MR08_219	both
MR09J_10_15_009	MR08_020	MR08_838	both
MR09J_10_15_010	MR08_393	MR08_690	both
MR09J_10_15_011	MR08_262	MR08_528	both
MR09J_10_15_012	MR08_126	MR08_671	both
MR09J_11_20_1	MR08_366	MR08_662	both
MR09J_11_25_1	MR08_372	MR08_559	both
MR09J_11_30_1	MR08_699	MR08_313	both
MR09J_12_01_01	MR08_167	MR08_313	both
MR09J_3_19_01	MR08_294	MR08_473	both
MR09J_3_25_01	MR08_730	MR08_661	both
MR09J_3_25_02	MR08_294	MR08_473	both
MR09J_3_26_02	MR08_294	MR08_473	both
MR09J_3_26_03	MR08_294	MR08_473	both
MR09J_3_26_04	MR08_730	MR08_661	both
MR09J_3_26_05	MR08_294	MR08_473	both
MR09J_3_26_06	MR08_057	MR08_233	both
MR09J_3_27_01	MR08_294	MR08_086	both
MR09J_3_27_02	MR08_318	MR08_540	both
MR09J_3_27_03	MR08_294	MR08_086	both
MR09J_3_31_01	MR08_767	MR08_072	both
MR09J_3_31_02	MR08_730	MR08_063	both
MR09J_3_31_03	MR08_280	MR08_599	both
MR09J_3_31_04	MR08_336	MR08_375	both
MR09J_3_31_05	MR08_061	MR08_506	both
MR09J_3_31_06	MR08_280	MR08_599	both
MR09J_4_02_001	MR08_294	MR08_473	both
MR09J_4_03_001	MR08_294	MR08_473	both
MR09J_4_03_002	MR08_318	MR08_540	both
MR09J_4_03_003	MR08_730	MR08_063	both
MR09J_4_08_001	MR08_280	MR08_335	both
MR09J_4_08_003	MR08_294	MR08_473	both
MR09J_4_08_004	MR08_318	MR08_540	both
MR09J_4_08_005	MR08_280	MR08_599	both
MR09J_4_08_006	MR08_158	MR08_307	both
MR09J_4_08_008	MR08_161	MR08_097	both
MR09J_4_08_009	MR08_318	MR08_525	both
MR09J_4_08_010	MR08_061	MR08_506	both
MR09J_4_08_011	MR08_187	MR08_382	both
MR09J_4_08_012	MR08_730	MR08_174	both
MR09J_4_08_013	MR08_158	MR08_307	both
MR09J_4_08_014	MR08_158	MR08_506	both
MR09J_4_08_015	MR08_280	MR08_335	both
MR09J_4_08_016	MR08_280	MR08_335	both
MR09J_4_08_017	MR08_158	MR08_307	both
MR09J_4_08_022	MR08_394	MR08_467	both
MR09J_4_08_023	MR08_340	MR08_681	both
MR09J_4_08_024	MR08_235	MR08_670	both
MR09J_4_08_025	MR08_057	MR08_529	both
MR09J_4_08_026	MR08_144	MR08_624	both
MR09J_4_08_030	MR08_144	MR08_624	both
MR09J_4_08_031	MR08_340	MR08_017	both
MR09J_4_08_032	MR08_044	MR08_033	both
MR09J_4_08_033	MR08_044	MR08_033	both
MR09J_4_08_034	MR08_181	MR08_111	both
MR09J_4_08_035	MR08_145	MR08_314	both
MR09J_4_09_002	MR08_280	MR08_335	both
MR09J_4_09_003	MR08_280	MR08_599	both
MR09J_4_09_004	MR08_294	MR08_473	both
MR09J_4_10_001	MR08_158	MR08_307	both
MR09J_4_10_002	MR08_158	MR08_506	both
MR09J_4_10_003	MR08_158	MR08_307	both
MR09J_4_10_004	MR08_158	MR08_307	both
MR09J_4_10_005	MR08_042	MR08_664	both
MR09J_4_10_006	MR08_158	MR08_307	both
MR09J_4_10_007	MR08_158	MR08_506	both
MR09J_4_10_009	MR08_158	MR08_306	both
MR09J_4_13_001	MR08_042	MR08_087	both
MR09J_4_13_002	MR08_704	MR08_559	both
MR09J_4_13_003	MR08_712	MR08_579	both
MR09J_4_13_004	MR08_366	MR08_662	both
MR09J_4_13_006	MR08_083	MR08_314	both
MR09J_4_13_010	MR08_699	MR08_313	both
MR09J_4_13_011	MR08_789	MR08_199	both
MR09J_4_13_012	MR08_739	MR08_607	both
MR09J_4_13_013	MR08_181	MR08_111	both
MR09J_4_13_014	MR08_746	MR08_781	both
MR09J_4_13_015	MR08_712	MR08_579	both
MR09J_4_13_018	MR08_110	MR08_602	both
MR09J_4_13_020	MR08_071	MR08_308	both
MR09J_4_13_021	MR08_032	MR08_481	both
MR09J_4_13_022	MR08_350	MR08_565	both
MR09J_4_13_023	MR08_357	MR08_375	both
MR09J_4_13_024	MR08_207	MR08_298	both
MR09J_4_13_026	MR08_123	MR08_502	both
MR09J_4_13_027	MR08_329	MR08_125	both
MR09J_4_13_028	MR08_054	MR08_214	both
MR09J_4_13_029	MR08_057	MR08_529	both
MR09J_4_13_030	MR08_235	MR08_557	both
MR09J_4_13_031	MR08_712	MR08_579	both
MR09J_4_13_032	MR08_684	MR08_701	both
MR09J_4_13_033	MR08_789	MR08_199	both
MR09J_4_13_034	MR08_207	MR08_298	both
MR09J_4_13_035	MR08_274	MR08_199	both
MR09J_4_13_040	MR08_778	MR08_197	both
MR09J_4_13_041	MR08_746	MR08_781	both
MR09J_4_13_042	MR08_042	MR08_664	both
MR09J_4_13_043	MR08_158	MR08_306	both
MR09J_4_13_044	MR08_340	MR08_681	both
MR09J_4_13_045	MR08_418	MR08_546	both
MR09J_4_13_046	MR08_158	MR08_306	both
MR09J_4_13_047	MR08_707	MR08_693	both
MR09J_4_13_049	MR08_231	MR08_086	both
MR09J_4_13_050	MR08_032	MR08_481	both
MR09J_4_13_051	MR08_343	MR08_602	both
MR09J_4_13_052	MR08_231	MR08_086	both
MR09J_4_13_053	MR08_123	MR08_502	both
MR09J_4_15_001	MR08_057	MR08_292	both
MR09J_4_15_003	MR08_018	MR08_360	both
MR09J_4_15_004	MR08_357	MR08_532	both
MR09J_4_15_005	MR08_340	MR08_017	both
MR09J_4_15_006	MR08_340	MR08_017	both
MR09J_4_15_007	MR08_343	MR08_602	both
MR09J_4_15_008	MR08_394	MR08_467	both
MR09J_4_15_009	MR08_158	MR08_307	both
MR09J_4_15_011	MR08_627	MR08_602	both
MR09J_4_15_012	MR08_231	MR08_086	both
MR09J_4_15_013	MR08_340	MR08_681	both
MR09J_4_15_015	MR08_331	MR08_240	both
MR09J_4_15_016	MR08_357	MR08_532	both
MR09J_4_15_017	MR08_044	MR08_529	both
MR09J_4_15_019	MR08_281	MR08_517	both
MR09J_4_15_021	MR08_002	MR08_662	both
MR09J_4_15_022	MR08_080	MR08_017	both
MR09J_4_15_023	MR08_145	MR08_314	both
MR09J_4_15_024	MR08_340	MR08_017	both
MR09J_4_15_025	MR08_357	MR08_375	both
MR09J_4_15_026	MR08_032	MR08_481	both
MR09J_4_15_028	MR08_055	MR08_506	both
MR09J_4_15_030	MR08_235	MR08_670	both
MR09J_4_15_031	MR08_280	MR08_593	both
MR09J_4_15_032	MR08_057	MR08_529	both
MR09J_4_15_033	MR08_191	MR08_534	both
MR09J_4_15_034	MR08_735	MR08_565	both
MR09J_4_15_035	MR08_102	MR08_607	both
MR09J_4_15_036	MR08_350	MR08_565	both
MR09J_4_15_037	MR08_700	MR08_407	both
MR09J_4_15_038	MR08_340	MR08_681	both
MR09J_4_15_039	MR08_357	MR08_090	both
MR09J_4_15_040	MR08_042	MR08_664	both
MR09J_4_15_041	MR08_231	MR08_086	both
MR09J_4_16_001	MR08_042	MR08_664	both
MR09J_4_16_003	MR08_767	MR08_014	both
MR09J_4_16_004	MR08_129	MR08_017	both
MR09J_4_16_005	MR08_158	MR08_356	both
MR09J_4_16_006	MR08_080	MR08_017	both
MR09J_4_16_007	MR08_318	MR08_607	both
MR09J_4_16_008	MR08_330	MR08_728	both
MR09J_4_16_010	MR08_318	MR08_540	both
MR09J_4_16_011	MR08_318	MR08_540	both
MR09J_4_16_013	MR08_418	MR08_546	both
MR09J_4_16_014	MR08_231	MR08_086	both
MR09J_4_16_017	MR08_161	MR08_081	both
MR09J_4_16_018	MR08_158	MR08_356	both
MR09J_4_18_001	MR08_368	MR08_510	both
MR09J_4_18_002	MR08_357	MR08_090	both
MR09J_4_18_003	MR08_338	MR08_663	both
MR09J_4_18_004	MR08_338	MR08_113	both
MR09J_4_18_005	MR08_042	MR08_664	both
MR09J_4_18_008	MR08_158	MR08_033	both
MR09J_4_18_009	MR08_042	MR08_664	both
MR09J_4_18_010	MR08_013	MR08_653	both
MR09J_4_18_012	MR08_158	MR08_306	both
MR09J_4_18_013	MR08_161	MR08_097	both
MR09J_4_20_001	MR08_357	MR08_375	both
MR09J_4_20_003	MR08_280	MR08_593	both
MR09J_4_20_006	MR08_357	MR08_375	both
MR09J_4_20_007	MR08_083	MR08_108	both
MR09J_4_20_008	MR08_404	MR08_258	both
MR09J_4_20_010	MR08_160	MR08_296	both
MR09J_4_20_011	MR08_160	MR08_296	both
MR09J_4_20_012	MR08_418	MR08_664	both
MR09J_4_23_001	MR08_336	MR08_428	both
MR09J_4_23_002	MR08_418	MR08_664	both
MR09J_4_23_003	MR08_336	MR08_428	both
MR09J_4_23_004	MR08_083	MR08_108	both
MR09J_4_23_005	MR08_083	MR08_108	both
MR09J_4_23_009	MR08_357	MR08_473	both
MR09J_4_23_010	MR08_083	MR08_528	both
MR09J_4_23_012	MR08_378	MR08_607	both
MR09J_4_23_013	MR08_404	MR08_258	both
MR09J_4_23_014	MR08_122	MR08_662	both
MR09J_4_23_015	MR08_378	MR08_345	both
MR09J_4_23_017	MR08_042	MR08_664	both
MR09J_4_23_018	MR08_042	MR08_664	both
MR09J_4_23_020	MR08_378	MR08_376	both
MR09J_4_23_021	MR08_013	MR08_653	both
MR09J_4_23_022	MR08_418	MR08_563	both
MR09J_4_23_023	MR08_315	MR08_017	both
MR09J_4_23_025	MR08_083	MR08_108	both
MR09J_4_23_026	MR08_083	MR08_528	both
MR09J_4_23_027	MR08_038	MR08_477	both
MR09J_4_23_028	MR08_080	MR08_017	both
MR09J_4_23_029	MR08_357	MR08_375	both
MR09J_4_23_033	MR08_042	MR08_087	both
MR09J_4_23_035	MR08_032	MR08_481	both
MR09J_4_23_037	MR08_083	MR08_528	both
MR09J_4_23_038	MR08_080	MR08_017	both
MR09J_4_23_039	MR08_080	MR08_017	both
MR09J_4_23_041	MR08_404	MR08_258	both
MR09J_4_23_042	MR08_338	MR08_113	both
MR09J_4_23_043	MR08_378	MR08_376	both
MR09J_4_23_044	MR08_418	MR08_563	both
MR09J_4_23_045	MR08_144	MR08_256	both
MR09J_4_23_046	MR08_336	MR08_428	both
MR09J_4_23_047	MR08_032	MR08_648	both
MR09J_4_23_048	MR08_013	MR08_653	both
MR09J_4_23_050	MR08_635	MR08_469	both
MR09J_4_23_051	MR08_018	MR08_360	both
MR09J_4_23_052	MR08_032	MR08_648	both
MR09J_4_23_054	MR08_338	MR08_113	both
MR09J_4_23_057	MR08_018	MR08_711	both
MR09J_4_23_058	MR08_083	MR08_528	both
MR09J_4_23_059	MR08_006	MR08_543	both
MR09J_4_23_060	MR08_378	MR08_562	both
MR09J_4_23_061	MR08_404	MR08_258	both
MR09J_4_23_062	MR08_366	MR08_662	both
MR09J_4_23_063	MR08_336	MR08_650	both
MR09J_4_23_066	MR08_083	MR08_528	both
MR09J_4_23_067	MR08_418	MR08_087	both
MR09J_4_23_069	MR08_080	MR08_017	both
MR09J_4_23_070	MR08_083	MR08_528	both
MR09J_4_24_007	MR08_378	MR08_345	both
MR09J_4_24_008	MR08_274	MR08_261	both
MR09J_4_24_009	MR08_078	MR08_017	both
MR09J_4_24_012	MR08_378	MR08_376	both
MR09J_4_24_013	MR08_366	MR08_662	both
MR09J_4_24_014	MR08_078	MR08_017	both
MR09J_4_24_015	MR08_812	MR08_674	both
MR09J_4_25_001	MR08_418	MR08_563	both
MR09J_4_25_002	MR08_191	MR08_565	both
MR09J_4_25_004	MR08_722	MR08_296	both
MR09J_4_25_005	MR08_812	MR08_674	both
MR09J_4_25_006	MR08_274	MR08_256	both
MR09J_4_25_007	MR08_730	MR08_063	both
MR09J_4_25_008	MR08_722	MR08_296	both
MR09J_4_25_009	MR08_083	MR08_314	both
MR09J_4_25_010	MR08_812	MR08_467	both
MR09J_4_25_012	MR08_697	MR08_565	both
MR09J_4_25_013	MR08_268	MR08_086	both
MR09J_4_25_014	MR08_280	MR08_502	both
MR09J_4_25_015	MR08_042	MR08_664	both
MR09J_4_25_017	MR08_357	MR08_505	both
MR09J_4_25_018	MR08_160	MR08_296	both
MR09J_4_27_001	MR08_402	MR08_538	both
MR09J_4_27_002	MR08_453	MR08_314	both
MR09J_4_27_003	MR08_812	MR08_674	both
MR09J_4_27_004	MR08_402	MR08_313	both
MR09J_4_27_005	MR08_697	MR08_314	both
MR09J_4_27_006	MR08_379	MR08_314	both
MR09J_4_27_007	MR08_869	MR08_085	both
MR09J_4_27_009	MR08_102	MR08_607	both
MR09J_4_27_010	MR08_704	MR08_327	both
MR09J_4_27_011	MR08_338	MR08_663	both
MR09J_4_27_012	MR08_404	MR08_258	both
MR09J_4_27_013	MR08_102	MR08_607	both
MR09J_4_27_014	MR08_078	MR08_017	both
MR09J_4_27_017	MR08_102	MR08_607	both
MR09J_4_27_018	MR08_700	MR08_043	both
MR09J_4_27_019	MR08_704	MR08_066	both
MR09J_4_27_020	MR08_726	MR08_502	both
MR09J_4_27_021	MR08_704	MR08_559	both
MR09J_4_27_022	MR08_038	MR08_477	both
MR09J_4_27_026	MR08_274	MR08_264	both
MR09J_4_27_028	MR08_402	MR08_313	both
MR09J_4_27_029	MR08_726	MR08_502	both
MR09J_4_27_031	MR08_038	MR08_477	both
MR09J_4_27_033	MR08_700	MR08_043	both
MR09J_4_27_034	MR08_274	MR08_256	both
MR09J_4_27_037	MR08_268	MR08_382	both
MR09J_4_27_038	MR08_688	MR08_565	both
MR09J_4_27_039	MR08_080	MR08_454	both
MR09J_4_27_041	MR08_704	MR08_327	both
MR09J_4_27_042	MR08_812	MR08_467	both
MR09J_4_28_001	MR08_318	MR08_540	both
MR09J_4_28_002	MR08_322	MR08_004	both
MR09J_4_28_003	MR08_704	MR08_327	both
MR09J_4_28_004	MR08_322	MR08_004	both
MR09J_4_28_005	MR08_038	MR08_477	both
MR09J_4_28_007	MR08_013	MR08_670	both
MR09J_4_28_008	MR08_038	MR08_477	both
MR09J_4_28_009	MR08_789	MR08_199	both
MR09J_4_28_010	MR08_129	MR08_337	both
MR09J_4_28_011	MR08_268	MR08_382	both
MR09J_4_28_013	MR08_057	MR08_292	both
MR09J_4_28_015	MR08_340	MR08_017	both
MR09J_4_28_016	MR08_708	MR08_299	both
MR09J_4_28_017	MR08_790	MR08_239	both
MR09J_4_28_021	MR08_722	MR08_489	both
MR09J_4_28_024	MR08_057	MR08_375	both
MR09J_4_28_025	MR08_721	MR08_620	both
MR09J_4_28_027	MR08_038	MR08_477	both
MR09J_4_28_028	MR08_357	MR08_090	both
MR09J_4_28_029	MR08_378	MR08_376	both
MR09J_4_28_032	MR08_042	MR08_653	both
MR09J_4_28_033	MR08_453	MR08_314	both
MR09J_4_28_034	MR08_366	MR08_005	both
MR09J_4_28_035	MR08_402	MR08_314	both
MR09J_4_29_001	MR08_685	MR08_258	both
MR09J_4_29_002	MR08_418	MR08_664	both
MR09J_4_29_003	MR08_268	MR08_086	both
MR09J_4_29_004	MR08_083	MR08_528	both
MR09J_4_29_005	MR08_078	MR08_178	both
MR09J_4_29_007	MR08_338	MR08_663	both
MR09J_4_29_008	MR08_013	MR08_653	both
MR09J_4_29_009	MR08_122	MR08_650	both
MR09J_4_29_010	MR08_418	MR08_546	both
MR09J_4_29_011	MR08_315	MR08_113	both
MR09J_4_29_012	MR08_453	MR08_449	both
MR09J_4_29_014	MR08_129	MR08_239	both
MR09J_4_29_015	MR08_379	MR08_528	both
MR09J_4_29_017	MR08_378	MR08_376	both
MR09J_4_29_018	MR08_378	MR08_376	both
MR09J_4_29_019	MR08_812	MR08_674	both
MR09J_4_29_020	MR08_042	MR08_087	both
MR09J_4_29_021	MR08_078	MR08_017	both
MR09J_4_29_022	MR08_315	MR08_017	both
MR09J_4_29_023	MR08_083	MR08_528	both
MR09J_4_29_024	MR08_404	MR08_096	both
MR09J_4_29_025	MR08_378	MR08_562	both
MR09J_4_29_026	MR08_404	MR08_096	both
MR09J_4_29_027	MR08_418	MR08_653	both
MR09J_4_29_028	MR08_404	MR08_096	both
MR09J_4_29_029	MR08_078	MR08_692	both
MR09J_4_29_030	MR08_378	MR08_345	both
MR09J_4_29_032	MR08_161	MR08_097	both
MR09J_4_29_033	MR08_083	MR08_492	both
MR09J_4_29_034	MR08_038	MR08_477	both
MR09J_4_29_035	MR08_080	MR08_017	both
MR09J_4_30_001	MR08_042	MR08_664	both
MR09J_4_30_002	MR08_357	MR08_375	both
MR09J_4_30_003	MR08_812	MR08_467	both
MR09J_4_30_004	MR08_418	MR08_563	both
MR09J_4_30_005	MR08_274	MR08_256	both
MR09J_4_30_006	MR08_078	MR08_178	both
MR09J_4_30_007	MR08_366	MR08_662	both
MR09J_4_30_008	MR08_042	MR08_664	both
MR09J_4_30_009	MR08_700	MR08_043	both
MR09J_4_30_011	MR08_357	MR08_375	both
MR09J_4_30_012	MR08_404	MR08_258	both
MR09J_4_30_013	MR08_404	MR08_096	both
MR09J_4_30_014	MR08_378	MR08_376	both
MR09J_4_30_015	MR08_357	MR08_375	both
MR09J_4_30_017	MR08_158	MR08_033	both
MR09J_4_30_018	MR08_368	MR08_649	both
MR09J_4_30_019	MR08_746	MR08_781	both
MR09J_4_30_020	MR08_688	MR08_631	both
MR09J_4_30_021	MR08_378	MR08_376	both
MR09J_4_30_022	MR08_378	MR08_376	both
MR09J_4_30_023	MR08_121	MR08_564	both
MR09J_4_30_024	MR08_080	MR08_017	both
MR09J_4_30_025	MR08_083	MR08_528	both
MR09J_4_30_027	MR08_129	MR08_239	both
MR09J_4_30_028	MR08_453	MR08_449	both
MR09J_4_30_030	MR08_038	MR08_477	both
MR09J_4_30_031	MR08_453	MR08_449	both
MR09J_4_30_032	MR08_402	MR08_548	both
MR09J_4_30_033	MR08_378	MR08_376	both
MR09J_4_30_034	MR08_778	MR08_197	both
MR09J_4_30_035	MR08_268	MR08_382	both
MR09J_4_9_001	MR08_318	MR08_540	both
MR09J_5_01_001	MR08_746	MR08_781	both
MR09J_5_01_002	MR08_080	MR08_363	both
MR09J_5_01_003	MR08_742	MR08_142	both
MR09J_5_01_004	MR08_183	MR08_567	both
MR09J_5_01_005	MR08_013	MR08_653	both
MR09J_5_01_006	MR08_268	MR08_615	both
MR09J_5_01_007	MR08_191	MR08_565	both
MR09J_5_01_008	MR08_268	MR08_835	both
MR09J_5_01_009	MR08_318	MR08_540	both
MR09J_5_01_010	MR08_200	MR08_316	both
MR09J_5_01_011	MR08_322	MR08_004	both
MR09J_5_01_012	MR08_268	MR08_382	both
MR09J_5_01_013	MR08_688	MR08_565	both
MR09J_5_01_014	MR08_322	MR08_004	both
MR09J_5_01_015	MR08_042	MR08_664	both
MR09J_5_01_016	MR08_336	MR08_624	both
MR09J_5_01_017	MR08_722	MR08_296	both
MR09J_5_01_018	MR08_013	MR08_670	both
MR09J_5_01_019	MR08_378	MR08_345	both
MR09J_5_01_020	MR08_191	MR08_565	both
MR09J_5_01_021	MR08_191	MR08_565	both
MR09J_5_01_022	MR08_704	MR08_327	both
MR09J_5_01_023	MR08_722	MR08_296	both
MR09J_5_01_024	MR08_164	MR08_313	both
MR09J_5_01_025	MR08_685	MR08_165	both
MR09J_5_01_026	MR08_277	MR08_601	both
MR09J_5_01_027	MR08_038	MR08_477	both
MR09J_5_01_028	MR08_083	MR08_314	both
MR09J_5_01_031	MR08_160	MR08_296	both
MR09J_5_01_032	MR08_730	MR08_063	both
MR09J_5_01_034	MR08_865	MR08_795	both
MR09J_5_01_035	MR08_765	MR08_239	both
MR09J_5_03_001	MR08_020	MR08_142	both
MR09J_5_03_002	MR08_825	MR08_128	both
MR09J_5_03_003	MR08_672	MR08_628	both
MR09J_5_03_004	MR08_867	MR08_337	both
MR09J_5_03_006	MR08_785	MR08_781	both
MR09J_5_03_007	MR08_864	MR08_853	both
MR09J_5_03_008	MR08_851	MR08_337	both
MR09J_5_03_009	MR08_825	MR08_128	both
MR09J_5_03_010	MR08_825	MR08_128	both
MR09J_5_03_011	MR08_743	MR08_559	both
MR09J_5_03_012	MR08_808	MR08_771	both
MR09J_5_03_013	MR08_867	MR08_219	both
MR09J_5_03_015	MR08_825	MR08_787	both
MR09J_5_03_016	MR08_851	MR08_872	both
MR09J_5_03_017	MR08_785	MR08_747	both
MR09J_5_03_018	MR08_020	MR08_085	both
MR09J_5_03_019	MR08_765	MR08_239	both
MR09J_5_03_020	MR08_825	MR08_787	both
MR09J_5_03_022	MR08_379	MR08_314	both
MR09J_5_03_024	MR08_844	MR08_747	both
MR09J_5_03_027	MR08_024	MR08_681	both
MR09J_5_03_028	MR08_203	MR08_506	both
MR09J_5_03_029	MR08_825	MR08_128	both
MR09J_5_03_030	MR08_790	MR08_239	both
MR09J_5_03_032	MR08_864	MR08_853	both
MR09J_5_04_001	MR08_726	MR08_502	both
MR09J_5_04_002	MR08_699	MR08_612	both
MR09J_5_04_004	MR08_627	MR08_602	both
MR09J_5_04_005	MR08_336	MR08_624	both
MR09J_5_04_006	MR08_704	MR08_559	both
MR09J_5_04_008	MR08_057	MR08_292	both
MR09J_5_04_009	MR08_684	MR08_490	both
MR09J_5_04_010	MR08_684	MR08_693	both
MR09J_5_04_012	MR08_704	MR08_327	both
MR09J_5_04_014	MR08_057	MR08_292	both
MR09J_5_04_015	MR08_684	MR08_693	both
MR09J_5_04_016	MR08_042	MR08_664	both
MR09J_5_04_017	MR08_370	MR08_081	both
MR09J_5_04_018	MR08_812	MR08_467	both
MR09J_5_04_019	MR08_812	MR08_467	both
MR09J_5_04_023	MR08_161	MR08_258	both
MR09J_5_04_025	MR08_697	MR08_565	both
MR09J_5_04_026	MR08_161	MR08_081	both
MR09J_5_04_027	MR08_274	MR08_261	both
MR09J_5_04_028	MR08_191	MR08_565	both
MR09J_5_04_030	MR08_315	MR08_017	both
MR09J_5_04_031	MR08_315	MR08_017	both
MR09J_5_04_032	MR08_161	MR08_097	both
MR09J_5_04_033	MR08_402	MR08_538	both
MR09J_5_04_034	MR08_191	MR08_565	both
MR09J_5_04_036	MR08_730	MR08_063	both
MR09J_5_04_037	MR08_038	MR08_477	both
MR09J_5_04_038	MR08_812	MR08_467	both
MR09J_5_04_039	MR08_380	MR08_607	both
MR09J_5_04_040	MR08_057	MR08_292	both
MR09J_5_04_041	MR08_268	MR08_382	both
MR09J_5_04_042	MR08_121	MR08_225	both
MR09J_5_04_045	MR08_812	MR08_467	both
MR09J_5_04_047	MR08_685	MR08_165	both
MR09J_5_04_048	MR08_013	MR08_670	both
MR09J_5_04_049	MR08_187	MR08_732	both
MR09J_5_04_051	MR08_102	MR08_607	both
MR09J_5_04_053	MR08_378	MR08_345	both
MR09J_5_04_054	MR08_366	MR08_662	both
MR09J_5_04_056	MR08_080	MR08_363	both
MR09J_5_04_057	MR08_697	MR08_565	both
MR09J_5_04_058	MR08_042	MR08_087	both
MR09J_5_04_059	MR08_697	MR08_314	both
MR09J_5_04_060	MR08_080	MR08_363	both
MR09J_5_04_061	MR08_083	MR08_314	both
MR09J_5_04_063	MR08_395	MR08_043	both
MR09J_5_04_064	MR08_685	MR08_725	both
MR09J_5_04_065	MR08_722	MR08_296	both
MR09J_5_04_067	MR08_722	MR08_296	both
MR09J_5_04_069	MR08_110	MR08_602	both
MR09J_5_04_070	MR08_812	MR08_467	both
MR09J_5_04_071	MR08_722	MR08_296	both
MR09J_5_04_072	MR08_080	MR08_022	both
MR09J_5_04_073	MR08_262	MR08_528	both
MR09J_5_04_074	MR08_685	MR08_165	both
MR09J_5_04_075	MR08_187	MR08_732	both
MR09J_5_04_076	MR08_277	MR08_601	both
MR09J_5_04_077	MR08_704	MR08_327	both
MR09J_5_04_078	MR08_722	MR08_296	both
MR09J_5_04_080	MR08_685	MR08_165	both
MR09J_5_04_081	MR08_355	MR08_521	both
