off	mom	dad	type
MR13J_03_17_0079	MR12A_248	MR12TH_307	both
MR13J_03_17_0080	MR12TH_269	MR12TH_192	both
MR13J_03_19_0081	MR12A_248	MR12TH_307	both
MR13J_03_19_0082	MR12A_210	MR12TH_242	both
MR13J_03_19_0083	MR12A_248	MR12TH_307	both
MR13J_03_19_0084	MR12TH_272	MR12TH_298	both
MR13J_03_19_0087	MR12A_085	MR12TH_078	both
MR13J_03_19_0088	MR12A_110	MR12TH_054	both
MR13J_03_19_0090	MR12TH_182	MR12TH_242	both
MR13J_03_19_0091	MR12TH_292	MR12TH_293	both
MR13J_03_19_0092	MR12A_173	MR12A_127	both
MR13J_03_19_0093	MR12TH_272	MR12A_171	both
MR13J_03_19_0095	MR12TH_272	MR12A_171	both
MR13J_03_20_0096	MR12A_085	MR12TH_028	both
MR13J_03_20_0097	MR12A_085	MR12TH_078	both
MR13J_03_20_0098	MR12TH_272	MR12A_171	both
MR13J_03_20_0101	MR12TH_284	MR12A_226	both
MR13J_03_20_0102	MR12A_085	MR12TH_078	both
MR13J_03_20_0103	MR12A_225	MR12TH_102	both
MR13J_03_20_0104	MR12TH_284	MR12A_226	both
MR13J_03_20_0105	MR12TH_187	MR12TH_003	both
MR13J_03_20_0106	MR12A_155	MR12TH_098	both
MR13J_03_20_0107	MR12TH_272	MR12TH_298	both
MR13J_03_20_0108	MR12A_174	MR12TH_343	both
MR13J_03_20_0109	MR12A_085	MR12TH_078	both
MR13J_03_20_0110	MR12TH_272	MR12A_171	both
MR13J_03_20_0111	MR12A_101	MR12A_254	both
MR13J_03_20_0112	MR12TH_272	MR12A_171	both
MR13J_03_20_0113	MR12A_155	MR12TH_098	both
MR13J_03_20_0114	MR12TH_187	MR12TH_003	both
MR13J_03_20_0115	MR12A_155	MR12TH_098	both
MR13J_03_20_0116	MR12A_085	MR12TH_078	both
MR13J_03_23_0117	MR12A_101	MR12A_254	both
MR13J_03_23_0118	MR12A_110	MR12TH_054	both
MR13J_03_23_0119	MR12A_101	MR12A_254	both
MR13J_03_23_0120	MR12A_101	MR12A_254	both
MR13J_03_23_0121	MR12A_155	MR12TH_098	both
MR13J_03_23_0122	MR12A_110	MR12TH_054	both
MR13J_03_23_0123	MR12A_101	MR12TH_181	both
MR13J_03_23_0124	MR12TH_272	MR12A_171	both
MR13J_03_23_0125	MR12TH_225	MR12A_161	both
MR13J_03_25_0126	MR12A_085	MR12TH_078	both
MR13J_03_25_0127	MR12TH_272	MR12TH_298	both
MR13J_03_25_0128	MR12A_264	MR12TH_192	both
MR13J_03_25_0129	MR12A_085	MR12TH_078	both
MR13J_03_25_0131	MR12A_085	MR12TH_028	both
MR13J_03_25_0132	MR12TH_215	MR12A_178	both
MR13J_03_25_0134	MR12TH_284	MR12A_226	both
MR13J_03_25_0135	MR12TH_187	MR12TH_003	both
MR13J_03_25_0136	MR12TH_225	MR12A_161	both
MR13J_03_25_0137	MR12TH_284	MR12A_226	both
MR13J_03_25_0139	MR12A_085	MR12TH_078	both
MR13J_03_25_0140	MR12TH_284	MR12A_226	both
MR13J_03_25_0141	MR12TH_088	MR12TH_190	both
MR13J_03_25_0142	MR12A_085	MR12TH_028	both
MR13J_03_25_0143	MR12TH_088	MR12TH_190	both
MR13J_03_25_0144	MR12TH_284	MR12A_226	both
MR13J_03_25_0145	MR12TH_167	MR12TH_213	both
MR13J_03_25_0146	MR12A_085	MR12TH_078	both
MR13J_03_25_0147	MR12TH_167	MR12TH_213	both
MR13J_03_25_0148	MR12TH_225	MR12TH_301	both
MR13J_03_26_0149	MR12A_110	MR12TH_054	both
MR13J_03_26_0150	MR12TH_272	MR12TH_203	both
MR13J_03_26_0151	MR12TH_088	MR12TH_190	both
MR13J_03_26_0152	MR12A_110	MR12TH_054	both
MR13J_03_26_0153	MR12A_210	MR12TH_242	both
MR13J_03_26_0154	MR12TH_187	MR12A_043	both
MR13J_03_26_0155	MR12TH_182	MR12TH_242	both
MR13J_03_26_0156	MR12TH_284	MR12A_226	both
MR13J_03_26_0157	MR12TH_167	MR12TH_213	both
MR13J_03_26_0158	MR12TH_225	MR12A_161	both
MR13J_03_26_0159	MR12TH_331	MR12TH_227	both
MR13J_03_26_0160	MR12TH_331	MR12TH_227	both
MR13J_03_26_0162	MR12TH_275	MR12TH_230	both
MR13J_03_26_0163	MR12A_110	MR12TH_054	both
MR13J_03_26_0164	MR12TH_331	MR12A_265	both
MR13J_03_26_0165	MR12A_085	MR12TH_028	both
MR13J_03_26_0167	MR12A_085	MR12TH_078	both
MR13J_03_26_0168	MR12A_085	MR12TH_078	both
MR13J_03_28_0172	MR12TH_225	MR12TH_301	both
MR13J_03_28_0174	MR12TH_225	MR12A_161	both
MR13J_03_28_0175	MR12TH_215	MR12TH_308	both
MR13J_03_28_0176	MR12A_110	MR12TH_054	both
MR13J_03_28_0178	MR12A_085	MR12TH_078	both
MR13J_03_28_0181	MR12A_110	MR12TH_054	both
MR13J_03_28_0182	MR12A_085	MR12TH_078	both
MR13J_03_28_0183	MR12TH_067	MR12TH_010	both
MR13J_03_28_0184	MR12A_110	MR12TH_054	both
MR13J_03_28_0185	MR12TH_088	MR12TH_190	both
MR13J_03_28_0186	MR12A_155	MR12TH_098	both
MR13J_03_28_0187	MR12A_085	MR12TH_063	both
MR13J_03_28_0188	MR12A_110	MR12TH_054	both
MR13J_03_28_0189	MR12A_110	MR12TH_054	both
MR13J_03_28_0190	MR12TH_182	MR12TH_242	both
MR13J_03_28_0193	MR12A_085	MR12TH_063	both
MR13J_03_28_0194	MR12A_276	MR12TH_383	both
MR13J_03_28_0195	MR12A_155	MR12TH_098	both
MR13J_03_28_0196	MR12TH_182	MR12TH_242	both
MR13J_03_28_0197	MR12A_085	MR12TH_078	both
MR13J_03_28_0198	MR12A_110	MR12TH_054	both
MR13J_03_28_0200	MR12A_074	MR12TH_181	both
MR13J_03_28_0202	MR12TH_275	MR12TH_227	both
MR13J_03_28_0203	MR12TH_215	MR12A_178	both
MR13J_03_28_0204	MR12A_110	MR12TH_054	both
MR13J_03_28_0205	MR12TH_088	MR12TH_190	both
MR13J_03_28_0206	MR12TH_182	MR12TH_242	both
MR13J_03_28_0207	MR12A_085	MR12TH_078	both
MR13J_03_30_0208	MR12A_085	MR12TH_063	both
MR13J_03_30_0209	MR12TH_225	MR12TH_301	both
MR13J_03_30_0210	MR12A_075	MR12TH_197	both
MR13J_03_30_0211	MR12A_085	MR12TH_063	both
MR13J_03_30_0212	MR12A_110	MR12TH_054	both
MR13J_03_30_0213	MR12A_276	MR12A_005	both
MR13J_03_30_0214	MR12TH_272	MR12TH_298	both
MR13J_03_30_0215	MR12A_041	MR12TH_358	both
MR13J_03_30_0216	MR12A_075	MR12TH_197	both
MR13J_03_30_0217	MR12A_085	MR12TH_078	both
MR13J_03_30_0218	MR12TH_225	MR12A_161	both
MR13J_03_30_0219	MR12TH_200	MR12TH_073	both
MR13J_03_30_0220	MR12A_211	MR12TH_197	both
MR13J_03_30_0221	MR12A_085	MR12TH_063	both
MR13J_03_30_0223	MR12A_101	MR12TH_181	both
MR13J_03_30_0224	MR12TH_215	MR12TH_308	both
MR13J_03_30_0225	MR12A_101	MR12A_254	both
MR13J_03_30_0226	MR12A_366	MR12TH_473	both
MR13J_03_30_0228	MR12TH_225	MR12TH_301	both
MR13J_03_30_0230	MR12A_101	MR12A_254	both
MR13J_03_30_0231	MR12TH_200	MR12TH_073	both
MR13J_03_30_0234	MR12A_366	MR12TH_473	both
MR13J_03_30_0236	MR12TH_215	MR12TH_308	both
MR13J_03_30_0237	MR12TH_215	MR12TH_045	both
MR13J_03_30_0238	MR12TH_272	MR12TH_203	both
MR13J_03_30_0239	MR12A_101	MR12TH_184	both
MR13J_03_30_0240	MR12TH_067	MR12A_171	both
MR13J_03_30_0241	MR12TH_274	MR12TH_303	both
MR13J_03_30_0242	MR12TH_225	MR12A_161	both
MR13J_03_30_0244	MR12A_110	MR12TH_054	both
MR13J_03_30_0245	MR12A_155	MR12TH_098	both
MR13J_03_30_0246	MR12TH_080	MR12TH_326	both
MR13J_03_30_0247	MR12A_085	MR12TH_078	both
MR13J_03_30_0248	MR12A_110	MR12TH_054	both
MR13J_03_30_0249	MR12TH_424	MR12A_322	both
MR13J_04_01_0252	MR12A_101	MR12TH_181	both
MR13J_04_01_0253	MR12TH_274	MR12TH_183	both
MR13J_04_01_0254	MR12TH_341	MR12TH_307	both
MR13J_04_01_0255	MR12A_074	MR12TH_181	both
MR13J_04_01_0256	MR12TH_341	MR12TH_307	both
MR13J_04_01_0257	MR12A_336	MR12TH_436	both
MR13J_04_01_0258	MR12TH_275	MR12TH_227	both
MR13J_04_01_0259	MR12A_122	MR12TH_316	both
MR13J_04_01_0260	MR12TH_182	MR12TH_242	both
MR13J_04_01_0261	MR12A_331	MR12A_241	both
MR13J_04_01_0262	MR12A_363	MR12A_317	both
MR13J_04_01_0264	MR12TH_099	MR12TH_262	both
MR13J_04_01_0265	MR12A_210	MR12TH_242	both
MR13J_04_01_0266	MR12A_336	MR12TH_436	both
MR13J_04_01_0267	MR12TH_200	MR12TH_226	both
MR13J_04_01_0268	MR12TH_182	MR12TH_242	both
MR13J_04_01_0269	MR12A_112	MR12A_254	both
MR13J_04_01_0270	MR12A_210	MR12TH_242	both
MR13J_04_01_0271	MR12TH_200	MR12TH_226	both
MR13J_04_01_0273	MR12A_110	MR12TH_054	both
MR13J_04_01_0274	MR12TH_225	MR12TH_301	both
MR13J_04_01_0275	MR12TH_215	MR12TH_308	both
MR13J_04_01_0276	MR12TH_200	MR12TH_073	both
MR13J_04_01_0277	MR12TH_360	MR12A_046	both
MR13J_04_01_0279	MR12TH_148	MR12TH_296	both
MR13J_04_01_0280	MR12A_085	MR12TH_028	both
MR13J_04_01_0282	MR12A_155	MR12TH_098	both
MR13J_04_01_0283	MR12A_085	MR12TH_078	both
MR13J_04_01_0285	MR12TH_275	MR12TH_230	both
MR13J_04_01_0286	MR12A_276	MR12TH_383	both
MR13J_04_01_0287	MR12TH_200	MR12TH_073	both
MR13J_04_01_0289	MR12TH_275	MR12A_265	both
MR13J_04_01_0290	MR12A_122	MR12TH_316	both
MR13J_04_01_0291	MR12A_248	MR12TH_307	both
MR13J_04_01_0293	MR12TH_200	MR12TH_073	both
MR13J_04_01_0294	MR12TH_200	MR12TH_073	both
MR13J_04_01_0295	MR12A_074	MR12TH_181	both
MR13J_04_01_0299	MR12TH_215	MR12TH_308	both
MR13J_04_01_0302	MR12TH_200	MR12TH_073	both
MR13J_04_01_0303	MR12A_112	MR12A_254	both
MR13J_04_01_0304	MR12TH_200	MR12TH_226	both
MR13J_04_01_0305	MR12A_085	MR12TH_063	both
MR13J_04_01_0306	MR12TH_200	MR12TH_073	both
MR13J_04_01_0307	MR12A_112	MR12A_254	both
MR13J_04_01_0308	MR12A_362	MR12TH_166	both
MR13J_04_01_0309	MR12TH_275	MR12TH_227	both
MR13J_04_01_0310	MR12A_210	MR12TH_242	both
MR13J_04_01_0311	MR12A_074	MR12TH_181	both
MR13J_04_01_0312	MR12A_085	MR12TH_078	both
MR13J_04_01_0313	MR12TH_269	MR12TH_192	both
MR13J_04_01_0314	MR12TH_275	MR12TH_230	both
MR13J_04_01_0315	MR12A_075	MR12TH_197	both
MR13J_04_01_0316	MR12A_135	MR12TH_197	both
MR13J_04_01_0317	MR12TH_200	MR12TH_073	both
MR13J_04_01_0319	MR12A_336	MR12TH_436	both
MR13J_04_01_0320	MR12TH_284	MR12A_226	both
MR13J_04_01_0321	MR12TH_200	MR12TH_073	both
MR13J_04_01_0322	MR12TH_275	MR12TH_227	both
MR13J_04_01_0323	MR12A_155	MR12TH_098	both
MR13J_04_01_0324	MR12TH_215	MR12TH_045	both
MR13J_04_01_0325	MR12TH_225	MR12A_161	both
MR13J_04_01_0326	MR12A_264	MR12TH_192	both
MR13J_04_01_0327	MR12TH_275	MR12A_265	both
MR13J_04_01_0328	MR12TH_228	MR12TH_271	both
MR13J_04_01_0329	MR12TH_275	MR12TH_227	both
MR13J_04_01_0330	MR12A_085	MR12TH_078	both
MR13J_04_01_0331	MR12A_074	MR12TH_181	both
MR13J_04_01_0332	MR12TH_274	MR12TH_183	both
MR13J_04_01_0333	MR12A_135	MR12TH_197	both
MR13J_04_01_0334	MR12A_085	MR12TH_063	both
MR13J_04_01_0335	MR12TH_148	MR12TH_296	both
MR13J_04_01_0336	MR12A_211	MR12TH_197	both
MR13J_04_01_0337	MR12TH_275	MR12TH_230	both
MR13J_04_01_0338	MR12A_074	MR12TH_181	both
MR13J_04_01_0339	MR12TH_463	MR12A_086	both
MR13J_04_01_0340	MR12A_075	MR12TH_197	both
MR13J_04_01_0341	MR12A_211	MR12TH_184	both
MR13J_04_01_0343	MR12TH_496	MR12TH_286	both
MR13J_04_01_0344	MR12TH_275	MR12TH_230	both
MR13J_04_01_0345	MR12TH_275	MR12TH_230	both
MR13J_04_01_0346	MR12A_133	MR12TH_102	both
MR13J_04_01_0347	MR12TH_341	MR12TH_307	both
MR13J_04_01_0348	MR12A_276	MR12TH_371	both
MR13J_04_01_0349	MR12A_074	MR12TH_181	both
MR13J_04_01_0350	MR12TH_433	MR12TH_304	both
MR13J_04_01_0353	MR12TH_317	MR12TH_332	both
MR13J_04_02_0355	MR12TH_088	MR12TH_190	both
MR13J_04_02_0356	MR12TH_200	MR12TH_226	both
MR13J_04_02_0357	MR12A_110	MR12TH_054	both
MR13J_04_02_0359	MR12TH_067	MR12TH_227	both
MR13J_04_02_0360	MR12TH_200	MR12TH_226	both
MR13J_04_02_0363	MR12TH_067	MR12TH_230	both
MR13J_04_02_0366	MR12TH_275	MR12TH_227	both
MR13J_04_02_0367	MR12A_210	MR12TH_242	both
MR13J_04_02_0368	MR12TH_067	MR12TH_010	both
MR13J_04_02_0369	MR12A_135	MR12TH_197	both
MR13J_04_02_0370	MR12TH_067	MR12TH_227	both
MR13J_04_02_0371	MR12TH_194	MR12TH_311	both
MR13J_04_02_0376	MR12TH_431	MR12TH_371	both
MR13J_04_02_0380	MR12A_210	MR12TH_242	both
MR13J_04_02_0383	MR12TH_275	MR12TH_230	both
MR13J_04_02_0384	MR12A_155	MR12TH_098	both
MR13J_04_02_0385	MR12TH_067	MR12A_171	both
MR13J_04_02_0386	MR12TH_067	MR12TH_230	both
MR13J_04_02_0387	MR12A_085	MR12TH_028	both
MR13J_04_02_0388	MR12TH_067	MR12TH_227	both
MR13J_04_02_0389	MR12TH_200	MR12TH_073	both
MR13J_04_02_0390	MR12TH_187	MR12TH_355	both
MR13J_04_02_0391	MR12A_280	MR12TH_267	both
MR13J_04_02_0394	MR12A_280	MR12TH_363	both
MR13J_04_02_0396	MR12A_078	MR12A_035	both
MR13J_04_02_0398	MR12A_101	MR12TH_041	both
MR13J_04_02_0400	MR12A_110	MR12TH_054	both
MR13J_04_02_0401	MR12TH_200	MR12TH_073	both
MR13J_04_02_0405	MR12TH_067	MR12TH_230	both
MR13J_04_03_0409	MR12A_248	MR12TH_307	both
MR13J_04_03_0411	MR12TH_275	MR12A_178	both
MR13J_04_03_0412	MR12TH_305	MR12TH_258	both
MR13J_04_03_0413	MR12A_173	MR12TH_371	both
MR13J_04_03_0414	MR12TH_492	MR12TH_386	both
MR13J_04_03_0415	MR12TH_431	MR12TH_371	both
MR13J_04_03_0416	MR12TH_015	MR12TH_452	both
MR13J_04_03_0417	MR12TH_148	MR12TH_183	both
MR13J_04_03_0418	MR12TH_269	MR12TH_192	both
MR13J_04_03_0420	MR12TH_431	MR12TH_371	both
MR13J_04_03_0421	MR12A_320	MR12TH_181	both
MR13J_04_03_0422	MR12TH_269	MR12TH_192	both
MR13J_04_03_0426	MR12TH_305	MR12TH_010	both
MR13J_04_03_0427	MR12A_331	MR12TH_497	both
MR13J_04_03_0428	MR12A_115	MR12TH_347	both
MR13J_04_03_0429	MR12TH_067	MR12TH_227	both
MR13J_04_03_0430	MR12TH_360	MR12A_277	both
MR13J_04_03_0432	MR12TH_067	MR12TH_227	both
MR13J_04_03_0434	MR12TH_269	MR12TH_192	both
MR13J_04_03_0435	MR12A_110	MR12TH_054	both
MR13J_04_03_0437	MR12TH_275	MR12A_087	both
MR13J_04_03_0438	MR12TH_228	MR12TH_271	both
MR13J_04_03_0439	MR12TH_194	MR12TH_311	both
MR13J_04_03_0440	MR12A_112	MR12TH_358	both
MR13J_04_03_0441	MR12A_248	MR12TH_307	both
MR13J_04_03_0443	MR12TH_067	MR12TH_230	both
MR13J_04_03_0444	MR12TH_374	MR12TH_315	both
MR13J_04_03_0445	MR12TH_463	MR12A_086	both
MR13J_04_03_0446	MR12TH_274	MR12TH_303	both
MR13J_04_03_0447	MR12A_248	MR12TH_307	both
MR13J_04_03_0448	MR12TH_080	MR12TH_326	both
MR13J_04_03_0449	MR12TH_431	MR12TH_371	both
MR13J_04_03_0450	MR12TH_200	MR12TH_073	both
MR13J_04_03_0453	MR12TH_274	MR12TH_303	both
MR13J_04_03_0454	MR12A_074	MR12TH_181	both
MR13J_04_03_0455	MR12TH_067	MR12TH_010	both
MR13J_04_03_0456	MR12TH_148	MR12TH_296	both
MR13J_04_03_0458	MR12TH_144	MR12TH_271	both
MR13J_04_03_0460	MR12TH_067	MR12TH_230	both
MR13J_04_03_0461	MR12TH_305	MR12TH_010	both
MR13J_04_03_0462	MR12TH_309	MR12TH_276	both
MR13J_04_04_0464	MR12TH_200	MR12TH_078	both
MR13J_04_04_0465	MR12TH_275	MR12TH_230	both
MR13J_04_04_0467	MR12TH_212	MR12TH_349	both
MR13J_04_04_0468	MR12TH_067	MR12TH_010	both
MR13J_04_04_0469	MR12A_101	MR12TH_041	both
MR13J_04_04_0470	MR12TH_431	MR12TH_371	both
MR13J_04_04_0471	MR12TH_015	MR12TH_452	both
MR13J_04_04_0472	MR12TH_305	MR12TH_010	both
MR13J_04_04_0473	MR12TH_255	MR12TH_145	both
MR13J_04_04_0474	MR12A_133	MR12TH_102	both
MR13J_04_04_0475	MR12TH_433	MR12TH_473	both
MR13J_04_04_0476	MR12TH_431	MR12TH_371	both
MR13J_04_04_0477	MR12A_075	MR12A_251	both
MR13J_04_04_0478	MR12TH_250	MR12TH_213	both
MR13J_04_04_0480	MR12TH_182	MR12TH_242	both
MR13J_04_04_0481	MR12A_115	MR12TH_219	both
MR13J_04_04_0482	MR12TH_095	MR12A_315	both
MR13J_04_04_0483	MR12TH_200	MR12TH_078	both
MR13J_04_04_0484	MR12A_075	MR12TH_184	both
MR13J_04_04_0485	MR12TH_148	MR12TH_296	both
MR13J_04_04_0486	MR12TH_431	MR12TH_371	both
MR13J_04_04_0487	MR12TH_269	MR12TH_192	both
MR13J_04_04_0488	MR12TH_275	MR12TH_230	both
MR13J_04_04_0489	MR12TH_360	MR12TH_345	both
MR13J_04_04_0490	MR12TH_431	MR12TH_371	both
MR13J_04_04_0491	MR12TH_148	MR12TH_296	both
MR13J_04_04_0492	MR12TH_088	MR12TH_190	both
MR13J_04_04_0493	MR12TH_431	MR12TH_371	both
MR13J_04_04_0494	MR12A_041	MR12TH_358	both
MR13J_04_04_0495	MR12A_075	MR12TH_184	both
MR13J_04_04_0496	MR12TH_431	MR12TH_371	both
MR13J_04_04_0497	MR12TH_274	MR12TH_183	both
MR13J_04_04_0499	MR12TH_148	MR12TH_296	both
MR13J_04_04_0500	MR12TH_218	MR12TH_303	both
MR13J_04_04_0501	MR12TH_309	MR12TH_276	both
MR13J_04_04_0502	MR12TH_212	MR12TH_349	both
MR13J_04_04_0504	MR12TH_200	MR12TH_073	both
MR13J_04_04_0505	MR12A_041	MR12TH_358	both
MR13J_04_04_0506	MR12A_133	MR12TH_102	both
MR13J_04_04_0507	MR12TH_200	MR12TH_073	both
MR13J_04_04_0508	MR12TH_360	MR12TH_345	both
MR13J_04_04_0509	MR12TH_275	MR12TH_230	both
MR13J_04_04_0510	MR12TH_269	MR12TH_192	both
MR13J_04_04_0511	MR12TH_274	MR12TH_303	both
MR13J_04_04_0513	MR12TH_378	MR12TH_363	both
MR13J_04_04_0514	MR12TH_274	MR12TH_183	both
MR13J_04_04_0515	MR12A_193	MR12TH_258	both
MR13J_04_04_0516	MR12A_074	MR12TH_181	both
MR13J_04_04_0517	MR12A_276	MR12TH_371	both
MR13J_04_04_0518	MR12A_366	MR12TH_462	both
MR13J_04_05_0519	MR12A_320	MR12TH_181	both
MR13J_04_05_0520	MR12TH_463	MR12TH_103	both
MR13J_04_05_0521	MR12TH_067	MR12TH_010	both
MR13J_04_05_0523	MR12A_155	MR12TH_098	both
MR13J_04_05_0524	MR12TH_080	MR12TH_326	both
MR13J_04_05_0526	MR12A_135	MR12A_147	both
MR13J_04_05_0527	MR12A_239	MR12TH_338	both
MR13J_04_05_0528	MR12A_328	MR12TH_371	both
MR13J_04_05_0529	MR12A_074	MR12TH_181	both
MR13J_04_05_0530	MR12TH_275	MR12TH_227	both
MR13J_04_05_0531	MR12TH_255	MR12A_196	both
MR13J_04_05_0532	MR12TH_200	MR12TH_078	both
MR13J_04_05_0533	MR12A_248	MR12TH_307	both
MR13J_04_05_0535	MR12TH_108	MR12TH_078	both
MR13J_04_05_0536	MR12TH_407	MR12A_040	both
MR13J_04_05_0537	MR12TH_095	MR12TH_183	both
MR13J_04_05_0538	MR12TH_360	MR12TH_345	both
MR13J_04_05_0539	MR12TH_200	MR12TH_073	both
MR13J_04_05_0540	MR12TH_269	MR12TH_192	both
MR13J_04_05_0541	MR12TH_200	MR12TH_078	both
MR13J_04_05_0543	MR12A_076	MR12A_097	both
MR13J_04_05_0544	MR12A_135	MR12TH_197	both
MR13J_04_05_0546	MR12TH_275	MR12A_265	both
MR13J_04_05_0547	MR12TH_378	MR12TH_363	both
MR13J_04_05_0548	MR12TH_274	MR12TH_303	both
MR13J_04_05_0549	MR12TH_108	MR12TH_078	both
MR13J_04_05_0550	MR12TH_046	MR12TH_371	both
MR13J_04_05_0551	MR12TH_108	MR12TH_078	both
MR13J_04_05_0552	MR12A_210	MR12TH_242	both
MR13J_04_05_0553	MR12TH_095	MR12TH_183	both
MR13J_04_05_0554	MR12TH_046	MR12TH_371	both
MR13J_04_05_0555	MR12A_210	MR12TH_242	both
MR13J_04_05_0556	MR12A_276	MR12TH_383	both
MR13J_04_05_0557	MR12A_248	MR12TH_307	both
MR13J_04_05_0558	MR12TH_275	MR12A_265	both
MR13J_04_05_0560	MR12TH_108	MR12TH_078	both
MR13J_04_05_0562	MR12TH_431	MR12TH_371	both
MR13J_04_05_0563	MR12A_074	MR12TH_181	both
MR13J_04_05_0564	MR12A_133	MR12TH_102	both
MR13J_04_05_0565	MR12TH_482	MR12TH_333	both
MR13J_04_05_0566	MR12A_248	MR12TH_307	both
MR13J_04_05_0567	MR12A_406	MR12TH_473	both
MR13J_04_05_0568	MR12TH_108	MR12TH_078	both
MR13J_04_05_0569	MR12A_074	MR12TH_181	both
MR13J_04_05_0570	MR12TH_269	MR12TH_192	both
MR13J_04_05_0571	MR12A_076	MR12TH_361	both
MR13J_04_06_0574	MR12TH_220	MR12TH_037	both
MR13J_04_06_0575	MR12A_239	MR12TH_338	both
MR13J_04_06_0576	MR12TH_200	MR12TH_078	both
MR13J_04_06_0577	MR12TH_269	MR12TH_192	both
MR13J_04_06_0578	MR12TH_148	MR12TH_043	both
MR13J_04_06_0579	MR12A_328	MR12TH_383	both
MR13J_04_06_0580	MR12A_085	MR12TH_028	both
MR13J_04_06_0581	MR12TH_274	MR12TH_303	both
MR13J_04_06_0582	MR12TH_200	MR12TH_226	both
MR13J_04_06_0583	MR12A_133	MR12TH_102	both
MR13J_04_06_0584	MR12TH_433	MR12A_086	both
MR13J_04_06_0585	MR12A_172	MR12A_184	both
MR13J_04_06_0586	MR12A_320	MR12TH_181	both
MR13J_04_06_0587	MR12TH_046	MR12A_227	both
