off	mom	dad	type
MR14J_03_28_009	MRA13_4586	MR13A_4114	both
MR14J_03_28_010	MRA13_4530	MR13A_4040	both
MR14J_04_01_001	MRA13_4597	MR13A_4125	both
MR14J_04_01_002	MRA13_4602	MR13A_4104	both
MR14J_04_01_003	MRA13_4602	MR13A_4104	both
MR14J_04_01_004	MRA13_4758	MRA13_4719	both
MR14J_04_01_005	MRA13_4534	MR13A_4083	both
MR14J_04_02_001	MRA13_4543	MR13A_4081	both
MR14J_04_02_002	MR13A_4020	MR13A_4083	both
MR14J_04_02_003	MRA13_4833	MRA13_4705	both
MR14J_04_02_004	MR13A_4020	MR13A_4083	both
MR14J_04_02_005	MRA13_4800	MR13A_4052	both
MR14J_04_02_006	MR13A_4020	MR13A_4083	both
MR14J_04_02_007	MR13A_4020	MR13A_4083	both
MR14J_04_02_008	MRA13_4622	MR13A_4095	both
MR14J_04_02_009	MRA13_4543	MR13A_4081	both
MR14J_04_02_010	MRA13_4543	MR13A_4081	both
MR14J_04_03_001	MRA13_4758	MRA13_4719	both
MR14J_04_03_002	MRA13_4901	MR13A_4121	both
MR14J_04_03_003	MRA13_4833	MRA13_4660	both
MR14J_04_03_004	MRA13_4625	MRA13_4630	both
MR14J_04_03_005	MR13A_4020	MR13A_4083	both
MR14J_04_04_001	MRA13_4533	MR13A_4177	both
MR14J_04_04_002	MRA13_4533	MR13A_4177	both
MR14J_04_04_004	MRA13_4901	MR13A_4121	both
MR14J_04_04_005	MRA13_4533	MR13A_4177	both
MR14J_04_06_001	MRA13_4761	MRA13_4631	both
MR14J_04_06_002	MRA13_4746	MRA13_4642	both
MR14J_04_06_003	MRA13_4533	MR13A_4177	both
MR14J_04_06_004	MRA13_4508	MRA13_4512	both
MR14J_04_06_005	MR13A_4020	MR13A_4083	both
MR14J_04_06_006	MRA13_4586	MR13A_4114	both
MR14J_04_06_007	MRA13_4586	MR13A_4114	both
MR14J_04_06_010	MR13A_4020	MR13A_4083	both
MR14J_04_06_011	MR13A_4141	MRA13_4506	both
MR14J_04_06_012	MR13A_4130	MR13A_4098	both
MR14J_04_06_013	MRA13_4533	MR13A_4177	both
MR14J_04_06_014	MRA13_4833	MRA13_4660	both
MR14J_04_06_015	MR13A_4130	MR13A_4098	both
MR14J_04_06_016	MR13A_4020	MR13A_4083	both
MR14J_04_06_017	MR13A_4020	MR13A_4083	both
MR14J_04_06_018	MRA13_4534	MR13A_4083	both
MR14J_04_06_019	MR13A_4020	MR13A_4083	both
MR14J_04_06_020	MRA13_4586	MR13A_4114	both
MR14J_04_07_001	MR13A_4141	MR13A_4133	both
MR14J_04_07_003	MR13A_4113	MRA13_4569	both
MR14J_04_07_004	MRA13_4902	MRA13_4862	both
MR14J_04_07_005	MRA13_4508	MRA13_4512	both
MR14J_04_07_006	MRA13_4596	MR13A_4069	both
MR14J_04_07_007	MR13A_4130	MR13A_4098	both
MR14J_04_07_008	MR13A_4020	MR13A_4083	both
MR14J_04_07_009	MR13A_4020	MR13A_4083	both
MR14J_04_07_010	MRA13_4532	MR13A_4005	both
MR14J_04_08_001	MRA13_4901	MR13A_4121	both
MR14J_04_08_002	MR13A_4181	MRA13_4527	both
MR14J_04_08_003	MRA13_4901	MRA13_4554	both
MR14J_04_08_004	MR13A_4003	MR13A_4065	both
MR14J_04_08_005	MR13A_4003	MR13A_4065	both
MR14J_04_08_006	MRA13_4901	MRA13_4554	both
MR14J_04_08_007	MR13A_4003	MR13A_4065	both
MR14J_04_08_008	MR13A_4003	MR13A_4065	both
MR14J_04_08_009	MR13A_4181	MRA13_4527	both
MR14J_04_08_010	MR13A_4003	MR13A_4065	both
MR14J_04_08_011	MRA13_4532	MRA13_4611	both
MR14J_04_08_012	MR13A_4003	MR13A_4065	both
MR14J_04_08_013	MR13A_4003	MR13A_4065	both
MR14J_04_08_014	MR13A_4003	MR13A_4065	both
MR14J_04_08_015	MR13A_4181	MRA13_4527	both
MR14J_04_09_001	MRA13_4532	MR13A_4005	both
MR14J_04_09_002	MRA13_4533	MR13A_4177	both
MR14J_04_09_003	MRA13_4508	MRA13_4512	both
MR14J_04_09_004	MR13A_4092	MR13A_4133	both
MR14J_04_09_005	MR13A_4113	MRA13_4569	both
MR14J_04_09_006	MR13A_4041	MR13A_4042	both
MR14J_04_09_007	MR13A_4156	MR13A_4177	both
MR14J_04_09_008	MR13A_4092	MR13A_4133	both
MR14J_04_09_009	MRA13_4596	MR13A_4069	both
MR14J_04_09_010	MR13A_4020	MRA13_4518	both
MR14J_04_09_011	MR13A_4181	MRA13_4527	both
MR14J_04_09_012	MR13A_4092	MR13A_4133	both
MR14J_04_09_013	MR13A_4025	MR13A_4065	both
MR14J_04_09_014	MR13A_4020	MR13A_4083	both
MR14J_04_09_016	MRA13_4928	MRA13_4529	both
MR14J_04_09_018	MR13A_4092	MR13A_4133	both
MR14J_04_09_019	MRA13_4586	MR13A_4114	both
MR14J_04_09_020	MR13A_4003	MR13A_4065	both
MR14J_04_09_021	MR13A_4020	MRA13_4518	both
MR14J_04_09_022	MR13A_4003	MR13A_4065	both
MR14J_04_09_023	MR13A_4092	MR13A_4133	both
MR14J_04_09_024	MRA13_4530	MR13A_4040	both
MR14J_04_09_026	MRA13_4597	MR13A_4125	both
MR14J_04_09_027	MR13A_4181	MRA13_4527	both
MR14J_04_09_028	MR13A_4113	MRA13_4569	both
MR14J_04_09_029	MR13A_4181	MRA13_4527	both
MR14J_04_09_030	MR13A_4092	MR13A_4133	both
MR14J_04_09_031	MR13A_4156	MRA13_4531	both
MR14J_04_09_032	MR13A_4113	MRA13_4569	both
MR14J_04_09_033	MR13A_4092	MR13A_4133	both
MR14J_04_09_034	MR13A_4092	MR13A_4133	both
MR14J_04_09_035	MR13A_4092	MR13A_4133	both
MR14J_04_11_001	MRA13_4596	MR13A_4069	both
MR14J_04_11_0013	MRA13_4596	MR13A_4069	both
MR14J_04_11_0014	MR13A_4003	MR13A_4133	both
MR14J_04_11_0015	MR13A_4003	MR13A_4065	both
MR14J_04_11_0016	MRA13_4532	MR13A_4005	both
MR14J_04_11_0017	MR13A_4030	MR13A_4065	both
MR14J_04_11_0018	MRA13_4534	MR13A_4083	both
MR14J_04_11_0019	MRA13_4534	MR13A_4083	both
MR14J_04_11_002	MR13A_4003	MR13A_4008	both
MR14J_04_11_0020	MR13A_4003	MR13A_4065	both
MR14J_04_11_003	MR13A_4003	MR13A_4008	both
MR14J_04_11_004	MR13A_4092	MR13A_4133	both
MR14J_04_11_005	MR13A_4113	MR13A_4009	both
MR14J_04_11_007	MR13A_4003	MR13A_4065	both
MR14J_04_11_008	MR13A_4003	MR13A_4065	both
MR14J_04_11_009	MR13A_4003	MR13A_4065	both
MR14J_04_11_010	MRA13_4568	MR13A_4069	both
MR14J_04_11_012	MR13A_4003	MR13A_4065	both
MR14J_04_11_021	MR13A_4113	MR13A_4009	both
MR14J_04_11_022	MR13A_4030	MR13A_4065	both
MR14J_04_11_023	MRA13_4568	MR13A_4069	both
MR14J_04_11_024	MR13A_4003	MR13A_4008	both
MR14J_04_11_025	MR13A_4003	MR13A_4065	both
MR14J_04_11_027	MR13A_4003	MR13A_4008	both
MR14J_04_11_028	MR13A_4003	MR13A_4133	both
MR14J_04_11_029	MRA13_4568	MR13A_4069	both
MR14J_04_11_030	MR13A_4025	MR13A_4065	both
MR14J_04_12_001	MR13A_4092	MR13A_4133	both
MR14J_04_12_002	MR13A_4003	MR13A_4133	both
MR14J_04_12_003	MR13A_4003	MR13A_4133	both
MR14J_04_12_004	MRA13_4534	MR13A_4083	both
MR14J_04_12_005	MRA13_4534	MR13A_4083	both
MR14J_04_12_006	MR13A_4003	MR13A_4133	both
MR14J_04_12_007	MR13A_4003	MR13A_4008	both
MR14J_04_12_008	MR13A_4003	MR13A_4133	both
MR14J_04_12_009	MR13A_4003	MR13A_4065	both
MR14J_04_12_010	MR13A_4003	MR13A_4133	both
MR14J_04_12_011	MR13A_4092	MR13A_4133	both
MR14J_04_12_012	MR13A_4181	MR13A_4125	both
MR14J_04_12_015	MRA13_4891	MRA13_4631	both
MR14J_04_12_016	MR13A_4003	MR13A_4133	both
MR14J_04_12_017	MR13A_4113	MR13A_4009	both
MR14J_04_12_018	MR13A_4003	MR13A_4133	both
MR14J_04_12_019	MRA13_4568	MR13A_4069	both
MR14J_04_12_020	MRA13_4534	MR13A_4083	both
MR14J_04_12_021	MR13A_4092	MR13A_4133	both
MR14J_04_12_022	MR13A_4003	MR13A_4133	both
MR14J_04_12_023	MR13A_4003	MR13A_4133	both
MR14J_04_12_024	MR13A_4092	MR13A_4133	both
MR14J_04_12_025	MR13A_4003	MR13A_4065	both
MR14J_04_12_026	MR13A_4003	MR13A_4133	both
MR14J_04_12_027	MR13A_4003	MR13A_4133	both
MR14J_04_12_028	MRA13_4534	MR13A_4083	both
MR14J_04_12_029	MR13A_4092	MR13A_4133	both
MR14J_04_12_030	MR13A_4003	MR13A_4133	both
MR14J_04_12_031	MR13A_4003	MR13A_4133	both
MR14J_04_12_032	MRA13_4534	MR13A_4083	both
MR14J_04_12_033	MR13A_4003	MR13A_4133	both
MR14J_04_12_034	MR13A_4003	MR13A_4133	both
MR14J_04_12_035	MRA13_4517	MR13A_4064	both
MR14J_04_12_036	MR13A_4003	MR13A_4133	both
MR14J_04_12_037	MR13A_4003	MR13A_4133	both
MR14J_04_12_038	MRA13_4746	MRA13_4642	both
MR14J_04_12_039	MR13A_4003	MR13A_4133	both
MR14J_04_12_040	MR13A_4003	MR13A_4008	both
MR14J_04_13_001	MR13A_4003	MR13A_4133	both
MR14J_04_13_002	MR13A_4030	MR13A_4065	both
MR14J_04_13_003	MRA13_4614	MR13A_4102	both
MR14J_04_13_004	MRA13_4901	MRA13_4554	both
MR14J_04_13_005	MR13A_4030	MR13A_4072	both
MR14J_04_13_006	MR13A_4019	MR13A_4081	both
MR14J_04_13_007	MRA13_4568	MR13A_4069	both
MR14J_04_13_008	MR13A_4003	MR13A_4065	both
MR14J_04_13_009	MRA13_4534	MR13A_4083	both
MR14J_04_13_010	MR13A_4030	MR13A_4072	both
MR14J_04_13_011	MRA13_4568	MR13A_4069	both
MR14J_04_13_012	MR13A_4003	MR13A_4133	both
MR14J_04_13_013	MR13A_4003	MR13A_4133	both
MR14J_04_13_014	MRA13_4612	MR13A_4121	both
MR14J_04_13_015	MR13A_4030	MR13A_4065	both
MR14J_04_13_016	MRA13_4614	MR13A_4102	both
MR14J_04_13_017	MR13A_4092	MR13A_4133	both
MR14J_04_13_018	MR13A_4130	MR13A_4116	both
MR14J_04_13_019	MR13A_4030	MR13A_4065	both
MR14J_04_13_020	MR13A_4113	MR13A_4009	both
MR14J_04_13_021	MR13A_4084	MR13A_4116	both
MR14J_04_13_022	MR13A_4003	MR13A_4133	both
MR14J_04_13_023	MRA13_4534	MR13A_4083	both
MR14J_04_13_024	MR13A_4003	MR13A_4012	both
MR14J_04_13_025	MRA13_4568	MR13A_4069	both
MR14J_04_13_026	MRA13_4731	MR13A_4081	both
MR14J_04_13_027	MR13A_4003	MR13A_4133	both
MR14J_04_13_028	MR13A_4084	MR13A_4116	both
MR14J_04_13_029	MR13A_4092	MR13A_4133	both
MR14J_04_13_030	MRA13_4680	MR13A_4166	both
MR14J_04_14_001	MRA13_4517	MR13A_4083	both
MR14J_04_14_002	MR13A_4045	MR13A_4101	both
MR14J_04_14_003	MRA13_4517	MR13A_4083	both
MR14J_04_14_004	MR13A_4033	MR13A_4139	both
MR14J_04_14_005	MRA13_4517	MR13A_4083	both
MR14J_04_14_006	MR13A_4084	MR13A_4116	both
MR14J_04_14_007	MR13A_4030	MR13A_4065	both
MR14J_04_14_008	MR13A_4045	MR13A_4101	both
MR14J_04_14_009	MRA13_4517	MR13A_4083	both
MR14J_04_14_010	MR13A_4045	MR13A_4101	both
MR14J_04_14_011	MR13A_4045	MR13A_4101	both
MR14J_04_14_012	MR13A_4033	MR13A_4139	both
MR14J_04_14_013	MR13A_4030	MR13A_4065	both
MR14J_04_14_014	MR13A_4045	MR13A_4101	both
MR14J_04_14_015	MRA13_4877	MRA13_4729	both
MR14J_04_14_017	MRA13_4928	MR13A_4069	both
MR14J_04_14_018	MR13A_4033	MR13A_4139	both
MR14J_04_14_019	MRA13_4533	MR13A_4177	both
MR14J_04_14_020	MR13A_4045	MR13A_4101	both
MR14J_04_15_002	MR13A_4045	MR13A_4101	both
MR14J_04_15_004	MRA13_4534	MR13A_4083	both
MR14J_04_15_005	MRA13_4546	MR13A_4022	both
MR14J_04_15_006	MRA13_4625	MR13A_4083	both
MR14J_04_15_007	MR13A_4045	MR13A_4101	both
MR14J_04_15_008	MR13A_4084	MR13A_4116	both
MR14J_04_15_009	MRA13_4928	MR13A_4069	both
MR14J_04_15_010	MR13A_4033	MR13A_4224	both
MR14J_04_15_011	MRA13_4568	MR13A_4069	both
MR14J_04_15_012	MRA13_4534	MR13A_4083	both
MR14J_04_15_013	MRA13_4534	MR13A_4083	both
MR14J_04_15_014	MRA13_4568	MR13A_4069	both
MR14J_04_15_016	MRA13_4568	MR13A_4069	both
MR14J_04_15_017	MR13A_4041	MR13A_4042	both
MR14J_04_15_018	MR13A_4033	MR13A_4139	both
MR14J_04_15_019	MR13A_4045	MR13A_4101	both
MR14J_04_15_020	MR13A_4003	MR13A_4065	both
MR14J_04_15_021	MR13A_4141	MRA13_4528	both
MR14J_04_15_022	MRA13_4928	MR13A_4069	both
MR14J_04_15_023	MR13A_4045	MR13A_4101	both
MR14J_04_15_024	MR13A_4030	MR13A_4065	both
MR14J_04_15_025	MR13A_4033	MR13A_4139	both
MR14J_04_15_026	MRA13_4534	MR13A_4083	both
MR14J_04_15_027	MR13A_4045	MR13A_4101	both
MR14J_04_15_028	MR13A_4030	MR13A_4065	both
MR14J_04_15_029	MR13A_4141	MR13A_4133	both
MR14J_04_15_030	MRA13_4534	MR13A_4083	both
MR14J_04_16_001	MR13A_4141	MR13A_4133	both
MR14J_04_16_002	MRA13_4517	MR13A_4083	both
MR14J_04_16_003	MRA13_4517	MR13A_4083	both
MR14J_04_16_004	MR13A_4141	MR13A_4133	both
MR14J_04_16_005	MRA13_4534	MR13A_4083	both
MR14J_04_16_006	MRA13_4625	MR13A_4083	both
MR14J_04_16_007	MRA13_4508	MRA13_4512	both
MR14J_04_16_008	MRA13_4568	MR13A_4069	both
MR14J_04_16_009	MRA13_4508	MRA13_4512	both
MR14J_04_16_010	MRA13_4625	MR13A_4083	both
MR14J_04_16_011	MRA13_4534	MR13A_4083	both
MR14J_04_16_012	MR13A_4084	MR13A_4116	both
MR14J_04_16_013	MR13A_4113	MR13A_4009	both
MR14J_04_16_014	MR13A_4004	MR13A_4005	both
MR14J_04_16_015	MRA13_4534	MR13A_4083	both
MR14J_04_16_016	MRA13_4923	MR13A_4069	both
MR14J_04_16_017	MRA13_4517	MR13A_4064	both
MR14J_04_16_018	MR13A_4092	MR13A_4133	both
MR14J_04_16_019	MR13A_4141	MR13A_4133	both
MR14J_04_16_020	MR13A_4004	MR13A_4005	both
MR14J_04_16_021	MRA13_4625	MR13A_4083	both
MR14J_04_16_022	MRA13_4665	MR13A_4039	both
MR14J_04_16_023	MR13A_4032	MR13A_4012	both
MR14J_04_16_024	MRA13_4534	MR13A_4083	both
MR14J_04_16_025	MR13A_4045	MR13A_4101	both
MR14J_04_16_026	MRA13_4517	MR13A_4083	both
MR14J_04_16_027	MRA13_4568	MR13A_4069	both
MR14J_04_16_028	MR13A_4113	MR13A_4015	both
MR14J_04_16_029	MR13A_4033	MR13A_4133	both
MR14J_04_16_030	MR13A_4141	MR13A_4133	both
MR14J_04_17_001	MR13A_4032	MR13A_4012	both
MR14J_04_17_003	MRA13_4517	MR13A_4083	both
MR14J_04_17_004	MRA13_4517	MR13A_4064	both
MR14J_04_17_005	MR13A_4041	MR13A_4042	both
MR14J_04_17_006	MRA13_4536	MRA13_4553	both
MR14J_04_17_007	MR13A_4004	MR13A_4005	both
MR14J_04_17_008	MRA13_4517	MR13A_4064	both
MR14J_04_17_009	MR13A_4032	MR13A_4012	both
MR14J_04_17_010	MRA13_4534	MR13A_4083	both
MR14J_04_17_011	MR13A_4141	MRA13_4528	both
MR14J_04_17_012	MR13A_4097	MRA13_4512	both
MR14J_04_17_013	MR13A_4113	MR13A_4009	both
MR14J_04_17_014	MRA13_4568	MR13A_4069	both
MR14J_04_17_015	MRA13_4517	MR13A_4083	both
MR14J_04_17_016	MRA13_4534	MR13A_4083	both
MR14J_04_17_017	MRA13_4664	MR13A_4103	both
MR14J_04_17_018	MRA13_4534	MR13A_4083	both
MR14J_04_17_019	MRA13_4568	MR13A_4069	both
MR14J_04_17_020	MRA13_4532	MR13A_4005	both
MR14J_04_17_021	MR13A_4130	MR13A_4098	both
MR14J_04_17_022	MR13A_4092	MR13A_4133	both
MR14J_04_17_023	MRA13_4517	MR13A_4064	both
MR14J_04_17_025	MRA13_4922	MRA13_4717	both
MR14J_04_17_026	MR13A_4033	MR13A_4224	both
MR14J_04_17_027	MRA13_4517	MR13A_4083	both
MR14J_04_17_028	MR13A_4084	MR13A_4116	both
MR14J_04_17_029	MR13A_4141	MR13A_4133	both
MR14J_04_17_030	MRA13_4568	MR13A_4069	both
MR14J_04_17_031	MR13A_4113	MR13A_4009	both
MR14J_04_17_032	MRA13_4536	MRA13_4553	both
MR14J_04_17_033	MRA13_4928	MR13A_4069	both
MR14J_04_17_034	MRA13_4517	MR13A_4064	both
MR14J_04_17_035	MRA13_4681	MRA13_4843	both
MR14J_04_17_036	MRA13_4517	MR13A_4064	both
MR14J_04_17_037	MRA13_4568	MR13A_4069	both
MR14J_04_17_040	MR13A_4041	MR13A_4042	both
MR14J_04_18_002	MRA13_4534	MR13A_4083	both
MR14J_04_18_003	MRA13_4568	MR13A_4069	both
MR14J_04_18_004	MR13A_4084	MR13A_4116	both
MR14J_04_18_005	MRA13_4532	MR13A_4005	both
MR14J_04_18_006	MRA13_4618	MR13A_4121	both
MR14J_04_18_007	MRA13_4711	MRA13_4621	both
MR14J_04_18_008	MRA13_4681	MRA13_4843	both
MR14J_04_18_009	MRA13_4833	MRA13_4660	both
MR14J_04_18_010	MRA13_4711	MRA13_4621	both
MR14J_04_18_011	MRA13_4517	MR13A_4083	both
MR14J_04_18_013	MRA13_4711	MRA13_4621	both
MR14J_04_18_014	MRA13_4508	MRA13_4512	both
MR14J_04_18_015	MR13A_4041	MR13A_4042	both
MR14J_04_18_016	MRA13_4536	MRA13_4867	both
MR14J_04_18_017	MR13A_4141	MR13A_4133	both
MR14J_04_18_018	MR13A_4084	MR13A_4116	both
MR14J_04_18_019	MRA13_4532	MR13A_4005	both
MR14J_04_18_020	MRA13_4681	MRA13_4843	both
MR14J_04_18_021	MR13A_4030	MR13A_4065	both
MR14J_04_18_022	MR13A_4113	MR13A_4009	both
MR14J_04_18_023	MRA13_4586	MR13A_4114	both
MR14J_04_18_024	MRA13_4517	MR13A_4083	both
MR14J_04_18_025	MRA13_4681	MRA13_4843	both
MR14J_04_18_026	MRA13_4536	MRA13_4553	both
MR14J_04_18_027	MR13A_4004	MR13A_4005	both
MR14J_04_18_028	MR13A_4004	MR13A_4005	both
MR14J_04_18_029	MR13A_4169	MRA13_4548	both
MR14J_04_18_030	MR13A_4181	MRA13_4541	both
MR14J_04_19_001	MR13A_4032	MR13A_4116	both
MR14J_04_19_002	MRA13_4928	MR13A_4069	both
MR14J_04_19_003	MRA13_4568	MR13A_4069	both
MR14J_04_19_004	MRA13_4517	MR13A_4083	both
MR14J_04_19_005	MRA13_4517	MR13A_4083	both
MR14J_04_19_006	MR13A_4044	MR13A_4081	both
MR14J_04_19_007	MRA13_4517	MR13A_4083	both
MR14J_04_19_008	MR13A_4045	MR13A_4043	both
MR14J_04_19_009	MR13A_4150	MRA13_4547	both
MR14J_04_19_010	MRA13_4517	MR13A_4083	both
MR14J_04_19_011	MR13A_4084	MR13A_4116	both
MR14J_04_19_012	MR13A_4084	MR13A_4116	both
MR14J_04_19_013	MRA13_4517	MR13A_4083	both
MR14J_04_19_014	MRA13_4517	MR13A_4083	both
MR14J_04_19_015	MR13A_4045	MR13A_4043	both
MR14J_04_19_016	MR13A_4180	MRA13_4516	both
MR14J_04_19_017	MR13A_4004	MR13A_4005	both
MR14J_04_19_018	MR13A_4004	MR13A_4117	both
MR14J_04_19_019	MR13A_4130	MR13A_4098	both
MR14J_04_19_020	MR13A_4169	MRA13_4548	both
MR14J_04_19_021	MR13A_4084	MR13A_4116	both
MR14J_04_19_022	MRA13_4536	MRA13_4553	both
MR14J_04_19_023	MR13A_4053	MR13A_4005	both
MR14J_04_19_024	MRA13_4517	MR13A_4083	both
MR14J_04_19_025	MRA13_4608	MR13A_4119	both
MR14J_04_19_026	MRA13_4517	MR13A_4083	both
MR14J_04_19_027	MRA13_4923	MR13A_4111	both
MR14J_04_19_028	MRA13_4539	MR13A_4159	both
MR14J_04_19_029	MRA13_4925	MRA13_4529	both
MR14J_04_19_030	MRA13_4928	MR13A_4069	both
MR14J_04_20_002	MRA13_4532	MRA13_4611	both
MR14J_04_20_003	MR13A_4004	MR13A_4005	both
MR14J_04_20_004	MR13A_4169	MRA13_4548	both
MR14J_04_20_005	MR13A_4004	MR13A_4005	both
MR14J_04_20_006	MRA13_4517	MR13A_4083	both
MR14J_04_20_007	MR13A_4004	MR13A_4005	both
MR14J_04_20_008	MRA13_4517	MR13A_4083	both
MR14J_04_20_009	MRA13_4517	MR13A_4083	both
MR14J_04_20_010	MRA13_4517	MR13A_4083	both
MR14J_04_20_011	MR13A_4004	MR13A_4005	both
MR14J_04_20_013	MRA13_4925	MRA13_4529	both
MR14J_04_20_014	MRA13_4517	MR13A_4064	both
MR14J_04_20_015	MRA13_4568	MR13A_4069	both
MR14J_04_20_016	MRA13_4517	MR13A_4083	both
MR14J_04_20_017	MR13A_4045	MR13A_4043	both
MR14J_04_20_018	MRA13_4517	MR13A_4083	both
MR14J_04_20_019	MRA13_4568	MR13A_4069	both
MR14J_04_20_020	MR13A_4169	MRA13_4548	both
MR14J_04_20_021	MRA13_4517	MR13A_4083	both
MR14J_04_20_022	MRA13_4517	MR13A_4064	both
MR14J_04_20_023	MRA13_4517	MR13A_4083	both
MR14J_04_20_025	MR13A_4004	MR13A_4005	both
MR14J_04_20_026	MRA13_4543	MR13A_4114	both
MR14J_04_20_028	MRA13_4517	MR13A_4083	both
MR14J_04_20_029	MR13A_4004	MR13A_4005	both
MR14J_04_20_030	MRA13_4923	MRA13_4548	both
MR14J_04_21_001	MRA13_4517	MR13A_4064	both
MR14J_04_21_002	MRA13_4517	MR13A_4083	both
MR14J_04_21_003	MR13A_4091	MR13A_4126	both
MR14J_04_21_004	MRA13_4724	MRA13_4516	both
MR14J_04_21_005	MR13A_4150	MR13A_4103	both
MR14J_04_21_006	MRA13_4744	MR13A_4121	both
MR14J_04_21_007	MRA13_4539	MR13A_4096	both
MR14J_04_21_009	MR13A_4084	MR13A_4116	both
MR14J_04_21_010	MR13A_4084	MR13A_4116	both
MR14J_04_21_011	MR13A_4141	MRA13_4528	both
MR14J_04_21_013	MRA13_4711	MRA13_4621	both
MR14J_04_21_014	MR13A_4045	MR13A_4101	both
MR14J_04_21_015	MR13A_4181	MRA13_4541	both
MR14J_04_21_016	MRA13_4517	MR13A_4083	both
MR14J_04_21_017	MRA13_4517	MR13A_4064	both
MR14J_04_21_018	MR13A_4084	MR13A_4116	both
MR14J_04_21_019	MRA13_4612	MR13A_4121	both
MR14J_04_21_020	MRA13_4724	MRA13_4516	both
MR14J_04_21_021	MRA13_4923	MR13A_4111	both
MR14J_04_21_022	MR13A_4141	MRA13_4503	both
MR14J_04_21_023	MR13A_4084	MR13A_4116	both
MR14J_04_21_025	MR13A_4004	MR13A_4005	both
MR14J_04_21_026	MRA13_4517	MR13A_4177	both
MR14J_04_21_027	MR13A_4084	MR13A_4116	both
MR14J_04_21_029	MRA13_4568	MR13A_4069	both
MR14J_04_21_030	MRA13_4546	MR13A_4022	both
MR14J_04_22_001	MRA13_4744	MRA13_4548	both
MR14J_04_22_002	MR13A_4169	MRA13_4548	both
MR14J_04_22_003	MR13A_4180	MRA13_4516	both
MR14J_04_22_006	MR13A_4169	MRA13_4548	both
MR14J_04_22_007	MR13A_4169	MRA13_4548	both
MR14J_04_22_008	MRA13_4517	MR13A_4083	both
MR14J_04_22_009	MR13A_4082	MR13A_4005	both
MR14J_04_22_010	MRA13_4928	MR13A_4069	both
MR14J_04_22_011	MRA13_4602	MR13A_4104	both
MR14J_04_22_012	MRA13_4743	MRA13_4552	both
MR14J_04_22_013	MRA13_4652	MR13A_4117	both
MR14J_04_22_014	MRA13_4743	MRA13_4552	both
MR14J_04_22_015	MRA13_4711	MRA13_4621	both
MR14J_04_22_016	MR13A_4062	MRA13_4589	both
MR14J_04_22_017	MR13A_4169	MRA13_4548	both
MR14J_04_22_019	MRA13_4543	MR13A_4114	both
MR14J_04_22_020	MR13A_4141	MRA13_4503	both
MR14J_04_22_021	MRA13_4731	MR13A_4114	both
MR14J_04_22_022	MR13A_4033	MR13A_4160	both
MR14J_04_22_023	MRA13_4711	MRA13_4621	both
MR14J_04_22_024	MRA13_4928	MR13A_4069	both
