off	mom	dad	type
MR12J_04_23_072	MR11_239	MR11_249	both
MR12J_04_23_075	MR11A_011	MR11_134	both
MR12J_04_23_079	MR11A_045	MR11A_064	both
MR12J_04_23_080	MR11A_045	MR11A_064	both
MR12J_04_23_082	MR11A_269	MR11_145	both
MR12J_04_23_083	MR11A_045	MR11_175	both
MR12J_04_23_085	MR11A_128	MR11_003	both
MR12J_04_25_001	MR11_011	MR11A_230	both
MR12J_04_25_004	MR11_106	MR11_155	both
MR12J_04_25_005	MR11A_128	MR11_115	both
MR12J_04_25_006	MR11A_017	MR11A_068	both
MR12J_04_25_007	MR11A_178	MR11A_041	both
MR12J_04_30_001	MR11_093	MR11_078	both
MR12J_05_01_001	MR11A_052	MR11_248	both
MR12J_05_01_003	MR11A_156	MR11_136	both
MR12J_05_01_004	MR11_377	MR11A_070	both
MR12J_05_01_005	MR11A_170	MR11A_296	both
MR12J_05_01_006	MR11_092	MR11_136	both
MR12J_05_01_011	MR11A_015	MR11_135	both
MR12J_05_01_012	MR11A_095	MR11_309	both
MR12J_05_03_002	MR11A_011	MR11_316	both
MR12J_05_03_005	MR11A_052	MR11_248	both
MR12J_05_03_006	MR11A_052	MR11_248	both
MR12J_05_03_009	MR11A_156	MR11_136	both
MR12J_05_03_010	MR11A_242	MR11_088	both
MR12J_05_03_011	MR11A_273	MR11_077	both
MR12J_05_03_014	MR11A_156	MR11_136	both
MR12J_05_03_015	MR11A_172	MR11_340	both
MR12J_05_03_016	MR11A_273	MR11_077	both
MR12J_05_03_019	MR11A_156	MR11_136	both
MR12J_05_03_020	MR11A_242	MR11_088	both
MR12J_05_03_022	MR11_016	MR11A_263	both
MR12J_05_04_001	MR11A_269	MR11_145	both
MR12J_05_04_002	MR11A_156	MR11_136	both
MR12J_05_04_003	MR11_092	MR11_136	both
MR12J_05_04_005	MR11A_045	MR11_175	both
MR12J_05_04_009	MR11A_342	MR11_268	both
MR12J_05_07_001	MR11_150	MR11_014	both
MR12J_05_07_003	MR11A_011	MR11_316	both
MR12J_05_07_004	MR11_226	MR11A_248	both
MR12J_05_07_005	MR11A_088	MR11_159	both
MR12J_05_07_006	MR11_041	MR11_262	both
MR12J_05_07_008	MR11_208	MR11_147	both
MR12J_05_07_010	MR11A_011	MR11_132	both
MR12J_05_07_012	MR11_177	MR11_227	both
MR12J_05_07_014	MR11_023	MR11_054	both
MR12J_05_07_015	MR11_041	MR11_262	both
MR12J_05_07_016	MR11A_342	MR11_268	both
MR12J_05_07_017	MR11A_045	MR11_175	both
MR12J_05_07_018	MR11A_071	MR11_097	both
MR12J_05_07_023	MR11A_054	MR11_175	both
MR12J_05_07_024	MR11A_015	MR11_135	both
MR12J_05_07_025	MR11A_015	MR11A_077	both
MR12J_05_07_026	MR11_041	MR11_262	both
MR12J_05_07_027	MR11A_071	MR11_097	both
MR12J_05_07_031	MR11A_071	MR11_097	both
MR12J_05_07_032	MR11A_015	MR11_135	both
MR12J_05_07_033	MR11A_128	MR11A_253	both
MR12J_05_07_035	MR11A_156	MR11_136	both
MR12J_05_07_036	MR11A_054	MR11_175	both
MR12J_05_07_037	MR11A_156	MR11_136	both
MR12J_05_07_038	MR11A_156	MR11_136	both
MR12J_05_07_040	MR11_208	MR11_227	both
MR12J_05_07_041	MR11_099	MR11_135	both
MR12J_05_07_042	MR11A_156	MR11_136	both
MR12J_05_07_043	MR11A_156	MR11_136	both
MR12J_05_07_046	MR11_036	MR11A_031	both
MR12J_05_07_047	MR11_016	MR11A_211	both
MR12J_05_07_048	MR11_040	MR11_085	both
MR12J_05_07_050	MR11A_015	MR11_135	both
MR12J_05_07_051	MR11A_156	MR11_136	both
MR12J_05_07_052	MR11A_156	MR11_136	both
MR12J_05_07_053	MR11_099	MR11_135	both
MR12J_05_07_054	MR11A_156	MR11_136	both
MR12J_05_07_055	MR11_023	MR11_321	both
MR12J_05_07_056	MR11A_281	MR11A_241	both
MR12J_05_07_057	MR11_002	MR11_088	both
MR12J_05_07_059	MR11_350	MR11_270	both
MR12J_05_07_060	MR11A_015	MR11_135	both
MR12J_05_07_061	MR11A_156	MR11_136	both
MR12J_05_07_063	MR11_350	MR11_270	both
MR12J_05_07_064	MR11A_054	MR11_175	both
MR12J_05_07_065	MR11_208	MR11_147	both
MR12J_05_07_066	MR11_112	MR11_155	both
MR12J_05_07_067	MR11A_156	MR11_136	both
MR12J_05_07_068	MR11_226	MR11A_106	both
MR12J_05_07_069	MR11_006	MR11A_174	both
MR12J_05_07_070	MR11_099	MR11_135	both
MR12J_05_07_071	MR11A_156	MR11_136	both
MR12J_05_09_002	MR11_041	MR11_262	both
MR12J_05_09_003	MR11A_088	MR11_159	both
MR12J_05_09_004	MR11_165	MR11A_043	both
MR12J_05_09_005	MR11_325	MR11_371	both
MR12J_05_09_006	MR11_006	MR11A_174	both
MR12J_05_09_007	MR11A_045	MR11_175	both
MR12J_05_09_008	MR11A_054	MR11_235	both
MR12J_05_09_009	MR11_114	MR11_163	both
MR12J_05_09_010	MR11_038	MR11A_031	both
MR12J_05_09_012	MR11A_143	MR11_160	both
MR12J_05_09_013	MR11A_306	MR11_116	both
MR12J_05_09_015	MR11A_045	MR11_175	both
MR12J_05_09_016	MR11A_108	MR11A_229	both
MR12J_05_09_017	MR11A_242	MR11_173	both
MR12J_05_09_019	MR11A_054	MR11_235	both
MR12J_05_09_022	MR11_023	MR11_054	both
MR12J_05_09_023	MR11_165	MR11_351	both
MR12J_05_09_024	MR11_149	MR11_173	both
MR12J_05_09_026	MR11_041	MR11_262	both
MR12J_05_09_027	MR11A_108	MR11_163	both
MR12J_05_09_031	MR11_165	MR11_351	both
MR12J_05_09_032	MR11A_015	MR11A_077	both
MR12J_05_09_033	MR11_208	MR11_146	both
MR12J_05_09_034	MR11A_281	MR11A_241	both
MR12J_05_09_035	MR11_208	MR11_146	both
MR12J_05_09_036	MR11_099	MR11_135	both
MR12J_05_09_037	MR11_177	MR11_227	both
MR12J_05_09_038	MR11_281	MR11A_065	both
MR12J_05_09_039	MR11_208	MR11_248	both
MR12J_05_09_040	MR11A_342	MR11_268	both
MR12J_05_09_041	MR11_172	MR11A_308	both
MR12J_05_09_042	MR11A_342	MR11_268	both
MR12J_05_09_046	MR11A_343	MR11_163	both
MR12J_05_09_048	MR11_099	MR11A_189	both
MR12J_05_09_049	MR11_281	MR11A_065	both
MR12J_05_09_053	MR11_099	MR11A_189	both
MR12J_05_09_054	MR11A_290	MR11_319	both
MR12J_05_09_055	MR11A_342	MR11_268	both
MR12J_05_09_056	MR11_099	MR11A_189	both
MR12J_05_09_057	MR11A_108	MR11_163	both
MR12J_05_09_058	MR11A_281	MR11_178	both
MR12J_05_09_059	MR11_099	MR11A_189	both
MR12J_05_09_060	MR11_023	MR11_054	both
MR12J_05_09_062	MR11_208	MR11_248	both
MR12J_05_09_063	MR11A_281	MR11A_196	both
MR12J_05_09_064	MR11_281	MR11A_194	both
MR12J_05_09_065	MR11_099	MR11A_189	both
MR12J_05_09_066	MR11_226	MR11_005	both
MR12J_05_09_067	MR11A_011	MR11_316	both
MR12J_05_09_070	MR11A_108	MR11_163	both
MR12J_05_09_071	MR11_043	MR11_124	both
MR12J_05_09_072	MR11A_281	MR11A_241	both
MR12J_05_09_073	MR11A_288	MR11A_065	both
MR12J_05_09_075	MR11_208	MR11_146	both
MR12J_05_09_078	MR11A_054	MR11_110	both
MR12J_05_09_079	MR11A_054	MR11_235	both
MR12J_05_09_083	MR11A_011	MR11_316	both
MR12J_05_09_084	MR11_208	MR11_248	both
MR12J_05_09_085	MR11_206	MR11_354	both
MR12J_05_09_087	MR11_099	MR11A_189	both
MR12J_05_10_001	MR11A_156	MR11_136	both
MR12J_05_10_002	MR11_031	MR11_069	both
MR12J_05_10_003	MR11_208	MR11_227	both
MR12J_05_10_005	MR11_377	MR11_351	both
MR12J_05_10_006	MR11A_011	MR11_316	both
MR12J_05_10_008	MR11A_108	MR11A_229	both
MR12J_05_10_010	MR11_206	MR11_354	both
MR12J_05_10_011	MR11_388	MR11A_096	both
MR12J_05_10_013	MR11_041	MR11_262	both
MR12J_05_10_014	MR11_031	MR11_069	both
MR12J_05_10_015	MR11_026	MR11_048	both
MR12J_05_10_016	MR11_031	MR11_069	both
MR12J_05_10_019	MR11A_108	MR11A_229	both
MR12J_05_10_020	MR11A_288	MR11A_065	both
MR12J_05_10_021	MR11_377	MR11_351	both
MR12J_05_10_022	MR11_165	MR11_351	both
MR12J_05_10_023	MR11_165	MR11A_043	both
MR12J_05_10_024	MR11_377	MR11_351	both
MR12J_05_10_025	MR11_043	MR11_124	both
MR12J_05_10_026	MR11A_277	MR11_109	both
MR12J_05_10_027	MR11_172	MR11A_308	both
MR12J_05_10_028	MR11_041	MR11_262	both
MR12J_05_10_029	MR11A_015	MR11_135	both
MR12J_05_10_030	MR11_172	MR11A_308	both
MR12J_05_10_031	MR11_138	MR11_227	both
MR12J_05_10_033	MR11A_288	MR11A_065	both
MR12J_05_10_034	MR11_172	MR11A_308	both
MR12J_05_10_035	MR11_172	MR11_192	both
MR12J_05_10_036	MR11_172	MR11A_308	both
MR12J_05_10_039	MR11A_288	MR11A_065	both
MR12J_05_10_041	MR11_138	MR11_181	both
MR12J_05_10_042	MR11_031	MR11_069	both
MR12J_05_10_043	MR11_112	MR11_155	both
MR12J_05_10_045	MR11_041	MR11_262	both
MR12J_05_10_049	MR11_377	MR11_351	both
MR12J_05_10_062	MR11_165	MR11A_043	both
MR12J_05_10_063	MR11_041	MR11_262	both
MR12J_05_10_065	MR11_172	MR11A_308	both
MR12J_05_11_001	MR11_165	MR11_351	both
MR12J_05_11_002	MR11A_288	MR11A_065	both
MR12J_05_11_003	MR11_150	MR11_014	both
MR12J_05_11_004	MR11A_054	MR11_235	both
MR12J_05_11_005	MR11_150	MR11_115	both
MR12J_05_11_006	MR11_165	MR11_351	both
MR12J_05_11_007	MR11_150	MR11_136	both
MR12J_05_11_008	MR11_377	MR11_351	both
MR12J_05_11_011	MR11A_108	MR11_163	both
MR12J_05_11_012	MR11_206	MR11_354	both
MR12J_05_11_013	MR11A_108	MR11A_229	both
MR12J_05_11_014	MR11_099	MR11A_189	both
MR12J_05_11_015	MR11_377	MR11_351	both
MR12J_05_11_016	MR11A_054	MR11_235	both
MR12J_05_11_017	MR11_377	MR11_351	both
MR12J_05_11_018	MR11_150	MR11_115	both
MR12J_05_11_019	MR11A_288	MR11A_065	both
MR12J_05_11_020	MR11_165	MR11A_043	both
MR12J_05_11_021	MR11A_054	MR11_235	both
MR12J_05_11_022	MR11A_108	MR11A_229	both
MR12J_05_11_023	MR11A_054	MR11_235	both
MR12J_05_11_027	MR11_377	MR11_351	both
MR12J_05_11_028	MR11_165	MR11_351	both
MR12J_05_11_029	MR11A_054	MR11_235	both
MR12J_05_11_030	MR11A_015	MR11_135	both
MR12J_05_11_032	MR11A_288	MR11A_065	both
MR12J_05_11_034	MR11A_054	MR11_110	both
MR12J_05_11_035	MR11_165	MR11_351	both
MR12J_05_11_037	MR11A_290	MR11_319	both
MR12J_05_11_038	MR11A_054	MR11_142	both
MR12J_05_11_040	MR11A_108	MR11A_229	both
MR12J_05_11_041	MR11A_108	MR11_163	both
MR12J_05_11_042	MR11_038	MR11A_031	both
MR12J_05_11_044	MR11A_054	MR11_142	both
MR12J_05_11_045	MR11A_288	MR11A_065	both
MR12J_05_11_047	MR11_112	MR11A_031	both
MR12J_05_11_048	MR11A_288	MR11A_065	both
MR12J_05_11_049	MR11A_108	MR11_163	both
MR12J_05_11_050	MR11A_295	MR11A_229	both
MR12J_05_11_051	MR11_112	MR11A_031	both
MR12J_05_11_052	MR11_165	MR11_351	both
MR12J_05_11_053	MR11A_342	MR11_268	both
MR12J_05_11_054	MR11_387	MR11_189	both
MR12J_05_11_056	MR11A_054	MR11_235	both
MR12J_05_11_057	MR11_377	MR11_351	both
MR12J_05_11_058	MR11A_054	MR11_142	both
MR12J_05_11_059	MR11A_054	MR11_235	both
MR12J_05_11_060	MR11A_108	MR11_163	both
MR12J_05_11_061	MR11A_054	MR11_235	both
MR12J_05_11_062	MR11_208	MR11_227	both
MR12J_05_11_066	MR11_138	MR11_227	both
MR12J_05_14_002	MR11A_281	MR11_178	both
MR12J_05_14_003	MR11A_198	MR11_155	both
MR12J_05_14_004	MR11_138	MR11_181	both
MR12J_05_14_005	MR11A_108	MR11_163	both
MR12J_05_14_008	MR11_165	MR11_351	both
MR12J_05_14_009	MR11A_170	MR11_319	both
MR12J_05_14_010	MR11A_291	MR11_135	both
MR12J_05_14_012	MR11A_288	MR11A_065	both
MR12J_05_14_014	MR11_165	MR11A_043	both
MR12J_05_14_015	MR11_023	MR11_054	both
MR12J_05_14_016	MR11A_272	MR11_351	both
MR12J_05_14_018	MR11A_294	MR11_287	both
MR12J_05_14_020	MR11A_290	MR11_319	both
MR12J_05_14_021	MR11_112	MR11_155	both
MR12J_05_14_022	MR11_112	MR11A_250	both
MR12J_05_14_024	MR11A_198	MR11_155	both
MR12J_05_14_025	MR11_388	MR11A_096	both
MR12J_05_14_026	MR11A_281	MR11A_241	both
MR12J_05_14_027	MR11_333	MR11_167	both
MR12J_05_14_028	MR11A_198	MR11_155	both
MR12J_05_14_029	MR11_165	MR11A_043	both
MR12J_05_14_031	MR11_282	MR11_007	both
MR12J_05_14_033	MR11A_272	MR11_351	both
MR12J_05_14_034	MR11A_315	MR11_372	both
MR12J_05_14_035	MR11A_108	MR11_163	both
MR12J_05_14_036	MR11_150	MR11_115	both
MR12J_05_14_037	MR11A_272	MR11_351	both
MR12J_05_14_038	MR11A_295	MR11A_229	both
MR12J_05_14_039	MR11A_290	MR11_319	both
MR12J_05_14_040	MR11_026	MR11A_322	both
MR12J_05_14_041	MR11_165	MR11_351	both
MR12J_05_14_044	MR11_165	MR11A_043	both
MR12J_05_14_045	MR11_165	MR11_351	both
MR12J_05_14_046	MR11A_108	MR11_163	both
MR12J_05_14_047	MR11_226	MR11_005	both
MR12J_05_14_048	MR11A_108	MR11_163	both
MR12J_05_14_049	MR11A_281	MR11A_241	both
MR12J_05_14_052	MR11_226	MR11_005	both
MR12J_05_14_055	MR11A_272	MR11_156	both
MR12J_05_14_056	MR11A_108	MR11_163	both
MR12J_05_14_057	MR11_150	MR11_014	both
MR12J_05_14_058	MR11A_054	MR11_175	both
MR12J_05_14_059	MR11A_084	MR11_189	both
MR12J_05_14_060	MR11_333	MR11_167	both
MR12J_05_14_062	MR11A_290	MR11_319	both
MR12J_05_14_063	MR11_165	MR11A_043	both
MR12J_05_14_066	MR11_377	MR11_351	both
MR12J_05_14_067	MR11_282	MR11_007	both
MR12J_05_14_068	MR11A_295	MR11A_229	both
MR12J_05_14_069	MR11A_170	MR11A_340	both
MR12J_05_14_071	MR11A_295	MR11A_229	both
MR12J_05_14_072	MR11A_288	MR11A_065	both
MR12J_05_14_073	MR11_226	MR11_258	both
MR12J_05_14_074	MR11A_084	MR11_189	both
MR12J_05_14_075	MR11_377	MR11_351	both
MR12J_05_14_076	MR11_092	MR11_136	both
MR12J_05_14_077	MR11_150	MR11A_238	both
MR12J_05_14_078	MR11A_108	MR11A_244	both
MR12J_05_14_080	MR11_112	MR11A_250	both
MR12J_05_14_081	MR11_149	MR11A_245	both
MR12J_05_14_082	MR11A_277	MR11_109	both
MR12J_05_14_083	MR11_165	MR11A_043	both
MR12J_05_14_085	MR11A_281	MR11A_241	both
MR12J_05_14_086	MR11_150	MR11_115	both
MR12J_05_14_087	MR11_388	MR11A_096	both
MR12J_05_14_088	MR11_043	MR11_124	both
MR12J_05_14_089	MR11A_288	MR11A_065	both
MR12J_05_14_090	MR11_099	MR11_131	both
MR12J_05_14_092	MR11_112	MR11_155	both
MR12J_05_14_093	MR11A_054	MR11_175	both
MR12J_05_14_094	MR11_165	MR11A_043	both
MR12J_05_14_095	MR11_165	MR11_351	both
MR12J_05_14_096	MR11_172	MR11A_308	both
MR12J_05_14_097	MR11_043	MR11_124	both
MR12J_05_14_098	MR11_226	MR11_005	both
MR12J_05_14_099	MR11A_108	MR11_163	both
MR12J_05_14_100	MR11_388	MR11A_096	both
MR12J_05_14_101	MR11_165	MR11A_043	both
MR12J_05_14_102	MR11A_108	MR11_163	both
MR12J_05_14_103	MR11_112	MR11A_031	both
MR12J_05_14_104	MR11A_272	MR11A_043	both
MR12J_05_14_106	MR11A_198	MR11_155	both
MR12J_05_14_108	MR11A_343	MR11_163	both
MR12J_05_14_109	MR11A_026	MR11A_328	both
MR12J_05_14_110	MR11_112	MR11_155	both
MR12J_05_14_112	MR11A_015	MR11A_077	both
MR12J_05_14_113	MR11A_281	MR11A_241	both
