n.par	n.mom	n.dad	sex.ratio	noff	female.rs	female.sd	females.mates	max.female.mates	male.rs	male.sd	male.mates	max.male.mates	mp.count	mp.rs	type	lost	sim	true.npar	true.noff	true.sr	true.lambda
296	148	148	1	662233	4474.55	1135.02	2.43	5	4474.55	3327.8	2.43	8	360	30.233	Before	0	1	296	287	1	4
248	133	115	0.86	287	2.16	1.25	1.4	3	2.5	2.07	1.62	7	186	0.019	After	174	1	296	287	1	4
462	231	231	1	1029637	4457.3	1132.27	1.68	10	4457.3	2988.65	1.68	5	388	19.296	Before	0	2	462	274	1	4
300	153	147	0.96	274	1.79	1	1.2	3	1.86	1.23	1.24	3	183	0.012	After	205	2	462	274	1	4
484	242	242	1	1067287	4410.28	1110.12	3.21	10	4410.28	2883.33	3.21	8	777	18.224	Before	0	3	484	424	1	4
359	194	165	0.85	424	2.19	1.3	1.55	4	2.57	1.74	1.82	5	301	0.013	After	476	3	484	424	1	4
155	78	77	0.99	351652	4508.36	1289.97	3.99	11	4566.91	3262.57	4.04	10	311	58.55	Before	0	4	155	124	1	4
116	63	53	0.84	124	1.97	1.12	1.63	4	2.34	2.02	1.94	6	103	0.037	After	208	4	155	124	1	4
93	47	46	0.98	207710	4419.36	1166.39	2.32	4	4515.43	2791.01	2.37	5	109	96.073	Before	0	5	93	465	1	4
92	47	45	0.96	465	9.89	4.34	2.17	4	10.33	6.29	2.27	5	102	0.22	After	7	5	93	465	1	4
483	242	241	1	1091037	4508.42	1172.12	1.72	8	4527.12	3327.17	1.73	7	416	18.707	Before	0	6	483	367	1	4
339	181	158	0.87	367	2.03	1.17	1.19	3	2.32	1.53	1.37	5	216	0.013	After	200	6	483	367	1	4
311	156	155	0.99	680129	4359.8	1136.47	4.17	11	4387.93	2474.1	4.19	9	650	28.128	Before	0	7	311	381	1	4
268	139	129	0.93	381	2.74	1.63	1.92	6	2.95	1.98	2.07	6	267	0.021	After	383	7	311	381	1	4
243	122	121	0.99	518527	4250.22	1291.44	1.7	5	4285.35	3099.67	1.71	4	207	35.126	Before	0	8	243	213	1	4
193	101	92	0.91	213	2.11	1.22	1.3	3	2.32	1.68	1.42	4	131	0.023	After	76	8	243	213	1	4
27	14	13	0.93	66109	4722.07	1166.92	3.21	6	5085.31	3044.17	3.46	7	45	363.236	Before	0	9	27	273	1	4
27	14	13	0.93	273	19.5	6.96	3.21	6	21	15.15	3.46	7	45	1.5	After	0	9	27	273	1	4
70	35	35	1	158865	4539	1149.76	1.69	3	4539	2872.54	1.69	3	59	129.686	Before	0	10	70	56	1	4
55	30	25	0.83	56	1.87	0.9	1.2	2	2.24	1.59	1.44	3	36	0.075	After	23	10	70	56	1	4
58	29	29	1	131619	4538.59	1171.7	4.83	12	4538.59	2703.01	4.83	9	140	156.503	Before	0	11	58	399	1	4
57	29	28	0.97	399	13.76	5.73	4.38	10	14.25	9.3	4.54	9	127	0.491	After	13	11	58	399	1	4
125	63	62	0.98	296740	4710.16	1021.73	4.21	10	4786.13	2512.89	4.27	9	265	75.97	Before	0	12	125	152	1	4
103	54	49	0.91	152	2.81	1.72	1.83	5	3.1	1.93	2.02	6	99	0.057	After	166	12	125	152	1	4
324	162	162	1	707566	4367.69	1346.69	1.66	9	4367.69	3652.99	1.66	7	269	26.961	Before	0	13	324	47	1	4
81	42	39	0.93	47	1.12	0.33	1.02	2	1.21	0.41	1.1	2	43	0.029	After	226	13	324	47	1	4
268	134	134	1	613301	4576.87	1110.92	3.35	7	4576.87	2895.46	3.35	9	449	34.156	Before	0	14	268	397	1	4
244	127	117	0.92	397	3.13	1.85	1.89	4	3.39	2.96	2.05	6	240	0.027	After	209	14	268	397	1	4
377	189	188	0.99	850616	4500.61	1147.71	2.42	6	4524.55	2951.49	2.44	6	458	23.939	Before	0	15	377	195	1	4
235	127	108	0.85	195	1.54	0.81	1.26	3	1.81	0.95	1.48	3	160	0.014	After	298	15	377	195	1	4
240	120	120	1	541794	4514.95	1156.39	2.57	6	4514.95	3398.76	2.57	8	308	37.625	Before	0	16	240	291	1	4
201	105	96	0.91	291	2.77	1.45	1.58	3	3.03	2.19	1.73	4	166	0.029	After	142	16	240	291	1	4
486	243	243	1	1081815	4451.91	1190.01	2.52	7	4451.91	2986.81	2.52	6	613	18.321	Before	0	17	486	491	1	4
388	206	182	0.88	491	2.38	1.28	1.5	5	2.7	1.79	1.7	6	310	0.013	After	303	17	486	491	1	4
458	229	229	1	1037229	4529.38	1093.56	4.27	11	4529.38	2643.88	4.27	12	977	19.779	Before	0	18	458	183	1	4
241	127	114	0.9	183	1.44	0.74	1.32	4	1.61	0.9	1.47	4	168	0.013	After	809	18	458	183	1	4
405	203	202	1	896934	4418.39	1165.97	2.44	7	4440.27	2892.93	2.46	6	496	21.873	Before	0	19	405	273	1	4
268	141	127	0.9	273	1.94	1.1	1.35	3	2.15	1.32	1.5	4	190	0.015	After	306	19	405	273	1	4
462	231	231	1	1037006	4489.2	1141.22	4.18	9	4489.2	2558.92	4.18	13	966	19.434	Before	0	20	462	401	1	4
364	190	174	0.92	401	2.11	1.21	1.64	5	2.3	1.5	1.79	6	311	0.012	After	655	20	462	401	1	4
96	48	48	1	209177	4357.85	1183.37	1.73	4	4357.85	2677.8	1.73	4	83	90.789	Before	0	21	96	171	1	4
92	48	44	0.92	171	3.56	1.69	1.46	3	3.89	3.03	1.59	4	70	0.081	After	13	21	96	171	1	4
209	105	104	0.99	470784	4483.66	1110.49	3.3	8	4526.77	2893.97	3.33	11	346	43.112	Before	0	22	209	218	1	4
163	86	77	0.9	218	2.53	1.58	1.79	5	2.83	1.89	2	8	154	0.033	After	192	22	209	218	1	4
363	182	181	0.99	828234	4550.74	1173.26	4.14	10	4575.88	2479.28	4.17	10	754	25.142	Before	0	23	363	495	1	4
319	165	154	0.93	495	3	1.55	2.01	4	3.21	2.01	2.16	6	332	0.019	After	422	23	363	495	1	4
132	66	66	1	303365	4596.44	1051.13	3.12	6	4596.44	2834.81	3.12	6	206	69.643	Before	0	24	132	395	1	4
128	66	62	0.94	395	5.98	2.71	2.41	5	6.37	4.22	2.56	5	159	0.097	After	47	24	132	395	1	4
478	239	239	1	1069458	4474.72	1210.24	2.54	7	4474.72	3070.78	2.54	6	606	18.723	Before	0	25	478	209	1	4
267	137	130	0.95	209	1.53	0.82	1.25	3	1.61	0.89	1.32	4	171	0.012	After	435	25	478	209	1	4
82	41	41	1	191985	4682.56	1223.31	4.34	8	4682.56	3036.23	4.34	10	178	114.209	Before	0	26	82	372	1	4
80	41	39	0.95	372	9.07	3.86	3.37	7	9.54	6.89	3.54	8	138	0.233	After	40	26	82	372	1	4
191	96	95	0.99	446956	4655.79	1259.69	4.46	9	4704.8	2765.04	4.51	12	428	49.008	Before	0	27	191	164	1	4
143	76	67	0.88	164	2.16	1.39	1.61	5	2.45	1.6	1.82	5	122	0.032	After	306	27	191	164	1	4
225	113	112	0.99	515087	4558.29	1323.58	2.42	8	4598.99	3494.4	2.44	6	273	40.699	Before	0	28	225	228	1	4
184	94	90	0.96	228	2.43	1.46	1.51	3	2.53	1.75	1.58	4	142	0.027	After	131	28	225	228	1	4
41	21	20	0.95	94430	4496.67	1197.53	4.38	8	4721.5	1804.6	4.6	7	92	224.833	Before	0	29	41	280	1	4
41	21	20	0.95	280	13.33	4.5	3.86	7	14	7.12	4.05	7	81	0.667	After	11	29	41	280	1	4
450	225	225	1	1002549	4455.77	1203.82	2.46	7	4455.77	2849.25	2.46	8	553	19.803	Before	0	30	450	271	1	4
283	151	132	0.87	271	1.79	1.1	1.31	3	2.05	1.47	1.5	4	198	0.014	After	355	30	450	271	1	4
53	27	26	0.96	107880	3995.56	976.49	3.33	6	4149.23	3119.85	3.46	9	90	153.675	Before	0	31	53	326	1	4
53	27	26	0.96	326	12.07	4.08	3.11	5	12.54	9.45	3.23	8	84	0.464	After	6	31	53	326	1	4
231	116	115	0.99	522132	4501.14	1143.09	4.3	10	4540.28	2459.46	4.34	10	499	39.14	Before	0	32	231	73	1	4
105	52	53	1.02	73	1.4	0.8	1.23	3	1.38	0.71	1.21	2	64	0.026	After	435	32	231	73	1	4
408	204	204	1	927476	4546.45	1120.3	2.52	7	4546.45	2674.45	2.52	6	515	22.287	Before	0	33	408	161	1	4
208	106	102	0.96	161	1.52	0.72	1.25	3	1.58	0.85	1.29	4	132	0.015	After	383	33	408	161	1	4
280	140	140	1	618512	4417.94	1127.09	3.24	9	4417.94	2568.8	3.24	8	454	31.557	Before	0	34	280	431	1	4
260	133	127	0.95	431	3.24	1.77	1.98	6	3.39	2.38	2.08	6	264	0.026	After	190	34	280	431	1	4
332	166	166	1	722370	4351.63	1188.05	1.78	6	4351.63	3181.86	1.78	6	295	26.215	Before	0	35	332	355	1	4
258	137	121	0.88	355	2.59	1.46	1.31	3	2.93	2.16	1.49	5	180	0.021	After	115	35	332	355	1	4
404	202	202	1	881300	4362.87	1253.9	1.73	5	4362.87	2877.41	1.73	5	350	21.598	Before	0	36	404	359	1	4
305	162	143	0.88	359	2.22	1.17	1.26	4	2.51	1.47	1.43	4	204	0.015	After	146	36	404	359	1	4
143	72	71	0.99	320137	4446.35	1321.78	1.65	6	4508.97	3675.47	1.68	5	119	62.625	Before	0	37	143	263	1	4
135	67	68	1.01	263	3.93	2.33	1.52	4	3.87	3.34	1.5	5	102	0.058	After	17	37	143	263	1	4
212	106	106	1	466824	4404	1083.76	4.3	10	4404	2400.53	4.3	10	456	41.547	Before	0	38	212	215	1	4
176	93	83	0.89	215	2.31	1.36	1.74	4	2.59	1.66	1.95	6	162	0.028	After	294	38	212	215	1	4
389	195	194	0.99	891367	4571.11	1152.71	4.24	9	4594.68	2417.9	4.26	9	827	23.562	Before	0	39	389	298	1	4
291	151	140	0.93	298	1.97	1.1	1.58	4	2.13	1.42	1.71	5	239	0.014	After	588	39	389	298	1	4
224	112	112	1	504710	4506.34	1208.02	2.58	6	4506.34	3081.32	2.58	7	289	40.235	Before	0	40	224	386	1	4
201	106	95	0.9	386	3.64	2.23	1.79	5	4.06	2.82	2	5	190	0.038	After	99	40	224	386	1	4
107	54	53	0.98	242213	4485.43	1257.58	2.46	6	4570.06	3072.05	2.51	5	133	84.631	Before	0	41	107	80	1	4
79	41	38	0.93	80	1.95	1	1.39	3	2.11	1.2	1.5	3	57	0.051	After	76	41	107	80	1	4
76	38	38	1	164119	4318.92	1268.65	2.42	7	4318.92	4230.08	2.42	6	92	113.656	Before	0	42	76	439	1	4
75	38	37	0.97	439	11.55	5.04	2.26	5	11.86	11.31	2.32	6	86	0.312	After	6	42	76	439	1	4
330	165	165	1	727462	4408.86	1205.53	4.22	10	4408.86	2614.1	4.22	11	697	26.72	Before	0	43	330	36	1	4
68	34	34	1	36	1.06	0.24	1.06	2	1.06	0.24	1.06	2	36	0.031	After	661	43	330	36	1	4
78	39	39	1	166033	4257.26	1116.48	2.51	6	4257.26	2889.45	2.51	7	98	109.16	Before	0	44	78	225	1	4
78	39	39	1	225	5.77	2.51	1.92	4	5.77	4.5	1.92	4	75	0.148	After	23	44	78	225	1	4
373	187	186	0.99	871263	4659.16	1229.49	1.76	6	4684.21	3068	1.77	5	329	25.049	Before	0	45	373	107	1	4
162	82	80	0.98	107	1.3	0.6	1.1	2	1.34	0.71	1.12	3	90	0.016	After	239	45	373	107	1	4
155	78	77	0.99	340464	4364.92	1296.61	2.36	5	4421.61	2779.37	2.39	6	184	56.687	Before	0	46	155	355	1	4
146	75	71	0.95	355	4.73	2.55	1.91	5	5	3.2	2.01	6	143	0.067	After	41	46	155	355	1	4
45	23	22	0.96	104132	4527.48	1320.01	3.91	8	4733.27	2359.07	4.09	8	90	205.794	Before	0	47	45	315	1	4
45	23	22	0.96	315	13.7	5.97	3.39	6	14.32	7.54	3.55	6	78	0.623	After	12	47	45	315	1	4
37	19	18	0.95	81524	4290.74	1000.95	3.74	6	4529.11	2011.57	3.94	6	71	238.374	Before	0	48	37	210	1	4
37	19	18	0.95	210	11.05	4.39	3.37	5	11.67	8.65	3.56	6	64	0.614	After	7	48	37	210	1	4
218	109	109	1	488380	4480.55	1098.57	3.34	11	4480.55	3042.42	3.34	7	364	41.106	Before	0	49	218	345	1	4
200	103	97	0.94	345	3.35	1.94	1.97	5	3.56	2.61	2.09	5	203	0.035	After	161	49	218	345	1	4
45	23	22	0.96	102701	4465.26	1151.94	2.43	5	4668.23	2140.05	2.55	5	56	202.966	Before	0	50	45	157	1	4
45	23	22	0.96	157	6.83	3.54	2.26	4	7.14	4.58	2.36	5	52	0.31	After	4	50	45	157	1	4
299	150	149	0.99	662003	4413.35	1140.65	4.13	8	4442.97	2262.23	4.15	10	619	29.62	Before	0	51	299	118	1	4
157	79	78	0.99	118	1.49	0.7	1.32	3	1.51	0.79	1.33	3	104	0.019	After	515	51	299	118	1	4
83	42	41	0.98	185431	4415.02	1159.01	2.43	5	4522.71	2516.7	2.49	6	102	107.684	Before	0	52	83	231	1	4
80	42	38	0.9	231	5.5	2.92	1.98	4	6.08	4.33	2.18	5	83	0.145	After	19	52	83	231	1	4
359	180	179	0.99	778317	4323.98	1106.7	3.37	8	4348.14	2653.93	3.39	8	606	24.156	Before	0	53	359	129	1	4
177	94	83	0.88	129	1.37	0.7	1.2	3	1.55	0.99	1.36	4	113	0.017	After	493	53	359	129	1	4
460	230	230	1	1021467	4441.16	1145.84	4.38	11	4441.16	2508.99	4.38	10	1007	19.309	Before	0	54	460	216	1	4
262	131	131	1	216	1.65	0.85	1.41	3	1.65	1.04	1.41	6	185	0.013	After	822	54	460	216	1	4
311	156	155	0.99	718072	4603.03	1224.97	2.49	6	4632.72	2980.22	2.51	6	389	29.697	Before	0	55	311	326	1	4
254	137	117	0.85	326	2.38	1.43	1.45	4	2.79	1.88	1.7	5	199	0.02	After	190	55	311	326	1	4
158	79	79	1	347166	4394.51	1160.3	2.51	6	4394.51	3033.41	2.51	7	198	55.627	Before	0	56	158	390	1	4
153	79	74	0.94	390	4.94	2.4	1.92	5	5.27	3.57	2.05	7	152	0.067	After	46	56	158	390	1	4
323	162	161	0.99	731538	4515.67	1174.22	1.76	6	4543.71	3131.09	1.77	6	285	28.048	Before	0	57	323	418	1	4
273	149	124	0.83	418	2.81	1.7	1.37	4	3.37	2.45	1.65	6	204	0.023	After	81	57	323	418	1	4
318	159	159	1	723797	4552.18	1127.97	1.76	4	4552.18	2839.78	1.76	5	280	28.63	Before	0	58	318	470	1	4
284	152	132	0.87	470	3.09	1.63	1.35	4	3.56	2.34	1.55	5	205	0.023	After	75	58	318	470	1	4
233	117	116	0.99	536772	4587.79	1118.46	4.19	11	4627.34	2584.26	4.22	10	490	39.55	Before	0	59	233	444	1	4
218	113	105	0.93	444	3.93	1.94	2.27	5	4.23	2.97	2.44	6	256	0.037	After	234	59	233	444	1	4
350	175	175	1	749259	4281.48	1223.59	1.67	4	4281.48	2745.69	1.67	5	293	24.466	Before	0	60	350	271	1	4
259	141	118	0.84	271	1.92	1.03	1.17	3	2.3	1.34	1.4	5	165	0.016	After	128	60	350	271	1	4
44	22	22	1	96551	4388.68	1068.64	1.68	5	4388.68	2634.96	1.68	3	37	199.486	Before	0	61	44	48	1	4
35	19	16	0.84	48	2.53	1.61	1.26	2	3	2.07	1.5	2	24	0.158	After	13	61	44	48	1	4
49	25	24	0.96	121051	4842.04	1165.37	3.24	6	5043.79	3161.36	3.38	10	81	201.752	Before	0	62	49	105	1	4
49	25	24	0.96	105	4.2	2.31	2.24	5	4.38	3.06	2.33	8	56	0.175	After	25	62	49	105	1	4
274	137	137	1	636106	4643.11	1115.82	3.28	8	4643.11	2669.77	3.28	7	450	33.891	Before	0	63	274	133	1	4
161	79	82	1.04	133	1.68	1.24	1.25	3	1.62	1.27	1.21	4	99	0.021	After	351	63	274	133	1	4
47	24	23	0.96	108448	4518.67	1142.86	3.58	7	4715.13	1727.28	3.74	6	86	196.464	Before	0	64	47	309	1	4
47	24	23	0.96	309	12.88	5.13	3.46	7	13.43	5.37	3.61	6	83	0.56	After	3	64	47	309	1	4
99	50	49	0.98	232776	4655.52	1062.58	1.68	4	4750.53	3102.31	1.71	4	84	95.011	Before	0	65	99	422	1	4
99	50	49	0.98	422	8.44	3.62	1.66	4	8.61	6.6	1.69	4	83	0.172	After	1	65	99	422	1	4
185	93	92	0.99	415837	4471.37	1117.1	4.33	10	4519.97	2563.32	4.38	9	403	48.602	Before	0	66	185	47	1	4
72	37	35	0.95	47	1.27	0.56	1.22	3	1.34	0.64	1.29	3	45	0.036	After	358	66	185	47	1	4
201	101	100	0.99	453016	4485.31	1138.71	3.42	7	4530.16	2716.05	3.45	7	345	44.853	Before	0	67	201	363	1	4
186	97	89	0.92	363	3.74	2.34	1.95	4	4.08	2.86	2.12	6	189	0.042	After	156	67	201	363	1	4
192	96	96	1	442344	4607.75	1023.33	2.58	6	4607.75	2922.35	2.58	7	248	47.997	Before	0	68	192	492	1	4
187	96	91	0.95	492	5.12	2.3	2.1	5	5.41	3.48	2.22	6	202	0.056	After	46	68	192	492	1	4
177	89	88	0.99	411020	4618.2	1310.1	1.69	4	4670.68	3594.58	1.7	5	150	52.48	Before	0	69	177	165	1	4
128	68	60	0.88	165	2.43	1.52	1.28	3	2.75	2.17	1.45	4	87	0.04	After	63	69	177	165	1	4
156	78	78	1	343152	4399.38	1267.35	2.5	8	4399.38	2839.6	2.5	7	195	56.402	Before	0	70	156	158	1	4
127	69	58	0.84	158	2.29	1.46	1.45	4	2.72	1.75	1.72	4	100	0.039	After	95	70	156	158	1	4
320	160	160	1	726002	4537.51	1198.39	4.24	13	4537.51	2213.77	4.24	10	678	28.359	Before	0	71	320	228	1	4
235	122	113	0.93	228	1.87	0.92	1.6	4	2.02	1.13	1.73	5	195	0.017	After	483	71	320	228	1	4
92	46	46	1	203608	4426.26	1178.38	3.52	6	4426.26	2404.16	3.52	7	162	96.223	Before	0	72	92	272	1	4
87	45	42	0.93	272	6.04	2.75	2.64	5	6.48	4.27	2.83	6	119	0.144	After	43	72	92	272	1	4
413	207	206	1	907345	4383.31	1371.94	1.73	6	4404.59	2940.41	1.74	6	359	21.278	Before	0	73	413	209	1	4
240	127	113	0.89	209	1.65	0.88	1.17	3	1.85	1.06	1.31	4	148	0.015	After	211	73	413	209	1	4
411	206	205	1	923323	4482.15	1195.77	3.22	9	4504.01	2878.92	3.24	9	664	21.864	Before	0	74	411	100	1	4
146	77	69	0.9	100	1.3	0.59	1.13	2	1.45	0.76	1.26	3	87	0.019	After	577	74	411	100	1	4
112	56	56	1	262206	4682.25	1145.94	3.73	8	4682.25	2341.09	3.73	7	209	83.612	Before	0	75	112	239	1	4
108	54	54	1	239	4.43	2.54	2.39	6	4.43	3.01	2.39	5	129	0.082	After	80	75	112	239	1	4
337	169	168	0.99	770952	4561.85	1179.04	3.3	10	4589	2784.05	3.32	8	558	27.154	Before	0	76	337	89	1	4
135	68	67	0.99	89	1.31	0.53	1.19	3	1.33	0.7	1.21	3	81	0.02	After	477	76	337	89	1	4
214	107	107	1	462301	4320.57	1182.6	4.24	9	4320.57	2108.43	4.24	9	454	40.379	Before	0	77	214	338	1	4
200	103	97	0.94	338	3.28	1.95	2.08	5	3.48	2.11	2.21	5	214	0.034	After	240	77	214	338	1	4
443	222	221	1	1013855	4566.91	1291.5	1.75	7	4587.58	3200.72	1.76	6	388	20.665	Before	0	78	443	281	1	4
299	152	147	0.97	281	1.85	1.01	1.23	2	1.91	1.26	1.27	3	187	0.013	After	201	78	443	281	1	4
269	135	134	0.99	601855	4458.19	1129.36	2.56	7	4491.46	2981.17	2.57	7	345	33.27	Before	0	79	269	149	1	4
165	83	82	0.99	149	1.8	0.91	1.46	4	1.82	0.97	1.48	3	121	0.022	After	224	79	269	149	1	4
450	225	225	1	990222	4400.99	1415.74	1.7	8	4400.99	3087.56	1.7	5	382	19.56	Before	0	80	450	323	1	4
305	161	144	0.89	323	2.01	1.16	1.21	4	2.24	1.44	1.35	3	195	0.014	After	187	80	450	323	1	4
175	88	87	0.99	375414	4266.07	1157.13	2.51	7	4315.1	2630.86	2.54	5	221	49.035	Before	0	81	175	319	1	4
161	86	75	0.87	319	3.71	2.15	1.69	4	4.25	2.83	1.93	5	145	0.049	After	76	81	175	319	1	4
454	227	227	1	1009808	4448.49	1185.54	2.4	10	4448.49	3064.06	2.4	6	545	19.597	Before	0	82	454	481	1	4
375	199	176	0.88	481	2.42	1.55	1.41	4	2.73	1.81	1.6	4	281	0.014	After	264	82	454	481	1	4
391	196	195	0.99	873390	4456.07	1147.45	4.58	12	4478.92	2344.76	4.61	11	898	22.852	Before	0	83	391	401	1	4
317	158	159	1.01	401	2.54	1.33	1.94	5	2.52	1.47	1.92	5	306	0.016	After	592	83	391	401	1	4
401	201	200	1	914830	4551.39	1297.16	1.68	9	4574.15	3144.45	1.69	5	337	22.757	Before	0	84	401	421	1	4
319	168	151	0.9	421	2.51	1.4	1.27	3	2.79	2.1	1.41	5	213	0.017	After	124	84	401	421	1	4
236	118	118	1	535360	4536.95	1215	4.26	9	4536.95	2630.51	4.26	10	503	38.449	Before	0	85	236	154	1	4
156	79	77	0.97	154	1.95	1.11	1.59	4	2	1.24	1.64	4	126	0.025	After	377	85	236	154	1	4
128	64	64	1	264335	4130.23	1143.73	2.2	5	4130.23	2429.32	2.2	4	141	64.535	Before	0	86	128	486	1	4
125	64	61	0.95	486	7.59	3.12	2.02	5	7.97	5.02	2.11	4	129	0.124	After	12	86	128	486	1	4
217	109	108	0.99	494547	4537.13	1170.46	3.36	8	4579.14	2512.54	3.39	7	366	42.01	Before	0	87	217	426	1	4
202	106	96	0.91	426	4.02	2.27	2.13	5	4.44	2.93	2.35	6	226	0.042	After	140	87	217	426	1	4
257	129	128	0.99	581789	4509.99	1087.65	3.29	7	4545.23	2816.83	3.32	9	425	35.234	Before	0	88	257	350	1	4
224	122	102	0.84	350	2.87	1.84	1.8	4	3.43	2.53	2.15	8	219	0.028	After	206	88	257	350	1	4
273	137	136	0.99	607968	4437.72	1190.64	4.44	11	4470.35	2386.69	4.47	10	608	32.63	Before	0	89	273	285	1	4
222	114	108	0.95	285	2.5	1.56	1.91	5	2.64	1.61	2.02	5	218	0.023	After	390	89	273	285	1	4
29	15	14	0.93	62182	4145.47	1420.93	3.8	8	4441.57	1817.3	4.07	6	57	296.105	Before	0	90	29	30	1	4
25	12	13	1.08	30	2.5	1.31	1.92	4	2.31	0.85	1.77	3	23	0.192	After	34	90	29	30	1	4
330	165	165	1	749299	4541.21	1199.06	2.43	7	4541.21	2919.85	2.43	6	401	27.522	Before	0	91	330	116	1	4
150	81	69	0.85	116	1.43	0.81	1.19	3	1.68	0.92	1.39	3	96	0.021	After	305	91	330	116	1	4
35	18	17	0.94	84145	4674.72	983.36	2.39	6	4949.71	3381.93	2.53	6	43	274.984	Before	0	92	35	424	1	4
35	18	17	0.94	424	23.56	7.49	2.39	6	24.94	16.65	2.53	6	43	1.386	After	0	92	35	424	1	4
74	37	37	1	165332	4468.43	991.67	1.92	4	4468.43	3050.8	1.92	5	71	120.768	Before	0	93	74	158	1	4
70	37	33	0.89	158	4.27	2.5	1.59	3	4.79	2.94	1.79	5	59	0.129	After	12	93	74	158	1	4
232	116	116	1	521275	4493.75	1179.84	1.84	6	4493.75	3047.39	1.84	4	213	38.739	Before	0	94	232	127	1	4
145	73	72	0.99	127	1.74	0.88	1.25	2	1.76	1.12	1.26	3	91	0.024	After	122	94	232	127	1	4
428	214	214	1	966052	4514.26	1119.92	3.23	9	4514.26	2996.03	3.23	8	691	21.095	Before	0	95	428	301	1	4
325	172	153	0.89	301	1.75	0.97	1.38	4	1.97	1.24	1.55	4	237	0.011	After	454	95	428	301	1	4
82	41	41	1	184671	4504.17	1263.43	3.32	7	4504.17	2884.09	3.32	7	136	109.858	Before	0	96	82	385	1	4
80	41	39	0.95	385	9.39	3.98	2.93	5	9.87	7.32	3.08	7	120	0.241	After	16	96	82	385	1	4
338	169	169	1	758409	4487.63	1257.47	2.64	6	4487.63	3110.35	2.64	8	447	26.554	Before	0	97	338	35	1	4
60	30	30	1	35	1.17	0.38	1.1	2	1.17	0.46	1.1	2	33	0.039	After	414	97	338	35	1	4
414	207	207	1	952766	4602.73	1140.91	2.4	7	4602.73	2957.34	2.4	6	497	22.235	Before	0	98	414	368	1	4
315	165	150	0.91	368	2.23	1.21	1.42	3	2.45	1.67	1.57	5	235	0.015	After	262	98	414	368	1	4
100	50	50	1	206917	4138.34	1148.4	3.62	8	4138.34	2555.38	3.62	7	181	82.767	Before	0	99	100	295	1	4
100	50	50	1	295	5.9	2.89	2.68	5	5.9	4.49	2.68	7	134	0.118	After	47	99	100	295	1	4
381	191	190	0.99	846942	4434.25	1163.36	3.35	12	4457.59	2730.19	3.36	8	639	23.338	Before	0	100	381	469	1	4
339	174	165	0.95	469	2.7	1.5	1.82	6	2.84	2.04	1.92	5	317	0.016	After	322	100	381	469	1	4
239	120	119	0.99	548824	4573.53	1115.03	4.15	9	4611.97	2326.16	4.18	9	498	38.433	Before	0	101	239	468	1	4
226	116	110	0.95	468	4.03	2	2.53	6	4.25	2.45	2.66	7	293	0.037	After	205	101	239	468	1	4
377	189	188	0.99	840382	4446.47	1184.23	3.33	9	4470.12	2752.05	3.35	10	630	23.651	Before	0	102	377	93	1	4
133	70	63	0.9	93	1.33	0.58	1.16	3	1.48	0.76	1.29	3	81	0.021	After	549	102	377	93	1	4
164	82	82	1	371409	4529.38	1153.32	3.3	7	4529.38	2810.9	3.3	8	271	55.236	Before	0	103	164	278	1	4
155	79	76	0.96	278	3.52	2.09	1.96	4	3.66	2.54	2.04	5	155	0.046	After	116	103	164	278	1	4
315	158	157	0.99	712657	4510.49	1135.8	2.38	8	4539.22	2780.24	2.39	6	376	28.729	Before	0	104	315	150	1	4
178	93	85	0.91	150	1.61	0.89	1.23	2	1.76	1.03	1.34	4	114	0.019	After	262	104	315	150	1	4
221	111	110	0.99	499912	4503.71	1332.13	1.73	6	4544.65	3162.85	1.75	5	192	40.943	Before	0	105	221	264	1	4
182	97	85	0.88	264	2.72	1.52	1.22	2	3.11	1.89	1.39	3	118	0.032	After	74	105	221	264	1	4
272	136	136	1	593348	4362.85	1086.84	3.23	8	4362.85	2675.28	3.23	12	439	32.08	Before	0	106	272	305	1	4
228	117	111	0.95	305	2.61	1.29	1.79	5	2.75	1.61	1.88	5	209	0.023	After	230	106	272	305	1	4
262	131	131	1	583089	4451.06	1297.23	1.74	6	4451.06	3197.72	1.74	4	228	33.978	Before	0	107	262	282	1	4
212	113	99	0.88	282	2.5	1.56	1.31	4	2.85	2.15	1.49	4	148	0.025	After	80	107	262	282	1	4
351	176	175	0.99	782049	4443.46	1195.37	3.37	7	4468.85	2530.4	3.39	8	593	25.391	Before	0	108	351	135	1	4
174	88	86	0.98	135	1.53	0.87	1.34	3	1.57	0.9	1.37	4	118	0.018	After	475	108	351	135	1	4
187	94	93	0.99	430887	4583.9	1189.1	1.72	8	4633.19	3112.68	1.74	4	162	49.289	Before	0	109	187	485	1	4
181	94	87	0.93	485	5.16	2.57	1.47	4	5.57	3.6	1.59	3	138	0.059	After	24	109	187	485	1	4
136	68	68	1	323482	4757.09	1194.34	4.06	8	4757.09	2499.7	4.06	9	276	69.957	Before	0	110	136	454	1	4
136	68	68	1	454	6.68	2.7	3.06	6	6.68	3.91	3.06	7	208	0.098	After	68	110	136	454	1	4
205	103	102	0.99	427875	4154.13	1153.02	1.67	5	4194.85	3041.06	1.69	6	172	40.727	Before	0	111	205	304	1	4
174	90	84	0.93	304	3.38	2.14	1.4	3	3.62	2.94	1.5	5	126	0.04	After	46	111	205	304	1	4
190	95	95	1	428373	4509.19	1311.19	1.75	5	4509.19	3227.22	1.75	5	166	47.465	Before	0	112	190	228	1	4
