Species	chao	chao.se	jack1	jack1.se	jack2	boot	boot.se	n	type	true_n	true_off	mat_sim_iter
91	457.084444444444	147.629292627517	171.36	12.2993007931345	241.616326530612	122.030885908842	4.24799709364319	50	all	332	762975	54
80	197.7225	43.33574246959	140.76	9.83792661082608	185.233469387755	104.747354314875	3.80559300373825	50	all	317	711500	55
94	726.426666666667	292.357942762457	180.24	12.6093298791014	259.077551020408	126.826246608798	4.22345284109715	50	all	491	1134624	56
48	56.33	5.36083015959282	64.66	4.71240915031791	64.9930612244898	56.844075018208	2.58864387043412	50	all	73	161932	57
85	315.923636363636	89.6730573680358	155.56	11.3977541647467	214.335510204082	112.739622148136	4.13459304034336	50	all	403	888818	58
80	218.915	52.369164472044	141.74	10.0829162448173	189.054285714286	104.897083134479	3.85453653166712	50	all	235	545452	59
64	133.693076923077	29.9189514086137	106.14	8.29079007091604	135.194693877551	81.5405107171249	3.61908220025395	50	all	142	327120	60
43	50.875	5.37049229587009	57.7	4.04549131750397	58.9342857142857	50.627310371753	2.35238785662382	50	all	56	125118	61
83	257.289230769231	65.5578221813228	149.64	10.5993962092187	202.694693877551	109.542715014832	3.97820314870552	50	all	330	754670	62
82	234.46	56.7580813629214	146.68	10.4147203515025	196.874285714286	107.94426144818	3.91937199524337	50	all	467	1015135	63
78	229.940833333333	59.9133769616332	137.78	10.181571587923	185.055102040816	101.999633640382	3.91733513279627	50	all	248	551680	64
89	428.787777777778	137.891488512716	166.42	12.0196339378535	233.796326530612	118.983707595141	4.21640955046852	50	all	259	578235	65
88	323.853333333333	88.3127715271965	162.48	11.5650507997155	224.155102040816	117.235525208885	4.12358857257577	50	all	460	1046079	66
55	102.089	23.5571466035256	85.38	7.02654965114458	105.735918367347	68.0528015348777	3.26225737919286	50	all	98	235468	67
75	245.569	71.0802876478423	132.82	9.9891741400378	180.055918367347	97.9868122176424	3.84638948397427	50	all	245	583891	68
82	265.300833333333	70.633957210176	147.66	10.9191025272226	200.695102040816	108.093990267783	4.08180048464197	50	all	323	729949	69
74	197.520833333333	50.0459722827376	127.9	9.4901001048461	169.415102040816	95.905277012981	3.85325543956393	50	all	153	353046	70
90	403.6	122.740963007465	168.4	12.2209655919653	235.795918367347	120.43243234219	4.26576690391071	50	all	462	1015750	71
90	403.6	122.740963007465	168.4	12.1405106976601	235.795918367347	120.43243234219	4.24342918778637	50	all	433	1004243	72
81	214.802666666667	49.460017599254	143.72	10.3220928110534	191.05387755102	106.345807881528	3.97305524673718	50	all	269	631191	73
41	42.96	2.03	48.84	2.77185858225127	41.4734693877551	46.5875828482733	2.03124966076731	50	all	56	137141	74
73	137.473684210526	24.815399514595	122	9.23363417079104	152.132244897959	93.8576369875175	3.7940001054383	50	all	304	660429	75
85	315.923636363636	89.6730573680358	155.56	11.3114455309655	214.335510204082	112.739622148136	4.11154272779854	50	all	273	601273	76
85	375.134444444444	119.397395357873	156.54	11.609875106994	218.156326530612	112.88935096774	4.21740356920847	50	all	329	718318	77
65	108.555555555556	18.4026597946369	104.2	7.61682348489185	125.672653061224	82.1520053707242	3.37132147167512	50	all	123	284811	78
75	184.76	42.7878113485605	129.88	9.64273820032464	170.474285714286	97.4086925762618	3.84781845362502	50	all	199	434813	79
61	94.32	15.1407265347473	94.32	7.09179807947181	110.97306122449	75.9834063769861	3.33760563669253	50	all	114	258838	80
83	295.080909090909	83.1171266380822	150.62	11.0953864286018	206.515510204082	109.692443834436	4.09232864772436	50	all	267	614709	81
89	537	197.876729303877	167.4	12.3008942764337	237.617142857143	119.133436414745	4.28791717035811	50	all	314	686023	82
77	170.647647058824	34.9993335474916	132.86	9.59076639273421	171.59306122449	100.101722434522	3.80230537823724	50	all	261	597457	83
85	245.066666666667	57.7254908709861	153.6	11.3131781564687	206.69387755102	112.440164508929	4.16543015333289	50	all	446	973047	84
88	597.681666666667	238.660358600103	165.42	11.9378222469595	235.617551020408	117.684711667697	4.1663423105055	50	all	335	783900	85
57	76.208	9.50589896853527	84.44	5.89331825035777	92.5118367346939	70.0922252984909	3.00529937104254	50	all	88	200959	86
79	200.552666666667	45.5566882030469	138.78	10.181571587923	183.23387755102	103.298629567827	3.9380440189371	50	all	242	543603	87
75	212.363333333333	54.872966232455	131.84	9.74182734398429	176.235102040816	97.8175318479342	3.8275688920751	50	all	206	438136	88
66	126.400666666667	25.3572063661653	108.14	7.41735802021178	135.31387755102	83.8806362068758	3.24574567035547	50	all	118	264489	89
75	159.049411764706	31.9824707127565	127.92	9.64477060380391	163.77306122449	97.0545441208219	3.87883107568544	50	all	203	473185	90
85	275.006923076923	70.7183385162817	154.58	11.0049261696751	210.514693877551	112.589893328533	4.02356465057818	50	all	313	707136	91
79	200.552666666667	45.5566882030469	138.78	10.181571587923	183.23387755102	103.298629567827	3.91415416944759	50	all	231	517894	92
88	323.853333333333	88.3127715271965	162.48	11.8165307937651	224.155102040816	117.235525208885	4.2181718790295	50	all	495	1081166	93
62	106.2225	19.2952087742171	99.24	7.61939630154516	120.673469387755	78.1391839479843	3.43315412835774	50	all	121	287568	94
90	491.86125	169.006969642365	169.38	12.2601957570016	239.616734693878	120.582161161793	4.25743158492683	50	all	470	1040601	95
89	360.014545454545	103.512295078685	165.44	11.897529155249	229.975510204082	118.833978775538	4.18928921282811	50	all	486	1084017	96
89	428.787777777778	137.891488512716	166.42	11.8554460059502	233.796326530612	118.983707595141	4.13629250496274	50	all	485	1121150	97
88	323.853333333333	88.3127715271965	162.48	11.7333030302639	224.155102040816	117.235525208885	4.18252511789561	50	all	472	1058387	98
84	250.635	61.316410425758	151.62	10.8271695285518	204.694285714286	110.99143976188	4.01202151738034	50	all	287	663758	99
87	337.568181818182	96.4714684467251	160.5	11.6081867662439	222.155510204082	115.786800461837	4.15285414279793	50	all	428	910849	100
