Species	chao	chao.se	jack1	jack1.se	jack2	boot	boot.se	n	type	true_n	true_off	mat_sim_iter
19	21	2.42212028327799	23.8	2.55499510762741	23.11	21.7222045109001	1.55871897775044	25	all	25	49206	1
22	38	14.2735186038108	31.6	3.33706457833827	38.155	26.2375433831554	1.68188054523281	25	all	25	57694	2
22	23.92	2.18796709298837	27.76	2.35151015307185	25.345	25.4720228520984	1.57460608179061	25	all	25	62311	3
19	20.5	1.89241908677756	23.8	2.1466252583998	21.3466666666667	21.8901612532741	1.45731070831997	25	all	25	59696	4
21	33.96	11.9831882235071	29.64	3.19599749687011	35.275	24.7981893328092	1.60400506020403	25	all	25	54631	5
20	23.456	3.71583250429833	25.76	2.72939553747712	26.8716666666667	23.0466383003494	1.6734333777153	25	all	25	63644	6
22	28.48	5.6692856692885	30.64	3.48344656913236	33.63	26.1402357286848	1.85251886904173	25	all	25	63860	7
22	27.5542857142857	4.86544884053106	30.64	3.48344656913236	32.7483333333333	26.2445383024766	1.87370582279499	25	all	25	61840	8
21	24.456	3.71583250429833	26.76	2.35151015307185	27.8716666666667	24.0809690547443	1.53226414305174	25	all	25	63930	9
20	21.5	1.89241908677756	24.8	2.1466252583998	22.3466666666667	22.9219683053639	1.53094891868797	25	all	25	56563	10
24	25.96	2.11549836524005	30.72	2.53992125862201	26.58	28.1263776508533	1.81926783387858	25	all	25	51276	11
21	23.88	3.12921715449727	26.76	2.72939553747712	26.99	24.1362619052861	1.6651063876164	25	all	25	62278	12
21	24.36	3.37994082788442	27.72	2.53992125862201	27.9883333333333	24.5183974522776	1.55388281743679	25	all	25	60290	13
23	32.6	8.05580536011143	32.6	3.8698837191833	37.3916666666667	27.4226604105156	1.91144781304295	25	all	25	55209	14
22	24.4685714285714	2.72060360306579	27.76	2.35151015307185	27.1083333333333	25.3360280215214	1.50305667630224	25	all	25	61835	15
22	24.16	2.41942141843871	27.76	2.72939553747712	26.2266666666667	25.3721971916331	1.59045602849167	25	all	25	58781	16
20	21.0971428571429	1.57252206851817	23.84	1.92	21.3483333333333	22.5589564388025	1.39483699944128	25	all	25	53370	17
20	22.88	3.12921715449727	25.76	2.72939553747712	25.99	23.0745688103764	1.62307195585259	25	all	25	51871	18
20	21.28	1.78646765060738	23.84	2.3677837739118	22.23	22.5036635882607	1.604715754355	25	all	25	60221	19
22	31.72	8.67928568489366	30.64	3.48344656913236	35.3933333333333	26.0042408981078	1.9036318079023	25	all	25	56336	20
22	25.36	3.37994082788442	28.72	2.89330261120402	28.9883333333333	25.6519856976257	1.75542521630251	25	all	25	61337	21
20	24.704	4.66624851459928	26.72	2.53992125862201	28.7516666666667	23.3269949758542	1.56812669432752	25	all	25	55597	22
20	21.7142857142857	2.1178128329329	24.8	2.1466252583998	23.2283333333333	22.8475517743919	1.38235176375635	25	all	25	60451	23
21	21.8533333333333	1.28934857702889	24.84	2.3677837739118	20.585	23.8203008546428	1.64402411127597	25	all	25	64132	24
19	23.32	4.62895236527662	24.76	2.72939553747712	26.7533333333333	21.9028933914022	1.66005559413099	25	all	25	57310	25
20	26.144	5.7068480968044	27.68	3.62392052892996	30.6316666666667	23.5921343929717	1.90781823661167	25	all	25	58397	26
21	40.36	16.7508487347159	31.56	4.22108990664733	39.035	25.4986337723431	2.0307975977654	25	all	25	60420	27
21	23.88	3.12921715449727	26.76	2.35151015307185	26.99	24.1807947152096	1.53076271964201	25	all	25	61645	28
21	27.144	5.7068480968044	28.68	3.04840942132122	31.6316666666667	24.6983602978049	1.58952955853713	25	all	25	65440	29
21	28.776	6.83689192542927	29.64	3.48344656913236	33.5116666666667	24.9806701843311	1.77735087899342	25	all	25	62489	30
20	29.72	8.67928568489366	28.64	3.48344656913236	33.3933333333333	23.8426073474281	1.81553576508222	25	all	25	57576	31
21	55.56	32.0918681288578	32.52	4.32887976270998	41.7966666666667	25.7229212905128	2.06737184109663	25	all	25	62786	32
19	23.32	4.62895236527662	24.76	2.35151015307185	26.7533333333333	21.9220170718324	1.42047944008052	25	all	25	57660	33
18	20	2.42212028327799	22.8	2.1466252583998	22.11	20.6878737565052	1.40180658546643	25	all	25	54357	34
23	37.52	11.9955491745897	33.56	3.47240550627371	40.1533333333333	27.6921343874465	1.7602369436888	25	all	25	65576	35
20	20.8533333333333	1.28934857702889	23.84	2.3677837739118	19.585	22.7502464416928	1.72649236891714	25	all	25	53331	36
23	26.4133333333333	3.24550363228275	30.68	3.04840942132122	30.105	27.1237448495539	1.74453606173716	25	all	25	50380	37
19	30.76	12.6465805655126	25.72	3.20799002492215	30.3966666666667	22.0166431585352	1.66567886313234	25	all	25	61125	38
22	26.3885714285714	4.09508444578079	29.68	3.04840942132122	30.8683333333333	25.9342955841519	1.82885140565637	25	all	25	55451	39
19	21	2.42212028327799	23.8	2.55499510762741	23.11	21.6988712503838	1.546409693517	25	all	25	57248	40
21	23.4685714285714	2.72060360306579	26.76	2.72939553747712	26.1083333333333	24.2360875657514	1.67262448417914	25	all	25	55326	41
22	25.92	3.90664391347185	28.72	3.20799002492215	29.87	25.5247976966455	1.72126152213576	25	all	25	66050	42
21	28.68	7.20533135948653	28.68	2.71529003975634	32.5133333333333	24.5902959772549	1.50162549901535	25	all	25	59865	43
22	41.36	16.7508487347159	32.56	3.73866286257534	40.035	26.5198532696817	1.81952929962764	25	all	25	53534	44
21	24.456	3.71583250429833	26.76	2.35151015307185	27.8716666666667	24.1000927351744	1.43300798301244	25	all	25	59039	45
