Species	chao	chao.se	jack1	jack1.se	jack2	boot	boot.se	n	type	true_n	true_off	mat_sim_iter
150	247.57016840417	27.0716532068544	241.206896551724	11.9152152452262	289.729535232384	189.937081638681	5.29077219614194	116	all	330	749299	91
35	35.498820754717	1.32020130336213	35.997641509434	0.997641509433962	35.9999944243722	35.5022093101527	0.590405922901728	424	all	35	84145	92
70	75.2995780590717	4.90135319361242	77.9493670886076	3.14426404915866	79.9617834394904	74.8211509853963	2.07398437845957	158	all	74	165332	93
145	206.737294201861	18.8252177090877	218.417322834646	10.6077458985661	248.288588926384	179.076189262031	5.1300474746574	127	all	232	521275	94
325	468.718739732029	29.6765813188776	486.461794019934	15.0567628325816	557.291351052049	399.29748350063	7.33678713631871	301	all	428	966052	95
80	80.1246753246753	0.436734536249012	80.9974025974026	0.997402597402597	78.0233495670996	81.2019222272884	0.996869613045065	385	all	82	184671	96
60	217.917857142857	72.3263404085988	109.542857142857	9.32654758181817	150.30756302521	79.5542515850776	3.40662160487384	35	all	338	758409	97
315	369.43089485579	14.0224958959958	419.714673913043	11.5908844110182	423.966643466414	370.488535431952	6.68200123382483	368	all	414	952766	98
100	103.543502824859	3.34915898079121	107.972881355932	2.81883923618773	107.010065721204	105.078464980645	1.97530981142501	295	all	100	206917	99
339	383.925282402577	12.4156234092371	430.803837953092	9.87903340338389	429.01236491535	389.470491547691	6.15580047494108	469	all	381	846942	100
226	231.790232793522	3.6136647931247	246.955128205128	4.57278386654781	230.108800490492	241.634638481615	3.60215502464302	468	all	239	548824	101
133	285.785714285714	44.6150382712118	225	12.0999422374876	288.899953249182	171.273619515964	4.97315404566833	93	all	377	840382	102
155	167.971030318602	6.62611866835564	181.902877697842	5.36646163797695	181.010427758876	171.03099673901	3.58740399293509	278	all	164	371409	103
178	306.515528455285	34.2455558532133	280.313333333333	13.0829881058487	341.758165548098	222.518835888231	5.83693294716047	150	all	315	712657	104
182	206.108333333333	9.56431164756077	225.833333333333	8.22048592778364	229.953969351308	206.216827249255	4.85586231020544	264	all	221	499912	105
228	249.53684741488	7.97992844327084	280.826229508197	7.78632129105357	269.11733175151	259.53862295764	4.99181137631383	305	all	272	593348	106
212	259.8688638576	14.9578600490756	281.751773049645	10.0693073823078	300.797228742334	246.988624311014	5.59548577914598	282	all	262	583089	107
174	326.871666666667	39.7400094907979	284.177777777778	12.9202173534699	354.420011055832	220.873363108007	5.62346596841808	135	all	351	782049	108
181	189.083298969072	5.08627794680056	198.962886597938	4.89014095751177	197.012285933373	191.752250572949	3.19935179995498	485	all	187	430887	109
136	138.660792951542	3.47858473992536	139.991189427313	1.99559471365639	140.993377483444	139.092844907008	1.61053157692939	454	all	136	323482	110
174	186.802192982456	5.97714220779148	207.888157894737	6.46145246068266	197.108064095883	194.380527492082	4.30092278886764	304	all	205	427875	111
165	196.112938596491	11.5219142570989	214.780701754386	8.45374911593148	224.867648195378	190.574406806461	4.76807676376488	228	all	190	428373	112
268	366.50760971285	23.0620868784102	392.513618677043	13.0326567345867	438.461834265564	326.715193390134	6.52492959126805	257	all	381	862271	113
296	393.644927536232	21.5732575810679	435.492753623188	14.9891877996331	475.563899868248	362.704744278103	7.40407434538568	276	all	429	951872	114
252	336.135775862069	20.3356820416996	368.495689655172	13.0292284668411	404.532971339006	307.862977017361	6.48805174591832	232	all	388	876862	115
43	60.1147058823529	9.35861466226548	65.3235294117647	6.25600057965112	73.2807486631016	53.4609595819511	2.93981993679087	34	all	84	181548	116
258	395.529247997998	30.3677292315719	400.337962962963	14.9432045185288	469.040073212748	321.951828113369	6.864577032826	216	all	437	983901	117
143	147.95869687588	3.73775809401079	155.968899521531	4.11440203044504	152.02861060434	151.203724659667	2.86074037830944	418	all	148	337221	118
236	251.280532359081	6.913971661592	270.926931106472	6.69575521736601	266.031140538605	257.034914304625	4.52224965170141	479	all	259	553213	119
165	175.992790500424	6.08635800400263	187.941475826972	5.73215973938218	187.00747780028	178.126160425512	3.6077333389584	393	all	174	386749	120
281	324.619504132231	12.7650653814842	361.776859504132	10.4152387747064	367.949842472946	324.529760774953	6.10290401605823	363	all	360	825081	121
282	307.582296768737	9.17994464790919	336.885654885655	8.16985920748284	333.024692480942	314.005032634541	5.21909821499414	481	all	321	721712	122
77	155.134158926729	30.114115754662	128.087719298246	9.35546775177045	162.152568922306	98.4269201374598	3.93137676686743	57	all	196	448898	123
71	266.238095238095	83.4970425215848	129.571428571429	10.5756104984519	178.351916376307	94.0558898057985	3.88634947149838	42	all	377	828730	124
116	185.42246835443	21.1411525740867	190.050632911392	11.4183670422926	224.664394677053	148.738150216403	4.81840841629842	79	all	355	791915	125
50	220.709677419355	93.6721806053155	90.6451612903226	8.15050926315033	125.413978494624	65.9299343186724	3.00700121715272	31	all	110	249313	126
163	170.205151098901	4.69211760871105	179.953296703297	4.3475541637637	177.024573910938	174.156593570508	3.10885115893808	364	all	170	383299	127
197	219.016120401338	8.54179072490859	243.842809364548	7.52679876403191	241.029539179816	223.288510896075	4.62414416641229	299	all	232	541256	128
136	136.733354027627	1.09326863297154	140.986807387863	2.23016806199187	129.094868143681	141.407968865099	2.12653728955521	379	all	139	332433	129
179	306.790625963614	32.6968073885999	288.202898550725	13.4123015947477	350.627948799323	226.482056529256	5.88764845947031	138	all	408	865776	130
217	443.509934210526	51.1054219557206	367.006578947368	16.194742775344	467.004400487975	279.682158507286	6.60300917685733	152	all	445	1018603	131
342	475.951415430459	28.5442545236757	493.576601671309	14.5938918995342	559.447798820435	412.80996114962	7.39045386683874	359	all	468	1052856	132
167	332.157258064516	43.4203106545924	277.104838709677	13.5869052118653	350.207251507999	213.342269720676	5.65153658837677	124	all	374	831824	133
48	555.84	389.723988484158	92.16	9.30341872646824	132.716666666667	64.8269775490734	3.12276363380827	25	all	481	1075068	134
232	247.962703962704	6.82199780847333	271.90675990676	6.76755134021224	262.069657756574	256.239562024903	4.55062952941576	429	all	263	584081	135
117	239.929900181488	36.8125895434893	200.881578947368	11.4943455326685	255.784385964912	152.024431501489	4.58792556901375	76	all	396	888288	136
277	302.98290350623	9.38332055007639	330.89046653144	7.985040467314	329.011939510876	308.014983503871	5.05836908261951	493	all	295	626955	137
193	255.108472172988	17.3108290518703	280.516483516484	10.9931256033091	306.569546475624	235.186133485667	5.4433657061225	182	all	272	624754	138
44	44	0	44	0	44	44.0475292599991	0.216877691737677	376	all	44	101908	139
169	173.986033519553	3.25263782607703	188.944134078212	4.6779095346433	169.167284791011	183.568054249549	3.52656849776595	358	all	182	427733	140
249	273.795789059425	8.67539966893927	307.837465564738	8.638941008466	297.090376390728	282.899358187473	5.37836047304229	363	all	282	642584	141
273	434.268188808707	33.7736859900057	432.252336448598	15.3669671917005	512.862752841034	343.742507331329	6.8520065008242	214	all	484	1087471	142
194	367.095818048423	41.7960069973476	321.11724137931	14.4796844027859	401.32188697318	247.861261862312	6.15360734579747	145	all	440	983449	143
213	264.989539621724	14.2434809460231	304.546798029557	11.2658106090799	315.835463102961	258.820197698636	5.90847502431002	203	all	316	712447	144
53	454.785714285714	259.088620485937	101.214285714286	9.42978888243777	144.960317460317	71.4371918810479	3.18233528724482	28	all	404	948751	145
310	403.471155439213	20.729576726269	448.525597269625	13.9948155201405	484.630195427556	377.367871470672	7.10870344837254	293	all	462	1020499	146
61	162.971291866029	43.7466475700271	107.736842105263	8.75584490181264	143.071123755334	79.9208054516034	3.3465505732234	38	all	175	373633	147
232	420.340779933373	42.8656627049359	374.243386243386	15.7140042374092	462.585781830463	292.861639138907	6.92885599965816	189	all	382	837843	148
91	156.912426035503	22.968356870679	149.092307692308	9.52236855822016	181.470673076923	116.194623261251	4.05048648745782	65	all	179	396536	149
274	364.812576561862	21.6818239340921	393.569892473118	12.7665038462801	434.55812124494	331.042496865996	6.47405898585491	279	all	355	790613	150
164	306.880133416719	37.9038530844904	269.138211382114	13.028693096773	335.363254698121	208.785445066774	5.57321385888493	123	all	361	787177	151
356	427.425130293873	16.481181516426	485.664082687338	13.4608568246232	497.906186823044	423.263228981469	7.33135333890061	387	all	473	1049983	152
297	332.949346405229	11.3491612272002	366.844444444444	9.25492728293128	368.986330116308	335.882251165635	5.67897661979854	450	all	340	767900	153
304	371.032863849765	16.743838381207	413.69014084507	12.7761121573339	433.830269754118	359.686753292082	6.98641626504306	355	all	414	896742	154
77	194.5	44.2530601578392	135.75	10.0304224736548	179.18085106383	100.875974821634	3.8671476621058	48	all	217	470465	155
33	33	0	33	0	32.0071202352675	33.1374742991035	0.345726196185412	421	all	33	74970	156
71	71.7474832214765	1.25919814606751	73.989932885906	1.72623855653677	71.0301335502678	73.2192187954569	1.38529667165968	298	all	72	177751	157
113	162.716814159292	18.0150509455511	165.530973451327	8.12048051378532	190.33407079646	137.181890451081	4.05562463360457	113	all	148	345664	158
150	226.377514367816	21.6618560897134	235.258620689655	11.0542320571519	273.013643178411	188.588715565236	5.00376673091992	116	all	326	756913	159
98	100.44061302682	2.5377232016444	104.973180076628	2.63561433286128	102.034335396404	102.942406671167	2.04279372302317	261	all	102	230855	160
159	159.890937019969	1.25803410460531	163.989247311828	2.23125922916108	155.057999629218	164.608058189706	2.25939398610583	465	all	162	358600	161
136	215.271961063628	23.6343124082233	214.268518518519	11.184782768086	253.885514018692	170.859238998691	5.02106859432489	108	all	253	563156	162
149	157.014623172103	5.45269613174892	163.96062992126	3.86281803558745	164.992029285813	158.067436820285	2.66452219363433	381	all	151	355494	163
252	271.630394521492	7.9797315362042	294.912955465587	6.9866974591503	291.024098512782	277.172505726247	4.55577844367027	494	all	268	611865	164
76	227.742907801418	59.8369826191945	135.702127659574	10.4558828726005	182.866790009251	99.8893468098811	3.94850045672022	47	all	288	636329	165
352	428.223582211342	17.4140876320783	483.658914728682	13.1609339973602	501.859701972125	418.959942657589	7.09049441210548	387	all	472	1058020	166
259	321.890029325513	17.6254229912535	345.744868035191	11.761717204105	372.761945834052	302.07948808552	6.45156351082772	341	all	335	724387	167
121	128.195144628099	4.6866674089825	137.929752066116	4.56544252918927	135.036847158877	131.661876483084	3.05664724365552	242	all	134	294453	168
34	34	0	34	0	34	34.0000449699892	0.00670589691552159	478	all	34	77490	169
335	436.517948717949	23.6815546162139	460.688888888889	13.8280722803433	508.643967730106	395.685874352407	7.33071065426326	405	all	417	955972	170
318	472.517078589281	31.3902923810523	485.393501805054	15.8895790951239	562.164874692618	394.139311410223	7.40985797804945	277	all	456	1019165	171
290	318.10847107438	9.34150089328081	354.865702479339	9.31054390932342	345.061662645655	326.675077490939	5.84690724236987	484	all	324	743016	172
176	237.884203480589	17.8778118164139	257.506024096386	11.345742255345	285.492004381161	214.676468541388	5.62618259792338	166	all	263	582158	173
195	200.768008298755	3.86355037449432	211.964730290456	4.11455146456866	204.049684699062	206.410945687132	3.01643565965005	482	all	199	457584	174
39	39	0	39	0	39	39.0067249145124	0.0817420518574755	443	all	39	87827	175
266	437.353139013453	37.0240069026127	418.313901345291	14.606603043156	502.855128671272	332.975482829492	6.62884754128754	223	all	418	952315	176
283	455.623404255319	36.6182629680896	440.327659574468	16.0072686070151	525.900818330606	352.989972622943	7.27451323250354	235	all	457	997136	177
259	308.85632183908	14.5937414199404	338.770114942529	10.3663123001474	354.861538971148	300.046515897064	5.9867314088804	348	all	324	714811	178
105	149.581325301205	15.4681223983154	161.313253012048	8.90761603672308	182.235674404937	131.131008778626	4.19024195849414	83	all	205	468171	179
240	343.884057971014	24.9001663901468	359.466666666667	13.8782857304069	410.318630952381	295.089218553524	6.72027143769874	225	all	362	781149	180
349	414.025158339198	15.80666596565	465.711822660099	12.1797182801003	477.910691479657	410.265095173436	6.81410754647456	406	all	422	948947	181
66	70.4840989399293	7.16943279814415	68.9893992932862	1.72593048669408	70.9787860561862	67.6484491610504	1.12470039447818	283	all	67	144413	182
238	259.005743758059	8.76022164281387	277.910913140312	7.46902871519869	279.986448059179	261.03836048992	4.73992539044455	449	all	263	602419	183
116	128.429775280899	6.58252519840432	140.859550561798	5.71620034158692	140.999206500349	130.202865723731	3.59414807157596	178	all	132	311814	184
193	232.694836670179	12.307471281747	264.671232876712	9.86028627941291	271.902748104395	229.457195448215	5.50675530707402	219	all	255	546729	185
210	251.796673957797	12.6902339293481	284.676724137931	9.50188803286277	292.895301537543	248.655436538342	5.3706007070494	232	all	265	590167	186
28	28	0	28	0	28	28.006559009594	0.080721701335288	467	all	28	68848	187
27	27	0	27	0	26.0276912426445	27.3664707455017	0.583724220659109	108	all	27	59413	188
222	292.120634920635	19.5707559971459	309.650793650794	10.7327471753488	342.606273319421	263.990273355684	5.59331698516402	252	all	269	597517	189
240	320.033033633034	21.6577507947474	333.655677655678	12.129089593517	372.570687890541	284.722539460538	6.24789393632203	273	all	328	750631	190
171	174.513421052632	2.79749044197985	183.972631578947	4.11544647917959	173.069367088608	180.654146297619	3.05891373891859	475	all	184	402671	191
185	191.006733021077	3.99996390053381	201.96018735363	4.11344964054596	195.049048388693	196.999864640326	3.15394956753167	427	all	194	403102	192
194	212.864534674811	7.26127867391816	243.802371541502	7.97183719444751	228.188688123471	223.297938148549	4.9638402790759	253	all	240	544797	193
178	195.227601809955	7.16329241297288	219.838461538462	6.90322152734658	211.103088803089	202.325519388862	4.4517824543911	260	all	202	457374	194
164	336.486726685134	44.6123991785955	277.991228070175	13.5047128784439	353.970734358019	211.621741379016	5.52883010504892	114	all	428	969987	195
90	115.103304284677	10.7967714955182	126.637254901961	6.93977082255521	136.703261502621	107.79578648027	3.66310152671134	102	all	114	252070	196
207	235.89605734767	10.0437679917347	264.792114695341	8.57482517775429	264.999252211134	238.508665735568	5.04477357659797	279	all	231	527722	197
240	300.385109114249	16.1336689484488	335.609756097561	10.7303214182727	355.754836568774	287.853550594201	5.74477149967583	246	all	296	676458	198
177	223.040816326531	14.200629586218	248.619047619048	9.95449459847211	264.744455701903	212.34319435117	5.25108430905846	189	all	235	541197	199
116	132.397163120567	7.46394554432595	149.758865248227	6.74049955782356	149.019503546099	134.520401702917	3.8371384829479	141	all	138	341024	200
181	257.92829119442	20.3452392414114	278.337837837838	11.7641984835583	314.267420481706	225.987325050597	5.60793941449133	148	all	336	728247	201
131	190.69946332737	18.4549512915236	202.307692307692	11.0508841917793	231.159447348768	163.767396357736	5.05629267562988	104	all	322	702284	202
181	303.076124567474	30.7655421864563	292.176470588235	12.8820507619676	352.651633986928	229.633450431881	5.66524171166399	136	all	353	786671	203
57	58.6234788833214	1.9026846684107	62.9527559055118	2.43020242197386	58.1174228221472	61.2808486491056	1.98423808982668	127	all	61	133215	204
158	161.193587174349	3.05171863028809	165.983967935872	2.82275893411544	164.011983806971	163.307785817297	2.03851962326646	499	all	160	362173	205
294	399.561706811707	24.1533771888183	424.541958041958	13.4871679550381	474.474530732425	356.212024936519	6.76242646234642	286	all	427	966687	206
80	97.2018348623853	8.99918867743736	104.770642201835	5.69824482698313	111.805810397554	92.3776534719568	3.16471810893597	109	all	90	190837	207
34	34	0	34	0	33.0073289707081	34.1442674758916	0.354977459476006	409	all	34	76595	208
228	321.014354066986	22.2207719850434	347.368421052632	13.3575587863689	390.318908382066	283.539395303376	6.31626188038362	190	all	373	820166	209
212	556.331034482759	81.4824420862836	368.910344827586	16.0969240272519	489.474137931034	275.451050245772	6.35594492224959	145	all	498	1104541	210
99	148.570588235294	17.9661234809096	151.376470588235	8.57329885675271	176.113725490196	122.75672364262	4.01607537337479	85	all	177	376430	211
305	385.199045602715	19.0657672922965	425.62996941896	12.7331311963295	455.723916999681	364.6311041793	6.73728529402502	327	all	404	892564	212
78	80.6122291021672	2.38764941145245	87.9264705882353	3.13902561854949	79.1974945533769	85.3326417580868	2.55898961991034	136	all	88	194273	213
166	206.842866393266	14.0204608008726	223.743362831858	8.09026964917235	240.773529990167	194.278174419569	4.59928472002993	226	all	209	502367	214
88	88.2214397496088	0.570051989627839	89.9929577464789	1.40923393715347	83.0738316826756	90.5577432497905	1.50840410449797	284	all	92	216317	215
202	209.005953524102	4.04767505869762	225.937007874016	4.88612127169348	209.133575079431	219.022262433697	3.64073140276605	381	all	217	503377	216
69	467.52972972973	205.159304974996	131.27027027027	10.8175654573997	187.212462462462	92.8622560913744	3.6789413768296	37	all	417	943952	217
165	169.024659498208	3.31581937095938	175.976344086021	3.30949226392453	172.025736929922	172.936468808227	2.5652985427908	465	all	170	381907	218
