Species	chao	chao.se	jack1	jack1.se	jack2	boot	boot.se	n	type	true_n	true_off	mat_sim_iter
54	76.0734693877551	11.3804967481	79.469387755102	5.5522207585737	90.3201530612245	65.9116673747961	2.76892046720207	49	all	80	190647	219
293	318.733410605622	9.09480191117816	349.884381338742	7.92192065175487	344.036251422352	326.418887423685	5.11806194681599	493	all	332	716199	220
110	116.012137276786	4.44024354234066	122.94921875	4.34455962834645	122.011504289216	117.83944101637	2.74765898780555	256	all	117	256332	221
161	244.576183431953	24.649856011879	241.480769230769	11.2985474533771	283.190694789082	197.225176272831	5.52395734166012	156	all	237	525442	222
86	240.912820512821	59.1674344991751	148.933333333333	10.6309819761759	198.446327683616	111.371303326296	4.2288057372136	60	all	243	523463	223
58	160.861111111111	45.6172930240222	102.722222222222	9.2875032193471	136.992063492064	76.0493575003058	3.52743501423233	36	all	134	294385	224
51	264.818181818182	126.481174896922	91.7272727272727	8.39782209730365	127.541666666667	66.9083245767054	3.16208897201545	33	all	275	613196	225
57	229.991071428571	82.7175558655977	105.4375	9.66560024649271	145.961693548387	75.9902859674548	3.44630098826063	32	all	440	950432	226
134	207.01	24.6754201435205	196.58	9.99547230833374	232.278791946309	161.922161898164	4.98442141677644	150	all	173	379480	227
69	92.6716911764706	11.1351798976971	99.5441176470588	6.32043357870624	110.510316066725	83.5453490097013	3.22509849281595	68	all	112	257446	228
86	95.2267558528428	5.28959681553915	107.808695652174	5.25041721269581	104.10236460717	98.4143214140276	3.19862654555183	115	all	101	235952	229
260	275.307118542251	6.29957179863367	304.900881057269	6.98521079606855	284.138445604925	288.580942230249	4.67213343078877	454	all	278	636320	230
274	358.599910992434	21.2012348564178	382.660436137072	12.6554311003625	421.634832554517	326.029907650613	6.53645837219726	321	all	343	757562	231
291	407.361427967892	25.3045927470661	435.448669201521	14.6161990620697	490.371317446957	358.333008746297	7.07828725973262	263	all	458	1023726	232
126	140.934459459459	7.11923496251158	156.832432432432	6.21470251840401	156.015276145711	143.299729354969	3.83073242763447	185	all	153	343001	233
220	230.395665322581	5.59367241673492	244.949596774194	4.98991935483871	240.030119745846	236.054272969378	3.60254355399476	496	all	233	557071	234
358	415.546875336361	14.5336480677629	466.758314855876	11.3345851137562	472.95958117763	415.9831618141	6.56042144726945	451	all	415	942781	235
226	261.505390324503	11.4357811317951	292.77133105802	9.82044059488258	296.95830800879	261.933159891103	5.73421667863035	293	all	291	663183	236
227	242.568798979406	6.44309725492259	270.875706214689	7.59685563369264	253.152046222051	254.325131327276	5.02244272741493	354	all	253	601466	237
328	435.728293123468	23.7298244380671	468.581602373887	13.4922132062771	517.562985728416	395.254118305127	6.94817641916625	337	all	425	979183	238
180	202.16614490161	9.94325035996468	213.901162790698	6.61615773175205	221.930012204217	198.420898599413	4.01251350889618	344	all	191	456788	239
282	322.454922279793	12.0915056275537	359.79792746114	9.97694259819177	362.976179261153	324.539437307501	5.86125069246339	386	all	317	695733	240
121	319.210153482881	60.4631576407836	213.779220779221	12.3599798150661	284.191045796309	158.458598001709	4.73012078170932	77	all	322	737759	241
321	464.734138538409	29.0068662977093	489.398576512456	15.7325966011057	559.251410777834	398.21398983421	7.46147194462547	281	all	478	1072818	242
110	495.718413978495	137.546889823612	205.435483870968	13.1379556740158	287.883923849815	147.012122509695	4.59489452251525	62	all	474	1048538	243
140	271.969858156028	36.4226270333272	236.957446808511	12.4614480192343	298.017158544955	180.912067038221	5.08148936239218	94	all	369	825924	244
216	234.967659198113	8.05367392452258	254.908018867925	7.12656668990678	254.006852446585	237.912913845523	4.54741420449837	424	all	238	524403	245
293	424.669995657838	30.7317635877623	421.607902735562	13.5663843558321	487.397592482764	351.964816951041	6.81602293351208	329	all	371	838495	246
150	155.098417207792	3.63478358120149	164.955357142857	4.11155624677666	158.062304548685	160.375022569432	3.17458581530783	336	all	164	377491	247
60	74.9172932330827	7.98227881744536	83.6190476190476	5.3989724953964	88.7570404505888	71.7361904159554	2.91424695226862	63	all	77	184671	248
309	371.601548691188	15.2491502729426	425.642201834862	12.3359396119873	433.9255830097	369.200456298185	6.83430745465439	327	all	451	994409	249
126	225.654545454545	29.2626781169891	209.045454545455	11.7245636405788	257.324973876698	161.654301133904	4.87691011797682	88	all	355	812994	250
240	247.844357605795	4.32921939530914	265.946721311475	5.4667499558037	249.104327262935	258.559506609991	3.99336235171678	488	all	257	579937	251
96	101.119897959184	3.96611466106319	107.946428571429	3.44863687578446	106.026505445227	103.13186664348	2.37366378044627	224	all	104	238072	252
122	127.544681533772	3.81670387687135	137.940959409594	3.98523985239852	131.077176438431	132.170876892067	2.89324691675315	271	all	131	306440	253
350	460.772016769393	24.5950753593964	488.664251207729	13.4248971738154	540.622679580307	416.352298273349	7.01987182257202	414	all	421	929305	254
129	144.943863636364	7.5642778274802	159.859090909091	6.53178971335607	160.985740971357	145.713057196567	3.95472947360028	220	all	142	319111	255
280	338.469113300493	14.6363143113244	390.61724137931	11.5824455101349	396.936678200692	336.754999088911	6.5226403252645	290	all	375	818134	256
277	400.566060126582	27.4423760878437	416.453125	14.9191240101579	477.283946078431	340.948593171036	7.16537795365733	256	all	433	921055	257
160	244.431996855346	22.783664014397	254.208333333333	12.1232530242047	295.946288515406	202.337954010381	5.39506512424401	120	all	315	723835	258
108	351.723076923077	81.4001646480751	195.630769230769	12.3788710997466	266.626923076923	142.725247082971	4.5914024925605	65	all	462	1036851	259
253	329.55523255814	18.6695878455786	367.5	12.9525052134461	396.620106322385	308.780396141672	6.39624365571649	230	all	366	814856	260
63	65.5542857142857	2.79927187534008	68.96	2.43315981116462	68.0196868008948	66.953533089645	1.79491663080829	150	all	64	141258	261
142	143.527440920398	1.73391012089245	148.982587064677	2.63916984014154	140.067064924753	147.866556777438	2.1132010805635	402	all	147	342054	262
103	723.070175438596	268.1565542052	195.350877192982	13.0878604009138	279.418859649123	138.280753949522	4.47850985970548	57	all	444	1017846	263
146	202.237957446809	17.2287165713608	218.416	10.1774590149015	244.372967741935	180.146546409908	4.87916932698459	125	all	289	616429	264
69	263.871794871795	83.3425811217598	127.461538461538	10.4679467552246	176.070850202429	91.9417411365323	3.73708995860003	39	all	491	1102226	265
329	438.260804865424	23.9854200991595	470.577380952381	13.8205358136267	520.552754086709	396.761516518808	7.08818314363618	336	all	447	996350	266
43	55.1846153846154	7.52310959444026	60.6	4.59565011723042	65.660101010101	51.6189296823207	2.54920078379463	45	all	50	101207	267
212	223.504127966976	5.85688054308616	239.938596491228	5.98830391510188	234.039309812994	229.352670866502	4.09905803264061	456	all	235	507003	268
319	359.660153982077	11.5416813200282	406.78896882494	10.2730364669954	400.049812073418	367.794102943656	6.18390696346783	417	all	383	883640	269
236	511.845303867403	62.3946579062071	393.127071823204	16.1763200727143	505.125690607735	301.229510766563	6.844862365129	181	all	423	984785	270
38	38	0	38	0	38	38.0493127701552	0.216565974017973	382	all	38	80441	271
204	267.859090909091	18.2261881749017	287.625	10.9128804548308	316.610506085842	244.245680553671	5.61788102478402	224	all	308	701658	272
310	329.769874000607	7.2086223437744	366.881742738589	8.16963793177072	342.155247970601	346.552731648789	5.44271223988297	482	all	348	800415	273
321	366.389830508475	12.5932382625117	411.779661016949	10.2237936812735	411.999465196643	370.754351242202	6.09645031958462	413	all	377	866815	274
176	183.785295917475	4.55638403025068	197.940379403794	4.88625626904883	189.072942441381	190.24852453085	3.52472933933051	369	all	185	415407	275
319	397.021118793212	18.9396499942561	434.686486486487	12.1361993152843	464.756126858566	376.713506519925	6.6705683276218	370	all	421	948370	276
137	139.444831223629	2.5412780027813	143.985232067511	2.64016955724378	141.018942739137	142.052372590105	2.09984593282054	474	all	139	316944	277
82	182.554096638655	37.1594715584426	139.946428571429	10.4855798697107	180.744480519481	105.972473467483	4.22900802477786	56	all	319	716450	278
341	436.662505319904	21.5207390190093	475.636118598383	13.5697622351934	515.675857798499	407.094984158911	7.11256784380616	371	all	438	981059	279
50	294.084821428571	142.948255420897	93.3928571428571	9.074310565817	131.601851851852	66.7985615263473	3.20302299195424	28	all	230	521786	280
49	49	0	49	0	47.013235265389	49.3391529574904	0.548637109160375	453	all	49	126385	281
329	395.624685138539	16.3050997154368	443.710327455919	12.0971393325694	459.878463476071	387.838562873931	6.81994561742944	397	all	406	892957	282
401	504.33115234375	22.7476637029825	541.70625	13.9391754411503	586.718332463466	471.06569734608	7.47564883303562	480	all	470	1033707	283
250	311.906161673262	15.917141082551	353.573770491803	11.9576483222925	370.789516292249	301.946356131362	6.16876115186919	244	all	373	865820	284
56	242.181818181818	94.0855949311781	102.545454545455	9.26618901993522	142.176136363636	74.2356499348211	3.40696836061429	33	all	439	994654	285
116	231.870786516854	37.3007306561161	190.157303370787	11.5173746114144	240.277834525026	147.311099105077	4.91082119523451	89	all	331	753586	286
86	86.5690476190476	0.957074954439796	89.9833333333333	1.99166666666667	80.1247559274756	90.1854622477033	1.88600997990802	240	all	92	215078	287
86	243.406493506493	58.3642905624811	151.781818181818	10.3819933116896	203.104377104377	112.476184283127	4.00139477793385	55	all	279	637889	288
126	136.722250814891	5.75163320236824	150.875621890547	5.36022033876841	147.058980099502	140.78717976814	3.42864687132252	201	all	139	315710	289
283	344.612052368117	16.7066459581443	375.749326145553	11.5061510180547	398.813506228601	329.766304543378	6.36056117664068	371	all	367	829655	290
211	238.945635010151	11.1471228760938	253.893300248139	6.98369364465977	263.925354616496	233.76649701619	4.34706963073827	403	all	222	479223	291
162	294.36641221374	35.6189870867114	263.221374045802	12.4908450829056	325.554961832061	205.155686689272	5.49623232981343	131	all	251	570908	292
38	38	0	38	0	38	38.0493222067898	0.216544705810522	473	all	38	79779	293
110	297.453669384729	60.7491775772793	193.802816901408	11.7402624818287	258.207444668008	143.796347579387	4.50859693916249	71	all	367	844770	294
44	71.6412776412776	14.8103314304162	68.3243243243243	5.77898259930988	81.8566066066066	54.7411861299147	2.74034061531817	37	all	74	157812	295
152	193.962585034014	13.6213171755022	216.557823129252	9.27194663490258	231.691547852017	183.886864502994	4.82123607875242	147	all	215	492966	296
67	67.4989177489177	1.32042127741245	67.9978354978355	0.997835497835498	67.9999953047675	67.6828566976203	0.737801896006115	462	all	68	159731	297
205	245.46875	13.1432915409363	269.75	9.18825546344563	282.849227799228	238.384355435961	5.09621672664964	260	all	244	538835	298
81	81.9969325153374	1.86590959472315	82.9938650306748	1.40987548396091	82.9999811231713	82.5882498875051	1.17459692346908	326	all	85	185479	299
59	60.2419871794872	1.62180951967136	63.9679487179487	2.22173420841325	59.0957402812242	62.4553137416304	1.76668909022334	156	all	61	145818	300
161	161.816224445411	1.13607020446747	166.985645933014	2.44362971947508	151.114706321068	168.069066312834	2.42426371500303	418	all	166	371678	301
127	152.38435828877	11.2193901324758	161.812834224599	5.88444299281566	172.822839399689	144.796749671565	3.46483334854285	187	all	156	343794	302
260	275.06173845715	6.48287252885303	299.913606911447	6.61957408812551	287.083985488953	285.398012040715	4.41895651165997	463	all	288	664201	303
139	139.88704472107	1.327147561979	142.991701244813	1.99585062240664	138.031081512409	142.804787019922	1.8616813291104	482	all	144	334266	304
87	181.471186440678	33.4141484275648	147.949152542373	10.2536069283767	188.858562244302	112.428209334172	4.12231506732476	59	all	228	492102	305
339	408.904549319728	17.0091783165049	454.704081632653	12.9335325838642	474.846312438019	398.74490635168	7.05860565234976	392	all	452	1009941	306
98	469.569090909091	143.267858418655	183.418181818182	12.5890152825836	257.796632996633	131.061903185304	4.40738870764996	55	all	432	932512	307
126	267.796088223055	42.4309158764739	213.011235955056	12.3802074568507	272.940372829418	162.190594142989	5.04830409691775	89	all	322	693845	308
203	407.125018341893	47.850898109021	341.041379310345	15.375295594734	432.094300766284	260.865806443519	6.3707108329658	145	all	427	968498	309
336	392.859007465139	13.9906319667819	451.678670360111	12.3795382657082	450.015712526931	398.053866944243	7.03276788767984	361	all	444	1010903	310
200	209.752922522074	5.00848625681009	228.922459893048	5.37076597075179	215.111991225932	219.241949380504	3.95883798129756	374	all	216	479534	311
373	438.503764921947	16.1058063804565	486.769696969697	12.3070342293045	501.908686050791	432.517732706696	7.14493330767171	495	all	450	1001227	312
138	145.571898697954	4.52433600935694	158.912863070539	4.77679693413011	151.099083679115	151.715568812015	3.29907025763471	241	all	152	352782	313
221	235.045777777778	6.15901179283568	259.896	6.38646568925255	245.119614973262	245.489292679305	4.25015381591979	375	all	241	546625	314
67	84.7777777777778	9.49767136285903	90.7037037037037	5.93825877157824	98.7012345679012	78.6044649511492	3.19418153162386	81	all	85	187728	315
28	28	0	28	0	28	28.000331676182	0.018209306851108	445	all	28	63094	316
84	88.8846875	4.82608597922853	90.978125	2.63748333821751	92.9812010188088	87.8744545708824	1.69210279677031	320	all	86	197934	317
260	273.76506868517	5.99830201823013	299.918699186992	7.19813679889707	282.10951600351	285.341163934344	4.79818273873951	492	all	286	658041	318
339	386.399808841099	12.9292057385291	432.791111111111	10.3707075606557	433.992873051225	390.531746041938	6.20584271713068	450	all	414	906811	319
227	404.731272294887	39.9976830075968	370.172413793103	14.8959663571664	455.515314597037	288.517041290797	6.44592228212969	174	all	497	1127374	320
34	34	0	34	0	34	34.0014819740173	0.0385279771547732	337	all	34	72045	321
208	264.888888888889	16.6282308128293	287.644444444444	9.95999900837915	311.678888888889	247.387346504725	5.25994263942398	225	all	263	595548	322
295	443.652307054706	30.6465179557857	457.331967213115	15.3415577298068	531.088662888754	368.441513231579	6.99649305607514	244	all	480	1075628	323
262	339.374980766272	20.0377498891999	363.649484536082	11.7970161227414	398.638381324802	311.595242050055	6.19628156138339	291	all	325	754845	324
224	250.960935672515	9.86983029114445	275.847953216374	7.59465648692145	277.982027404778	252.748423598581	4.61773623154234	342	all	261	607045	325
161	310.911504424779	39.1019779561671	270.026548672566	13.5421248549468	339.138432364096	207.037910394461	5.59668100756657	113	all	366	801122	326
105	314.1796875	69.5857954065575	188.671875	12.2189198357762	254.808283730159	138.39118634788	4.56476806151549	64	all	365	797260	327
190	326.396810379781	34.0234103940287	305.23178807947	13.1181003843864	371.666710816777	239.920570722448	5.73827721590965	151	all	382	875157	328
65	65.9961089494163	1.86458884132258	66.9922178988327	1.40871078586581	66.9999696011673	66.6402497136777	1.19978660744836	257	all	67	157460	329
302	365.267567567568	16.402865146573	403.724324324324	12.3009860817297	423.837237237237	353.945480823872	6.78252089022104	370	all	388	867576	330
227	280.706467661692	15.2477124258048	311.666666666667	10.4991751932503	329.787200864598	269.5065556765	5.68477530836124	255	all	282	647480	331
239	402.821244653923	37.6593488469381	375.318407960199	14.9399597047749	454.804552238806	298.697754650775	6.81401764933481	201	all	448	990096	332
190	194.445528156054	3.31516594355799	203.971659919028	3.73408318153756	196.048492662457	200.411399994266	2.96828404340042	494	all	197	454379	333
220	468.613966557018	55.9586273420495	373.980263157895	15.8842481840961	479.886066573719	284.003113184172	6.39856461620338	152	all	476	1043651	334
62	62.2493261455526	0.727366493870178	62.9973045822102	0.997304582210243	62.0080716835434	62.785253663445	0.787488686638662	371	all	62	130428	335
29	29	0	29	0	28.0162746495605	29.1610931063639	0.377863338386272	184	all	29	70548	336
279	320.387921634835	12.0869600746266	360.766381766382	9.87359332088337	361.990793650794	323.508667757131	5.94104516937823	351	all	351	764837	337
36	36	0	36	0	36	36.0600749119229	0.239910006028321	415	all	36	75434	338
53	110.358851674641	26.8702989544893	88.0526315789474	7.83539097943134	112.018492176387	67.740723147506	3.27642338465731	38	all	147	339892	339
111	154.935358758888	16.7044280945239	158.596638655462	8.18709958869221	180.443526563168	133.242868587914	4.13160787441854	119	all	152	349786	340
144	162.948926720947	7.96267543939811	183.79274611399	7.4500781558254	182.029954663212	165.954764582322	4.44847357797846	193	all	188	397734	341
286	366.550612091939	19.8080838809022	398.628289473684	11.754670363884	432.663616032656	341.385860615628	6.17313562008697	304	all	375	870975	342
91	97.6966624419096	5.29025988096872	101.958174904943	3.30401404970766	103.977055699068	96.9832957001412	2.10456750266932	263	all	93	209084	343
288	351.258799889135	16.4008592806458	389.710227272727	11.5468770095	409.828881766382	339.0806057148	6.30191779604194	352	all	350	774142	344
41	73.0318181818182	16.6527319219945	67.1	6.67557737827473	82.3873563218391	52.2229195454729	2.91611997113754	30	all	113	246542	345
121	155.367816091954	12.4704080077472	172.551724137931	8.30374254834263	185.660869565217	146.319833922156	4.24048348618435	116	all	174	394753	346
328	377.524195458253	13.4703350783357	421.779859484777	10.9315755768037	426.964381919935	378.638987094156	6.35934139950803	427	all	402	892843	347
112	118.384428223844	5.9090671722056	119.980535279805	2.82154530692442	122.978072517951	116.458639125154	1.98963865295358	411	all	118	259988	348
230	365.244444444444	30.6953247737007	365.244444444444	14.2865040346078	432.864556176288	290.030860787757	6.37314178334436	180	all	456	1024653	349
45	87.2727272727273	20.8639469538811	75	7.0938410360792	94.052688172043	57.7373033607838	2.94258495073991	31	all	85	189565	350
376	426.234487681663	12.815059695636	484.764578833693	11.4228783560766	476.057763690593	436.616958406944	6.73640338676218	463	all	444	978422	351
30	30	0	30	0	30	30.0210403669768	0.143892073948654	380	all	30	66507	352
272	299.291548169214	8.88995309957171	340.822164948454	9.41239830451922	323.138595860305	311.624833749326	5.94808649439485	388	all	313	706655	353
218	229.653579676674	5.84446894581642	246.933025404157	5.7320997556538	240.04830638953	236.588893859219	3.92236015533429	433	all	237	548405	354
93	477.313725490196	154.364141772619	175.352941176471	12.3014801108691	247.584705882353	124.766353876733	4.22406767507431	51	all	404	904944	355
45	144.175824175824	50.3949245525096	81.5384615384615	7.99870551657132	110.412307692308	59.5797318187819	2.9242891487267	26	all	204	453694	356
113	156.136752136752	15.090986766672	168.461538461538	9.0917008127544	188.419716206124	138.920138155599	4.4819462725621	104	all	203	454434	357
154	155.13405863913	1.50991622888865	158.98985801217	2.64115122649052	153.036465805835	158.689101889884	2.22044915247701	493	all	159	356164	358
261	278.405393184527	7.16258125621613	303.906318082789	7.12708994412973	294.065107362693	287.602713229862	4.8108537210995	459	all	281	648773	359
188	348.63521430774	39.5930125467391	309.13475177305	13.9905908726597	384.380648429585	239.614842920504	5.92304628532619	141	all	373	826199	360
344	446.601739130435	22.1204013267893	490.573913043478	14.28218978937	532.633897876643	415.453891541894	7.31457231842943	345	all	453	1001583	361
352	395.466507367583	11.7843619203428	448.791397849462	11.597479203499	438.070467185762	406.325084021177	7.03211175601034	465	all	433	897942	362
104	193.179493801653	30.913264567388	166.284090909091	9.12832499140781	206.599399164054	130.543530594262	4.13722410290471	88	all	177	393536	363
29	29	0	29	0	29	29.0034488695932	0.058667498938086	386	all	29	65775	364
70	70.166144200627	0.534566254735714	70.9968652037618	0.996865203761755	69.0187792038801	71.1058322330869	0.966952254319377	319	all	71	161851	365
193	331.323947368421	34.1992389488834	310.223684210526	13.2686751003884	377.655716277449	243.907567314827	5.95852970237032	152	all	393	892707	366
72	81.0697142857143	5.95905509953552	87.872	4.65800644052796	89.9510967741935	80.6002541534785	2.68772151306174	125	all	84	186457	367
63	88.6741071428571	13.0541276530235	89.625	5.84329506547652	102.455594679186	75.2641771167645	2.99569242872985	72	all	75	157527	368
205	226.725386737019	8.10217734693486	256.806691449814	7.32165736527844	247.110664151362	235.063011108884	4.7585740102438	269	all	241	555384	369
141	150.984618043553	5.78836470281812	161.920152091255	5.17858997203991	161.011087568572	153.741982973977	3.37153882943273	263	all	150	346001	370
236	325.333743842365	23.2355408813956	337.595238095238	11.2733716245556	381.475273509138	283.617577032627	5.77459716416806	252	all	297	647091	371
158	161.109052532833	2.8545926604922	166.981707317073	3.31049645427174	163.024336429719	164.240805689397	2.28043333793473	492	all	162	365240	372
49	170.5	60.3019189460122	89.5	8.36126272076857	122.240740740741	65.0497209141476	3.04602804996401	28	all	471	1070284	373
25	27.21484375	3.34788300537456	27.953125	1.70498751370061	28.952628968254	26.7220478520419	1.19494141314797	64	all	29	67123	374
285	310.657269559709	8.88526061170197	344.866962305987	8.46803472223462	335.066173934467	320.402678633107	5.51029972237013	451	all	316	721111	375
37	37	0	37	0	36.0165438919583	37.2084429315009	0.434686459333539	181	all	37	95510	376
87	91.2928528164749	3.14895760106592	101.88188976378	4.55164425619258	91.2582177227847	97.2210584317085	3.13045568000919	127	all	113	256293	377
84	284.083333333333	76.3139205361158	152.6	10.9612043133955	208.515102040816	111.141168581484	4.01288950479548	50	all	425	980800	378
172	185.47915407855	6.97843789880841	197.921450151057	5.6413660335613	198.99070768104	187.535995218917	3.79780509223607	331	all	187	412470	379
118	151.130842151675	11.9208700865825	170.509259259259	8.81942864779377	181.690809968847	143.861660898976	4.47322413732291	108	all	179	410317	380
74	199.649350649351	48.0194099582889	132.636363636364	9.91711518304184	176.856236786469	97.6274563113101	3.71598303079309	44	all	208	458664	381
57	58.5513392857143	1.94357758956512	61.9642857142857	2.22009606337479	59.063874614594	60.4923558569346	1.68616514585287	140	all	60	128965	382
155	157.243140243902	2.01930835621524	166.963414634146	3.73106462662691	147.182628477661	165.718450288169	3.11566961061399	328	all	168	398155	383
362	453.425980503287	20.0716434213113	503.645885286783	13.82635039963	535.759912718205	432.168096687055	7.42036142402677	401	all	477	1091038	384
137	140.325791855204	2.913338498207	146.977375565611	3.15512318582411	142.033859697725	143.800397975007	2.5340786353739	442	all	139	335036	385
110	110.062348668281	0.279971451367839	110.997578692494	0.997578692493947	104.050800441947	112.33062584394	1.5393904667053	413	all	113	246557	386
184	206.205768402927	10.2606895605415	215.920792079208	6.31046577024452	224.933027049603	200.976002015089	3.87499579894838	404	all	199	443337	387
239	299.293027088269	16.2721360582697	332.646616541353	11.4521484643316	353.762122286849	285.309227107872	6.11895657647578	266	all	311	696308	388
164	189.369230769231	9.40569301774113	214.738461538462	7.513154801349	214.9986518636	191.499955227302	4.45485179913354	195	all	201	422714	389
159	168.414729146692	5.29107672482212	181.922818791946	4.98389257226107	177.050019207737	173.403565021488	3.32998294741221	298	all	168	366631	390
302	369.041933226709	17.1195219580706	406.713114754098	12.816515865142	429.810861591436	355.116514119478	7.03921403921919	366	all	390	845859	391
124	127.11843487395	3.65093176328561	128.989495798319	2.23137035569832	129.993679787705	127.118241920609	1.59551458613306	476	all	127	272313	392
320	348.103913630229	9.07279227033618	389.858299595142	8.700847101531	373.102881638485	361.247890553188	5.61263262165297	494	all	365	813642	393
328	422.851062550723	20.9582240948476	467.566563467492	13.2296263641644	504.655356421745	396.341220343054	6.82514564644693	323	all	468	1042495	394
335	506.549863106177	34.0590598219108	511.39590443686	15.4782247237592	597.118390294076	414.955155306405	7.31214643673905	293	all	496	1145965	395
363	430.774914803425	16.2549648293037	482.735682819383	13.0903556250495	496.906973578007	425.193143666158	7.47300920723106	454	all	464	1030103	396
188	217.872835075675	10.2839471887045	246.733031674208	8.50904947297881	247.985232414644	219.624725981667	4.90040679435445	221	all	223	496906	397
110	347.578828828829	81.5883954328669	193.851351351351	12.2392526758303	262.15938541281	143.408698189687	4.77897290526279	74	all	257	576947	398
337	390.458016877637	14.6247257974967	428.808333333333	10.7502123687033	441.918406402227	385.362838538473	6.31155882700259	480	all	396	908188	399
125	132.476265822785	5.10957754683283	139.95253164557	4.34655671533257	139.999849306811	133.929220646096	2.8807905353008	316	all	128	289886	400
122	129.574347454001	4.9084475699164	138.930894308943	4.1063450336436	137.024074995852	132.591124616272	2.92380024196514	246	all	130	289106	401
77	77.2493975903614	0.727525808279593	77.9975903614458	0.997590361445783	77.0072172748967	78.0163944619951	0.997167046178041	415	all	79	178395	402
200	290.129408278178	23.9783880998566	297.486910994764	11.6947460098811	342.291733259851	244.726519842147	5.72070793773521	191	all	307	683203	403
30	30	0	30	0	30	30.0375280421539	0.191982663261227	223	all	30	67948	404
44	44	0	44	0	44	44.0022672601268	0.0476138640919221	425	all	44	101406	405
214	326.54256155055	26.4841799881321	338.246987951807	13.8952087200511	393.98543263965	269.761269371525	6.18539594748415	166	all	385	873785	406
51	104.802884615385	24.1078111706943	87.8125	7.92383173565668	111.64314516129	66.406355214641	3.14382455278338	32	all	157	345995	407
196	228.014285714286	10.8923809531245	255.76	7.96899993725687	259.951100401606	227.805543055829	4.75747836483648	250	all	225	484011	408
323	393.608864265928	16.9719936478959	441.670360110803	12.5789836643265	460.841335795629	383.395020893411	6.79867391646352	361	all	446	1002435	409
42	63.4119047619048	11.8047263881151	64.3428571428571	5.77595296492806	75.0470588235294	52.1150164912102	2.70021114142614	35	all	101	222494	410
352	461.980782085561	23.4759604212588	501.573863636364	13.8213465228819	549.590083527584	424.471435512006	7.13326477314227	352	all	480	1059232	411
65	255.842105263158	85.7024502117598	119.526315789474	9.99140905216303	165.204836415363	86.3669694329911	3.5981979137126	38	all	259	592374	412
70	84.3295833333333	9.12018956251733	86.8583333333333	4.08874641207085	93.824299719888	78.3457246488135	2.49075824073093	120	all	75	159013	413
42	140	52.8797377704038	75.6	7.68999349804667	102.51	55.4010031726034	2.86624418099631	25	all	152	356073	414
30	30	0	30	0	30	30.0691424361268	0.257535885922263	236	all	30	63417	415
239	256.951612903226	7.0598842457377	286.870967741935	7.19246339278885	271.128568530273	268.438845261824	4.76395815504705	372	all	268	585802	416
116	368.289855072464	80.2527315537722	210.608695652174	12.8138236633179	286.604859335038	153.517143146404	4.68801229057749	69	all	387	870184	417
98	400.563636363636	110.404658768034	182.436363636364	12.3137496219497	253.959595959596	130.912428372952	4.33799857477524	55	all	460	1034252	418
70	82.3831775700935	7.25504912715039	89.8130841121495	4.64857220154432	93.8864397813437	80.2174666893492	2.78609899543866	107	all	81	186927	419
341	448.223984698573	22.8088124580567	491.539634146341	14.5564984614045	536.587426344447	414.032210811227	7.26576510671532	328	all	474	1088080	420
130	319.999054820416	57.4082187956484	222.978260869565	12.5399456256754	292.682035355948	167.918992482054	5.04246790029338	92	all	326	731164	421
220	230.698253676471	5.56960079284631	246.94375	5.18532710515933	240.043602122477	237.49419078852	3.96220514162993	480	all	237	519155	422
64	77.3871483375959	7.06071211408162	88.6323529411765	5.67031440027128	90.9067164179105	76.4572245237928	3.06103125360764	68	all	87	195947	423
182	332.989781021898	37.9081251694157	298.14598540146	14.0955690129909	369.420942464577	231.651880023996	6.11485676830498	137	all	377	840278	424
288	454.033818493151	35.3626796710943	443.390625	15.5704810577931	526.026225490196	357.193402889208	7.18202685713976	256	all	465	1079312	425
372	481.246642312238	24.7195647946992	505.704845814978	14.3266099074741	557.655988952748	436.996984466772	7.58420737899581	454	all	490	1085798	426
248	260.539833113746	5.87008952184678	281.931313131313	6.15261604652008	270.07253915675	269.753664034148	4.23623826035795	495	all	273	658285	427
197	209.463126843658	5.77798093062479	231.896755162242	5.89862822031761	218.12346616397	218.719630013999	4.18716305692718	339	all	219	501308	428
257	372.589281718505	25.8030775509095	394.366972477064	13.8017804042843	450.227624402824	319.8879504182	6.53009946980673	218	all	419	922142	429
261	283.72741765775	7.98132462505604	320.848866498741	8.46568880754244	302.143074320026	296.452620912037	5.46679398033494	397	all	299	698560	430
236	399.058290598291	36.0630428968921	381.188888888889	15.293210387313	461.647982619491	299.253422021023	6.64374377196691	180	all	410	930663	431
109	109.062338082902	0.279942822364494	109.997409326425	0.99740932642487	103.0543503129	111.377026645217	1.43231280061816	386	all	109	240309	432
335	396.145504428186	15.0864824440993	448.709183673469	12.2199538661416	456.938083929224	394.508476004945	6.7031602206342	392	all	409	929326	433
390	488.204006193571	21.6166332730936	530.689427312775	13.1266543385915	570.735191722341	460.165378032094	7.13058457120386	454	all	498	1083778	434
126	145.394528675016	8.31595954124898	163.768292682927	7.17304902825078	164.98032320814	146.178563399302	4.1470969140294	164	all	157	364404	435
154	334.546728971963	49.0561674143666	260.990654205607	12.7069814300446	335.866337506613	198.461899689764	5.19362522537555	107	all	318	741402	436
83	84.328125	1.84011603390361	86.984375	1.9921875	85.0233455882353	86.0092733989767	1.55317049304583	256	all	89	219196	437
