n.par	n.mom	n.dad	sex.ratio	noff	female.rs	female.sd	females.mates	max.female.mates	male.rs	male.sd	male.mates	max.male.mates	mp.count	mp.rs	true.npar	true.noff	true.lambda	true.sr	true.sckew	mat
47	25	22	0.88	100	4	2.27	1.96	4	4.55	2.18	2.23	4	49	0.182	50	100	4	1	decline	Subsampled
50	25	25	1	195803	7832.12	2516.51	2.56	5	7832.12	3692.12	2.56	6	64	313.285	50	100	4	1	decline	Original
46	23	23	1	100	4.35	2.01	2	4	4.35	2.31	2	4	46	0.189	50	100	4	1	decline	Subsampled
50	25	25	1	192005	7680.2	2692.43	2.2	4	7680.2	4371.27	2.2	3	55	307.208	50	100	4	1	decline	Original
46	24	22	0.92	100	4.17	2.08	1.67	3	4.55	2.99	1.82	3	40	0.189	50	100	4	1	decline	Subsampled
50	25	25	1	202468	8098.72	2222.8	3.32	7	8098.72	5577.13	3.32	7	83	323.949	50	100	4	1	decline	Original
47	24	23	0.96	100	4.17	2.18	2.29	4	4.35	3.61	2.39	6	55	0.181	50	100	4	1	decline	Subsampled
50	25	25	1	183459	7338.36	2385.96	2.24	6	7338.36	5776.49	2.24	5	56	293.534	50	100	4	1	decline	Original
46	25	21	0.84	100	4	2.5	1.68	4	4.76	3.21	2	5	42	0.19	50	100	4	1	decline	Subsampled
50	25	25	1	190933	7637.32	2080.96	4.96	8	7637.32	5118.43	4.96	10	124	305.493	50	100	4	1	decline	Original
46	24	22	0.92	100	4.17	2.48	2.38	6	4.55	2.82	2.59	7	57	0.189	50	100	4	1	decline	Subsampled
50	25	25	1	201165	8046.6	2377.32	4.08	6	8046.6	3933.55	4.08	8	102	321.864	50	100	4	1	decline	Original
48	24	24	1	100	4.17	2.14	2.33	4	4.17	2.85	2.33	6	56	0.174	50	100	4	1	decline	Subsampled
50	25	25	1	193811	7752.44	2388.67	1.76	3	7752.44	3810.15	1.76	3	44	310.098	50	100	4	1	decline	Original
48	25	23	0.92	100	4	3.5	1.48	3	4.35	3.8	1.61	3	37	0.174	50	100	4	1	decline	Subsampled
50	25	25	1	193190	7727.6	2381.51	3.28	6	7727.6	5302.74	3.28	6	82	309.104	50	100	4	1	decline	Original
47	25	22	0.88	100	4	2.31	2.08	3	4.55	3.45	2.36	6	52	0.182	50	100	4	1	decline	Subsampled
50	25	25	1	186037	7441.48	2354.7	1.92	4	7441.48	4800.84	1.92	5	48	297.659	50	100	4	1	decline	Original
48	24	24	1	100	4.17	2.3	1.5	3	4.17	2.82	1.5	4	36	0.174	50	100	4	1	decline	Subsampled
50	25	25	1	210432	8417.28	2461.85	2.96	7	8417.28	5174.45	2.96	6	74	336.691	50	100	4	1	decline	Original
45	25	20	0.8	100	4	2.25	1.8	5	5	2.71	2.25	5	45	0.2	50	100	4	1	decline	Subsampled
50	25	25	1	220863	8834.52	2097.15	3.28	9	8834.52	3808.6	3.28	5	82	353.381	50	100	4	1	decline	Original
48	24	24	1	100	4.17	2.26	2.17	5	4.17	3.14	2.17	4	52	0.174	50	100	4	1	decline	Subsampled
50	25	25	1	192920	7716.8	2716.68	3.48	6	7716.8	5412.44	3.48	8	87	308.672	50	100	4	1	decline	Original
43	23	20	0.87	100	4.35	2.23	2.26	5	5	3.16	2.6	7	52	0.217	50	100	4	1	decline	Subsampled
50	25	25	1	198147	7925.88	2330.56	4.04	11	7925.88	6284.42	4.04	10	101	317.035	50	100	4	1	decline	Original
48	24	24	1	100	4.17	2.58	2.29	4	4.17	4.51	2.29	5	55	0.174	50	100	4	1	decline	Subsampled
50	25	25	1	212927	8517.08	2470.22	2.44	7	8517.08	6641.61	2.44	5	61	340.683	50	100	4	1	decline	Original
45	24	21	0.88	100	4.17	1.99	1.71	3	4.76	2.64	1.95	4	41	0.198	50	100	4	1	decline	Subsampled
50	25	25	1	202111	8084.44	2337.83	1.92	5	8084.44	5612.71	1.92	4	48	323.378	50	100	4	1	decline	Original
43	24	19	0.79	100	4.17	1.79	1.42	3	5.26	2.94	1.79	3	34	0.219	50	100	4	1	decline	Subsampled
50	25	25	1	201226	8049.04	2458.19	2.68	7	8049.04	6893.26	2.68	6	67	321.962	50	100	4	1	decline	Original
45	25	20	0.8	100	4	1.89	1.92	3	5	4.75	2.4	6	48	0.2	50	100	4	1	decline	Subsampled
50	25	25	1	201642	8065.68	2162.81	1.64	4	8065.68	5155.3	1.64	3	41	322.627	50	100	4	1	decline	Original
48	25	23	0.92	100	4	2.18	1.32	2	4.35	2.64	1.43	3	33	0.174	50	100	4	1	decline	Subsampled
50	25	25	1	190442	7617.68	2458.84	4	7	7617.68	4963.17	4	9	100	304.707	50	100	4	1	decline	Original
45	22	23	1.05	100	4.55	2.44	2.23	4	4.35	4.38	2.13	5	49	0.198	50	100	4	1	decline	Subsampled
50	25	25	1	197013	7880.52	2639.35	3.68	10	7880.52	4856.01	3.68	8	92	315.221	50	100	4	1	decline	Original
47	24	23	0.96	100	4.17	2.22	2.33	4	4.35	3.31	2.43	5	56	0.181	50	100	4	1	decline	Subsampled
50	25	25	1	213687	8547.48	2169.34	1.52	4	8547.48	5353.59	1.52	3	38	341.899	50	100	4	1	decline	Original
47	25	22	0.88	100	4	1.78	1.24	4	4.55	3.58	1.41	3	31	0.182	50	100	4	1	decline	Subsampled
50	25	25	1	179685	7187.4	2009.12	4.56	9	7187.4	3907.86	4.56	8	114	287.496	50	100	4	1	decline	Original
49	24	25	1.04	100	4.17	1.86	2.42	4	4	3.23	2.32	6	58	0.167	50	100	4	1	decline	Subsampled
50	25	25	1	185393	7415.72	2160.3	1.8	5	7415.72	6230.33	1.8	4	45	296.629	50	100	4	1	decline	Original
41	22	19	0.86	100	4.55	2.22	1.41	3	5.26	4.59	1.63	4	31	0.239	50	100	4	1	decline	Subsampled
50	25	25	1	221173	8846.92	2361.24	3.84	9	8846.92	4970.12	3.84	8	96	353.877	50	100	4	1	decline	Original
49	24	25	1.04	100	4.17	2.81	2.58	6	4	2.47	2.48	5	62	0.167	50	100	4	1	decline	Subsampled
50	25	25	1	218709	8748.36	2219.97	4.28	8	8748.36	5204.58	4.28	10	107	349.934	50	100	4	1	decline	Original
48	25	23	0.92	100	4	1.94	2.32	5	4.35	2.84	2.52	6	58	0.174	50	100	4	1	decline	Subsampled
50	25	25	1	187718	7508.72	2303.92	4.2	7	7508.72	3821.13	4.2	8	105	300.349	50	100	4	1	decline	Original
49	25	24	0.96	100	4	2.63	2.28	5	4.17	2.22	2.38	5	57	0.167	50	100	4	1	decline	Subsampled
50	25	25	1	216027	8641.08	2105.62	3.48	7	8641.08	5154.02	3.48	7	87	345.643	50	100	4	1	decline	Original
47	23	24	1.04	100	4.35	2.27	2.22	4	4.17	3	2.12	4	51	0.181	50	100	4	1	decline	Subsampled
50	25	25	1	209690	8387.6	2326.04	2.48	5	8387.6	5223.87	2.48	5	62	335.504	50	100	4	1	decline	Original
49	24	25	1.04	100	4.17	2.53	1.71	4	4	3.06	1.64	4	41	0.167	50	100	4	1	decline	Subsampled
50	25	25	1	203377	8135.08	2397.33	4.4	9	8135.08	4836.72	4.4	10	110	325.403	50	100	4	1	decline	Original
45	24	21	0.88	100	4.17	2.68	2.42	5	4.76	2.95	2.76	7	58	0.198	50	100	4	1	decline	Subsampled
50	25	25	1	189737	7589.48	2359.23	2.56	7	7589.48	4806.75	2.56	5	64	303.579	50	100	4	1	decline	Original
48	25	23	0.92	100	4	1.66	1.76	3	4.35	3.28	1.91	5	44	0.174	50	100	4	1	decline	Subsampled
50	25	25	1	177382	7095.28	1943.42	1.6	5	7095.28	5310.5	1.6	3	40	283.811	50	100	4	1	decline	Original
47	25	22	0.88	100	4	1.91	1.44	3	4.55	3.28	1.64	3	36	0.182	50	100	4	1	decline	Subsampled
50	25	25	1	199699	7987.96	2644.64	4.64	10	7987.96	4439.41	4.64	8	116	319.518	50	100	4	1	decline	Original
49	25	24	0.96	100	4	2.75	2.36	6	4.17	2.55	2.46	6	59	0.167	50	100	4	1	decline	Subsampled
50	25	25	1	178887	7155.48	2318.91	1.92	5	7155.48	5439.78	1.92	5	48	286.219	50	100	4	1	decline	Original
45	23	22	0.96	100	4.35	2.19	1.48	3	4.55	3.67	1.55	3	34	0.198	50	100	4	1	decline	Subsampled
50	25	25	1	207144	8285.76	2406.37	3.68	6	8285.76	4151.42	3.68	7	92	331.43	50	100	4	1	decline	Original
46	23	23	1	100	4.35	2.77	2.17	3	4.35	3.24	2.17	5	50	0.189	50	100	4	1	decline	Subsampled
50	25	25	1	197012	7880.48	2367.29	1.6	3	7880.48	4767.75	1.6	3	40	315.219	50	100	4	1	decline	Original
45	24	21	0.88	100	4.17	2.44	1.29	3	4.76	3.32	1.48	3	31	0.198	50	100	4	1	decline	Subsampled
50	25	25	1	187922	7516.88	2904.14	1.44	3	7516.88	6276.99	1.44	4	36	300.675	50	100	4	1	decline	Original
47	24	23	0.96	100	4.17	2.32	1.29	2	4.35	3.39	1.35	4	31	0.181	50	100	4	1	decline	Subsampled
50	25	25	1	206813	8272.52	1909.66	1.68	4	8272.52	5309.83	1.68	4	42	330.901	50	100	4	1	decline	Original
47	25	22	0.88	100	4	2.35	1.36	3	4.55	2.96	1.55	3	34	0.182	50	100	4	1	decline	Subsampled
50	25	25	1	204708	8188.32	2497.54	3.68	7	8188.32	6123.98	3.68	7	92	327.533	50	100	4	1	decline	Original
44	24	20	0.83	100	4.17	2.62	1.92	4	5	3.68	2.3	4	46	0.208	50	100	4	1	decline	Subsampled
50	25	25	1	185317	7412.68	1892.4	2.08	5	7412.68	5957.22	2.08	5	52	296.507	50	100	4	1	decline	Original
49	25	24	0.96	100	4	1.94	1.68	3	4.17	3.24	1.75	5	42	0.167	50	100	4	1	decline	Subsampled
50	25	25	1	185362	7414.48	2113.89	2.2	7	7414.48	5148.78	2.2	6	55	296.579	50	100	4	1	decline	Original
43	24	19	0.79	100	4.17	2.68	1.46	3	5.26	3.57	1.84	4	35	0.219	50	100	4	1	decline	Subsampled
50	25	25	1	200291	8011.64	1914.37	1.56	3	8011.64	5474.2	1.56	3	39	320.466	50	100	4	1	decline	Original
45	23	22	0.96	100	4.35	1.92	1.35	3	4.55	2.96	1.41	3	31	0.198	50	100	4	1	decline	Subsampled
50	25	25	1	192987	7719.48	2770.67	4.2	9	7719.48	5312.59	4.2	9	105	308.779	50	100	4	1	decline	Original
44	24	20	0.83	100	4.17	2.1	2.54	5	5	3.37	3.05	6	61	0.208	50	100	4	1	decline	Subsampled
50	25	25	1	195833	7833.32	2305.57	1.72	5	7833.32	5779.44	1.72	4	43	313.333	50	100	4	1	decline	Original
47	25	22	0.88	100	4	2	1.44	2	4.55	3.61	1.64	4	36	0.182	50	100	4	1	decline	Subsampled
50	25	25	1	190004	7600.16	2310.79	2.8	6	7600.16	5997.86	2.8	6	70	304.006	50	100	4	1	decline	Original
45	24	21	0.88	100	4.17	1.9	2	4	4.76	3.55	2.29	5	48	0.198	50	100	4	1	decline	Subsampled
50	25	25	1	203258	8130.32	2412.8	4.04	9	8130.32	4052.16	4.04	9	101	325.213	50	100	4	1	decline	Original
47	23	24	1.04	100	4.35	2.14	2.3	4	4.17	3.13	2.21	5	53	0.181	50	100	4	1	decline	Subsampled
50	25	25	1	201273	8050.92	2283.32	1.88	4	8050.92	6375.99	1.88	4	47	322.037	50	100	4	1	decline	Original
47	25	22	0.88	100	4	2.1	1.4	3	4.55	4.32	1.59	4	35	0.182	50	100	4	1	decline	Subsampled
50	25	25	1	205797	8231.88	2427.57	2.16	4	8231.88	6004.51	2.16	5	54	329.275	50	100	4	1	decline	Original
49	25	24	0.96	100	4	2.36	1.84	3	4.17	2.82	1.92	5	46	0.167	50	100	4	1	decline	Subsampled
50	25	25	1	201750	8070	2634.8	3.04	6	8070	5033.68	3.04	7	76	322.8	50	100	4	1	decline	Original
49	25	24	0.96	100	4	1.96	2	4	4.17	2.79	2.08	4	50	0.167	50	100	4	1	decline	Subsampled
50	25	25	1	184851	7394.04	2186.59	3.2	6	7394.04	4495.65	3.2	7	80	295.762	50	100	4	1	decline	Original
44	23	21	0.91	100	4.35	2.06	2.22	4	4.76	1.87	2.43	5	51	0.207	50	100	4	1	decline	Subsampled
50	25	25	1	199315	7972.6	2646.28	3.52	8	7972.6	4595.69	3.52	7	88	318.904	50	100	4	1	decline	Original
45	23	22	0.96	100	4.35	2.35	2.39	5	4.55	2.97	2.5	5	55	0.198	50	100	4	1	decline	Subsampled
50	25	25	1	192552	7702.08	2393.37	1.6	4	7702.08	5562.73	1.6	3	40	308.083	50	100	4	1	decline	Original
46	24	22	0.92	100	4.17	1.81	1.42	3	4.55	4.18	1.55	3	34	0.189	50	100	4	1	decline	Subsampled
50	25	25	1	196977	7879.08	2647.51	3.84	10	7879.08	5428.05	3.84	10	96	315.163	50	100	4	1	decline	Original
47	23	24	1.04	100	4.35	2.27	2.43	6	4.17	2.9	2.33	6	56	0.181	50	100	4	1	decline	Subsampled
50	25	25	1	191330	7653.2	2281.2	4.32	9	7653.2	4604.15	4.32	9	108	306.128	50	100	4	1	decline	Original
47	24	23	0.96	100	4.17	2.53	2.29	5	4.35	2.29	2.39	4	55	0.181	50	100	4	1	decline	Subsampled
50	25	25	1	203232	8129.28	2190.94	4.16	6	8129.28	5056.04	4.16	9	104	325.171	50	100	4	1	decline	Original
47	23	24	1.04	100	4.35	2.52	2.43	5	4.17	3.36	2.33	7	56	0.181	50	100	4	1	decline	Subsampled
50	25	25	1	213837	8553.48	2213	2.68	5	8553.48	5612.02	2.68	6	67	342.139	50	100	4	1	decline	Original
49	24	25	1.04	100	4.17	2.44	1.92	4	4	2.4	1.84	4	46	0.167	50	100	4	1	decline	Subsampled
50	25	25	1	195991	7839.64	2393.01	2.52	5	7839.64	5517.9	2.52	5	63	313.586	50	100	4	1	decline	Original
45	24	21	0.88	100	4.17	2.62	1.83	4	4.76	4.24	2.1	5	44	0.198	50	100	4	1	decline	Subsampled
50	25	25	1	212839	8513.56	2382.43	2.68	7	8513.56	7097.46	2.68	6	67	340.542	50	100	4	1	decline	Original
46	24	22	0.92	100	4.17	2.82	1.79	4	4.55	3.56	1.95	4	43	0.189	50	100	4	1	decline	Subsampled
50	25	25	1	204348	8173.92	2021.46	2.52	5	8173.92	6376.34	2.52	5	63	326.957	50	100	4	1	decline	Original
46	24	22	0.92	100	4.17	2.01	1.83	3	4.55	3.16	2	4	44	0.189	50	100	4	1	decline	Subsampled
50	25	25	1	183017	7320.68	2000.95	4.28	9	7320.68	4051.49	4.28	6	107	292.827	50	100	4	1	decline	Original
48	24	24	1	100	4.17	2.79	2.25	4	4.17	2.97	2.25	5	54	0.174	50	100	4	1	decline	Subsampled
50	25	25	1	197565	7902.6	2281.89	1.8	4	7902.6	5283.77	1.8	3	45	316.104	50	100	4	1	decline	Original
43	23	20	0.87	100	4.35	2.52	1.57	3	5	2.66	1.8	3	36	0.217	50	100	4	1	decline	Subsampled
50	25	25	1	184842	7393.68	2508.43	3.8	8	7393.68	4492.98	3.8	9	95	295.747	50	100	4	1	decline	Original
46	25	21	0.84	100	4	1.78	2.08	4	4.76	2.51	2.48	6	52	0.19	50	100	4	1	decline	Subsampled
50	25	25	1	205768	8230.72	2203.69	4.44	8	8230.72	4958.32	4.44	9	111	329.229	50	100	4	1	decline	Original
49	25	24	0.96	100	4	1.85	2.4	5	4.17	2.81	2.5	5	60	0.167	50	100	4	1	decline	Subsampled
50	25	25	1	176053	7042.12	2285.17	2.52	6	7042.12	5662.2	2.52	6	63	281.685	50	100	4	1	decline	Original
44	24	20	0.83	100	4.17	2.28	1.62	3	5	4.12	1.95	4	39	0.208	50	100	4	1	decline	Subsampled
50	25	25	1	207406	8296.24	1923.76	1.76	4	8296.24	5859.21	1.76	4	44	331.85	50	100	4	1	decline	Original
44	24	20	0.83	100	4.17	2.94	1.29	4	5	3.16	1.55	4	31	0.208	50	100	4	1	decline	Subsampled
50	25	25	1	198674	7946.96	2155.34	2.32	4	7946.96	5714.02	2.32	4	58	317.878	50	100	4	1	decline	Original
46	24	22	0.92	100	4.17	1.88	1.67	4	4.55	3.79	1.82	4	40	0.189	50	100	4	1	decline	Subsampled
50	25	25	1	197105	7884.2	2628.36	1.64	3	7884.2	6134.83	1.64	4	41	315.368	50	100	4	1	decline	Original
48	25	23	0.92	100	4	2.24	1.36	3	4.35	3.55	1.48	4	34	0.174	50	100	4	1	decline	Subsampled
50	25	25	1	224194	8967.76	2098.87	2.52	5	8967.76	7749.79	2.52	7	63	358.71	50	100	4	1	decline	Original
46	24	22	0.92	100	4.17	1.95	1.88	4	4.55	3.32	2.05	5	45	0.189	50	100	4	1	decline	Subsampled
50	25	25	1	200117	8004.68	2373.47	3.36	11	8004.68	5693.92	3.36	6	84	320.187	50	100	4	1	decline	Original
49	25	24	0.96	100	4	1.98	2.16	4	4.17	2.76	2.25	4	54	0.167	50	100	4	1	decline	Subsampled
50	25	25	1	200163	8006.52	2344.54	4.8	9	8006.52	3574.05	4.8	9	120	320.261	50	100	4	1	decline	Original
48	25	23	0.92	100	4	2.18	2.36	5	4.35	2.9	2.57	5	59	0.174	50	100	4	1	decline	Subsampled
50	25	25	1	205778	8231.12	2455.31	2.4	4	8231.12	5403.51	2.4	6	60	329.245	50	100	4	1	decline	Original
48	25	23	0.92	100	4	2.08	1.76	4	4.35	3.42	1.91	4	44	0.174	50	100	4	1	decline	Subsampled
50	25	25	1	214035	8561.4	2456.05	3.64	7	8561.4	5288.92	3.64	7	91	342.456	50	100	4	1	decline	Original
48	24	24	1	100	4.17	2.18	1.88	4	4.17	2.58	1.88	3	45	0.174	50	100	4	1	decline	Subsampled
50	25	25	1	211085	8443.4	2336.97	4.6	10	8443.4	4669.38	4.6	10	115	337.736	50	100	4	1	decline	Original
49	25	24	0.96	100	4	1.78	2.4	4	4.17	2.57	2.5	4	60	0.167	50	100	4	1	decline	Subsampled
50	25	25	1	188309	7532.36	2413.65	4.12	9	7532.36	3546.97	4.12	7	103	301.294	50	100	4	1	decline	Original
47	23	24	1.04	100	4.35	2.52	2.48	5	4.17	2.2	2.38	4	57	0.181	50	100	4	1	decline	Subsampled
100	50	50	1	403257	8065.14	2484.32	3.28	7	8065.14	5540.72	3.28	7	164	161.303	100	100	4	1	decline	Original
80	43	37	0.86	100	2.33	1.41	1.6	4	2.7	1.41	1.86	4	69	0.063	100	100	4	1	decline	Subsampled
100	50	50	1	370476	7409.52	2552.84	1.66	5	7409.52	5283.96	1.66	5	83	148.19	100	100	4	1	decline	Original
82	42	40	0.95	100	2.38	1.27	1.31	3	2.5	1.5	1.38	3	55	0.06	100	100	4	1	decline	Subsampled
100	50	50	1	410695	8213.9	2426.75	4.16	10	8213.9	4904.22	4.16	10	208	164.278	100	100	4	1	decline	Original
79	41	38	0.93	100	2.44	1.21	1.71	3	2.63	1.68	1.84	4	70	0.064	100	100	4	1	decline	Subsampled
100	50	50	1	414148	8282.96	2161.66	3.7	9	8282.96	5253.08	3.7	8	185	165.659	100	100	4	1	decline	Original
84	46	38	0.83	100	2.17	1.08	1.48	3	2.63	1.73	1.79	4	68	0.057	100	100	4	1	decline	Subsampled
100	50	50	1	370031	7400.62	2463.15	1.62	4	7400.62	5562.42	1.62	4	81	148.012	100	100	4	1	decline	Original
74	39	35	0.9	100	2.56	1.35	1.18	2	2.86	1.78	1.31	4	46	0.073	100	100	4	1	decline	Subsampled
100	50	50	1	377762	7555.24	2711.94	3.9	11	7555.24	4837.24	3.9	8	195	151.105	100	100	4	1	decline	Original
79	40	39	0.98	100	2.5	1.32	1.8	4	2.56	1.73	1.85	5	72	0.064	100	100	4	1	decline	Subsampled
100	50	50	1	421673	8433.46	2200.23	1.88	5	8433.46	5626.42	1.88	5	94	168.669	100	100	4	1	decline	Original
76	40	36	0.9	100	2.5	1.87	1.25	3	2.78	2.54	1.39	3	50	0.069	100	100	4	1	decline	Subsampled
100	50	50	1	388822	7776.44	2315.17	1.8	4	7776.44	6656.33	1.8	6	90	155.529	100	100	4	1	decline	Original
78	42	36	0.86	100	2.38	1.23	1.21	2	2.78	2.02	1.42	5	51	0.066	100	100	4	1	decline	Subsampled
100	50	50	1	417081	8341.62	2290.94	1.74	5	8341.62	5439.6	1.74	4	87	166.832	100	100	4	1	decline	Original
81	44	37	0.84	100	2.27	1.39	1.3	2	2.7	1.66	1.54	3	57	0.061	100	100	4	1	decline	Subsampled
100	50	50	1	389563	7791.26	2526.82	3.4	8	7791.26	5604	3.4	8	170	155.825	100	100	4	1	decline	Original
78	42	36	0.86	100	2.38	1.75	1.64	3	2.78	1.93	1.92	4	69	0.066	100	100	4	1	decline	Subsampled
100	50	50	1	393297	7865.94	2579.53	3.28	7	7865.94	4977.56	3.28	7	164	157.319	100	100	4	1	decline	Original
81	40	41	1.02	100	2.5	1.24	1.7	3	2.44	1.47	1.66	4	68	0.061	100	100	4	1	decline	Subsampled
100	50	50	1	358036	7160.72	2202.9	1.84	6	7160.72	6020.25	1.84	5	92	143.214	100	100	4	1	decline	Original
81	45	36	0.8	100	2.22	1.18	1.18	2	2.78	1.9	1.47	3	53	0.062	100	100	4	1	decline	Subsampled
100	50	50	1	395075	7901.5	2325.19	2.78	7	7901.5	6003.44	2.78	8	139	158.03	100	100	4	1	decline	Original
78	44	34	0.77	100	2.27	1.34	1.39	3	2.94	2.2	1.79	4	61	0.067	100	100	4	1	decline	Subsampled
100	50	50	1	372510	7450.2	2294.99	2.38	7	7450.2	5276.49	2.38	7	119	149.004	100	100	4	1	decline	Original
81	45	36	0.8	100	2.22	1.33	1.4	3	2.78	1.73	1.75	3	63	0.062	100	100	4	1	decline	Subsampled
100	50	50	1	421947	8438.94	2270.98	1.92	5	8438.94	6087.93	1.92	6	96	168.779	100	100	4	1	decline	Original
76	42	34	0.81	100	2.38	1.36	1.21	2	2.94	2.53	1.5	4	51	0.07	100	100	4	1	decline	Subsampled
100	50	50	1	417463	8349.26	2501.01	2.44	9	8349.26	6236.3	2.44	6	122	166.985	100	100	4	1	decline	Original
76	41	35	0.85	100	2.44	1.16	1.51	3	2.86	1.77	1.77	4	62	0.07	100	100	4	1	decline	Subsampled
100	50	50	1	414869	8297.38	2150.93	4.56	9	8297.38	4329.35	4.56	10	228	165.948	100	100	4	1	decline	Original
81	43	38	0.88	100	2.33	1.3	1.79	4	2.63	1.89	2.03	5	77	0.061	100	100	4	1	decline	Subsampled
100	50	50	1	389789	7795.78	2317.8	2.44	6	7795.78	5849.3	2.44	6	122	155.916	100	100	4	1	decline	Original
85	46	39	0.85	100	2.17	1.18	1.46	3	2.56	1.76	1.72	4	67	0.056	100	100	4	1	decline	Subsampled
100	50	50	1	396602	7932.04	2309.42	4.22	9	7932.04	4481.73	4.22	8	211	158.641	100	100	4	1	decline	Original
82	43	39	0.91	100	2.33	1.39	1.47	3	2.56	1.8	1.62	3	63	0.06	100	100	4	1	decline	Subsampled
100	50	50	1	378562	7571.24	2270.37	3.24	9	7571.24	4506.63	3.24	6	162	151.425	100	100	4	1	decline	Original
77	41	36	0.88	100	2.44	1.58	1.59	4	2.78	1.99	1.81	4	65	0.068	100	100	4	1	decline	Subsampled
100	50	50	1	420254	8405.08	2288.45	2.56	6	8405.08	5135.6	2.56	6	128	168.102	100	100	4	1	decline	Original
76	41	35	0.85	100	2.44	1.45	1.34	3	2.86	1.42	1.57	3	55	0.07	100	100	4	1	decline	Subsampled
100	50	50	1	434040	8680.8	2454.58	3.08	7	8680.8	5601.97	3.08	8	154	173.616	100	100	4	1	decline	Original
84	44	40	0.91	100	2.27	1.21	1.64	4	2.5	1.63	1.8	7	72	0.057	100	100	4	1	decline	Subsampled
100	50	50	1	399860	7997.2	2247.65	2.36	6	7997.2	6190.42	2.36	5	118	159.944	100	100	4	1	decline	Original
82	44	38	0.86	100	2.27	1.28	1.39	3	2.63	1.82	1.61	3	61	0.06	100	100	4	1	decline	Subsampled
100	50	50	1	394740	7894.8	2480.7	2.42	5	7894.8	5282.87	2.42	6	121	157.896	100	100	4	1	decline	Original
78	40	38	0.95	100	2.5	1.34	1.6	3	2.63	1.78	1.68	4	64	0.066	100	100	4	1	decline	Subsampled
100	50	50	1	390883	7817.66	2303.93	4.16	9	7817.66	5917.63	4.16	11	208	156.353	100	100	4	1	decline	Original
79	40	39	0.98	100	2.5	1.36	1.77	4	2.56	1.87	1.82	5	71	0.064	100	100	4	1	decline	Subsampled
100	50	50	1	379253	7585.06	2398.36	1.78	5	7585.06	5947.55	1.78	4	89	151.701	100	100	4	1	decline	Original
81	46	35	0.76	100	2.17	1.34	1.2	3	2.86	1.9	1.57	3	55	0.062	100	100	4	1	decline	Subsampled
100	50	50	1	431272	8625.44	2193.97	4.04	8	8625.44	4677.18	4.04	9	202	172.509	100	100	4	1	decline	Original
81	39	42	1.08	100	2.56	1.48	1.9	4	2.38	1.53	1.76	5	74	0.061	100	100	4	1	decline	Subsampled
100	50	50	1	375939	7518.78	2053.4	3.26	8	7518.78	4159.79	3.26	6	163	150.376	100	100	4	1	decline	Original
84	44	40	0.91	100	2.27	1.4	1.55	4	2.5	1.6	1.7	4	68	0.057	100	100	4	1	decline	Subsampled
100	50	50	1	453024	9060.48	2162.39	3.36	9	9060.48	6270.3	3.36	6	168	181.21	100	100	4	1	decline	Original
79	42	37	0.88	100	2.38	1.4	1.62	4	2.7	1.71	1.84	4	68	0.064	100	100	4	1	decline	Subsampled
100	50	50	1	412212	8244.24	2266.5	2.72	7	8244.24	6144.4	2.72	7	136	164.885	100	100	4	1	decline	Original
81	41	40	0.98	100	2.44	1.6	1.56	3	2.5	1.99	1.6	4	64	0.061	100	100	4	1	decline	Subsampled
100	50	50	1	409635	8192.7	2460.65	3.4	8	8192.7	5639.72	3.4	8	170	163.854	100	100	4	1	decline	Original
83	42	41	0.98	100	2.38	1.13	1.62	3	2.44	1.42	1.66	4	68	0.058	100	100	4	1	decline	Subsampled
100	50	50	1	417493	8349.86	2097.4	4.14	9	8349.86	5031.75	4.14	11	207	166.997	100	100	4	1	decline	Original
84	44	40	0.91	100	2.27	1.48	1.75	6	2.5	1.69	1.93	5	77	0.057	100	100	4	1	decline	Subsampled
100	50	50	1	398460	7969.2	2386.98	4.6	12	7969.2	5568.27	4.6	10	230	159.384	100	100	4	1	decline	Original
85	45	40	0.89	100	2.22	1.36	1.67	3	2.5	1.91	1.88	5	75	0.056	100	100	4	1	decline	Subsampled
100	50	50	1	397591	7951.82	2471.34	4.5	9	7951.82	5459.18	4.5	11	225	159.036	100	100	4	1	decline	Original
80	42	38	0.9	100	2.38	1.45	1.64	4	2.63	1.79	1.82	4	69	0.063	100	100	4	1	decline	Subsampled
100	50	50	1	413579	8271.58	2266.72	3.38	8	8271.58	5210.66	3.38	8	169	165.432	100	100	4	1	decline	Original
80	42	38	0.9	100	2.38	1.74	1.52	5	2.63	1.88	1.68	4	64	0.063	100	100	4	1	decline	Subsampled
100	50	50	1	391850	7837	2021.58	2.46	6	7837	5266.01	2.46	6	123	156.74	100	100	4	1	decline	Original
81	42	39	0.93	100	2.38	1.45	1.55	4	2.56	1.64	1.67	4	65	0.061	100	100	4	1	decline	Subsampled
100	50	50	1	428123	8562.46	2359.89	3.26	6	8562.46	4772.15	3.26	7	163	171.249	100	100	4	1	decline	Original
79	44	35	0.8	100	2.27	1.32	1.43	3	2.86	1.7	1.8	4	63	0.065	100	100	4	1	decline	Subsampled
100	50	50	1	371300	7426	2339.38	2.48	6	7426	4645.37	2.48	5	124	148.52	100	100	4	1	decline	Original
80	44	36	0.82	100	2.27	1.32	1.34	3	2.78	1.55	1.64	3	59	0.063	100	100	4	1	decline	Subsampled
100	50	50	1	391227	7824.54	2586.54	1.64	5	7824.54	5549.64	1.64	4	82	156.491	100	100	4	1	decline	Original
