n.par	n.mom	n.dad	sex.ratio	noff	female.rs	female.sd	females.mates	max.female.mates	male.rs	male.sd	male.mates	max.male.mates	mp.count	mp.rs	type	lost	sim	true.npar	true.noff	true.sr	true.lambda
73	36	37	1.03	50	1.39	0.6	1.31	3	1.35	0.72	1.27	4	47	0.038	After	420	13	227	50	1	4
268	134	134	1	571070	4261.72	1103.03	3.19	9	4261.72	2656.32	3.19	8	428	31.804	Before	0	14	268	50	1	4
85	44	41	0.93	50	1.14	0.35	1.02	2	1.22	0.47	1.1	2	45	0.028	After	383	14	268	50	1	4
328	164	164	1	675459	4118.65	1403.15	1.72	7	4118.65	2795.84	1.72	4	282	25.114	Before	0	15	328	50	1	4
76	38	38	1	50	1.32	0.7	1.08	2	1.32	0.77	1.08	2	41	0.035	After	241	15	328	50	1	4
199	100	99	0.99	449566	4495.66	1115.02	3.08	8	4541.07	2589.01	3.11	7	308	45.411	Before	0	16	199	50	1	4
79	42	37	0.88	50	1.19	0.45	1.1	2	1.35	0.98	1.24	4	46	0.032	After	262	16	199	50	1	4
81	41	40	0.98	178560	4355.12	1127.38	3.22	7	4464	2515.03	3.3	6	132	108.878	Before	0	17	81	50	1	4
58	31	27	0.87	50	1.61	1.12	1.29	3	1.85	1.2	1.48	3	40	0.06	After	92	17	81	50	1	4
193	97	96	0.99	424151	4372.69	1083.2	3.37	7	4418.24	2357.71	3.41	8	327	45.549	Before	0	18	193	50	1	4
78	41	37	0.9	50	1.22	0.47	1.12	2	1.35	0.68	1.24	4	46	0.033	After	281	18	193	50	1	4
122	61	61	1	278257	4561.59	1194.73	4.43	10	4561.59	2567.15	4.43	11	270	74.78	Before	0	19	122	50	1	4
72	38	34	0.89	50	1.32	0.62	1.21	3	1.47	0.61	1.35	3	46	0.039	After	224	19	122	50	1	4
424	212	212	1	949580	4479.15	1244.24	1.8	10	4479.15	3367.88	1.8	5	381	21.128	Before	0	20	424	50	1	4
89	46	43	0.93	50	1.09	0.28	1.02	2	1.16	0.53	1.09	2	47	0.025	After	334	20	424	50	1	4
398	199	199	1	899212	4518.65	1241.35	2.45	7	4518.65	2957.18	2.45	6	487	22.707	Before	0	21	398	50	1	4
86	44	42	0.95	50	1.14	0.35	1.05	2	1.19	0.4	1.1	2	46	0.027	After	441	21	398	50	1	4
155	78	77	0.99	349331	4478.6	1168.8	1.63	5	4536.77	2829.08	1.65	4	127	58.164	Before	0	22	155	50	1	4
66	33	33	1	50	1.52	0.71	1.12	2	1.52	0.8	1.12	3	37	0.046	After	90	22	155	50	1	4
201	101	100	0.99	447722	4432.89	1335.58	1.77	4	4477.22	2936.38	1.79	4	179	44.329	Before	0	23	201	50	1	4
77	39	38	0.97	50	1.28	0.56	1.1	2	1.32	0.66	1.13	2	43	0.034	After	136	23	201	50	1	4
126	63	63	1	299933	4760.84	1124.85	3.62	7	4760.84	2814.01	3.62	9	228	75.569	Before	0	24	126	50	1	4
71	38	33	0.87	50	1.32	0.53	1.18	2	1.52	0.67	1.36	3	45	0.04	After	183	24	126	50	1	4
381	191	190	0.99	863313	4519.96	1172.91	3.36	8	4543.75	2898.1	3.38	8	642	23.789	Before	0	25	381	50	1	4
89	46	43	0.93	50	1.09	0.28	1.09	2	1.16	0.48	1.16	3	50	0.025	After	592	25	381	50	1	4
151	76	75	0.99	354987	4670.88	1137.18	2.45	7	4733.16	3304.25	2.48	6	186	62.278	Before	0	26	151	50	1	4
75	41	34	0.83	50	1.22	0.47	1.1	2	1.47	0.86	1.32	3	45	0.036	After	141	26	151	50	1	4
84	42	42	1	191990	4571.19	1284.35	4.05	9	4571.19	2476.08	4.05	9	170	108.838	Before	0	27	84	50	1	4
55	26	29	1.12	50	1.92	1.06	1.77	5	1.72	0.88	1.59	3	46	0.066	After	124	27	84	50	1	4
369	185	184	0.99	811308	4385.45	1210.54	2.39	7	4409.28	2921.18	2.4	6	442	23.834	Before	0	28	369	50	1	4
87	46	41	0.89	50	1.09	0.28	1.02	2	1.22	0.47	1.15	2	47	0.027	After	395	28	369	50	1	4
280	140	140	1	635965	4542.61	1135.96	3.44	9	4542.61	2671.9	3.44	8	481	32.447	Before	0	29	280	50	1	4
76	40	36	0.9	50	1.25	0.59	1.15	3	1.39	0.77	1.28	3	46	0.035	After	435	29	280	50	1	4
296	148	148	1	666998	4506.74	1287.33	1.73	6	4506.74	3009.85	1.73	6	256	30.451	Before	0	30	296	50	1	4
84	44	40	0.91	50	1.14	0.35	1.02	2	1.25	0.59	1.12	2	45	0.028	After	211	30	296	50	1	4
225	113	112	0.99	499527	4420.59	1142.67	2.45	6	4460.06	3164.6	2.47	6	277	39.47	Before	0	31	225	50	1	4
80	42	38	0.9	50	1.19	0.45	1.1	2	1.32	0.53	1.21	3	46	0.031	After	231	31	225	50	1	4
260	130	130	1	592719	4559.38	1163.65	3.5	8	4559.38	2796.28	3.5	9	455	35.072	Before	0	32	260	50	1	4
76	39	37	0.95	50	1.28	0.56	1.18	2	1.35	0.54	1.24	2	46	0.035	After	409	32	260	50	1	4
106	53	53	1	236774	4467.43	1047.6	2.72	6	4467.43	2974.11	2.72	7	144	84.291	Before	0	33	106	50	1	4
58	31	27	0.87	50	1.61	0.8	1.23	2	1.85	1.26	1.41	4	38	0.06	After	106	33	106	50	1	4
92	46	46	1	207204	4504.43	1109.89	3.54	7	4504.43	2828.3	3.54	7	163	97.922	Before	0	34	92	50	1	4
57	29	28	0.97	50	1.72	0.92	1.34	3	1.79	1.17	1.39	3	39	0.062	After	124	34	92	50	1	4
38	19	19	1	77593	4083.84	1156.66	3.37	6	4083.84	2754.83	3.37	8	64	214.939	Before	0	35	38	50	1	4
33	16	17	1.06	50	3.12	2.09	1.94	3	2.94	3.23	1.82	6	31	0.184	After	33	35	38	50	1	4
294	147	147	1	670268	4559.65	1196.22	2.55	6	4559.65	2709.11	2.55	8	375	31.018	Before	0	36	294	50	1	4
86	44	42	0.95	50	1.14	0.35	1.05	2	1.19	0.4	1.1	2	46	0.027	After	329	36	294	50	1	4
426	213	213	1	951464	4466.97	1165.48	4.09	9	4466.97	2293.63	4.09	10	871	20.972	Before	0	37	426	50	1	4
79	40	39	0.98	50	1.25	0.59	1.18	3	1.28	0.51	1.21	3	47	0.032	After	824	37	426	50	1	4
39	20	19	0.95	95713	4785.65	1316.11	1.9	4	5037.53	2943.25	2	4	38	251.876	Before	0	38	39	50	1	4
36	19	17	0.89	50	2.63	1.57	1.32	2	2.94	2.36	1.47	3	25	0.155	After	13	38	39	50	1	4
219	110	109	0.99	481534	4377.58	1010.08	3.27	8	4417.74	2698.64	3.3	7	360	40.161	Before	0	39	219	50	1	4
77	39	38	0.97	50	1.28	0.6	1.13	2	1.32	0.66	1.16	2	44	0.034	After	316	39	219	50	1	4
462	231	231	1	1025365	4438.81	1164.91	3.32	9	4438.81	2761.99	3.32	8	766	19.216	Before	0	40	462	50	1	4
86	45	41	0.91	50	1.11	0.32	1.02	2	1.22	0.61	1.12	3	46	0.027	After	720	40	462	50	1	4
409	205	204	1	885382	4318.94	1408.47	1.72	7	4340.11	3162.64	1.73	7	353	21.171	Before	0	41	409	50	1	4
86	43	43	1	50	1.16	0.37	1.05	2	1.16	0.43	1.05	2	45	0.027	After	308	41	409	50	1	4
86	43	43	1	197944	4603.35	1171.54	1.81	5	4603.35	3175.9	1.81	5	78	107.055	Before	0	42	86	50	1	4
54	31	23	0.74	50	1.61	1.05	1.06	2	2.17	1.8	1.43	3	33	0.07	After	45	42	86	50	1	4
123	62	61	0.98	279639	4510.31	1177.17	2.26	6	4584.25	3085.37	2.3	6	140	73.939	Before	0	43	123	50	1	4
69	34	35	1.03	50	1.47	0.71	1.24	2	1.43	0.74	1.2	3	42	0.042	After	98	43	123	50	1	4
487	244	243	1	1095283	4488.86	1246.55	1.72	13	4507.34	3161.27	1.72	4	419	18.473	Before	0	44	487	50	1	4
88	45	43	0.96	50	1.11	0.32	1.07	2	1.16	0.43	1.12	3	48	0.026	After	371	44	487	50	1	4
146	73	73	1	312645	4282.81	1135.71	4.33	9	4282.81	2348.73	4.33	9	316	58.669	Before	0	45	146	50	1	4
68	35	33	0.94	50	1.43	0.7	1.31	3	1.52	0.71	1.39	3	46	0.043	After	270	45	146	50	1	4
369	185	184	0.99	817490	4418.86	1183.56	3.46	9	4442.88	2558.69	3.48	8	641	24.016	Before	0	46	369	50	1	4
88	44	44	1	50	1.14	0.41	1.05	2	1.14	0.35	1.05	2	46	0.026	After	595	46	369	50	1	4
183	92	91	0.99	407334	4427.54	1221.26	3.46	7	4476.2	2651.93	3.49	8	318	48.654	Before	0	47	183	50	1	4
70	39	31	0.79	50	1.28	0.51	1.1	2	1.61	0.88	1.39	3	43	0.041	After	275	47	183	50	1	4
244	122	122	1	557074	4566.18	1148.46	2.5	7	4566.18	3350.71	2.5	7	305	37.428	Before	0	48	244	50	1	4
88	43	45	1.05	50	1.16	0.43	1.14	3	1.11	0.38	1.09	2	49	0.026	After	256	48	244	50	1	4
408	204	204	1	911381	4467.55	1171.58	3.39	8	4467.55	2469.84	3.39	8	692	21.9	Before	0	49	408	50	1	4
83	42	41	0.98	50	1.19	0.4	1.12	2	1.22	0.47	1.15	3	47	0.029	After	645	49	408	50	1	4
339	170	169	0.99	754985	4441.09	1250.19	1.71	6	4467.37	2764.8	1.72	4	290	26.279	Before	0	50	339	50	1	4
83	43	40	0.93	50	1.16	0.37	1.02	2	1.25	0.54	1.1	2	44	0.029	After	246	50	339	50	1	4
383	192	191	0.99	837273	4360.8	1277.02	1.82	6	4383.63	3114.7	1.83	5	349	22.831	Before	0	51	383	50	1	4
82	42	40	0.95	50	1.19	0.4	1.02	2	1.25	0.44	1.07	2	43	0.03	After	306	51	383	50	1	4
451	226	225	1	1029017	4553.17	1150.13	3.22	8	4573.41	2771.84	3.23	9	727	20.236	Before	0	52	451	50	1	4
89	44	45	1.02	50	1.14	0.41	1.11	3	1.11	0.38	1.09	3	49	0.025	After	678	52	451	50	1	4
162	81	81	1	379055	4679.69	1138.02	2.41	7	4679.69	3456.89	2.41	6	195	57.774	Before	0	53	162	50	1	4
74	39	35	0.9	50	1.28	0.56	1.15	2	1.43	0.92	1.29	3	45	0.037	After	150	53	162	50	1	4
332	166	166	1	762975	4596.23	1104.96	2.49	7	4596.23	2995.38	2.49	8	413	27.688	Before	0	54	332	50	1	4
91	47	44	0.94	50	1.06	0.25	1.02	2	1.14	0.35	1.09	2	48	0.024	After	365	54	332	50	1	4
317	159	158	0.99	711500	4474.84	1196.6	3.31	9	4503.16	2765.71	3.34	11	527	28.322	Before	0	55	317	50	1	4
80	41	39	0.95	50	1.22	0.42	1.15	2	1.28	0.56	1.21	3	47	0.031	After	480	55	317	50	1	4
491	246	245	1	1134624	4612.29	1151.09	4.35	10	4631.12	2477.65	4.36	10	1069	18.826	Before	0	56	491	50	1	4
94	49	45	0.92	50	1.02	0.14	1.02	2	1.11	0.32	1.11	2	50	0.023	After	1019	56	491	50	1	4
73	37	36	0.97	161932	4376.54	1092.17	4.16	9	4498.11	2302.24	4.28	8	154	121.571	Before	0	57	73	50	1	4
48	25	23	0.92	50	2	1.04	1.64	3	2.17	1.11	1.78	4	41	0.087	After	113	57	73	50	1	4
403	202	201	1	888818	4400.09	1137.9	1.85	5	4421.98	3104.25	1.86	6	374	21.891	Before	0	58	403	50	1	4
85	45	40	0.89	50	1.11	0.32	1.02	2	1.25	0.54	1.15	2	46	0.028	After	328	58	403	50	1	4
235	118	117	0.99	545452	4622.47	1191.83	3.35	10	4661.98	2618.4	3.38	7	395	39.508	Before	0	59	235	50	1	4
80	42	38	0.9	50	1.19	0.51	1.12	2	1.32	0.53	1.24	2	47	0.031	After	348	59	235	50	1	4
142	71	71	1	327120	4607.32	1124.41	1.76	3	4607.32	3258.67	1.76	5	125	64.892	Before	0	60	142	50	1	4
64	33	31	0.94	50	1.52	0.97	1.15	2	1.61	1.05	1.23	2	38	0.049	After	87	60	142	50	1	4
56	28	28	1	125118	4468.5	1108.21	3.21	5	4468.5	3094.25	3.21	6	90	159.589	Before	0	61	56	50	1	4
43	22	21	0.95	50	2.27	1.16	1.68	3	2.38	1.77	1.76	5	37	0.108	After	53	61	56	50	1	4
330	165	165	1	754670	4573.76	1181.87	2.56	8	4573.76	2732.68	2.56	6	423	27.72	Before	0	62	330	50	1	4
83	41	42	1.02	50	1.22	0.47	1.15	2	1.19	0.45	1.12	2	47	0.029	After	376	62	330	50	1	4
467	234	233	1	1015135	4338.18	1098.87	4.1	14	4356.8	2425	4.12	9	959	18.619	Before	0	63	467	50	1	4
82	39	43	1.1	50	1.28	0.51	1.23	2	1.16	0.43	1.12	3	48	0.03	After	911	63	467	50	1	4
248	124	124	1	551680	4449.03	1217.1	2.56	6	4449.03	3086.21	2.56	8	317	35.879	Before	0	64	248	50	1	4
78	39	39	1	50	1.28	0.51	1.15	3	1.28	0.65	1.15	2	45	0.033	After	272	64	248	50	1	4
259	130	129	0.99	578235	4447.96	1108.15	3.34	10	4482.44	2786.04	3.36	9	434	34.48	Before	0	65	259	50	1	4
89	46	43	0.93	50	1.09	0.28	1.02	2	1.16	0.43	1.09	2	47	0.025	After	387	65	259	50	1	4
460	230	230	1	1046079	4548.17	1098.42	3.43	8	4548.17	2820.24	3.43	12	788	19.775	Before	0	66	460	50	1	4
88	44	44	1	50	1.14	0.35	1.09	2	1.14	0.35	1.09	2	48	0.026	After	740	66	460	50	1	4
98	49	49	1	235468	4805.47	1109.35	2.39	5	4805.47	3296.82	2.39	7	117	98.071	Before	0	67	98	50	1	4
55	28	27	0.96	50	1.79	1.17	1.25	3	1.85	1.1	1.3	3	35	0.066	After	82	67	98	50	1	4
245	123	122	0.99	583891	4747.08	1166.43	3.4	10	4785.99	2805.25	3.43	9	418	38.911	Before	0	68	245	50	1	4
75	39	36	0.92	50	1.28	0.56	1.18	2	1.39	0.93	1.28	4	46	0.036	After	372	68	245	50	1	4
323	162	161	0.99	729949	4505.86	1005.69	3.35	8	4533.84	2522.85	3.37	10	542	27.987	Before	0	69	323	50	1	4
82	43	39	0.91	50	1.16	0.43	1.05	2	1.28	0.56	1.15	2	45	0.03	After	497	69	323	50	1	4
153	77	76	0.99	353046	4585.01	1161.88	2.32	7	4645.34	3185.55	2.36	6	179	60.329	Before	0	70	153	50	1	4
74	39	35	0.9	50	1.28	0.6	1.08	2	1.43	0.7	1.2	2	42	0.037	After	137	70	153	50	1	4
462	231	231	1	1015750	4397.19	1409.19	1.71	6	4397.19	3076.18	1.71	5	394	19.035	Before	0	71	462	50	1	4
90	45	45	1	50	1.11	0.32	1.04	2	1.11	0.32	1.04	2	47	0.025	After	347	71	462	50	1	4
433	217	216	1	1004243	4627.85	1140.23	2.5	6	4649.27	2886.08	2.51	7	542	21.425	Before	0	72	433	50	1	4
90	45	45	1	50	1.11	0.32	1.04	2	1.11	0.32	1.04	2	47	0.025	After	495	72	433	50	1	4
269	135	134	0.99	631191	4675.49	1166.48	1.7	7	4710.38	3178.75	1.72	7	230	34.892	Before	0	73	269	50	1	4
81	42	39	0.93	50	1.19	0.45	1.07	2	1.28	0.51	1.15	2	45	0.031	After	185	73	269	50	1	4
56	28	28	1	137141	4897.89	1004.69	2.89	5	4897.89	2497.32	2.89	6	81	174.925	Before	0	74	56	50	1	4
41	20	21	1.05	50	2.5	1.05	1.8	3	2.38	1.36	1.71	4	36	0.119	After	45	74	56	50	1	4
304	152	152	1	660429	4344.93	1313.96	1.72	6	4344.93	2809.57	1.72	5	261	28.585	Before	0	75	304	50	1	4
73	39	34	0.87	50	1.28	0.46	1.05	2	1.47	0.71	1.21	3	41	0.038	After	220	75	304	50	1	4
273	137	136	0.99	601273	4388.85	1216.68	1.82	5	4421.12	3081.21	1.84	5	250	32.271	Before	0	76	273	50	1	4
85	44	41	0.93	50	1.14	0.46	1.05	2	1.22	0.42	1.12	2	46	0.028	After	204	76	273	50	1	4
329	165	164	0.99	718318	4353.44	1417.44	1.65	5	4379.99	3031.62	1.66	4	272	26.545	Before	0	77	329	50	1	4
85	42	43	1.02	50	1.19	0.51	1.07	2	1.16	0.43	1.05	2	45	0.028	After	227	77	329	50	1	4
123	62	61	0.98	284811	4593.73	1050.14	4.37	10	4669.03	2430.72	4.44	9	271	75.307	Before	0	78	123	50	1	4
65	34	31	0.91	50	1.47	0.66	1.29	3	1.61	0.99	1.42	3	44	0.047	After	227	78	123	50	1	4
199	100	99	0.99	434813	4348.13	1266.53	1.74	5	4392.05	3414.44	1.76	5	174	43.921	Before	0	79	199	50	1	4
75	37	38	1.03	50	1.35	0.72	1.16	4	1.32	0.57	1.13	2	43	0.036	After	131	79	199	50	1	4
114	57	57	1	258838	4541.02	1089.78	2.61	7	4541.02	2711.26	2.61	6	149	79.667	Before	0	80	114	50	1	4
61	33	28	0.85	50	1.52	0.83	1.15	2	1.79	0.83	1.36	2	38	0.054	After	111	80	114	50	1	4
267	134	133	0.99	614709	4587.38	1164.35	2.54	6	4621.87	3052.41	2.56	7	341	34.492	Before	0	81	267	50	1	4
83	42	41	0.98	50	1.19	0.45	1.1	2	1.22	0.52	1.12	2	46	0.029	After	295	81	267	50	1	4
314	157	157	1	686023	4369.57	1163.46	1.74	6	4369.57	3066.75	1.74	5	273	27.832	Before	0	82	314	50	1	4
89	45	44	0.98	50	1.11	0.38	1.02	2	1.14	0.41	1.05	2	46	0.025	After	227	82	314	50	1	4
261	131	130	0.99	597457	4560.74	1175.79	4.09	10	4595.82	2703.56	4.12	9	536	35.083	Before	0	83	261	50	1	4
77	40	37	0.92	50	1.25	0.54	1.15	2	1.35	0.54	1.24	3	46	0.034	After	490	83	261	50	1	4
446	223	223	1	973047	4363.44	1315.59	1.83	5	4363.44	2961.51	1.83	5	407	19.567	Before	0	84	446	50	1	4
85	43	42	0.98	50	1.16	0.37	1.05	2	1.19	0.4	1.07	2	45	0.028	After	362	84	446	50	1	4
335	168	167	0.99	783900	4666.07	1148.74	2.59	7	4694.01	3186.73	2.6	7	435	27.941	Before	0	85	335	50	1	4
88	47	41	0.87	50	1.06	0.25	1.02	2	1.22	0.57	1.17	3	48	0.026	After	387	85	335	50	1	4
88	44	44	1	200959	4567.25	1061.3	3.14	7	4567.25	2458.72	3.14	6	138	103.801	Before	0	86	88	50	1	4
57	30	27	0.9	50	1.67	0.8	1.37	2	1.85	1.13	1.52	3	41	0.062	After	97	86	88	50	1	4
242	121	121	1	543603	4492.59	1184.33	3.42	9	4492.59	2825.15	3.42	8	414	37.129	Before	0	87	242	50	1	4
79	40	39	0.98	50	1.25	0.54	1.1	2	1.28	0.51	1.13	2	44	0.032	After	370	87	242	50	1	4
206	103	103	1	438136	4253.75	1204.05	2.65	6	4253.75	2760.09	2.65	7	273	41.299	Before	0	88	206	50	1	4
75	41	34	0.83	50	1.22	0.57	1.07	2	1.47	0.86	1.29	4	44	0.036	After	229	88	206	50	1	4
118	59	59	1	264489	4482.86	1180.93	3.24	8	4482.86	2886.43	3.24	9	191	75.981	Before	0	89	118	50	1	4
66	36	30	0.83	50	1.39	0.73	1.25	4	1.67	0.92	1.5	4	45	0.046	After	146	89	118	50	1	4
203	102	101	0.99	473185	4639.07	1247.59	1.78	7	4685	3603.27	1.8	4	182	45.931	Before	0	90	203	50	1	4
75	40	35	0.88	50	1.25	0.49	1.05	2	1.43	0.65	1.2	2	42	0.036	After	140	90	203	50	1	4
313	157	156	0.99	707136	4504.05	1259.33	4.3	11	4532.92	2566.31	4.33	11	675	28.872	Before	0	91	313	50	1	4
85	43	42	0.98	50	1.16	0.43	1.12	3	1.19	0.4	1.14	2	48	0.028	After	627	91	313	50	1	4
231	116	115	0.99	517894	4464.6	1143.27	4.18	9	4503.43	2577.5	4.22	11	485	38.823	Before	0	92	231	50	1	4
79	38	41	1.08	50	1.32	0.53	1.24	2	1.22	0.52	1.15	3	47	0.032	After	438	92	231	50	1	4
495	248	247	1	1081166	4359.54	1260.61	1.74	10	4377.19	3272.46	1.74	5	431	17.65	Before	0	93	495	50	1	4
88	44	44	1	50	1.14	0.35	1.05	2	1.14	0.35	1.05	2	46	0.026	After	385	93	495	50	1	4
121	61	60	0.98	287568	4714.23	1031.76	3.02	8	4792.8	2771.33	3.07	7	184	78.57	Before	0	94	121	50	1	4
62	31	31	1	50	1.61	0.95	1.26	3	1.61	1.02	1.26	2	39	0.052	After	145	94	121	50	1	4
470	235	235	1	1040601	4428.09	1154.08	3.29	9	4428.09	2638.49	3.29	11	774	18.843	Before	0	95	470	50	1	4
90	45	45	1	50	1.11	0.32	1.04	2	1.11	0.38	1.04	2	47	0.025	After	727	95	470	50	1	4
486	243	243	1	1084017	4460.98	1231.99	4.37	11	4460.98	2447.15	4.37	10	1062	18.358	Before	0	96	486	50	1	4
89	45	44	0.98	50	1.11	0.32	1.07	2	1.14	0.35	1.09	2	48	0.025	After	1014	96	486	50	1	4
485	243	242	1	1121150	4613.79	1130.99	4.21	11	4632.85	2526.16	4.23	10	1023	19.065	Before	0	97	485	50	1	4
89	47	42	0.89	50	1.06	0.25	1.04	2	1.19	0.45	1.17	3	49	0.025	After	974	97	485	50	1	4
472	236	236	1	1058387	4484.69	1145.09	4.28	10	4484.69	2481.6	4.28	10	1011	19.003	Before	0	98	472	50	1	4
88	44	44	1	50	1.14	0.35	1.07	2	1.14	0.35	1.07	2	47	0.026	After	964	98	472	50	1	4
287	144	143	0.99	663758	4609.43	1336.95	2.37	6	4641.66	3236.73	2.38	8	341	32.234	Before	0	99	287	50	1	4
84	44	40	0.91	50	1.14	0.35	1.07	2	1.25	0.49	1.18	2	47	0.028	After	294	99	287	50	1	4
428	214	214	1	910849	4256.3	1374.61	1.73	10	4256.3	2878.63	1.73	5	371	19.889	Before	0	100	428	50	1	4
87	44	43	0.98	50	1.14	0.35	1.07	2	1.16	0.43	1.09	2	47	0.026	After	324	100	428	50	1	4
