Species	chao	chao.se	jack1	jack1.se	jack2	boot	boot.se	n	true_n	true_off	errors	type_a	type_b	mat_sim_iter
63	107.2225	19.2952087742171	100.24	7.48967289005334	121.673469387755	79.2545558766273	3.2865165978898	50	100	327655	No	0.02	0.002	23
72	121.928421052632	20.192904251882	115.12	9.44974073718427	139.492244897959	90.8292313377161	4.46131039655999	50	100	327655	Yes	0.02	0.002	23
64	139.500833333333	32.8755178252768	106.14	7.92825327546995	136.135102040816	81.4467168006837	3.43252467802288	50	100	292192	No	0.02	0.002	24
73	174.92	41.2313667006079	123.96	10.9772856389911	161.654693877551	93.8087989884291	4.84284653738434	50	100	292192	Yes	0.02	0.002	24
56	126.805	35.8786726778598	89.32	7.09179807947181	114.436734693878	69.8556747373661	3.13043734898927	50	100	303740	No	0.02	0.002	25
61	173	56.1996441269871	100.2	8.69804575752508	132.017142857143	76.9108070243668	3.84143666701302	50	100	303740	Yes	0.02	0.002	25
62	140.4	36.162300811757	101.2	7.61682348489185	130.195918367347	78.3097084046226	3.27821357179281	50	100	313327	No	0.02	0.002	26
72	126.0225	22.6797303586402	113.16	9.34755583026921	138.433469387755	89.8884724289462	4.29546777397777	50	100	313327	Yes	0.02	0.002	26
62	129.753636363636	30.917681325699	100.22	8.05578053325685	127.315510204082	78.0857372186821	3.54297392481272	50	100	310775	No	0.02	0.002	27
67	153.24	37.9273410615614	110.12	9.44974073718427	142.015510204082	84.9364498698465	4.14934302152278	50	100	310775	Yes	0.02	0.002	27
56	78.5976470588235	11.2065435800155	83.44	6.21700892712886	94.3330612244898	68.7736778209419	2.99557236953823	50	100	319787	No	0.02	0.002	28
66	105.308888888889	16.9647916287486	103.24	9.35174849961225	122.792653061224	82.5297939395032	4.3789726046308	50	100	319787	Yes	0.02	0.002	28
54	79.515	12.9793215346566	80.46	6.7476514432801	93.2142857142857	66.0806479626812	3.23565026714904	50	100	314499	No	0.02	0.002	29
59	83.2405882352941	11.8260210435622	87.42	7.69490740685033	99.2730612244898	72.1986447034216	4.06316390284675	50	100	314499	Yes	0.02	0.002	29
58	75.4618181818182	8.65337473851323	85.44	6.21700892712886	91.6310204081633	71.3169788595988	3.18616218958133	50	100	304611	No	0.02	0.002	30
63	80.1704166666667	8.37376779950409	91.42	6.13608996022712	96.6902040816326	77.0017173291225	3.53426200055578	50	100	304611	Yes	0.02	0.002	30
57	79.8938888888889	11.1492620406047	85.42	6.59784813405098	96.3326530612245	70.2419541180947	3.28488466925382	50	100	308860	No	0.02	0.002	31
66	91.7472727272727	11.5702602851174	99.32	8.7048032717575	111.271020408163	81.6122099433473	4.4830826273789	50	100	308860	Yes	0.02	0.002	31
63	115.266666666667	22.529256698955	102.2	7.48705549598773	126.49387755102	79.7731914805747	3.30114995765834	50	100	319992	No	0.02	0.002	32
73	145.058823529412	28.1584161009324	122	10.7079409785448	154.01306122449	93.5839984153685	4.76677695594314	50	100	319992	Yes	0.02	0.002	32
58	106.51	23.4025190951743	90.34	6.59190412551639	111.675510204082	72.0109321413852	3.01111837755391	50	100	304052	No	0.02	0.002	33
63	137.529	34.6364816356974	101.22	8.97639125706985	129.255918367347	79.0660644283859	4.01491239063471	50	100	304052	Yes	0.02	0.002	33
59	83.7836842105263	11.677638675508	89.38	6.44456360043099	101.272244897959	73.0651612458547	3.10566623211965	50	100	314710	No	0.02	0.002	34
64	101.267222222222	16.2656331770667	100.26	8.17892413462798	118.852653061224	80.1202935328554	3.86816411534402	50	100	314710	Yes	0.02	0.002	34
62	85.2004347826087	10.5757604225339	94.34	7.16192711496005	104.390612244898	77.2069158511638	3.31497820871572	50	100	296867	No	0.02	0.002	35
62	85.2004347826087	10.5757604225339	94.34	7.16192711496005	104.390612244898	77.2069158511638	3.31497820871572	50	100	296867	Yes	0.02	0.002	35
63	107.720666666667	19.8559659779754	99.26	7.29210532013903	120.67387755102	78.9212030582219	3.33620573907704	50	100	305705	No	0.02	0.002	36
67	121.912666666667	23.4547406065068	107.18	8.75307945811073	132.43387755102	84.3778817785704	4.03095012338716	50	100	305705	Yes	0.02	0.002	36
66	120.0225	22.6797303586402	107.16	7.6142497988968	132.433469387755	83.6762165710396	3.36693910510839	50	100	305667	No	0.02	0.002	37
71	112.16	16.8279767054747	112.16	7.6142497988968	132.731428571429	89.3853740401075	3.77393015893192	50	100	305667	Yes	0.02	0.002	37
59	109.020833333333	23.33410046482	93.3	7.15918989830553	115.615102040816	73.7383188906066	3.22474777223233	50	100	327095	No	0.02	0.002	38
69	108.2	16.422423694449	108.2	8.69804575752508	127.791836734694	86.4622614595363	4.32506262759105	50	100	327095	Yes	0.02	0.002	38
63	120.33	25.4412204895913	101.22	7.42264103941447	126.434693877551	79.3300423298943	3.33168576352194	50	100	329181	No	0.02	0.002	39
68	150.6875	35.4994250613654	112.1	9.50042104330119	144.015102040816	86.385174616895	4.21640191714644	50	100	329181	Yes	0.02	0.002	39
55	77.8938888888889	11.1492620406047	83.42	6.29377470203693	94.3326530612245	68.1060109944674	3.10364106785327	50	100	316006	No	0.02	0.002	40
65	106.405	17.6771387594888	103.22	9.40295698171591	123.732653061224	81.7776866582114	4.3282480601011	50	100	316006	Yes	0.02	0.002	40
56	75.845	10.0034200401663	82.46	5.97752457125857	91.4526530612245	68.5497066350013	3.02627326693961	50	100	323621	No	0.02	0.002	41
66	81.2625925925926	7.48470661888337	94.42	6.29377470203693	96.8689795918367	80.4315516610421	3.86773502675857	50	100	323621	Yes	0.02	0.002	41
59	111.92	24.4431340052785	94.28	7.36032607973315	117.555102040816	73.9583262424665	3.22992588521743	50	100	305323	No	0.02	0.002	42
67	108.405	17.6771387594888	105.22	8.5285168698901	125.732653061224	83.7848193172993	4.31246298421726	50	100	305323	Yes	0.02	0.002	42
58	93.574	16.5328880235729	90.34	6.44152155938331	107.91387755102	72.2492469564192	3.04509630292283	50	100	329080	No	0.02	0.002	43
58	93.574	16.5328880235729	90.34	6.44152155938331	107.91387755102	72.2492469564192	3.04509630292283	50	100	329080	Yes	0.02	0.002	43
60	95.4025	16.1612955975264	93.32	7.36298852369064	110.913469387755	74.8133436321107	3.37003519605278	50	100	323910	No	0.02	0.002	44
70	103.5405	14.5398284038189	106.26	8.05821320144857	122.971836734694	86.5613880261424	4.19208304154318	50	100	323910	Yes	0.02	0.002	44
58	110.92	24.4431340052785	93.28	7.22595322431581	116.555102040816	72.8888917976886	3.18692273223604	50	100	321710	No	0.02	0.002	45
66	123.33	25.4412204895913	104.22	8.5285168698901	129.434693877551	82.3224737884437	3.89634698973023	50	100	321710	Yes	0.02	0.002	45
59	85.1605555555556	12.3485942126824	89.38	5.97096307139811	102.212653061224	72.9909188795179	3.01669320007018	50	100	289148	No	0.02	0.002	46
59	85.1605555555556	12.3485942126824	89.38	5.97096307139811	102.212653061224	72.9909188795179	3.01669320007018	50	100	289148	Yes	0.02	0.002	46
64	110.117647058824	19.5936077506295	103.2	7.48705549598773	125.61306122449	80.9623910757444	3.29657467835061	50	100	306843	No	0.02	0.002	47
73	142.205294117647	27.2378836322295	121.02	9.7004948327392	152.07306122449	93.2697824472573	4.34242876599217	50	100	306843	Yes	0.02	0.002	47
63	141.578181818182	35.0421130863526	104.16	8.11275538889224	134.135510204082	80.0175436037397	3.46241733150427	50	100	306682	No	0.02	0.002	48
68	135.76	28.5152590729946	111.12	8.91614266373077	140.194285714286	86.13554034448	4.21444155373061	50	100	306682	Yes	0.02	0.002	48
58	89.36	14.6886622944365	89.36	6.51865016702078	105.033469387755	72.0516617042394	3.11301626750726	50	100	343942	No	0.02	0.002	49
58	89.36	14.6886622944365	89.36	6.51865016702078	105.033469387755	72.0516617042394	3.11301626750726	50	100	343942	Yes	0.02	0.002	49
60	120.982727272727	28.3038230752699	96.26	7.68471209610354	121.435510204082	75.3172209071544	3.41037618095064	50	100	295796	No	0.02	0.002	50
71	161.200833333333	38.2185612635781	117.06	9.80299954095684	150.895102040816	90.0888035015476	4.48297914902903	50	100	295796	Yes	0.02	0.002	50
60	87.8755555555556	12.9682549198146	91.36	6.81269403393401	105.152653061224	74.3849528103339	3.22640179451394	50	100	298499	No	0.02	0.002	51
64	94.0125	13.3413973335817	98.3	7.68726219144371	113.091836734694	79.6919027110786	3.7546478237441	50	100	298499	Yes	0.02	0.002	51
63	137.880909090909	33.6401686311124	103.18	8.52621838800766	132.195510204082	79.7584331516711	3.64746268985601	50	100	333887	No	0.02	0.002	52
67	121.912666666667	23.4547406065068	107.18	8.41049344569033	132.43387755102	84.2779763257592	3.9774926081849	50	100	333887	Yes	0.02	0.002	52
55	82.44	13.7399854439515	82.44	6.67317016117527	96.1542857142857	67.4746818934972	3.16792411887416	50	100	313317	No	0.02	0.002	53
60	85.9411764705882	12.460020331276	89.4	6.81557040899733	102.21306122449	73.5926786342376	3.59379706549849	50	100	313317	Yes	0.02	0.002	53
58	87.430625	13.9759983160654	88.38	6.44456360043099	103.093469387755	71.7466137683057	3.06382238772695	50	100	319141	No	0.02	0.002	54
70	96.9733333333333	12.1331965804259	103.32	6.80981644392857	116.211428571429	85.699738933149	3.68409088425687	50	100	319141	Yes	0.02	0.002	54
63	94.752	13.9349392248406	98.28	7.74947740173491	114.031836734694	78.9355466873154	3.5132710100754	50	100	349452	No	0.02	0.002	55
75	126.543333333333	20.1036564759673	121.06	9.90246433974897	146.431428571429	95.1011632125246	4.7024200846793	50	100	349452	Yes	0.02	0.002	55
58	96.5969230769231	18.4229820654499	89.36	6.95505571508956	107.854693877551	71.8612033217814	3.24414293318811	50	100	321406	No	0.02	0.002	56
63	121.963333333333	26.7329754928946	100.24	8.58692028610957	125.435102040816	78.9163356087821	3.92176237108162	50	100	321406	Yes	0.02	0.002	56
56	80.2405882352941	11.8260210435622	84.42	6.59784813405098	96.2730612244898	69.0591742067712	3.18651226822396	50	100	298573	No	0.02	0.002	57
61	98.515625	16.9212218717736	95.3	8.30024096035772	113.853469387755	76.1143064937719	3.88138484330535	50	100	298573	Yes	0.02	0.002	57
57	75.2933333333333	9.05734160982333	84.44	6.21700892712886	91.5714285714286	70.1664676648277	3.08535528264668	50	100	336013	No	0.02	0.002	58
61	74.7388461538462	6.9973226530982	87.46	5.97752457125857	88.929387755102	74.4620396529753	3.44383712531609	50	100	336013	Yes	0.02	0.002	58
61	82.4040909090909	10.0669072421406	91.38	6.88566627132045	100.451020408163	75.4795291019424	3.30191427285842	50	100	288644	No	0.02	0.002	59
66	93.6104347826087	12.0606589825467	101.28	8.47433773223607	114.210612244898	82.3849325693393	3.95379975924086	50	100	288644	Yes	0.02	0.002	59
61	111.54	22.4022811338488	98.24	8.11758584802156	121.554285714286	76.9017132204284	3.57098731001768	50	100	330403	No	0.02	0.002	60
61	111.54	22.4022811338488	98.24	8.11758584802156	121.554285714286	76.9017132204284	3.57098731001768	50	100	330403	Yes	0.02	0.002	60
52	81.7675	15.3259316091225	78.46	6.45064337876463	93.0951020408163	63.7669084066911	3.09401383597095	50	100	316876	No	0.02	0.002	61
62	97.574	16.5328880235729	94.34	8.18371553757827	111.91387755102	76.3570503436117	4.03747955222708	50	100	316876	Yes	0.02	0.002	61
55	82.44	13.7399854439515	82.44	5.72461352407304	96.1542857142857	67.4746818934972	2.78982701855957	50	100	304121	No	0.02	0.002	62
60	82.8938888888889	11.1492620406047	88.42	5.80789118355363	99.3326530612245	73.3882589984014	3.30627199727829	50	100	304121	Yes	0.02	0.002	62
58	89.36	14.6886622944365	89.36	7.09456129721916	105.033469387755	72.0448273205831	3.30687273843623	50	100	332660	No	0.02	0.002	63
67	83.2375862068966	7.70388380278467	97.38	7.02654965114458	99.8681632653061	82.2331807766002	4.11841766335737	50	100	332660	Yes	0.02	0.002	63
57	78.3422222222222	10.5696410244369	84.44	5.89331825035777	94.3926530612245	69.9437405658173	2.94618199687724	50	100	315870	No	0.02	0.002	64
65	104.459411764706	17.3025868824035	101.26	9.50866972820068	120.79306122449	81.0615176423505	4.42737445556714	50	100	315870	Yes	0.02	0.002	64
55	91.2223076923077	17.5056320386432	85.38	7.43319581337664	102.914693877551	68.3278625625139	3.40149564158474	50	100	333959	No	0.02	0.002	65
64	105.925625	18.4881961610656	100.26	9.40504120139832	120.733469387755	79.9025380236028	4.51348598920266	50	100	333959	Yes	0.02	0.002	65
57	77.2189473684211	10.0067915470758	84.44	6.0573261427795	93.4522448979592	70.0179829321541	2.96686727180725	50	100	341251	No	0.02	0.002	66
67	108.405	17.6771387594888	105.22	9.40295698171591	125.732653061224	83.9238278703192	4.39076612321284	50	100	341251	Yes	0.02	0.002	66
55	84.4	14.2222361111043	84.4	6.81557040899733	99.0938775510204	68.0866967140756	3.2723490543244	50	100	298117	No	0.02	0.002	67
55	84.4	14.2222361111043	84.4	6.81557040899733	99.0938775510204	68.0866967140756	3.2723490543244	50	100	298117	Yes	0.02	0.002	67
64	120	24.3639077325457	103.2	7.61682348489185	128.434285714286	80.7787670769427	3.33478722750684	50	100	292924	No	0.02	0.002	68
72	128.625625	23.5649091363098	114.14	8.86212164213514	140.373469387755	90.1475828810148	3.97013366248018	50	100	292924	Yes	0.02	0.002	68
60	106.173076923077	21.3030805093959	94.3	6.87997093017114	115.674693877551	74.8888300853777	3.20105981862429	50	100	302436	No	0.02	0.002	69
60	106.173076923077	21.3030805093959	94.3	6.87997093017114	115.674693877551	74.8888300853777	3.20105981862429	50	100	302436	Yes	0.02	0.002	69
56	92.2223076923077	17.5056320386432	86.38	7.02654965114458	103.914693877551	69.3586318459788	3.28566791612965	50	100	302170	No	0.02	0.002	70
61	106.36	20.516841862236	96.28	8.58920252409966	117.674285714286	76.2640353133757	3.92161755353493	50	100	302170	Yes	0.02	0.002	70
62	95.3472222222222	14.906945946964	96.3	6.87997093017114	112.972653061224	77.4321311240346	3.16465588656851	50	100	301494	No	0.02	0.002	71
71	129.367647058824	23.6979258136428	115.1	9.80499872514015	142.31306122449	89.9439421313837	4.39416520272215	50	100	301494	Yes	0.02	0.002	71
57	95.115	17.8318363468264	89.34	6.88281918983784	107.854285714286	71.0664670450958	3.1945069212405	50	100	309001	No	0.02	0.002	72
69	145.326923076923	32.2848902522231	113.1	9.39670154894791	144.074693877551	87.3818123899088	4.38179584901725	50	100	309001	Yes	0.02	0.002	72
56	77.3422222222222	10.5696410244369	83.44	6.0573261427795	93.3926530612245	68.854754570935	2.98279966329921	50	100	322108	No	0.02	0.002	73
64	90.1605555555556	12.3485942126824	94.38	7.69235984597705	107.212653061224	78.2336457454578	3.86316146275877	50	100	322108	Yes	0.02	0.002	73
62	109.170666666667	20.7298545534552	99.24	7.99594897432444	121.61387755102	78.0649415816475	3.56501485307063	50	100	305005	No	0.02	0.002	74
62	109.170666666667	20.7298545534552	99.24	7.99594897432444	121.61387755102	78.0649415816475	3.56501485307063	50	100	305005	Yes	0.02	0.002	74
64	107.840588235294	18.8156095108829	102.22	7.80868746973523	123.67306122449	80.7032806236757	3.47899072091721	50	100	318225	No	0.02	0.002	75
64	107.840588235294	18.8156095108829	102.22	7.80868746973523	123.67306122449	80.7032806236757	3.47899072091721	50	100	318225	Yes	0.02	0.002	75
55	69.112	7.56709000871537	78.52	5.89996610159753	82.7518367346939	66.7468334325129	3.01708444097169	50	100	306541	No	0.02	0.002	76
60	72.25	6.50096146735235	84.5	5.98080262172227	84.9897959183673	72.7151013536495	3.35486114336062	50	100	306541	Yes	0.02	0.002	76
58	98.46	18.7077256768427	91.32	7.36298852369064	110.794285714286	72.5064384597769	3.39170842509107	50	100	327739	No	0.02	0.002	77
63	123.307692307692	26.5288534189335	102.2	8.92053810036144	128.374693877551	79.5615707467776	4.10356144758146	50	100	327739	Yes	0.02	0.002	77
64	103.308888888889	16.9647916287486	101.24	7.22324027012808	120.792653061224	80.4793094377352	3.23013104080165	50	100	325317	No	0.02	0.002	78
64	103.308888888889	16.9647916287486	101.24	7.22324027012808	120.792653061224	80.4793094377352	3.23013104080165	50	100	325317	Yes	0.02	0.002	78
57	86.435	14.5199238117836	85.42	6.59784813405098	100.094285714286	69.9840877529562	3.1375111818849	50	100	346304	No	0.02	0.002	79
66	113.170666666667	20.7298545534552	103.24	9.55903760846248	125.61387755102	82.3461699407016	4.52243851758518	50	100	346304	Yes	0.02	0.002	79
62	91.8126315789474	13.4593868048388	95.32	6.66435293183067	110.092244897959	77.2277114881984	3.16341603300381	50	100	310111	No	0.02	0.002	80
70	115.492631578947	18.7488848223551	111.16	9.55493589722087	133.612244897959	88.1410689288953	4.49486335219462	50	100	310111	Yes	0.02	0.002	80
56	87.3926666666667	14.9751081178314	86.38	6.44456360043099	102.03387755102	69.487565028548	3.04817050061247	50	100	309929	No	0.02	0.002	81
67	129.1075	27.913749384264	105.22	9.1921488238605	131.375102040816	83.2636978979388	4.24227641650889	50	100	309929	Yes	0.02	0.002	81
57	95.5969230769231	18.4229820654499	88.36	7.09456129721916	106.854693877551	70.726279843034	3.25674971265471	50	100	310959	No	0.02	0.002	82
64	93.435	14.5199238117836	92.42	6.59784813405098	107.094285714286	77.1119046338835	3.30065803231573	50	100	310959	Yes	0.02	0.002	82
60	88.0847368421053	12.8531856023438	92.34	6.73893166607289	106.152244897959	74.7183056287393	3.22981855206614	50	100	328691	No	0.02	0.002	83
65	106.405	17.6771387594888	103.22	9.08491056642827	123.732653061224	81.77343791574	4.1708364804245	50	100	328691	Yes	0.02	0.002	83
61	86.088	11.6290307076729	92.36	6.81269403393401	104.271836734694	75.6292579215462	3.25856018925411	50	100	316905	No	0.02	0.002	84
69	108.2	16.422423694449	108.2	10.4391570540921	127.791836734694	86.5426153622431	4.82352938340702	50	100	316905	Yes	0.02	0.002	84
55	68.44	7.22130182169392	78.52	5.89996610159753	81.8114285714286	66.8406273489541	3.04139271816547	50	100	284697	No	0.02	0.002	85
64	82.375	8.80125612483809	93.4	8.36492677792221	99.6302040816327	78.4153028100429	4.35284240673305	50	100	284697	Yes	0.02	0.002	85
60	115.900833333333	25.5760982180213	96.26	7.15645163471395	120.495102040816	75.3523601732825	3.24557214650272	50	100	329271	No	0.02	0.002	86
65	109.2225	19.2952087742171	102.24	7.22324027012808	123.673469387755	81.2659372781866	3.65418388316664	50	100	329271	Yes	0.02	0.002	86
59	85.1605555555556	12.3485942126824	89.38	6.59487679945577	102.212653061224	73.0104704296223	3.14107483897821	50	100	316880	No	0.02	0.002	87
69	110.621176470588	18.0519308961107	106.24	8.47202455142807	126.73306122449	85.6409595536819	4.02745503079603	50	100	316880	Yes	0.02	0.002	87
57	78.6889473684211	10.5513785738647	85.42	6.29377470203693	95.3922448979592	70.2966449343271	3.03624648897426	50	100	317059	No	0.02	0.002	88
61	86.088	11.6290307076729	92.36	7.36565000526091	104.271836734694	75.5489040188394	3.64849336345914	50	100	317059	Yes	0.02	0.002	88
59	79.0454545454545	9.58572085591758	88.4	6.3696153730033	96.5110204081633	72.9896747925877	3.09339949165392	50	100	317856	No	0.02	0.002	89
69	106.440454545455	15.4245856933353	109.18	9.50454628059646	127.851020408163	86.9502105469853	4.48503984940084	50	100	317856	Yes	0.02	0.002	89
60	99.69	17.6968614802173	95.28	7.08903378465641	114.793469387755	75.4062216023949	3.30348575806771	50	100	313556	No	0.02	0.002	90
65	95.24	13.2435644748685	100.28	7.08903378465641	115.091428571429	81.0671079390766	3.61965187329298	50	100	313556	Yes	0.02	0.002	90
55	73.4022222222222	9.45062910063691	80.48	5.89664311282275	88.5126530612245	67.1752242542897	2.93742424378374	50	100	297608	No	0.02	0.002	91
55	73.4022222222222	9.45062910063691	80.48	5.89664311282275	88.5126530612245	67.1752242542897	2.93742424378374	50	100	297608	Yes	0.02	0.002	91
58	79.6889473684211	10.5513785738647	86.42	6.88851217607982	96.3922448979592	71.3924653128658	3.40888348230233	50	100	302566	No	0.02	0.002	92
63	91.322	12.7592197331969	96.32	8.47665028180354	110.151836734694	78.2978687802626	4.05247476198897	50	100	302566	Yes	0.02	0.002	92
60	97.515625	16.9212218717736	94.3	7.2947926632633	112.853469387755	75.0724540841793	3.28065780255889	50	100	303129	No	0.02	0.002	93
69	135.489230769231	28.7677320370305	110.16	8.91834065283447	138.254693877551	86.4586380970267	4.00410197263266	50	100	303129	Yes	0.02	0.002	93
60	81	10.0399203184089	89.4	6.3696153730033	98.4514285714286	74.030804354894	3.11730339720986	50	100	294937	No	0.02	0.002	94
65	96.752	13.9349392248406	100.28	8.12	116.031836734694	81.0859366418946	3.80784291649001	50	100	294937	Yes	0.02	0.002	94
59	85.1605555555556	12.3485942126824	89.38	7.16466328587743	102.212653061224	72.9909188795179	3.31517421212427	50	100	335589	No	0.02	0.002	95
67	106.69	17.6968614802173	102.28	8.58920252409966	121.793469387755	82.7786493257131	4.09356778349366	50	100	335589	Yes	0.02	0.002	95
62	82.9066666666667	9.68270546826584	93.36	6.36653752050516	101.510204081633	77.0024962153276	3.17491669331182	50	100	315265	No	0.02	0.002	96
62	82.9066666666667	9.68270546826584	93.36	6.36653752050516	101.510204081633	77.0024962153276	3.17491669331182	50	100	315265	Yes	0.02	0.002	96
58	100.875	19.6027341842917	92.3	7.93813580130751	112.734285714286	72.7678825603667	3.51484345201021	50	100	312302	No	0.02	0.002	97
67	108.263157894737	17.3534158299763	106.2	8.92053810036144	126.732244897959	84.1928292018517	4.15473131188358	50	100	312302	Yes	0.02	0.002	97
