Species	chao	chao.se	jack1	jack1.se	jack2	boot	boot.se	n	true_n	true_off	errors	type_a	type_b	mat_sim_iter
97	97.12475	0.436910620865412	97.998	0.998	95.0179839679359	98.3368428005344	1.14565748997246	500	100	311086	No	0.02	0.002	76
107	107.12475	0.436910620865412	107.998	0.998	105.017983967936	108.369587954753	1.20318189964975	500	100	311086	Yes	0.02	0.002	76
98	101.11875	3.65125754235784	102.99	2.64121562921318	103.993983967936	100.708010691671	1.63615061708654	500	100	312293	No	0.02	0.002	77
112	116.075166666667	4.04137377690181	118.986	3.3111973665126	119.993975951904	115.73947760746	2.02344985471127	500	100	312293	Yes	0.02	0.002	77
99	100.497	2.28735983177112	101.994	1.72858670595374	101.999987975952	100.973604708083	1.26078005432228	500	100	328605	No	0.02	0.002	78
111	111.7485	1.26050718958679	113.994	1.72858670595374	111.017975951904	113.366918878226	1.46834014284128	500	100	328605	Yes	0.02	0.002	78
99	101.2455	3.38964041234465	101.994	1.72858670595374	102.993991983968	100.814248766388	1.18968678615612	500	100	327841	No	0.02	0.002	79
110	113.992	5.28167549173555	113.992	2.44540712356859	115.987991983968	112.184668085016	1.45395598558881	500	100	327841	Yes	0.02	0.002	79
100	103.992	5.28167549173555	103.992	1.996	105.987991983968	102.080808796896	1.24498463853323	500	100	303715	No	0.02	0.002	80
112	115.992	5.28167549173555	115.992	1.996	117.987991983968	114.145247584557	1.29518028771717	500	100	303715	Yes	0.02	0.002	80
99	99.561375	1.01042413066401	101.994	1.72858670595374	97.0299679358717	101.581431696971	1.4969925081254	500	100	326375	No	0.02	0.002	81
109	109.561375	1.01042413066401	111.994	1.72858670595374	107.029967935872	111.589436511927	1.50069617720201	500	100	326375	Yes	0.02	0.002	81
99	99.1663333333333	0.534997853924391	99.998	0.998	98.0119879759519	100.327960874404	1.04984586146524	500	100	304918	No	0.02	0.002	82
111	111.12475	0.436910620865412	111.998	0.998	109.017983967936	112.50042086178	1.16578608813352	500	100	304918	Yes	0.02	0.002	82
99	104.988	6.46870497085777	104.988	2.44459076329761	107.981987975952	102.172410377535	1.56018826805876	500	100	299926	No	0.02	0.002	83
111	113.994	3.23481529611816	116.988	2.44459076329761	116.999975951904	114.534082715784	1.72516840365364	500	100	299926	Yes	0.02	0.002	83
96	96	0	96	0	94.0119919839679	96.7597902643497	0.843855478965518	500	100	319165	No	0.02	0.002	84
108	108.998	1.86762148199254	109.996	1.99699974962442	109.999991983968	109.532468942526	1.31171220058825	500	100	319165	Yes	0.02	0.002	84
95	96.996	2.64121562921318	98.992	1.996	98.9999839679359	97.3857562209718	1.32059650081563	500	100	292307	No	0.02	0.002	85
109	111.495	2.95296884507778	113.99	2.23159584154479	113.99997995992	112.027143346638	1.59214166005436	500	100	292307	Yes	0.02	0.002	85
99	99.0998	0.376340494765046	99.998	0.998	96.0239799599198	100.456599478033	1.13374639449409	500	100	317890	No	0.02	0.002	86
108	108	0	108	0	103.02997995992	109.093712363652	1.03173810362085	500	100	317890	Yes	0.02	0.002	86
98	99.12275	1.76596960353937	100.994	1.72858670595374	100.005983967936	100.06813131742	1.3134588856044	500	100	319391	No	0.02	0.002	87
108	109.12275	1.76596960353937	110.994	1.72858670595374	110.005983967936	110.115803057582	1.3513928141742	500	100	319391	Yes	0.02	0.002	87
96	98.495	2.95296884507778	100.99	2.23159584154479	100.99997995992	98.7884931549435	1.45241360151498	500	100	282023	No	0.02	0.002	88
106	108.495	2.95296884507778	110.99	2.23159584154479	110.99997995992	108.822376362975	1.46542103538151	500	100	282023	Yes	0.02	0.002	88
100	101.782142857143	2.18556363693184	104.99	2.23159584154479	103.011971943888	103.133947125271	1.59951665986567	500	100	317660	No	0.02	0.002	89
112	113.386111111111	1.77105407726066	116.99	2.23159584154479	113.023963927856	115.413865920522	1.7418837668184	500	100	317660	Yes	0.02	0.002	89
100	100.083166666667	0.334643432405078	100.998	0.998	96.0299759519038	101.589204387979	1.17671922996005	500	100	348240	No	0.02	0.002	90
114	115.782142857143	2.18556363693184	118.99	2.9953330365754	117.011971943888	117.147909829994	1.8210927195495	500	100	348240	Yes	0.02	0.002	90
98	99.996	2.64121562921318	101.992	1.996	101.999983967936	100.300511950277	1.33900617755975	500	100	297323	No	0.02	0.002	91
112	118.11275	6.06679601524767	118.986	2.99466659246067	121.981983967936	115.479019275185	1.76023501443921	500	100	297323	Yes	0.02	0.002	91
98	98.3326666666667	0.756601220860373	99.996	1.41138513524835	96.0239759519038	99.8998726850027	1.2597063347798	500	100	309634	No	0.02	0.002	92
112	114.2455	2.49745816406401	117.988	3.15721776252447	116.011967935872	115.578417116094	1.89726796997293	500	100	309634	Yes	0.02	0.002	92
100	101.497	2.28735983177112	102.994	1.72858670595374	102.999987975952	101.801106267844	1.25200365753242	500	100	317990	No	0.02	0.002	93
110	111.497	2.28735983177112	112.994	1.72858670595374	112.999987975952	111.836868691295	1.26624649005047	500	100	317990	Yes	0.02	0.002	93
99	100.330666666667	1.84294675472211	102.992	1.996	101.011975951904	101.639227898907	1.54483545964183	500	100	320742	No	0.02	0.002	94
111	113.994	3.23481529611816	116.988	2.82347728873458	116.999975951904	114.389725888878	1.82361647078053	500	100	320742	Yes	0.02	0.002	94
100	106.2375	7.53762748648406	104.99	2.23159584154479	107.981991983968	102.576411681971	1.3815055338007	500	100	321316	No	0.02	0.002	95
112	114.495	2.95296884507778	116.99	2.23159584154479	116.99997995992	115.000420540831	1.62730174302351	500	100	321316	Yes	0.02	0.002	95
100	101.5968	2.15789811807694	103.992	1.996	103.00597995992	102.575570681735	1.47458055681336	500	100	274485	No	0.02	0.002	96
112	113.140571428571	1.62090034369737	115.992	1.996	113.017971943888	114.852847153601	1.63219719542643	500	100	274485	Yes	0.02	0.002	96
100	100.499	1.02919981053243	101.996	1.41138513524835	100.011983967936	101.684784703207	1.1662408401792	500	100	294025	No	0.02	0.002	97
112	113.5968	2.15789811807694	115.992	2.44540712356859	115.00597995992	114.520899331454	1.553448113687	500	100	294025	Yes	0.02	0.002	97
95	95.6653333333333	1.30316014762974	96.996	1.41138513524835	96.0059879759519	96.7949664138794	1.29005632804151	500	100	313465	No	0.02	0.002	98
109	110.330666666667	1.84294675472211	112.992	2.44540712356859	111.011975951904	111.868511333725	1.73023999536896	500	100	313465	Yes	0.02	0.002	98
100	100.166333333333	0.534997853924391	100.998	0.998	99.0119879759519	101.306667191944	1.04725195848312	500	100	322636	No	0.02	0.002	99
112	112.12475	0.436910620865412	112.998	0.998	110.017983967936	113.505388990109	1.1673915849559	500	100	322636	Yes	0.02	0.002	99
99	100.497	2.28735983177112	101.994	1.72858670595374	101.999987975952	101.015943197125	1.35169386919743	500	100	331002	No	0.02	0.002	100
113	115.495	2.95296884507778	117.99	2.64121562921318	117.99997995992	116.067060974431	1.80159158075774	500	100	331002	Yes	0.02	0.002	100
54	76.0826666666667	11.3848345338421	79.48	6.22016076962646	90.3338775510204	65.876228326845	3.04354819148228	50	100	309044	No	0.2	0.002	1
59	81.325625	11.2836042741244	85.46	5.97752457125857	96.3334693877551	71.1238297048971	2.87444269136364	50	100	309044	Yes	0.2	0.002	1
53	97.1	22.3134264513543	82.4	6.67023237976009	101.795918367347	65.6157190930445	3.128574082744	50	100	305292	No	0.2	0.002	2
56	94.416	19.9203893937844	83.44	6.0573261427795	100.915918367347	67.7882850403711	2.88274920032239	50	100	305292	Yes	0.2	0.002	2
64	154.204545454545	39.4106018612805	108.1	8.85990970608617	140.955510204082	82.0603385677362	3.7169856397175	50	100	316578	No	0.2	0.002	3
65	120.900833333333	25.5760982180213	101.26	7.68471209610354	125.495102040816	80.2233874466853	3.33600362928147	50	100	316578	Yes	0.2	0.002	3
64	115.480625	21.810157861921	104.18	8.29315380298714	128.493469387755	81.1931966453413	3.63242798813689	50	100	305290	No	0.2	0.002	4
63	110.203333333333	22.2490164784707	96.32	7.22866516031833	117.675102040816	77.1852578333699	3.27628867814726	50	100	305290	Yes	0.2	0.002	4
61	105.720666666667	19.8559659779754	97.26	7.0181764013168	118.67387755102	76.7260131668741	3.12424197311489	50	100	308008	No	0.2	0.002	5
68	121.235	23.3735788338029	106.22	7.15371232298308	130.494285714286	84.1833483786494	3.16349226223963	50	100	308008	Yes	0.2	0.002	5
61	94.3472222222222	14.906945946964	95.3	7.02096859414711	111.972653061224	76.3431451291523	3.25933494951789	50	100	308650	No	0.2	0.002	6
68	266.45	107.589908913429	112.1	8.40583130927572	150.597959183673	85.3255740638824	3.49712682778982	50	100	308650	Yes	0.2	0.002	6
61	108.915	21.450030011634	97.26	7.42528113945863	119.614285714286	76.6357683847034	3.34927291594614	50	100	320358	No	0.2	0.002	7
67	134.753636363636	30.917681325699	105.22	7.42264103941447	132.315510204082	82.911398615947	3.24610543351915	50	100	320358	Yes	0.2	0.002	7
62	112.54	22.4022811338488	99.24	7.74694778606388	122.554285714286	78.0298023155194	3.40926026794423	50	100	304215	No	0.2	0.002	8
69	127.835	25.3732533881645	109.18	8.1741299231172	135.374285714286	85.9162783147834	3.5055351171506	50	100	304215	Yes	0.2	0.002	8
58	96.115	17.8318363468264	90.34	7.16192711496005	108.854285714286	72.1750045900825	3.192721274102	50	100	302742	No	0.2	0.002	9
61	102.813333333333	20.1507797845623	92.36	6.51865016702078	111.795102040816	74.4303073825038	2.93830339044182	50	100	302742	Yes	0.2	0.002	9
59	90.36	14.6886622944365	90.36	6.51865016702078	106.033469387755	73.1601992492261	3.08080604421817	50	100	323924	No	0.2	0.002	10
60	122.937777777778	31.1301521977863	93.32	6.95223705004368	117.496326530612	73.8707102995867	3.08835263769285	50	100	323924	Yes	0.2	0.002	10
59	88.645	13.6012144576219	91.34	7.16192711496005	106.092653061224	73.5482428838639	3.40206196693898	50	100	319504	No	0.2	0.002	11
60	123.504	30.2467192534992	95.28	7.36032607973315	120.435918367347	74.4801425382927	3.27193010989175	50	100	319504	Yes	0.2	0.002	11
66	105.2	16.422423694449	105.2	7.48705549598773	124.791836734694	83.376758931832	3.36397275026865	50	100	333025	No	0.2	0.002	12
66	97.5921052631579	14.0778466056856	100.3	7.2947926632633	116.032244897959	81.3045218188173	3.36971276824989	50	100	333025	Yes	0.2	0.002	12
61	96.28	15.5796790724328	96.28	6.8069376374402	113.912653061224	76.5758696474602	3.32238548532916	50	100	328842	No	0.2	0.002	13
65	111.173076923077	21.3030805093959	99.3	6.87997093017114	120.674693877551	79.6571716498712	3.20529860966686	50	100	328842	Yes	0.2	0.002	13
67	137.875	29.6005437027768	111.1	8.85990970608617	141.134285714286	85.479089773528	3.74271975568273	50	100	316353	No	0.2	0.002	14
75	154.756923076923	33.4995877854244	120.08	8.9139441326497	152.014693877551	93.8221555380072	3.89896761228748	50	100	316353	Yes	0.2	0.002	14
68	166.400909090909	42.4583653341952	114.06	8.74635924256487	148.835510204082	86.9681617077153	3.66302034053583	50	100	316426	No	0.2	0.002	15
68	133.333333333333	29.1184045146962	107.2	7.74441734412603	134.315102040816	84.3702621457301	3.31344310075962	50	100	316426	Yes	0.2	0.002	15
61	79.375	8.80125612483809	90.4	6.3696153730033	96.6302040816327	75.3298002823386	3.08087503882502	50	100	328384	No	0.2	0.002	16
66	89.8933333333333	11.0652636326144	97.36	6.66729330388277	108.331428571429	80.5180872277015	3.19218706240333	50	100	328384	Yes	0.2	0.002	16
59	88.5152941176471	13.7714791249461	90.36	6.21070044358927	105.09306122449	73.2148900654585	3.01078024704704	50	100	314625	No	0.2	0.002	17
60	99.2408333333333	19.1376723463343	90.38	6.44456360043099	108.855102040816	73.1055164361193	2.98550888004876	50	100	314625	Yes	0.2	0.002	17
63	119	24.3639077325457	102.2	8.11517097786609	127.434285714286	79.6633951482997	3.60746887326748	50	100	307304	No	0.2	0.002	18
62	122.025	28.8460840063257	96.3	7.15918989830553	120.495918367347	76.3026300503027	3.17152704004884	50	100	307304	Yes	0.2	0.002	18
56	73.4336842105263	8.95483959867152	81.48	6.52766420704987	88.5722448979592	68.3648385492695	3.21989724608657	50	100	330832	No	0.2	0.002	19
62	86.5	11.7422551307471	91.4	6.52165623135719	103.272653061224	75.3930067497769	3.09801176228131	50	100	330832	Yes	0.2	0.002	19
58	85.5625	13.279134022617	87.4	6.3696153730033	101.153469387755	71.4875033162371	3.06752838820686	50	100	330241	No	0.2	0.002	20
58	80.325625	11.2836042741244	84.46	6.1392833457986	95.3334693877551	70.1075639319086	2.86746995457283	50	100	330241	Yes	0.2	0.002	20
60	102.336	18.9993071031551	95.28	7.62196824973707	115.73387755102	75.2768737200155	3.43115994502921	50	100	294454	No	0.2	0.002	21
65	139.529	34.6364816356974	103.22	7.68216115425861	131.255918367347	80.7036649116636	3.33607349928873	50	100	294454	Yes	0.2	0.002	21
59	82.5445	11.0810588398627	89.38	6.44456360043099	100.331836734694	73.1198520620871	3.10224612696653	50	100	298342	No	0.2	0.002	22
62	95.4506666666667	15.7453335177501	93.36	6.51865016702078	109.97387755102	75.7687332826922	3.04440080237501	50	100	298342	Yes	0.2	0.002	22
62	97.28	15.5796790724328	97.28	7.22595322431581	114.912653061224	77.7107931262075	3.26398489898382	50	100	299229	No	0.2	0.002	23
64	114.020833333333	23.33410046482	98.3	7.15918989830553	120.615102040816	78.5928576248475	3.19254144144214	50	100	299229	Yes	0.2	0.002	23
66	120.0225	22.6797303586402	107.16	8.35085624352377	132.433469387755	83.6762165710396	3.58808152192707	50	100	337603	No	0.2	0.002	24
67	111.720666666667	19.8559659779754	103.26	7.55611011036764	124.67387755102	82.6495093919057	3.44939726631355	50	100	337603	Yes	0.2	0.002	24
57	84.6994117647059	13.1085146799239	87.38	7.02654965114458	101.15306122449	70.7318701397602	3.32287124150857	50	100	285931	No	0.2	0.002	25
62	86.2405882352941	11.8260210435622	90.42	6.74474610344971	102.27306122449	75.0436230117032	3.20918745336863	50	100	285931	Yes	0.2	0.002	25
51	88.4627272727273	18.9375225241812	79.42	7.02933851795459	96.9155102040816	63.2229439495169	3.27826808352317	50	100	303403	No	0.2	0.002	26
54	84.625	16.5673342001663	78.5	5.98080262172227	93.0959183673469	64.6197706032752	2.9195342824556	50	100	303403	Yes	0.2	0.002	26
57	69.7604166666667	6.75258793035928	81.5	5.81463670404265	82.9302040816327	69.494554107006	3.00123822055692	50	100	294490	No	0.2	0.002	27
65	94.430625	13.9759983160654	95.38	7.02654965114458	110.093469387755	78.6549510848501	3.29777779578313	50	100	294490	Yes	0.2	0.002	27
63	96.4231578947368	14.7085465751417	98.28	6.94941724175488	114.972244897959	78.880855871083	3.19692853803317	50	100	314935	No	0.2	0.002	28
64	106.336	18.9993071031551	99.28	6.8069376374402	119.73387755102	79.1943945039173	3.01024881010841	50	100	314935	Yes	0.2	0.002	28
57	81.2405882352941	11.8260210435622	85.42	6.44760420621489	97.2730612244898	70.1677117517579	3.06935053666171	50	100	309591	No	0.2	0.002	29
61	97.2223076923077	17.5056320386432	91.38	6.44456360043099	108.914693877551	74.2355047077237	2.96513577712488	50	100	309591	Yes	0.2	0.002	29
56	85.4	14.2222361111043	85.4	6.81557040899733	100.09387755102	69.1825170926143	3.15546921627085	50	100	305910	No	0.2	0.002	30
56	88.0133333333333	16.2427041171425	83.44	6.21700892712886	99.0351020408163	67.9377739869586	2.87556876086105	50	100	305910	Yes	0.2	0.002	30
59	73.2884	7.25950549985328	85.46	6.1392833457986	87.8697959183673	72.3373127848704	3.07304081358377	50	100	289809	No	0.2	0.002	31
65	102.515625	16.9212218717736	99.3	6.87997093017114	117.853469387755	79.978225551168	3.10566854326506	50	100	289809	Yes	0.2	0.002	31
53	72.4847058823529	10.0112712217618	78.48	6.37576662057199	87.4530612244898	64.9425614482927	3.15152245911656	50	100	304868	No	0.2	0.002	32
60	96.75	18.1486053183158	89.4	6.67023237976009	106.915102040816	72.7277984378272	3.0792007007438	50	100	304868	Yes	0.2	0.002	32
56	81.755625	12.5980949555395	84.42	6.44760420621489	97.2134693877551	68.9976490068824	3.15779868879955	50	100	309911	No	0.2	0.002	33
59	90.5	15.3191057180241	88.4	6.67023237976009	104.034285714286	71.9300396456802	3.0817147647661	50	100	309911	Yes	0.2	0.002	33
58	82.5	11.7422551307471	87.4	6.2138554859282	99.2726530612245	71.6359880489107	3.02736565085484	50	100	301929	No	0.2	0.002	34
60	96.2223076923077	17.5056320386432	90.38	6.13289491186666	107.914693877551	73.2199672372929	2.83048243495567	50	100	301929	Yes	0.2	0.002	34
61	106.36	20.516841862236	96.28	7.36032607973315	117.674285714286	76.3571063825305	3.35658611076633	50	100	306503	No	0.2	0.002	35
63	137.534444444444	35.9497045572052	99.26	7.42528113945863	126.316326530612	77.8907749600159	3.26104116824613	50	100	306503	Yes	0.2	0.002	35
61	139.617777777778	37.6294315538677	98.24	7.87243291492535	126.256326530612	76.5823216554012	3.44404876067305	50	100	323070	No	0.2	0.002	36
59	92.9230769230769	16.6096637093867	88.4	6.52165623135719	104.974693877551	71.8557972793434	2.97232256593522	50	100	323070	Yes	0.2	0.002	36
56	74.4022222222222	9.45062910063691	81.48	5.89664311282275	89.5126530612245	68.2905961829327	2.97628755556959	50	100	309039	No	0.2	0.002	37
61	84.814	12.0680113689042	87.46	6.29688812033373	99.2738775510204	73.1848207919216	2.9936271125201	50	100	309039	Yes	0.2	0.002	37
59	85.1605555555556	12.3485942126824	89.38	6.29065974282507	102.212653061224	72.9909188795179	3.05464910560085	50	100	317540	No	0.2	0.002	38
63	117.568181818182	25.798720439851	97.3	6.58893011042005	120.555510204082	77.4647876837342	3.01435857360432	50	100	317540	Yes	0.2	0.002	38
61	96.3088235294118	15.8469672606999	95.3	6.87997093017114	112.91306122449	76.2620683791591	3.2669872727333	50	100	306960	No	0.2	0.002	39
64	99.4025	16.1612955975264	97.32	6.66435293183067	114.913469387755	78.5543314133086	3.07587268826714	50	100	306960	Yes	0.2	0.002	39
61	125.323636363636	29.5971660673557	98.24	8.11758584802156	124.375510204082	76.7308063880748	3.52484063789791	50	100	300949	No	0.2	0.002	40
68	105.267222222222	16.2656331770667	104.26	7.68471209610354	122.852653061224	83.9508886986064	3.40571361975077	50	100	300949	Yes	0.2	0.002	40
55	99.1	22.3134264513543	84.4	7.09732343915648	103.795918367347	67.7741395327048	3.28912915592666	50	100	324764	No	0.2	0.002	41
57	80.66	12.2379655171928	82.48	6.22016076962646	94.2742857142857	68.5452178069584	2.98338693995127	50	100	324764	Yes	0.2	0.002	41
60	99.69	17.6968614802173	95.28	7.49228936974541	114.793469387755	75.4234395039781	3.29853331029749	50	100	304275	No	0.2	0.002	42
63	101.115	17.8318363468264	95.34	6.44152155938331	113.854285714286	77.0241466648598	2.87869884659174	50	100	304275	Yes	0.2	0.002	42
53	73.4166666666667	10.7191633518182	77.5	5.81463670404265	87.3938775510204	64.5017459461334	3.00130833556978	50	100	311603	No	0.2	0.002	43
55	74.9392307692308	10.9391444143904	77.54	5.64705232842764	87.394693877551	65.3830525159015	2.77216258647157	50	100	311603	Yes	0.2	0.002	43
57	90.635	16.1375025174282	87.38	6.59487679945577	103.974285714286	70.5023086570935	3.12044254066588	50	100	282527	No	0.2	0.002	44
56	78.0826666666667	11.3848345338421	81.48	6.06056103013574	92.3338775510204	67.5537796789793	2.87499348750244	50	100	282527	Yes	0.2	0.002	44
66	116.844705882353	21.1925074225029	107.16	7.74188607511115	131.49306122449	83.7504589373764	3.37006870544088	50	100	308839	No	0.2	0.002	45
66	131.333333333333	29.1184045146962	105.2	7.48705549598773	132.315102040816	82.2369492011612	3.20695879303647	50	100	308839	Yes	0.2	0.002	45
56	109.361	26.1388519277339	88.34	7.02375967698212	110.615918367347	69.7254974678667	3.19498503252686	50	100	302864	No	0.2	0.002	46
57	101.1	22.3134264513543	86.4	6.2138554859282	105.795918367347	69.4012066339147	2.82308210918042	50	100	302864	Yes	0.2	0.002	46
61	84.8933333333333	11.0652636326144	92.36	6.81269403393401	103.331428571429	75.6839487377786	3.25209400010838	50	100	303753	No	0.2	0.002	47
67	84.9169565217391	8.72653908114069	95.42	6.29377470203693	101.630612244898	80.8264853584101	3.13446876532991	50	100	303753	Yes	0.2	0.002	47
69	146.315	31.8279717779817	115.06	9.07627676968921	147.014285714286	88.26715763516	3.78079184115812	50	100	289403	No	0.2	0.002	48
73	152.756923076923	33.4995877854244	118.08	8.6912829892945	150.014693877551	91.6300921596173	3.62382864242688	50	100	289403	Yes	0.2	0.002	48
53	80.4776923076923	14.0503300029115	79.46	6.1392833457986	93.154693877551	64.9369711515665	2.99509816215357	50	100	318426	No	0.2	0.002	49
59	91.0133333333333	16.2427041171425	86.44	5.89331825035777	102.035102040816	71.0335813731972	2.83671357554217	50	100	318426	Yes	0.2	0.002	49
54	72.4022222222222	9.45062910063691	79.48	6.06056103013574	87.5126530612245	66.0954062915849	2.95897952259275	50	100	310429	No	0.2	0.002	50
60	82.325625	11.2836042741244	86.46	6.1392833457986	97.3334693877551	72.245673390117	2.996451545819	50	100	310429	Yes	0.2	0.002	50
59	96.7626666666667	17.3377489896938	92.32	7.09179807947181	110.85387755102	73.6237293371309	3.30348689768659	50	100	307625	No	0.2	0.002	51
66	103.515625	16.9212218717736	100.3	7.02096859414711	118.853469387755	80.9914576241406	3.2905679951404	50	100	307625	Yes	0.2	0.002	51
59	86.8755555555556	12.9682549198146	90.36	6.66729330388277	104.152653061224	73.2891324317953	3.12142644271509	50	100	297836	No	0.2	0.002	52
63	96.4506666666667	15.7453335177501	94.36	6.36653752050516	110.97387755102	76.7721054430173	2.9581530298464	50	100	297836	Yes	0.2	0.002	52
63	94.5921052631579	14.0778466056856	97.3	7.2947926632633	113.032244897959	78.6217454190144	3.36285218190659	50	100	317355	No	0.2	0.002	53
68	98.0125	13.3413973335817	102.3	7.02096859414711	117.091836734694	83.5054358525521	3.24726946676366	50	100	317355	Yes	0.2	0.002	53
56	74.4022222222222	9.45062910063691	81.48	6.37576662057199	89.5126530612245	68.2905961829327	3.1677620500521	50	100	325211	No	0.2	0.002	54
60	81.0123529411765	10.6016166740839	86.46	5.97752457125857	96.3930612244898	72.2555551500712	2.96757794486494	50	100	325211	Yes	0.2	0.002	54
61	105.720666666667	19.8559659779754	97.26	7.42528113945863	118.67387755102	76.6709076508315	3.3897788053235	50	100	309388	No	0.2	0.002	55
65	129.323636363636	29.5971660673557	102.24	7.61939630154516	128.375510204082	80.4205411429987	3.4029633831898	50	100	309388	Yes	0.2	0.002	55
51	71.16	10.8133251130261	74.52	6.06379419175816	84.3942857142857	61.9249321039939	3.14363520748271	50	100	307633	No	0.2	0.002	56
57	75.816	10.0710360142341	80.52	6.06379419175816	89.4538775510204	67.9262056704795	3.02896896986191	50	100	307633	Yes	0.2	0.002	56
58	85.6994117647059	13.1085146799239	88.38	6.88566627132045	102.15306122449	71.8208561346425	3.23477170249243	50	100	327437	No	0.2	0.002	57
59	80.0123529411765	10.6016166740839	85.46	6.1392833457986	95.3930612244898	71.2382476652191	2.9000548196971	50	100	327437	Yes	0.2	0.002	57
58	87.5152941176471	13.7714791249461	89.36	6.66729330388277	104.09306122449	72.0799665867111	3.2311365474945	50	100	309344	No	0.2	0.002	58
58	80.325625	11.2836042741244	84.46	5.81126492254483	95.3334693877551	70.077750920221	2.80613694181575	50	100	309344	Yes	0.2	0.002	58
58	96.5969230769231	18.4229820654499	89.36	6.95505571508956	107.854693877551	71.8612033217814	3.28390941451461	50	100	280136	No	0.2	0.002	59
61	116.751111111111	28.1003283472559	92.36	6.66729330388277	114.616326530612	74.2186547409399	3.01009513550879	50	100	280136	Yes	0.2	0.002	59
56	87.5	15.3191057180241	85.4	6.52165623135719	101.034285714286	69.1829317924245	3.1648073355887	50	100	298335	No	0.2	0.002	60
63	96.635	16.1375025174282	93.38	6.74183951158732	109.974285714286	76.4311241072544	3.17010886852466	50	100	298335	Yes	0.2	0.002	60
61	118.33	25.4412204895913	99.22	7.68216115425861	124.434693877551	77.1520703401297	3.38467868862272	50	100	307624	No	0.2	0.002	61
66	140.529	34.6364816356974	104.22	7.80868746973523	132.255918367347	81.6815378024578	3.41707046539452	50	100	307624	Yes	0.2	0.002	61
63	100.267222222222	16.2656331770667	99.26	7.0181764013168	117.852653061224	79.0852755069192	3.25399859405579	50	100	305812	No	0.2	0.002	62
63	96.350625	15.4171021370965	95.34	6.59190412551639	111.973469387755	77.2174580297407	3.02073983441022	50	100	305812	Yes	0.2	0.002	62
64	113	20.9562043318918	103.2	7.48705549598773	126.553469387755	80.9077002595119	3.34146917335874	50	100	297545	No	0.2	0.002	63
64	116.92	24.4431340052785	99.28	6.94941724175488	122.555102040816	78.9008108170295	3.10363328886448	50	100	297545	Yes	0.2	0.002	63
61	109.849230769231	22.3057237735804	96.28	7.49228936974541	118.614693877551	76.2828640161937	3.35679848556696	50	100	300065	No	0.2	0.002	64
64	127.504	30.2467192534992	99.28	7.36032607973315	124.435918367347	78.7724360628136	3.16485447961959	50	100	300065	Yes	0.2	0.002	64
66	105.2	16.422423694449	105.2	7.86994282063091	124.791836734694	83.376758931832	3.50565705845153	50	100	304473	No	0.2	0.002	65
67	153.436	39.3077010469959	108.16	7.6142497988968	139.075918367347	83.7908507343156	3.24069218991237	50	100	304473	Yes	0.2	0.002	65
68	130.015625	25.3820382716063	112.1	8.40583130927572	140.253469387755	86.7233948847402	3.59310962037447	50	100	332052	No	0.2	0.002	66
69	110.621176470588	18.0519308961107	106.24	7.61939630154516	126.73306122449	85.2014372786542	3.37192416182203	50	100	332052	Yes	0.2	0.002	66
63	102.459411764706	17.3025868824035	99.26	6.87712149085648	118.79306122449	79.0305846906868	3.21647632203368	50	100	324625	No	0.2	0.002	67
65	98.350625	15.4171021370965	97.34	6.59190412551639	113.973469387755	79.5944104991812	3.20850257354961	50	100	324625	Yes	0.2	0.002	67
60	120.982727272727	28.3038230752699	96.26	7.55611011036764	121.435510204082	75.3172209071544	3.28764451786547	50	100	328072	No	0.2	0.002	68
61	141.92	42.2695351287425	94.32	6.80981644392857	120.377142857143	74.7450956520035	3.01099097050982	50	100	328072	Yes	0.2	0.002	68
60	143.85125	41.5071300750885	96.26	7.42528113945863	124.256734693878	75.1531484584572	3.30900380437182	50	100	317465	No	0.2	0.002	69
63	122.29	29.5969054313303	95.34	6.59190412551639	118.556326530612	76.6588176159674	2.99518461790382	50	100	317465	Yes	0.2	0.002	69
59	90.36	14.6886622944365	90.36	6.95505571508956	106.033469387755	73.1406476991217	3.31963311091922	50	100	294574	No	0.2	0.002	70
62	84.8938888888889	11.1492620406047	90.42	6.29377470203693	101.332653061224	75.0741729194417	3.03999457515737	50	100	294574	Yes	0.2	0.002	70
56	118.937777777778	31.1301521977863	89.32	7.09179807947181	113.496326530612	69.9494686538073	3.19367227070005	50	100	324852	No	0.2	0.002	71
60	107.089	23.5571466035256	90.38	6.44456360043099	110.735918367347	72.8478369245919	2.98901426728884	50	100	324852	Yes	0.2	0.002	71
57	95.5969230769231	18.4229820654499	88.36	6.66729330388277	106.854693877551	70.7458313931384	3.16851027701776	50	100	312711	No	0.2	0.002	72
60	112.321111111111	26.6404441467237	90.38	6.44456360043099	111.676326530612	72.80047990163	2.94696778922602	50	100	312711	Yes	0.2	0.002	72
56	83.5625	13.279134022617	85.4	6.2138554859282	99.1534693877551	69.2763110090554	2.98725081196777	50	100	323479	No	0.2	0.002	73
60	80.7025	10.6502139246414	85.48	5.72803631273406	95.3934693877551	71.8650292274424	2.88155209175394	50	100	323479	Yes	0.2	0.002	73
53	89.75	18.1486053183158	82.4	6.95787323828194	99.9151020408163	65.7733718578956	3.2427621140065	50	100	331333	No	0.2	0.002	74
55	87.0133333333333	16.2427041171425	82.44	6.0573261427795	98.0351020408163	66.9085156949646	2.84081072981155	50	100	331333	Yes	0.2	0.002	74
