Species	chao	chao.se	jack1	jack1.se	jack2	boot	boot.se	n	type	true_n	true_off	mat_sim_iter
389	455.173510204082	16.263557188843	502.772	12.1439884716678	518.903607214429	449.482243146127	6.90807789157121	500	all	462	994301	1
177	179.566285714286	2.23534511394229	188.976	3.45717341190748	173.095887775551	186.591353958602	2.93368883248567	500	all	185	430072	2
283	302.822344827586	7.70329146814474	330.904	7.60185451057832	321.05976753507	312.222395241144	4.91550513615317	500	all	305	696929	3
309	339.685082191781	9.98983228347126	375.866	8.98355542087875	370.03570741483	347.038096138767	5.65615084993365	500	all	344	796127	4
320	351.347435897436	10.0048869346971	389.86	8.81500311968181	382.04768737475	360.22521034061	5.66480244522686	500	all	362	802220	5
344	401.074810810811	15.5797129383664	435.816	10.4688283967214	453.891703406814	392.316396254176	6.16838149976994	500	all	389	876459	6
132	132.062375	0.280042662067987	132.998	0.998	126.041967935872	134.350434966778	1.47370927241122	500	all	133	291747	7
204	221.782545454545	8.79376282891514	231.944	5.64624760349739	237.963911823647	219.318603075913	3.81116026752493	500	all	219	497169	8
204	210.653333333333	4.12095422247126	223.96	5.28243125842637	214.059879759519	217.353758839072	3.6308112593322	500	all	211	481701	9
395	467.350584070796	16.8004764572305	522.744	13.0920018331804	537.909547094188	461.714203550465	7.41599031779659	500	all	493	1119792	10
367	420.521608247423	13.9781603643743	468.796	10.842527749561	473.969611222445	422.230204958157	6.44413153514788	500	all	450	1019452	11
273	296.990384615385	9.00563812565118	322.9	7.60159193853498	321.011791583166	301.831017349267	4.84341637990584	500	all	302	686249	12
404	473.284881355932	16.1238497296654	531.744	12.2247499769934	541.939527054108	471.353949114445	7.00040659850173	500	all	467	1057115	13
403	460.526448818898	13.8917947590378	523.758	12.5077769407677	518.035490981964	468.949821605184	7.22223382970838	500	all	477	1051489	14
271	290.32128	7.79262209472319	314.912	7.60237962745876	309.035799599198	297.709503699761	5.05741000350055	500	all	293	662952	15
104	104.499	1.32060781460659	104.998	0.998	104.999995991984	104.846215685368	0.828016292527006	500	all	104	240166	16
254	281.373714285714	10.3758385227201	301.904	7.86003765894286	307.963831663327	280.527016979858	5.006575551052	500	all	278	618605	17
344	382.353989361702	11.1008152542591	428.83	9.93138157559159	420.053623246493	392.025060384805	6.14344175003122	500	all	394	870976	18
324	353.94594047619	9.54690005255218	394.858	9.52240956901141	382.077663326653	365.356240030466	6.03047339485155	500	all	372	849035	19
325	370.134188405797	13.3342173588983	403.842	9.72894218299194	413.939723446894	368.048798273453	5.95917400824346	500	all	368	822257	20
72	72.6653333333333	1.30316014762974	73.996	1.41138513524835	73.0059879759519	73.2837282027564	1.00557612830508	500	all	73	158432	21
354	403.541168539326	13.4743216402864	447.812	10.9349154546343	452.969643286573	405.046737397406	6.60707538176446	500	all	437	940206	22
338	390.977166666667	14.5713803759351	428.818	11.4261263777362	441.921687374749	386.300925337685	6.7158610832566	500	all	412	879873	23
237	246.759511627907	5.01121216892452	265.942	5.55698803309851	252.083827655311	256.148576247629	3.95004222968103	500	all	250	562476	24
311	341.506029850746	10.1271646917661	374.872	8.81568238992308	372.017731462926	347.996569871162	5.44203674544659	500	all	357	778445	25
278	297.432211538462	7.76269070824837	322.91	6.98657140520298	316.041791583166	305.410366191571	4.56217840174341	500	all	311	727091	26
323	358.435835616438	11.0633724043868	394.856	8.81477668463586	394.00570741483	363.696343730859	5.58416640712814	500	all	353	805953	27
414	483.059185483871	15.9104930083375	544.738	12.9769227477087	551.957503006012	483.684079732368	7.51316809740438	500	all	493	1116480	28
344	389.908	12.6668251744468	435.816	11.382283075025	435.999631262525	394.065224102775	6.79806431423112	500	all	421	921377	29
404	487.904581818182	18.84045092399	539.728	13.0913919809927	565.843559118236	473.136922347254	7.2933325650803	500	all	496	1110642	30
387	454.945567307692	16.3559099075358	505.762	12.2662331626298	520.909583166333	449.584714990546	7.03342302398786	500	all	447	991621	31
354	399.409	12.5977956405079	444.818	10.7045954617631	444.999635270541	404.131582719437	6.39344736753165	500	all	422	938422	32
144	146.903272727273	2.80785345768252	151.984	3.15658549702048	149.017955911824	149.456690471967	2.22816998950217	500	all	148	310093	33
394	458.475831932773	15.2810596255055	517.752	13.1683140910293	522.969523046092	459.6573005898	7.70231589557476	500	all	495	1086799	34
382	441.613866666667	14.8452552047921	493.776	11.8108614419102	500.957579158317	442.001700331279	6.94483540137398	500	all	451	1002213	35
112	113.330666666667	1.84294675472211	115.992	1.996	114.011975951904	114.657463779704	1.48775595930987	500	all	121	254955	36
344	372.763410526316	9.06603178642489	417.852	9.14791211151485	397.125619238477	388.693353443133	6.01105192409625	500	all	390	867146	37
155	156.1976	1.49979339377129	160.988	2.44459076329761	152.05393987976	160.57370009554	2.15498901781694	500	all	158	347090	38
376	447.15428125	17.2332480098667	492.766	12.2663958846925	513.873615230461	436.059259749408	6.98024295992054	500	all	433	988987	39
275	295.656879310345	7.9276155119534	323.902	7.79616546771552	315.05376753507	304.0751370822	5.01793287456726	500	all	306	714755	40
382	433.468927927928	13.2047027581917	488.786	11.6838533027422	485.02355511022	441.044872121237	6.77429977758594	500	all	454	1033976	41
285	303.070344262295	7.15638368892783	331.906	7.53605918235785	318.083755511022	313.956385120298	4.91237845044573	500	all	317	743918	42
375	433.174626373626	15.0596554550331	477.794	11.1599467740666	489.927635270541	430.485756245708	6.61930212231033	500	all	423	984379	43
68	68.2495	0.727754165223395	68.998	0.998	68.0059919839679	68.7985147619254	0.788088059415687	500	all	70	144256	44
217	223.668454545455	4.06031132838308	237.958	4.57341054356593	226.071867735471	232.031033797377	3.70697239485787	500	all	229	510843	45
156	158.661333333333	2.60632029525948	163.984	3.15658549702048	160.023951903808	161.898430614234	2.31154173184203	500	all	158	363090	46
378	432.51701010101	14.1014174426021	481.792	10.6566606401818	486.969603206413	434.568012833791	6.46258971883273	500	all	443	1006770	47
259	279.503355555556	8.30368136519346	301.914	6.98685709028029	300.011819639279	284.006677924265	4.58916898943843	500	all	289	656132	48
394	478.785534653465	19.3767514942657	524.738	13.5782371462572	554.819595190381	460.243349923115	7.64285635547021	500	all	472	1059329	49
264	276.436615384615	5.70933587223218	299.928	5.988	284.095791583166	287.602587349517	4.20272674099689	500	all	270	613183	50
192	195.266181818182	2.70315918357587	203.976	3.45717341190748	194.059911823647	201.330710070443	2.85660017851048	500	all	206	445294	51
65	65	0.49514666048012	65.998	0.998	66.994	65.455341551186	0.564206269559388	500	all	65	139096	52
349	427.414285714286	19.5412785792824	458.78	12.3075765283016	491.801691382766	403.702369293024	6.93679459008105	500	all	421	946066	53
257	267.019137254902	4.95331429167492	288.936	5.81963297811812	270.113795591182	279.220463439624	4.22369806263174	500	all	288	637109	54
323	361.041411764706	11.820329183595	394.856	9.25658079422418	398.97572745491	363.228255766261	5.62019456244817	500	all	362	787305	55
53	53	0	53	0	52.005995991984	53.191089543624	0.412607134510114	500	all	53	124014	56
214	217.761692307692	2.88944404330331	227.972	3.9924999686913	216.071895791583	225.348292091482	3.12664961131008	500	all	222	498482	57
48	48	0	48	0	46.0119919839679	48.2730097924206	0.486142000056622	500	all	48	99105	58
405	486.257719626168	18.521653633253	536.736	13.614864229951	561.849571142285	472.959093704706	7.60438176466471	500	all	499	1135396	59
288	316.452072727273	10.049552973904	343.888	8.470196219687	344.993779559118	319.871418639044	5.21510399473178	500	all	306	685327	60
336	378.439641975309	12.307593168526	418.834	9.6254003553099	420.987675350701	381.530936344678	5.87266705798155	500	all	388	872647	61
182	186.318269230769	3.16356316831949	196.97	4.35109871181981	186.065895791583	192.649401186246	3.08359616759513	500	all	189	448304	62
310	349.927920634921	12.4518903052285	380.858	9.3104395170153	388.95174749499	348.731826980007	5.6141420457169	500	all	353	788243	63
156	157.283142857143	1.58062768836081	161.988	2.44459076329761	154.047943887776	161.323343340573	2.10377430413597	500	all	156	323375	64
403	486.139213592233	19.0080148782411	533.738	12.5865215210558	561.831587174349	470.196975845959	7.16720927308848	500	all	490	1068121	65
361	406.489646464646	12.3903390591645	455.81	10.8890945445432	452.023603206413	413.661331773964	6.45914981086506	500	all	411	943043	66
328	360.829271604938	10.2562354301689	400.854	9.72955764667644	393.047675350701	370.39117228279	6.20027789374294	500	all	371	819447	67
242	251.325755555556	4.82226491566809	270.942	5.7337697895887	255.095819639279	261.627189096658	4.1586573586514	500	all	267	590755	68
228	236.050533333333	4.68985467679772	249.956	4.68103492830378	242.047879759519	243.654835094738	3.56209296664662	500	all	240	527556	69
203	211.150333333333	4.8232319940381	223.958	4.57341054356593	218.035891783567	216.400134683954	3.24644249698915	500	all	211	489535	70
91	91.6653333333333	1.30316014762974	92.996	1.41138513524835	92.0059879759519	92.3949924727985	1.0349350258556	500	all	92	209861	71
372	424.440363636364	13.7135287665132	473.796	10.6568479392361	476.981603206413	427.497816852827	6.39778669649806	500	all	441	997781	72
379	421.038561403509	11.3874028445002	476.804	10.8428959231379	461.095543086172	435.211157251615	6.64211899652679	500	all	474	1084850	73
