observed	chao	chao.se	jack1	jack1.se	jack2	boot	boot.se	noff_gt	type	year	noff.sample	rep
35	120.5	50.2220071283496	63.5	6.92639877569867	86.2368421052632	46.3624609452091	2.54531212900248	20	All parents	2015	20	24
34	96.0666666666667	35.4180221962816	60.6	6.79485099174368	80.6842105263158	44.7670657549826	2.56880428105121	20	All parents	2015	20	25
36	157.6	75.2765567756656	66.4	7.18888030224457	91.7894736842105	47.9578561354356	2.57745243902227	20	All parents	2015	20	26
32	66.2	19.3738225448671	54.8	5.91269819963779	69.5789473684211	41.5762753745296	2.37640248159677	20	All parents	2015	20	27
35	120.5	50.2220071283496	63.5	6.92639877569867	86.2368421052632	46.3624609452091	2.54531212900248	20	All parents	2015	20	28
36	294.6375	204.483743432394	67.35	7.38122618539765	95.3447368421053	48.1119482797475	2.58768116616019	20	All parents	2015	20	29
36	157.6	75.2765567756656	66.4	7.44848977981443	91.7894736842105	47.9578561354356	2.65278767013101	20	All parents	2015	20	30
38	345.8	241.257082797583	72.2	7.93032155716274	102.894736842105	51.1486465158886	2.7011831786647	20	All parents	2015	20	31
33	102.255	41.7020659560171	58.65	6.4395263800997	78.6868421052632	43.325762709068	2.45052047237704	20	All parents	2015	20	32
38	345.8	241.257082797583	72.2	7.93032155716274	102.894736842105	51.1486465158886	2.7011831786647	20	All parents	2015	20	33
34	96.0666666666667	35.4180221962816	60.6	6.65357047005591	80.6842105263158	44.7670657549826	2.50810110356884	20	All parents	2015	20	34
36	157.6	75.2765567756656	66.4	7.44848977981443	91.7894736842105	47.9578561354356	2.65278767013101	20	All parents	2015	20	35
35	120.5	50.2220071283496	63.5	7.06222344591277	86.2368421052632	46.3624609452091	2.60514838784108	20	All parents	2015	20	36
37	220.033333333333	123.658473822655	69.3	7.69317879683035	97.3421052631579	49.5532513256621	2.67927867479751	20	All parents	2015	20	37
34	96.0666666666667	35.4180221962816	60.6	6.93325320466518	80.6842105263158	44.7670657549826	2.58545788847942	20	All parents	2015	20	38
36	157.6	75.2765567756656	66.4	7.31983606373804	91.7894736842105	47.9578561354356	2.61539131854308	20	All parents	2015	20	39
37	220.033333333333	123.658473822655	69.3	7.69317879683035	97.3421052631579	49.5532513256621	2.67927867479751	20	All parents	2015	20	40
33	78.8714285714286	25.8880461399582	57.7	6.36906586557244	75.1315789473684	43.1716705647561	2.48803268173579	20	All parents	2015	20	41
35	120.5	50.2220071283496	63.5	7.32632240622811	86.2368421052632	46.3624609452091	2.67970510878496	20	All parents	2015	20	42
33	102.255	41.7020659560171	58.65	6.290270264464	78.6868421052632	43.325762709068	2.39470476735188	20	All parents	2015	20	43
34	133.86875	63.0000205388111	61.55	6.86094016881069	84.2394736842105	44.9211578992945	2.53270814650218	20	All parents	2015	20	44
36	157.6	75.2765567756656	66.4	7.18888030224457	91.7894736842105	47.9578561354356	2.57745243902227	20	All parents	2015	20	45
35	120.5	50.2220071283496	63.5	6.78785680461808	86.2368421052632	46.3624609452091	2.50631266213106	20	All parents	2015	20	46
33	102.255	41.7020659560171	58.65	6.58540051933062	78.6868421052632	43.325762709068	2.51261514644859	20	All parents	2015	20	47
37	220.033333333333	123.658473822655	69.3	7.69317879683035	97.3421052631579	49.5532513256621	2.67927867479751	20	All parents	2015	20	48
33	78.8714285714286	25.8880461399582	57.7	6.36906586557244	75.1315789473684	43.1716705647561	2.46558978957371	20	All parents	2015	20	49
37	220.033333333333	123.658473822655	69.3	7.56868548692572	97.3421052631579	49.5532513256621	2.64225728185884	20	All parents	2015	20	50
35	120.5	50.2220071283496	63.5	7.19548469527939	86.2368421052632	46.3624609452091	2.6426896897592	20	All parents	2015	20	51
36	157.6	75.2765567756656	66.4	7.18888030224457	91.7894736842105	47.9578561354356	2.57745243902227	20	All parents	2015	20	52
37	220.033333333333	123.658473822655	69.3	7.56868548692572	97.3421052631579	49.5532513256621	2.64225728185884	20	All parents	2015	20	53
34	96.0666666666667	35.4180221962816	60.6	6.79485099174368	80.6842105263158	44.7670657549826	2.56880428105121	20	All parents	2015	20	54
32	66.2	19.3738225448671	54.8	6.07124369466422	69.5789473684211	41.5762753745296	2.41749858908499	20	All parents	2015	20	55
37	220.033333333333	123.658473822655	69.3	7.56868548692572	97.3421052631579	49.5532513256621	2.64225728185884	20	All parents	2015	20	56
34	133.86875	63.0000205388111	61.55	6.57818363988115	84.2394736842105	44.9211578992945	2.43868001568649	20	All parents	2015	20	57
37	220.033333333333	123.658473822655	69.3	7.56868548692572	97.3421052631579	49.5532513256621	2.64225728185884	20	All parents	2015	20	58
35	120.5	50.2220071283496	63.5	6.92639877569867	86.2368421052632	46.3624609452091	2.54531212900248	20	All parents	2015	20	59
35	187.158333333333	104.196543826417	64.45	6.99124452440336	89.7921052631579	46.516553089521	2.51660977145425	20	All parents	2015	20	60
38	345.8	241.257082797583	72.2	7.93032155716274	102.894736842105	51.1486465158886	2.7011831786647	20	All parents	2015	20	61
32	81.4791666666667	29.141389096079	55.75	6.14512001510141	73.1342105263158	41.7303675188415	2.42492875305527	20	All parents	2015	20	62
38	345.8	241.257082797583	72.2	7.93032155716274	102.894736842105	51.1486465158886	2.7011831786647	20	All parents	2015	20	63
34	96.0666666666667	35.4180221962816	60.6	6.50922422412994	80.6842105263158	44.7670657549826	2.4685138184816	20	All parents	2015	20	64
36	157.6	75.2765567756656	66.4	7.31983606373804	91.7894736842105	47.9578561354356	2.61539131854308	20	All parents	2015	20	65
37	220.033333333333	123.658473822655	69.3	7.69317879683035	97.3421052631579	49.5532513256621	2.67927867479751	20	All parents	2015	20	66
36	157.6	75.2765567756656	66.4	7.31983606373804	91.7894736842105	47.9578561354356	2.61539131854308	20	All parents	2015	20	67
37	220.033333333333	123.658473822655	69.3	7.56868548692572	97.3421052631579	49.5532513256621	2.64225728185884	20	All parents	2015	20	68
38	345.8	241.257082797583	72.2	7.93032155716274	102.894736842105	51.1486465158886	2.7011831786647	20	All parents	2015	20	69
34	96.0666666666667	35.4180221962816	60.6	6.93325320466518	80.6842105263158	44.7670657549826	2.58545788847942	20	All parents	2015	20	70
37	220.033333333333	123.658473822655	69.3	7.69317879683035	97.3421052631579	49.5532513256621	2.67927867479751	20	All parents	2015	20	71
37	220.033333333333	123.658473822655	69.3	7.69317879683035	97.3421052631579	49.5532513256621	2.67927867479751	20	All parents	2015	20	72
38	345.8	241.257082797583	72.2	7.93032155716274	102.894736842105	51.1486465158886	2.7011831786647	20	All parents	2015	20	73
39	724.9	721.572373362506	75.1	8.27617061206449	108.447368421053	52.7440417061152	2.75460743825995	20	All parents	2015	20	74
38	345.8	241.257082797583	72.2	7.93032155716274	102.894736842105	51.1486465158886	2.7011831786647	20	All parents	2015	20	75
34	96.0666666666667	35.4180221962816	60.6	6.65357047005591	80.6842105263158	44.7670657549826	2.50810110356884	20	All parents	2015	20	76
36	157.6	75.2765567756656	66.4	7.31983606373804	91.7894736842105	47.9578561354356	2.61539131854308	20	All parents	2015	20	77
36	157.6	75.2765567756656	66.4	7.31983606373804	91.7894736842105	47.9578561354356	2.61539131854308	20	All parents	2015	20	78
33	102.255	41.7020659560171	58.65	6.4395263800997	78.6868421052632	43.325762709068	2.45052047237704	20	All parents	2015	20	79
35	120.5	50.2220071283496	63.5	6.78785680461808	86.2368421052632	46.3624609452091	2.50631266213106	20	All parents	2015	20	80
36	294.6375	204.483743432394	67.35	7.5088281375991	95.3447368421053	48.1119482797475	2.63941915588665	20	All parents	2015	20	81
35	120.5	50.2220071283496	63.5	7.19548469527939	86.2368421052632	46.3624609452091	2.6426896897592	20	All parents	2015	20	82
35	187.158333333333	104.196543826417	64.45	6.99124452440336	89.7921052631579	46.516553089521	2.51660977145425	20	All parents	2015	20	83
36	294.6375	204.483743432394	67.35	7.38122618539765	95.3447368421053	48.1119482797475	2.58768116616019	20	All parents	2015	20	84
34	133.86875	63.0000205388111	61.55	6.86094016881069	84.2394736842105	44.9211578992945	2.51817028143172	20	All parents	2015	20	85
37	618.875	614.699176935353	70.25	7.7516127354248	100.897368421053	49.707343469974	2.65244555960574	20	All parents	2015	20	86
37	220.033333333333	123.658473822655	69.3	7.56868548692572	97.3421052631579	49.5532513256621	2.64225728185884	20	All parents	2015	20	87
37	220.033333333333	123.658473822655	69.3	7.56868548692572	97.3421052631579	49.5532513256621	2.64225728185884	20	All parents	2015	20	88
38	345.8	241.257082797583	72.2	7.93032155716274	102.894736842105	51.1486465158886	2.7011831786647	20	All parents	2015	20	89
36	157.6	75.2765567756656	66.4	7.18888030224457	91.7894736842105	47.9578561354356	2.57745243902227	20	All parents	2015	20	90
35	120.5	50.2220071283496	63.5	6.92639877569867	86.2368421052632	46.3624609452091	2.54531212900248	20	All parents	2015	20	91
34	96.0666666666667	35.4180221962816	60.6	6.79485099174368	80.6842105263158	44.7670657549826	2.56880428105121	20	All parents	2015	20	92
36	157.6	75.2765567756656	66.4	7.31983606373804	91.7894736842105	47.9578561354356	2.61539131854308	20	All parents	2015	20	93
30	56.184375	15.5718217328634	49.95	5.67912845426127	62.028947368421	38.5395771383885	2.36825743810674	20	All parents	2015	20	94
36	157.6	75.2765567756656	66.4	7.31983606373804	91.7894736842105	47.9578561354356	2.61539131854308	20	All parents	2015	20	95
36	157.6	75.2765567756656	66.4	7.44848977981443	91.7894736842105	47.9578561354356	2.67365967126228	20	All parents	2015	20	96
36	157.6	75.2765567756656	66.4	7.18888030224457	91.7894736842105	47.9578561354356	2.57745243902227	20	All parents	2015	20	97
32	81.4791666666667	29.141389096079	55.75	6.14512001510141	73.1342105263158	41.7303675188415	2.41713359819675	20	All parents	2015	20	98
37	220.033333333333	123.658473822655	69.3	7.81568934899539	97.3421052631579	49.5532513256621	2.7361868550683	20	All parents	2015	20	99
37	220.033333333333	123.658473822655	69.3	7.69317879683035	97.3421052631579	49.5532513256621	2.67927867479751	20	All parents	2015	20	100
52	168.966666666667	55.415362140034	94.5333333333333	8.48816169078375	128.390804597701	68.9228087531148	3.09926371696614	30	All parents	2015	30	1
48	100.2	24.1252979256216	82.8	7.40990328321947	105.586206896552	62.5343677258238	2.94423179295529	30	All parents	2015	30	2
45	97.635	25.7971049247779	76.9	7.3509636556486	98.6885057471264	58.2530123298277	2.9160328506004	30	All parents	2015	30	3
46	101.873333333333	27.1169746755709	78.8666666666667	7.14873726223341	101.588505747126	59.64340147525	2.87870305586744	30	All parents	2015	30	4
49	130.683333333333	38.8247347816337	86.7	7.96931615635871	114.989655172414	64.2831051141824	3.03582846598823	30	All parents	2015	30	5
52	168.966666666667	55.415362140034	94.5333333333333	8.48816169078375	128.390804597701	68.9228087531148	3.09926371696614	30	All parents	2015	30	6
53	199.104761904762	71.0763354998835	97.4666666666667	8.81954899325609	134.091954022989	70.5199190099375	3.15817392854931	30	All parents	2015	30	7
52	168.966666666667	55.415362140034	94.5333333333333	8.25725270427291	128.390804597701	68.9228087531148	3.03633051241417	30	All parents	2015	30	8
50	273.420833333333	131.704470986946	91.5666666666667	8.43293806715337	128.095402298851	66.1834696340768	3.05617705401438	30	All parents	2015	30	9
51	178.669047619048	63.0267772405977	92.5666666666667	8.43293806715337	126.391954022989	67.4773256278279	3.07619122898967	30	All parents	2015	30	10
48	114.168333333333	31.2620746494677	83.7666666666667	7.72708080569744	109.288505747126	62.6859948573597	2.97809239691441	30	All parents	2015	30	11
49	130.683333333333	38.8247347816337	86.7	7.72290964166572	114.989655172414	64.2831051141824	2.95295342132076	30	All parents	2015	30	12
54	344.120833333333	167.939494222229	101.366666666667	9.18990992580691	143.495402298851	72.2686563982961	3.2025885180548	30	All parents	2015	30	13
47	141.52619047619	48.3420218138243	82.7666666666667	7.47269102205565	110.991954022989	61.3921388636086	2.88048520954072	30	All parents	2015	30	14
49	130.683333333333	38.8247347816337	86.7	7.59670981412348	114.989655172414	64.2831051141824	2.9323202269052	30	All parents	2015	30	15
45	89.9939393939394	21.9565955425779	75.9333333333333	6.73564316816805	95.8873563218391	58.0462912184273	2.80064694279642	30	All parents	2015	30	16
48	125.548148148148	37.1316764519007	84.7333333333333	7.78731161712579	112.089655172414	62.89271596876	2.98492501911316	30	All parents	2015	30	17
50	127.333333333333	35.6850419955228	88.6666666666667	8.02772971919486	116.988505747126	65.7285882394693	3.03459554661444	30	All parents	2015	30	18
52	168.966666666667	55.415362140034	94.5333333333333	8.60129189262998	128.390804597701	68.9228087531148	3.13025588261495	30	All parents	2015	30	19
53	199.104761904762	71.0763354998835	97.4666666666667	8.81954899325609	134.091954022989	70.5199190099375	3.17557089712977	30	All parents	2015	30	20
50	127.333333333333	35.6850419955228	88.6666666666667	8.02772971919486	116.988505747126	65.7285882394693	3.03459554661444	30	All parents	2015	30	21
52	215.125	83.4469797985523	95.5	8.76641317757725	132.093103448276	69.0744358846506	3.15558153434139	30	All parents	2015	30	22
52	168.966666666667	55.415362140034	94.5333333333333	8.48816169078375	128.390804597701	68.9228087531148	3.09926371696614	30	All parents	2015	30	23
49	130.683333333333	38.8247347816337	86.7	7.84708013637344	114.989655172414	64.2831051141824	2.99743799265353	30	All parents	2015	30	24
